DATE,CO,NO,NO2,O3,CO2,PM2.5,T,RH,AQHI,NO2_contrib,O3_contrib,PM2_5_contrib,Top_AQHI_Contributor
2025-08-18 17:30:00,293.36545454545455,2.2636363636363637,5.651818181818181,25.315454545454546,658.7227272727273,6.909090909090909,26.172727272727272,42.78181818181818,,,,,
2025-08-18 17:45:00,300.6786666666667,2.2953333333333332,5.542666666666666,26.217333333333332,657.2786666666667,6.8886666666666665,26.2,42.56,,,,,
2025-08-18 18:00:00,297.50666666666666,2.298,5.546,25.136,654.1786666666667,6.684,26.12,43.13333333333333,,,,,
2025-08-18 18:15:00,287.004,2.3353333333333333,5.568666666666666,23.928,644.052,6.548,25.686666666666667,43.50666666666667,,,,,
2025-08-18 18:30:00,296.19266666666664,2.334,5.8566666666666665,21.930666666666667,640.5033333333333,6.795333333333334,25.326666666666668,43.75333333333333,,,,,
2025-08-18 18:45:00,295.22933333333333,2.41,5.992666666666667,20.99,640.382,6.519333333333333,25.1,42.94,,,,,
2025-08-18 19:00:00,296.582,2.3773333333333335,6.085333333333333,21.46666666666667,639.2666666666667,6.711333333333333,24.866666666666667,43.14,,,,,
2025-08-18 19:15:00,302.03266666666667,2.1613333333333333,10.737333333333334,16.140666666666668,636.618,7.007333333333333,24.6,46.28,,,,,
2025-08-18 19:30:00,310.3353333333333,1.892,9.892666666666667,16.874,633.2686666666667,7.181333333333334,24.113333333333333,48.79333333333334,,,,,
2025-08-18 19:45:00,330.99733333333336,1.578,10.551333333333334,15.85,632.2246666666666,6.974,23.546666666666667,50.48,,,,,
2025-08-18 20:00:00,338.62266666666665,1.256,11.060666666666666,14.917333333333334,632.41,7.077333333333334,23.033333333333335,53.68,,,,,
2025-08-18 20:15:00,384.86466666666666,0.9266666666666666,11.718,10.206666666666667,640.3993333333333,7.141333333333334,22.493333333333332,55.58,2,0.3272835239470669,0.5128600248660463,0.15985645118688677,O3
2025-08-18 20:30:00,376.914,0.6533333333333333,11.951333333333334,10.030666666666667,636.528,7.229333333333333,21.84,57.22666666666667,2,0.3529122771571236,0.4849261007186347,0.16216162212424173,O3
2025-08-18 20:45:00,388.55533333333335,0.7286666666666667,12.746,8.917333333333334,635.092,7.307333333333333,21.226666666666667,60.08,2,0.3826920878012506,0.4524346486054811,0.16487326359326834,O3
2025-08-18 21:00:00,390.3686666666667,0.708,12.902666666666667,10.008,629.5573333333333,7.333333333333333,20.726666666666667,62.54666666666667,2,0.4113125750718878,0.42156095112359454,0.16712647380451764,O3
2025-08-18 21:15:00,356.026,0.702,11.800666666666666,11.588666666666667,624.348,7.688,20.406666666666666,63.913333333333334,2,0.43484222180390225,0.39530369500431073,0.16985408319178702,NO2
2025-08-18 21:30:00,343.712,0.796,11.083333333333334,12.443333333333333,624.308,7.455333333333334,20.233333333333334,64.66666666666667,2,0.4540724492152969,0.37459838189334693,0.1713291688913562,NO2
