DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-07-08T22:56:12,QAQ,71.72000000000006,5.669999999999959,0.10499999999990445,4.440000000000055,1310.9,21.1,82.9,1.17,2.93,4.62,1,PM25
2025-07-08T22:57:12,QAQ,68.75,5.759999999999979,0.0,4.559999999999945,1309.1,21.1,82.9,1.2,3.56,10.33,1,PM25
2025-07-08T22:58:12,QAQ,69.30000000000001,5.669999999999959,-0.10499999999990445,4.559999999999945,1314.9,21.1,83.0,1.09,2.8,8.74,1,PM25
2025-07-08T22:59:12,QAQ,68.63999999999999,5.670000000000061,0.10500000000014321,4.559999999999945,1313.3,21.1,83.0,1.1,2.65,6.16,1,PM25
2025-07-08T23:00:12,QAQ,69.95999999999991,5.490000000000021,-0.42000000000009546,4.320000000000164,1315.9,21.1,83.0,1.16,2.83,6.65,1,PM25
2025-07-08T23:01:12,QAQ,68.96999999999993,5.759999999999979,-0.42000000000009546,4.320000000000164,1319.2,21.1,83.1,1.18,2.9,6.57,1,PM25
2025-07-08T23:02:12,QAQ,69.62999999999997,5.580000000000041,-0.21000000000004768,4.560000000000218,1319.1,21.1,83.1,1.2,2.76,6.65,1,PM25
2025-07-08T23:03:12,QAQ,70.51000000000003,5.580000000000041,-0.525,4.2,1319.3,21.1,83.2,1.09,2.83,6.15,1,PM25
2025-07-08T23:04:12,QAQ,70.07000000000005,5.580000000000041,-0.315000000000191,4.440000000000055,1317.4,21.1,83.1,1.09,2.96,8.01,1,PM25
2025-07-08T23:05:12,QAQ,71.3900000000001,5.4,-0.525,4.440000000000055,1316.8,21.1,83.0,1.12,3.29,6.7,1,PM25
2025-07-08T23:06:12,QAQ,68.08999999999997,5.490000000000021,-0.31499999999995226,4.319999999999891,1318.1,21.1,83.1,1.08,2.65,4.78,1,PM25
2025-07-08T23:07:12,QAQ,70.83999999999997,5.579999999999939,-0.31499999999995226,4.440000000000055,1318.4,21.1,83.2,1.07,2.51,5.79,1,PM25
2025-07-08T23:08:12,QAQ,70.73000000000008,5.939999999999919,-0.734999999999809,4.439999999999782,1318.7,21.1,82.9,1.1,2.64,6.93,1,PM25
2025-07-08T23:09:12,QAQ,70.28999999999998,6.75,-1.364999999999952,4.559999999999945,1316.1,21.1,81.5,0.9,2.4,6.48,1,PM25
2025-07-08T23:10:12,QAQ,68.52999999999996,5.8500000000000005,-1.364999999999952,4.8,1307.0,21.1,80.9,0.92,2.63,4.65,1,PM25
2025-07-08T23:11:12,QAQ,71.17000000000006,5.490000000000021,-0.8399999999999523,4.8,1310.8,21.1,81.1,0.89,2.33,5.77,1,PM25
2025-07-08T23:12:12,QAQ,70.51000000000003,5.669999999999959,-0.7350000000000477,4.680000000000109,1309.1,21.1,81.3,0.93,2.31,6.45,1,PM25
2025-07-08T23:13:12,QAQ,70.95,6.030000000000041,-0.7350000000000477,4.680000000000109,1308.7,21.1,81.2,0.87,2.03,5.88,1,PM25
2025-07-08T23:14:12,QAQ,71.93999999999998,6.029999999999939,-0.9450000000000955,4.8,1306.9,21.1,80.8,0.84,1.94,2.56,1,PM25
2025-07-08T23:15:12,QAQ,70.17999999999996,5.8500000000000005,-1.260000000000048,4.8,1305.8,21.1,80.2,0.82,2.28,5.46,1,PM25
2025-07-08T23:16:12,QAQ,70.72999999999996,5.219999999999959,-0.41999999999985677,4.679999999999836,1306.5,21.1,81.0,0.9,2.48,4.04,1,PM25
2025-07-08T23:17:12,QAQ,71.82999999999996,5.310000000000082,-0.21000000000004768,4.559999999999945,1311.2,21.1,81.7,0.93,2.32,7.34,1,PM25
2025-07-08T23:18:12,QAQ,73.91999999999993,5.4,-0.525,4.440000000000055,1312.6,21.1,82.1,0.94,2.97,9.19,1,PM25
2025-07-08T23:19:12,QAQ,73.7,5.579999999999939,-0.31499999999995226,4.319999999999891,1315.4,21.1,82.3,0.97,2.49,5.37,1,PM25
2025-07-08T23:20:12,QAQ,73.0400000000001,5.4899999999999185,-0.315000000000191,4.440000000000055,1312.9,21.1,82.4,0.92,2.4,6.58,1,PM25
2025-07-08T23:21:12,QAQ,72.05000000000001,5.759999999999979,-0.6299999999999045,4.2,1315.7,21.1,82.4,1.02,2.86,6.77,1,PM25
2025-07-08T23:22:12,QAQ,71.94000000000011,5.4,-0.6299999999999045,4.319999999999891,1315.4,21.1,82.5,0.93,2.79,6.37,1,PM25
2025-07-08T23:23:12,QAQ,71.17000000000006,5.580000000000041,-0.6299999999999045,4.439999999999782,1318.8,21.1,82.5,1.0,2.54,7.21,1,PM25
2025-07-08T23:24:12,QAQ,71.72000000000006,5.669999999999959,-0.6300000000001432,4.320000000000164,1318.3,21.1,82.6,0.9,2.18,4.45,1,PM25
2025-07-08T23:25:12,QAQ,72.48999999999998,5.8500000000000005,-0.9450000000000955,4.440000000000055,1314.9,21.1,82.1,0.95,2.93,5.74,1,PM25
2025-07-08T23:26:12,QAQ,71.5,6.120000000000061,-0.6299999999999045,4.319999999999891,1316.3,21.1,82.2,1.01,2.89,11.58,1,PM25
2025-07-08T23:27:12,QAQ,70.07000000000005,6.2099999999999795,-0.8399999999999523,4.320000000000164,1311.8,21.1,82.3,0.97,2.57,7.39,1,PM25
2025-07-08T23:28:12,QAQ,70.5099999999999,6.210000000000082,-0.41999999999985677,4.559999999999945,1315.8,21.1,82.2,0.93,2.18,6.54,1,PM25
2025-07-08T23:29:12,QAQ,71.61000000000003,6.2099999999999795,-0.6299999999999045,4.319999999999891,1314.6,21.1,82.4,0.95,2.54,8.59,1,PM25
2025-07-08T23:30:12,QAQ,71.38999999999999,6.120000000000061,-0.525,4.2,1314.5,21.1,82.4,0.89,2.11,4.67,1,PM25
2025-07-08T23:31:12,QAQ,71.38999999999999,6.030000000000041,-0.734999999999809,4.439999999999782,1315.9,21.1,82.4,1.0,2.8,10.8,1,PM25
2025-07-08T23:32:12,QAQ,71.71999999999993,6.390000000000021,-0.7350000000000477,4.440000000000055,1316.7,21.1,82.2,0.87,2.49,8.05,1,PM25
2025-07-08T23:33:12,QAQ,72.37999999999995,6.119999999999959,-0.42000000000009546,4.2,1315.6,21.1,82.4,0.94,2.79,9.89,1,PM25
2025-07-08T23:34:12,QAQ,70.95,6.3,-0.7350000000000477,4.440000000000055,1312.9,21.1,82.0,0.92,2.1,5.03,1,PM25
2025-07-08T23:35:12,QAQ,68.42000000000006,6.5699999999999585,-0.9449999999998568,4.319999999999891,1311.7,21.1,81.6,0.81,2.27,5.39,1,PM25
2025-07-08T23:36:12,QAQ,68.08999999999997,6.030000000000041,-1.1549999999999045,4.439999999999782,1312.0,21.1,81.1,0.85,1.8,4.23,1,PM25
2025-07-08T23:37:12,QAQ,67.98000000000008,5.670000000000061,-0.8399999999999523,4.320000000000164,1311.0,21.1,81.5,0.88,2.33,8.45,1,PM25
2025-07-08T23:38:12,QAQ,67.5400000000001,6.390000000000021,-1.260000000000048,4.320000000000164,1309.5,21.1,81.1,0.87,2.01,4.23,1,PM25
2025-07-08T23:39:12,QAQ,66.98999999999998,5.759999999999979,-1.260000000000048,4.559999999999945,1307.7,21.1,80.9,0.9,2.05,3.85,1,PM25
2025-07-08T23:40:12,QAQ,66.87999999999997,5.760000000000082,-0.7350000000000477,4.440000000000055,1309.5,21.1,81.2,0.87,1.82,2.87,1,PM25
2025-07-08T23:41:12,QAQ,66.76999999999992,5.759999999999979,-0.9450000000000955,4.2,1309.8,21.1,81.2,0.84,2.07,4.57,1,PM25
2025-07-08T23:42:12,QAQ,66.11000000000003,5.580000000000041,-0.8399999999999523,4.2,1311.4,21.1,81.0,0.87,2.23,4.97,1,PM25
2025-07-08T23:43:12,QAQ,67.97999999999996,6.3,-1.260000000000048,4.440000000000055,1302.0,21.1,80.8,0.78,1.45,1.85,1,PM25
2025-07-08T23:44:12,QAQ,66.98999999999998,5.759999999999979,-0.9450000000000955,4.440000000000055,1310.6,21.0,80.8,0.78,1.66,4.77,1,PM25
2025-07-08T23:45:12,QAQ,66.22000000000006,6.119999999999959,-1.1550000000001432,4.440000000000055,1307.0,21.0,80.7,0.84,2.17,8.79,1,PM25
2025-07-08T23:46:12,QAQ,62.370000000000054,6.030000000000041,-1.1550000000001432,4.440000000000055,1306.5,21.0,80.4,0.86,2.15,3.54,1,PM25
