DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-06-09T04:24:51,QAQ,39.160000000000025,2.7,0.8399999999999523,6.240000000000054,1130.6,20.6,56.5,1.45,7.3,22.04,1,PM25
2025-06-09T04:25:51,QAQ,40.150000000000006,2.5200000000000613,0.7350000000000477,6.479999999999836,1131.2,20.6,56.5,1.32,7.08,21.16,1,PM25
2025-06-09T04:26:51,QAQ,39.160000000000025,2.7900000000000205,1.05,6.1200000000001635,1130.1,20.6,56.5,1.32,6.55,19.42,1,PM25
2025-06-09T04:27:51,QAQ,39.050000000000004,2.6099999999999794,0.7350000000000477,6.119999999999891,1130.2,20.6,56.5,1.41,7.2,15.42,1,PM25
2025-06-09T04:28:51,QAQ,39.82000000000005,2.7,1.05,6.119999999999891,1130.7,20.5,56.5,1.4,7.18,16.51,1,PM25
2025-06-09T04:29:51,QAQ,39.7099999999999,2.4300000000000406,0.7350000000000477,6.479999999999836,1131.5,20.5,56.5,1.47,6.84,15.38,1,PM25
2025-06-09T04:30:51,QAQ,39.27000000000005,2.6099999999999794,0.41999999999985677,7.080000000000109,1130.4,20.5,56.6,1.34,6.71,16.49,1,PM25
2025-06-09T04:31:51,QAQ,40.260000000000026,2.7899999999999183,0.525,6.479999999999836,1129.9,20.5,56.6,1.39,7.2,25.49,1,PM25
2025-06-09T04:32:51,QAQ,38.27999999999995,2.4300000000000406,0.31499999999995226,6.6,1131.2,20.5,56.4,1.39,6.94,26.33,1,PM25
2025-06-09T04:33:51,QAQ,39.71000000000003,2.5200000000000613,0.525,6.840000000000054,1131.1,20.5,56.4,1.39,6.72,18.93,1,PM25
2025-06-09T04:34:51,QAQ,38.939999999999976,2.519999999999959,0.209999999999809,6.720000000000163,1131.2,20.5,56.6,1.47,7.57,20.58,1,PM25
2025-06-09T04:35:51,QAQ,38.17000000000005,2.519999999999959,0.525,6.840000000000054,1130.8,20.5,56.5,1.55,7.39,15.84,1,PM25
2025-06-09T04:36:51,QAQ,39.929999999999964,2.7,0.41999999999985677,7.080000000000109,1130.1,20.5,56.6,1.48,7.44,19.79,1,PM25
