DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,Top_AQHI_Contributor
2025-06-22T18:43:56,QAQ,34.979999999999954,3.330000000000041,-0.10500000000014321,5.640000000000055,1453.1,20.4,56.5,1.65,3.81,7.39,1,PM25
2025-06-22T18:44:56,QAQ,33.550000000000004,3.330000000000041,0.10499999999990445,5.159999999999945,1452.0,20.4,56.7,1.62,3.72,5.71,1,PM25
2025-06-22T18:45:56,QAQ,33.87999999999995,3.330000000000041,-0.42000000000009546,5.3999999999999995,1450.4,20.4,56.7,1.71,3.86,6.08,1,PM25
2025-06-22T18:46:56,QAQ,33.88000000000008,3.6900000000000204,-0.840000000000191,5.160000000000218,1451.6,20.4,56.0,1.72,3.78,5.67,1,PM25
2025-06-22T18:47:56,QAQ,31.46000000000003,3.15,-0.31499999999995226,5.51999999999989,1450.6,20.4,56.2,1.65,3.69,6.22,1,PM25
2025-06-22T18:48:56,QAQ,32.45,3.419999999999959,-0.31499999999995226,5.520000000000164,1451.0,20.4,56.2,1.56,3.3,5.58,1,PM25
2025-06-22T18:49:56,QAQ,33.0,2.9699999999999593,-0.21000000000004768,5.3999999999999995,1452.3,20.4,56.4,1.53,3.45,6.94,1,PM25
2025-06-22T18:50:56,QAQ,34.1,3.2400000000000206,-0.31499999999995226,5.51999999999989,1452.2,20.3,56.6,1.69,3.86,6.15,1,PM25
2025-06-22T18:51:56,QAQ,32.339999999999975,3.4200000000000617,-0.42000000000009546,5.3999999999999995,1451.6,20.3,56.8,1.64,3.67,8.86,1,PM25
2025-06-22T18:52:56,QAQ,34.1,3.239999999999918,0.0,5.3999999999999995,1451.0,20.3,57.0,1.68,3.99,7.13,1,PM25
2025-06-22T18:53:56,QAQ,32.8900000000001,2.9700000000000615,-0.10499999999990445,5.639999999999781,1454.5,20.3,57.1,1.72,3.71,8.24,1,PM25
2025-06-22T18:54:56,QAQ,33.1099999999999,3.330000000000041,-0.209999999999809,5.3999999999999995,1450.8,20.3,57.0,1.64,3.66,7.92,1,PM25
2025-06-22T18:55:56,QAQ,34.31999999999992,3.0599999999999796,-0.209999999999809,5.279999999999836,1452.9,20.3,56.9,1.54,3.41,5.06,1,PM25
2025-06-22T18:56:56,QAQ,32.8900000000001,3.0599999999999796,-0.21000000000004768,5.159999999999945,1451.6,20.2,57.0,1.62,3.87,7.13,1,PM25
2025-06-22T18:57:56,QAQ,33.329999999999956,3.0600000000000818,-0.31499999999995226,5.640000000000055,1451.3,20.2,57.0,1.57,3.57,4.79,1,PM25
2025-06-22T18:58:56,QAQ,35.0900000000001,3.2400000000000206,-0.31499999999995226,5.51999999999989,1448.3,20.2,57.0,1.58,3.18,6.0,1,PM25
2025-06-22T18:59:56,QAQ,33.769999999999925,3.2400000000000206,-0.10499999999990445,5.639999999999781,1452.8,20.2,57.2,1.54,3.46,5.92,1,PM25
2025-06-22T19:00:56,QAQ,34.760000000000026,3.2400000000000206,0.0,5.3999999999999995,1452.0,20.2,57.4,1.6,3.74,5.7,1,PM25
2025-06-22T19:01:56,QAQ,33.98999999999998,3.0599999999999796,-0.21000000000004768,5.280000000000109,1449.1,20.2,57.4,1.59,3.53,6.45,1,PM25
2025-06-22T19:02:56,QAQ,32.229999999999954,3.329999999999939,-0.21000000000004768,5.040000000000054,1452.2,20.2,57.2,1.5,3.24,6.22,1,PM25
2025-06-22T19:03:56,QAQ,33.33000000000008,2.8799999999999386,-0.21000000000004768,5.3999999999999995,1453.9,20.2,57.3,1.56,3.57,4.75,1,PM25
2025-06-22T19:04:56,QAQ,36.079999999999956,3.0599999999999796,-0.31499999999995226,5.3999999999999995,1451.4,20.1,57.3,1.57,3.48,5.82,1,PM25
2025-06-22T19:05:56,QAQ,33.439999999999976,3.15,0.0,5.3999999999999995,1451.9,20.1,57.4,1.44,3.38,5.11,1,PM25
2025-06-22T19:06:56,QAQ,32.56000000000003,3.15,-0.31499999999995226,5.280000000000109,1449.8,20.1,57.3,1.44,3.24,5.18,1,PM25
2025-06-22T19:07:56,QAQ,34.31999999999992,3.15,-0.10499999999990445,5.279999999999836,1452.5,20.1,57.4,1.52,3.41,6.45,1,PM25
2025-06-22T19:08:56,QAQ,35.42000000000005,2.9699999999999593,0.0,5.3999999999999995,1451.7,20.1,57.6,1.45,3.39,6.83,1,PM25
2025-06-22T19:09:56,QAQ,34.980000000000075,3.15,-0.10500000000014321,5.3999999999999995,1452.6,20.1,57.5,1.48,3.19,6.01,1,PM25
2025-06-22T19:10:56,QAQ,34.31999999999992,3.0599999999999796,0.10500000000014321,5.51999999999989,1451.4,20.1,57.6,1.57,3.42,5.44,1,PM25
2025-06-22T19:11:56,QAQ,36.079999999999956,2.9699999999999593,-0.21000000000004768,5.640000000000055,1451.3,20.1,57.7,1.61,3.72,5.25,1,PM25
2025-06-22T19:12:56,QAQ,34.2099999999999,3.15,0.21000000000004768,5.159999999999945,1452.9,20.1,57.8,1.5,3.31,5.23,1,PM25
2025-06-22T19:13:56,QAQ,34.21000000000003,3.15,0.0,5.159999999999945,1455.6,20.1,57.7,1.55,3.7,6.96,1,PM25
2025-06-22T19:14:56,QAQ,34.1,2.9699999999999593,-0.10499999999990445,5.51999999999989,1451.8,20.1,57.8,1.51,3.32,4.85,1,PM25
2025-06-22T19:15:56,QAQ,35.75,2.7900000000000205,0.10500000000014321,5.159999999999945,1454.0,20.1,58.0,1.56,3.26,6.01,1,PM25
2025-06-22T19:16:56,QAQ,35.970000000000056,3.0599999999999796,0.0,5.3999999999999995,1452.8,20.1,58.0,1.52,2.96,3.95,1,PM25
2025-06-22T19:17:56,QAQ,34.32000000000005,3.330000000000041,0.0,5.280000000000109,1453.5,20.1,57.8,1.57,3.43,5.57,1,PM25
2025-06-22T19:18:56,QAQ,34.980000000000075,2.8799999999999386,-0.10499999999990445,5.51999999999989,1451.9,20.1,58.0,1.48,3.3,5.69,1,PM25
2025-06-22T19:19:56,QAQ,36.410000000000025,3.0599999999999796,-0.10499999999990445,5.640000000000055,1452.4,20.1,58.1,1.61,3.45,5.45,1,PM25
2025-06-22T19:20:56,QAQ,35.2,2.7899999999999183,-0.10499999999990445,5.280000000000109,1453.6,20.1,58.1,1.61,3.53,8.2,1,PM25
2025-06-22T19:21:56,QAQ,33.33000000000008,2.9699999999999593,0.10499999999990445,5.280000000000109,1452.6,20.0,58.1,1.57,3.26,5.73,1,PM25
2025-06-22T19:22:56,QAQ,35.52999999999995,2.9699999999999593,0.10499999999990445,5.159999999999945,1451.3,20.0,58.1,1.53,3.61,6.16,1,PM25
2025-06-22T19:23:56,QAQ,36.190000000000104,3.2400000000000206,0.10500000000014321,5.279999999999836,1455.3,20.0,58.2,1.56,3.34,5.35,1,PM25
2025-06-22T19:24:56,QAQ,33.0,2.9699999999999593,-0.10500000000014321,5.3999999999999995,1453.1,20.0,58.1,1.63,3.57,4.98,1,PM25
2025-06-22T19:25:56,QAQ,36.73999999999998,3.330000000000041,0.0,5.51999999999989,1455.4,20.0,58.0,1.7,4.34,7.05,1,PM25
2025-06-22T19:26:56,QAQ,34.43000000000008,3.0599999999999796,-0.21000000000004768,5.280000000000109,1453.2,20.0,57.8,1.53,3.35,5.38,1,PM25
2025-06-22T19:27:56,QAQ,34.42999999999995,3.239999999999918,0.42000000000009546,4.919999999999891,1451.9,20.0,57.9,1.61,3.76,6.1,1,PM25
2025-06-22T19:28:56,QAQ,35.089999999999975,3.0599999999999796,0.525,4.8,1454.0,20.0,58.0,1.55,3.56,5.18,1,PM25
2025-06-22T19:29:56,QAQ,34.42999999999995,2.8800000000000407,0.42000000000009546,5.159999999999945,1451.1,20.0,58.2,1.63,3.61,7.22,1,PM25
2025-06-22T19:30:56,QAQ,34.870000000000054,2.9700000000000615,0.10500000000014321,5.159999999999945,1451.9,20.0,58.3,1.67,3.87,6.61,1,PM25
2025-06-22T19:31:56,QAQ,34.2099999999999,3.0599999999999796,0.31499999999995226,5.160000000000218,1453.0,20.0,58.4,1.53,3.22,5.16,1,PM25
2025-06-22T19:32:56,QAQ,35.089999999999975,2.8800000000000407,0.31499999999995226,5.279999999999836,1452.6,20.0,58.5,1.62,3.68,6.12,1,PM25
2025-06-22T19:33:56,QAQ,34.53999999999998,3.15,0.0,5.280000000000109,1452.3,20.0,58.4,1.74,4.01,6.74,1,PM25
2025-06-22T19:34:56,QAQ,34.21000000000003,3.0599999999999796,-0.10500000000014321,5.3999999999999995,1453.2,19.9,58.3,1.57,3.33,4.5,1,PM25
2025-06-22T19:35:56,QAQ,34.979999999999954,2.9700000000000615,-0.21000000000004768,5.280000000000109,1454.0,19.9,57.9,1.55,3.51,8.55,1,PM25
2025-06-22T19:36:56,QAQ,34.650000000000006,2.9700000000000615,0.0,5.51999999999989,1452.0,19.9,58.0,1.52,3.64,7.08,1,PM25
2025-06-22T19:37:56,QAQ,33.769999999999925,3.0599999999999796,-0.315000000000191,5.160000000000218,1453.1,19.9,57.9,1.49,3.43,5.7,1,PM25
2025-06-22T19:38:56,QAQ,32.339999999999975,3.15,-0.10500000000014321,5.3999999999999995,1452.7,19.9,57.7,1.49,3.62,5.46,1,PM25
2025-06-22T19:39:56,QAQ,35.86000000000003,2.9699999999999593,-0.10500000000014321,5.760000000000218,1451.3,19.9,57.7,1.58,3.5,5.82,1,PM25
2025-06-22T19:40:56,QAQ,34.1,2.7899999999999183,-0.21000000000004768,5.520000000000164,1449.9,19.9,57.9,1.51,3.23,4.58,1,PM25
2025-06-22T19:41:56,QAQ,33.9900000000001,2.8799999999999386,0.0,5.51999999999989,1451.5,19.9,58.0,1.54,3.6,7.51,1,PM25
2025-06-22T19:42:56,QAQ,33.1099999999999,2.7899999999999183,0.0,5.280000000000109,1451.4,19.9,58.2,1.45,3.12,7.68,1,PM25
2025-06-22T19:43:56,QAQ,34.43000000000008,2.7,0.31499999999995226,5.3999999999999995,1453.5,19.9,58.4,1.47,3.6,5.63,1,PM25
2025-06-22T19:44:56,QAQ,34.43000000000008,2.6099999999999794,0.10500000000014321,5.3999999999999995,1451.7,19.8,58.5,1.55,3.23,6.41,1,PM25
2025-06-22T19:45:56,QAQ,34.43000000000008,2.7900000000000205,0.0,5.639999999999781,1452.0,19.8,58.5,1.44,2.95,5.22,1,PM25
