DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,137,25,-2,-36,3829631441,129,20,-37,3208576522,AQI
2025-03-21 10:23:27-07:00,6.76,166.89200000000002,8.928,14.364,36.071999999999996,419.39,7.9,73.0,0.0,0.58,0.66,17.0,0.0,0.0,STAT,,,,,,7.6784
2025-03-21 10:24:27-07:00,6.74,167.145,10.998000000000001,13.755,36.312,419.78,7.9,73.0,0.0,0.76,1.05,15.0,0.0,0.0,STAT,,,,,,7.8704
2025-03-21 10:25:26-07:00,6.73,168.179,8.973,14.532,36.096,419.92,7.9,72.9,0.0,0.94,1.08,17.0,0.0,0.0,STAT,,,,,,7.9712
2025-03-21 10:26:26-07:00,6.72,164.01000000000002,10.548,12.936000000000002,35.424,419.62,7.9,72.9,0.25,1.21,1.26,16.0,0.0,-1.0,STAT,,,,,,8.052800000000001
2025-03-21 10:27:26-07:00,6.71,163.22899999999998,10.413,14.217,36.083999999999996,419.22,7.9,72.9,0.25,1.24,1.29,16.0,0.0,0.0,STAT,,,,,,8.2088
2025-03-21 10:28:27-07:00,6.71,165.81400000000002,11.169,17.871,33.792,419.31,7.9,73.0,0.08,1.19,1.53,16.0,0.0,0.0,STAT,,,,,,7.710400000000001
2025-03-21 10:29:27-07:00,6.7,169.29000000000002,10.971,20.3595,33.948,419.76,7.9,72.9,0.31,1.51,2.2,16.0,0.0,0.0,STAT,,,,,,7.9976
2025-03-21 10:30:29-07:00,6.68,170.929,9.558,20.727,34.128,419.91,7.8,72.6,0.66,1.61,1.98,17.0,0.0,0.0,STAT,,,,,,8.113600000000002
2025-03-21 10:31:29-07:00,6.65,169.928,8.532,19.236,34.199999999999996,419.97,7.8,72.8,-1.0,-1.0,-1.0,18.0,0.0,0.0,STAT,,,,,,6.04
2025-03-21 10:32:29-07:00,6.63,171.699,7.65,19.173000000000002,35.808,420.28,7.8,72.8,-1.0,-1.0,-1.0,18.0,0.0,0.0,STAT,,,,,,6.3616
2025-03-21 10:33:29-07:00,6.62,172.26000000000002,7.776000000000001,21.2625,34.5,420.71,7.8,72.8,-1.0,-1.0,-1.0,18.0,0.0,0.0,STAT,,,,,,6.1000000000000005
2025-03-21 10:34:30-07:00,6.62,170.181,9.395999999999999,22.218,32.76,420.9,7.8,72.8,-1.0,-1.0,-1.0,16.0,0.0,0.0,STAT,,,,,,5.752
2025-03-21 10:35:30-07:00,6.62,170.302,8.126999999999999,22.8585,33.288,420.96,7.8,73.1,0.27,1.59,1.85,17.0,0.0,0.0,STAT,,,,,,7.9296
2025-03-21 10:36:30-07:00,6.62,168.311,7.992000000000001,21.514499999999998,34.391999999999996,420.99,7.8,73.3,0.41,1.75,1.84,17.0,0.0,0.0,STAT,,,,,,8.2784
2025-03-21 10:37:30-07:00,6.61,165.836,7.488,21.588,35.22,421.0,7.7,73.4,0.62,1.79,1.89,18.0,0.0,0.0,STAT,,,,,,8.476
2025-03-21 10:38:30-07:00,6.61,165.803,7.362,20.601000000000003,33.408,421.0,7.8,73.5,0.31,1.57,1.84,17.0,0.0,0.0,STAT,,,,,,7.937600000000001
2025-03-21 10:39:30-07:00,6.61,167.46400000000003,9.485999999999999,18.983999999999998,34.56,421.0,7.7,73.5,0.23,1.29,1.58,16.0,0.0,-1.0,STAT,,,,,,7.944000000000001
2025-03-21 10:40:30-07:00,6.6,169.79600000000002,9.333,16.884,37.116,420.75,7.7,73.5,0.23,1.65,1.9,17.0,0.0,0.0,STAT,,,,,,8.7432
2025-03-21 10:41:30-07:00,6.6,166.46300000000002,8.226,15.8445,37.752,420.91,7.7,73.4,0.4,1.3,1.38,17.0,0.0,0.0,STAT,,,,,,8.5904
2025-03-21 10:42:31-07:00,6.57,164.27400000000003,9.657,15.120000000000001,38.004,420.39,7.7,73.2,0.51,1.53,1.56,16.0,0.0,0.0,STAT,,,,,,8.8248
2025-03-21 10:43:31-07:00,6.54,162.811,8.622,14.1225,38.508,420.14,7.7,72.7,0.33,1.43,1.44,17.0,0.0,0.0,STAT,,,,,,8.845600000000001
2025-03-21 10:44:31-07:00,6.53,167.15600000000003,9.045000000000002,14.2905,38.616,420.05,7.7,72.5,0.21,1.02,1.02,17.0,0.0,0.0,STAT,,,,,,8.539200000000001
2025-03-21 10:45:32-07:00,6.52,169.21300000000002,10.773000000000001,13.387500000000001,37.908,420.02,7.7,72.3,0.52,1.65,1.86,16.0,0.0,0.0,STAT,,,,,,8.9016
2025-03-21 10:46:32-07:00,6.52,164.43900000000002,10.044,13.125,34.836,420.01,7.7,72.2,0.77,1.39,1.46,16.0,0.0,-1.0,STAT,,,,,,8.0792
