DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,121,23,-9,-25,34169305,145,28,-11,-23,3881630889,AQI
2025-03-12 05:11:56-07:00,5.92,173.382,12.879000000000001,14.784,21.648,399.11,7.6,73.2,0.0,0.04,0.05,19.0,0.0,-1.0,STAT,,,,,,,4.3616
2025-03-12 05:12:56-07:00,5.91,170.247,14.103,13.545000000000002,22.476,398.39,7.6,73.1,0.0,0.01,0.07,17.0,-1.0,-1.0,STAT,,,,,,,4.5032
2025-03-12 05:13:56-07:00,5.9,169.87300000000002,13.248000000000001,13.6605,23.316,397.78,7.6,73.0,0.0,0.0,0.06,19.0,-1.0,-1.0,STAT,,,,,,,4.6632
2025-03-12 05:14:56-07:00,5.9,166.727,14.121,14.605500000000001,22.92,397.28,7.6,73.0,0.0,0.0,0.02,17.0,-1.0,0.0,STAT,,,,,,,4.5840000000000005
2025-03-12 05:15:56-07:00,5.9,165.08800000000002,13.086,14.553,23.028000000000002,397.1,7.6,73.2,0.0,0.0,0.01,19.0,0.0,0.0,STAT,,,,,,,4.605600000000001
2025-03-12 05:16:56-07:00,5.9,165.803,13.041,13.723500000000001,24.0,397.03,7.6,73.2,0.0,0.0,0.0,19.0,-1.0,-1.0,STAT,,,,,,,4.800000000000001
2025-03-12 05:17:57-07:00,5.9,165.71500000000003,13.68,14.668500000000002,21.432,397.01,7.6,73.1,0.0,0.14,0.14,17.0,-1.0,-1.0,STAT,,,,,,,4.3984
2025-03-12 05:18:58-07:00,5.9,167.34300000000002,13.599,15.0885,22.284,397.0,7.6,73.1,0.0,0.16,0.16,17.0,-1.0,-1.0,STAT,,,,,,,4.5848
2025-03-12 05:19:58-07:00,5.9,167.948,12.438,14.679,22.968,396.35,7.6,73.2,0.0,0.05,0.05,18.0,-1.0,-1.0,STAT,,,,,,,4.6336
2025-03-12 05:20:58-07:00,5.89,167.12300000000002,13.302,14.763000000000002,23.4,396.12,7.5,73.0,0.0,0.09,0.19,18.0,-1.0,0.0,STAT,,,,,,,4.752
2025-03-12 05:21:58-07:00,5.89,171.10500000000002,13.671,15.2565,23.195999999999998,396.04,7.5,73.0,0.0,0.03,0.06,18.0,0.0,-1.0,STAT,,,,,,,4.6632
2025-03-12 05:22:59-07:00,5.89,168.014,13.176,15.036000000000001,22.968,396.02,7.5,73.1,0.0,0.01,0.02,18.0,-1.0,0.0,STAT,,,,,,,4.6016
2025-03-12 05:23:59-07:00,5.88,166.353,12.852,14.9625,23.892,396.65,7.5,73.0,0.0,0.0,0.01,18.0,-1.0,0.0,STAT,,,,,,,4.7784
2025-03-12 05:24:59-07:00,5.88,163.48200000000003,12.645000000000001,16.0755,20.855999999999998,396.88,7.5,73.3,0.0,0.0,0.0,18.0,-1.0,-1.0,STAT,,,,,,,4.1712
2025-03-12 05:25:59-07:00,5.88,166.199,12.366,15.687,21.732,396.96,7.5,73.1,0.0,0.0,0.0,18.0,0.0,-2.0,STAT,,,,,,,4.3464
2025-03-12 05:26:59-07:00,5.88,165.78100000000003,12.096,14.259,23.4,396.69,7.5,73.2,0.0,0.0,0.0,18.0,-1.0,-1.0,STAT,,,,,,,4.68
2025-03-12 05:28:02-07:00,5.87,164.50500000000002,12.645000000000001,14.763000000000002,23.855999999999998,396.24,7.5,73.3,0.0,0.0,0.02,18.0,0.0,-1.0,STAT,,,,,,,4.771199999999999
2025-03-12 05:28:58-07:00,5.84,164.34000000000003,12.447000000000001,14.1645,24.648,396.09,7.5,73.2,0.0,0.0,0.01,19.0,-1.0,0.0,STAT,,,,,,,4.929600000000001
2025-03-12 05:29:58-07:00,5.82,165.91300000000004,12.906,14.6265,23.208,396.03,7.4,73.3,0.0,0.0,0.0,18.0,-1.0,-1.0,STAT,,,,,,,4.6415999999999995
2025-03-12 05:30:59-07:00,5.81,166.353,13.266,15.6555,23.112000000000002,396.01,7.4,73.2,0.0,0.0,0.0,17.0,-2.0,-1.0,STAT,,,,,,,4.622400000000001
2025-03-12 05:31:59-07:00,5.8,165.82500000000002,13.788,14.7105,22.787999999999997,396.0,7.4,73.4,0.0,0.04,0.04,16.0,-1.0,-1.0,STAT,,,,,,,4.5896
2025-03-12 05:32:59-07:00,5.8,166.969,13.770000000000001,14.973,23.04,396.0,7.4,73.5,0.0,0.01,0.31,17.0,-1.0,0.0,STAT,,,,,,,4.616
2025-03-12 05:33:59-07:00,5.8,166.045,12.717,14.028,23.532,396.0,7.4,73.6,0.0,0.1,0.28,19.0,-1.0,-1.0,STAT,,,,,,,4.7864
2025-03-12 05:34:59-07:00,5.79,164.769,12.672,16.0545,23.376,396.0,7.4,73.7,0.0,0.17,0.33,19.0,0.0,0.0,STAT,,,,,,,4.8112
2025-03-12 05:35:59-07:00,5.79,165.726,12.591000000000001,15.2355,22.523999999999997,396.0,7.4,73.9,0.0,0.06,0.11,18.0,-1.0,-1.0,STAT,,,,,,,4.5527999999999995
2025-03-12 05:36:59-07:00,5.79,163.768,11.619,15.4875,22.956,396.0,7.4,73.8,0.0,0.02,0.04,19.0,0.0,0.0,STAT,,,,,,,4.6072
2025-03-12 05:37:59-07:00,5.78,165.528,12.78,14.584500000000002,23.304000000000002,396.0,7.4,73.8,0.0,0.01,0.01,18.0,-1.0,0.0,STAT,,,,,,,4.668800000000001
2025-03-12 05:39:00-07:00,5.78,162.195,12.843,15.592500000000001,22.284,396.0,7.4,73.9,0.0,0.0,0.0,18.0,0.0,-1.0,STAT,,,,,,,4.4568
2025-03-12 05:40:00-07:00,5.78,164.967,12.996,14.668500000000002,23.555999999999997,396.0,7.4,73.6,0.0,0.04,0.04,18.0,0.0,-1.0,STAT,,,,,,,4.7432
2025-03-12 05:41:00-07:00,5.77,163.72400000000002,12.249,15.1725,22.848,396.0,7.4,73.5,0.0,0.01,0.01,18.0,-1.0,-1.0,STAT,,,,,,,4.5776
2025-03-12 05:42:01-07:00,5.74,165.31900000000002,12.303,15.8655,22.871999999999996,396.0,7.3,73.5,0.0,0.19,0.33,18.0,0.0,-1.0,STAT,,,,,,,4.7264
2025-03-12 05:43:02-07:00,5.72,166.02300000000002,12.348,13.6815,25.836000000000002,395.46,7.3,73.6,0.0,0.06,0.11,18.0,-1.0,-1.0,STAT,,,,,,,5.215200000000001
2025-03-12 05:44:02-07:00,5.7,166.441,13.257000000000001,14.7315,24.684,395.16,7.3,73.9,0.0,0.19,0.2,18.0,0.0,0.0,STAT,,,,,,,5.088800000000001
2025-03-12 05:45:02-07:00,5.7,165.869,12.492,14.7735,25.224,395.06,7.3,73.9,0.0,0.06,0.07,18.0,-1.0,0.0,STAT,,,,,,,5.0928
2025-03-12 05:46:02-07:00,5.69,166.22100000000003,12.942,15.015,24.276,395.02,7.3,73.7,0.0,0.02,0.02,18.0,-1.0,0.0,STAT,,,,,,,4.8712
2025-03-12 05:47:02-07:00,5.69,165.95700000000002,13.338000000000001,16.443,23.772,395.01,7.3,73.8,0.0,0.01,0.01,17.0,0.0,0.0,STAT,,,,,,,4.7623999999999995
2025-03-12 05:48:02-07:00,5.69,162.47,13.185,16.9365,22.344,395.0,7.3,73.9,0.0,0.0,0.0,18.0,0.0,0.0,STAT,,,,,,,4.468800000000001
2025-03-12 05:49:01-07:00,5.69,162.89900000000003,12.672,17.85,21.072,395.0,7.3,74.1,0.0,0.0,0.0,18.0,0.0,-1.0,STAT,,,,,,,4.2144
2025-03-12 05:50:01-07:00,5.68,166.067,13.113000000000001,17.4615,21.348,395.0,7.3,74.0,0.0,0.24,0.24,18.0,0.0,-1.0,STAT,,,,,,,4.4616
2025-03-12 05:51:01-07:00,5.68,168.223,12.366,15.592500000000001,23.328,395.0,7.3,73.9,0.0,0.18,0.18,19.0,-1.0,-1.0,STAT,,,,,,,4.8096000000000005
2025-03-12 05:52:02-07:00,5.67,164.07600000000002,12.933,16.7055,22.476,395.0,7.3,73.9,0.0,0.37,0.37,18.0,0.0,-1.0,STAT,,,,,,,4.7912
2025-03-12 05:53:02-07:00,5.67,162.85500000000002,12.501000000000001,15.855,22.548,395.0,7.3,73.9,0.0,0.17,0.17,18.0,-1.0,-1.0,STAT,,,,,,,4.6456
2025-03-12 05:54:03-07:00,5.67,162.10700000000003,12.573,15.6975,22.776,395.0,7.3,74.1,0.0,0.05,0.05,18.0,-2.0,-1.0,STAT,,,,,,,4.5952
2025-03-12 05:55:04-07:00,5.65,164.043,13.275,16.5165,20.82,395.0,7.3,74.2,0.0,0.04,0.04,17.0,-1.0,-2.0,STAT,,,,,,,4.196000000000001
2025-03-12 05:56:04-07:00,5.62,164.81300000000002,13.833,16.180500000000002,22.968,395.0,7.3,74.1,0.0,0.01,0.01,16.0,-1.0,-1.0,STAT,,,,,,,4.6016
2025-03-12 05:57:04-07:00,5.6,162.459,13.707,16.4325,21.96,395.0,7.2,74.0,0.0,0.0,0.0,17.0,-1.0,-1.0,STAT,,,,,,,4.392
2025-03-12 05:58:04-07:00,5.6,164.417,12.906,15.5715,22.679999999999996,395.0,7.2,74.0,0.0,0.0,0.0,17.0,-1.0,-1.0,STAT,,,,,,,4.536
2025-03-12 05:59:05-07:00,5.59,163.9,13.257000000000001,16.2855,22.044,395.0,7.2,74.1,0.0,0.0,0.0,16.0,0.0,-1.0,STAT,,,,,,,4.4088
2025-03-12 05:59:59-07:00,5.59,165.36300000000003,13.491,17.325,21.312,395.15,7.2,74.4,0.0,0.21,0.21,16.0,0.0,-1.0,STAT,,,,,,,4.430400000000001
2025-03-12 06:00:59-07:00,5.59,166.078,12.870000000000001,17.787000000000003,21.54,395.59,7.2,74.4,0.0,0.07,0.07,18.0,0.0,0.0,STAT,,,,,,,4.364
2025-03-12 06:01:59-07:00,5.58,167.33200000000002,12.78,17.9235,21.791999999999998,395.36,7.2,74.4,0.0,0.17,0.17,18.0,0.0,0.0,STAT,,,,,,,4.4944
2025-03-12 06:03:00-07:00,5.58,172.227,13.284,16.653,23.652,395.77,7.2,74.2,0.0,0.07,0.07,17.0,-1.0,-1.0,STAT,,,,,,,4.7864
2025-03-12 06:04:00-07:00,5.58,190.179,12.681000000000001,17.598000000000003,22.932,395.92,7.2,74.4,0.0,0.02,0.02,18.0,-1.0,0.0,STAT,,,,,,,4.6024
2025-03-12 06:05:01-07:00,5.57,191.62,12.78,16.422,22.956,395.89,7.2,74.5,0.0,0.35,0.35,18.0,-1.0,0.0,STAT,,,,,,,4.8712
2025-03-12 06:06:02-07:00,5.56,182.60000000000002,13.095,15.5085,23.831999999999997,395.85,7.1,74.6,-1.0,-1.0,-1.0,18.0,-1.0,0.0,STAT,,,,,,,3.9664
