DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI,NO2_contrib,O3_contrib,PM25_contrib,Top_AQHI_Contributor
2025-05-04T21:47:54,23.62,537.339,10.520999999999999,7.791,18.684,414.0,22.4,30.5,0.41,0.72,0.73,1.6580336230827166,0.3948744852179368,0.5847873890540329,0.020338125728030343,O3
2025-05-04T21:48:53,23.6,534.908,9.198,7.035,19.968,414.0,22.4,30.6,0.17,0.83,0.84,1.6622316988584422,0.3747055016682273,0.6034577623273039,0.021836736004468855,O3
2025-05-04T21:49:53,23.59,542.96,9.648000000000001,7.497,20.004,414.0,22.4,30.5,0.06,0.68,0.68,1.674900391947018,0.3732804556005075,0.6059336433055856,0.02078590109390692,O3
2025-05-04T21:50:53,23.59,533.841,10.224,7.329000000000001,20.376,414.0,22.4,30.5,0.07,0.57,0.57,1.681259886437179,0.3704646542953461,0.6100354253130486,0.019499920391605325,O3
2025-05-04T21:51:53,23.59,533.4010000000001,11.808,7.3395,19.679999999999996,414.0,22.4,30.5,0.02,0.35,0.35,1.6759277597903588,0.37090397671379555,0.6114905582391764,0.017605465047028028,O3
2025-05-04T21:52:53,23.59,524.018,10.656,5.8485000000000005,21.395999999999997,414.0,22.4,30.5,0.01,0.36,0.36,1.6664331336521674,0.35995338407450694,0.6236057207053199,0.016440895220173113,O3
2025-05-04T21:53:49,23.59,537.933,10.089,7.308,20.052,414.58,22.4,30.5,0.0,0.24,0.24,1.6664006731186969,0.36117412556249423,0.6237699970021293,0.015055877435376404,O3
2025-05-04T21:54:49,23.59,547.426,9.261,7.1505,21.708,414.72,22.4,30.5,0.0,0.26,0.26,1.6756388588937772,0.3590980181162726,0.6268924832614353,0.014009498622292064,O3
2025-05-04T21:55:49,23.59,547.1070000000001,10.520999999999999,6.8565000000000005,21.192,414.9,22.3,30.5,0.0,0.63,0.63,1.6790047097176017,0.35667265769517176,0.6289468517833842,0.014380490521444102,O3
2025-05-04T21:56:49,23.59,538.681,10.782,5.9639999999999995,21.179999999999996,414.96,22.3,30.6,0.0,0.64,0.64,1.674161107611538,0.35184400313846165,0.6333857370944118,0.014770259767126532,O3
2025-05-04T21:57:49,23.59,544.7090000000001,10.836,6.9510000000000005,19.416,415.15,22.4,30.5,0.0,0.71,0.71,1.6696859017868393,0.35250763965331694,0.632218368081888,0.015273992264795028,O3
2025-05-04T21:58:49,23.59,535.9530000000001,12.141,6.909000000000001,19.728,415.24,22.3,30.5,0.0,0.78,0.86,1.6672922561744572,0.35260366617426386,0.6315491909359197,0.015847142889816496,O3
2025-05-04T21:59:50,23.59,539.0440000000001,11.718,7.423500000000001,19.86,415.38,22.3,30.5,0.0,0.46,0.61,1.6679788391776433,0.35411105282725847,0.6302733410816909,0.015615606091050697,O3
2025-05-04T22:00:50,23.59,544.181,10.404,7.455,19.992,415.56,22.3,30.5,0.13,0.49,0.72,1.6693495535695912,0.35534919332182674,0.6291806070990955,0.015470199579077727,O3
2025-05-04T22:01:50,23.59,548.163,10.98,6.909000000000001,19.476,415.26,22.3,30.6,0.06,0.27,0.53,1.6649876632562257,0.35576642836137834,0.6292506518912727,0.014982919747348975,O3
2025-05-04T22:02:50,23.58,544.577,9.036,7.5600000000000005,18.192,415.15,22.3,30.5,0.04,0.31,0.39,1.6605281433728123,0.35833595298298265,0.6270334398253996,0.014630607191617687,O3
2025-05-04T22:03:50,23.58,551.6500000000001,11.727,7.287000000000001,19.656,415.05,22.3,30.6,0.01,0.13,0.16,1.6592391310443764,0.35922406408119306,0.6267794911514623,0.013996444767344676,O3
2025-05-04T22:04:50,23.58,552.8820000000001,10.8,7.098,19.512,415.46,22.3,30.6,0.03,0.33,0.34,1.6573114260066646,0.35965061998994635,0.6265971044845082,0.013752275525545492,O3
2025-05-04T22:05:50,23.57,551.8370000000001,11.313,6.657,20.136,415.58,22.3,30.6,0.01,0.31,0.31,1.6552955391299424,0.35891482324061535,0.6275792544750212,0.013505922284363472,O3
2025-05-04T22:06:50,23.57,551.056,11.808,6.415500000000001,20.555999999999997,415.62,22.3,30.6,0.0,0.39,0.39,1.653747173509096,0.3575782104285909,0.6290269453027209,0.013394844268688207,O3
2025-05-04T22:07:50,23.55,559.4820000000001,11.529,6.636000000000001,21.108,415.8,22.3,30.5,0.0,0.47,0.47,1.6547815154244192,0.3563770042586545,0.630240567583203,0.013382428158142482,O3
2025-05-04T22:08:51,23.52,564.487,11.232000000000001,6.9615,20.304000000000002,415.93,22.3,30.5,0.16,0.61,0.61,1.6553591733092146,0.35611728513342417,0.6303285745487368,0.013554140317838961,O3
2025-05-04T22:09:52,23.5,558.041,12.204,7.1295,19.871999999999996,415.89,22.3,30.6,0.05,0.3,0.3,1.6548904447138753,0.3564664517353626,0.6301959490985801,0.013337599166057267,O3
2025-05-04T22:10:52,23.49,541.1120000000001,11.907,6.8985,19.968,415.52,22.3,30.6,0.02,0.17,0.35,1.653604818000732,0.35648091284765226,0.6305267140351647,0.012992373117183065,O3
2025-05-04T22:11:52,23.49,566.8850000000001,10.98,7.8435,19.871999999999996,415.18,22.3,30.6,0.01,0.29,0.35,1.6556316363254873,0.35772699714583295,0.6294874903741252,0.012785512480041875,O3
2025-05-04T22:12:52,23.49,564.9270000000001,10.575000000000001,7.203,20.244,414.91,22.3,30.5,0.0,0.4,0.42,1.6563716659449086,0.35786631126772067,0.6294104425166869,0.012723246215592402,O3
2025-05-04T22:13:56,23.49,563.585,11.322000000000001,6.9719999999999995,19.764,414.29,22.3,30.6,0.0,0.5,0.8,1.6555815072824338,0.3578787598959385,0.6293395316792022,0.0127817084248593,O3
2025-05-04T22:14:52,23.49,562.958,11.718,7.098,18.816,414.11,22.3,30.6,0.0,0.7,0.81,1.6537944246846112,0.358347573299645,0.6286059122643198,0.013046514436035146,O3
2025-05-04T22:15:52,23.49,562.331,11.889000000000001,7.2765,19.932,414.58,22.3,30.6,0.0,0.49,0.53,1.6543186495729816,0.35862395270071423,0.6283050759139794,0.013070971385306352,O3
2025-05-04T22:16:52,23.49,563.6510000000001,11.277,6.426,22.176,415.15,22.3,30.6,0.0,0.37,0.57,1.6561357251911366,0.3571515364206435,0.6298783021718778,0.012970161407478661,O3
2025-05-04T22:17:52,23.49,558.514,10.125,6.384,21.468,415.7,22.3,30.6,0.0,0.69,0.75,1.6570129530569329,0.35588478153807895,0.630940990737239,0.013174227724682077,O3
2025-05-04T22:18:52,23.49,562.595,10.935,6.636000000000001,21.144000000000002,415.89,22.3,30.6,0.0,0.35,0.42,1.657472857537137,0.3551763571119843,0.631755621265292,0.01306802162272375,O3
2025-05-04T22:19:52,23.49,561.33,11.763,5.9955,22.044,415.96,22.3,30.6,0.0,0.37,0.6,1.6577214621504213,0.35356390288591655,0.6334492323899705,0.012986864724112939,O3
2025-05-04T22:20:52,23.49,569.25,12.717,6.93,21.144000000000002,415.99,22.2,30.7,0.0,0.34,0.43,1.6588484008179973,0.3532533574427626,0.6338680012910174,0.012878641266219952,O3
2025-05-04T22:21:52,23.49,569.4700000000001,10.719000000000001,6.489,20.987999999999996,416.0,22.2,30.6,0.05,0.37,0.4,1.6586567717965004,0.35258774985895547,0.6346016483691532,0.012810601771891247,O3
2025-05-04T22:22:52,23.48,562.738,10.863000000000001,6.772500000000001,21.012,416.0,22.2,30.6,0.02,0.25,0.26,1.6590180269731494,0.3522439096881213,0.635108034699721,0.012648055612157778,O3
2025-05-04T22:23:53,23.48,565.0810000000001,10.503,7.476000000000001,20.688,416.08,22.2,30.6,0.01,0.56,0.56,1.66089714299634,0.35255762387360345,0.6347233107533451,0.012719065373051503,O3
2025-05-04T22:24:53,23.48,560.5600000000001,10.773000000000001,6.678000000000001,20.892,416.68,22.2,30.6,0.0,0.6,0.6,1.6612374496045748,0.35209487500401104,0.6350781743682251,0.01282695062776386,O3
2025-05-04T22:25:54,23.47,561.979,10.845,7.2765,20.148,416.89,22.2,30.6,0.0,0.84,0.84,1.6621457644253044,0.35231011584475647,0.6345917669226481,0.013098117232595496,O3
