DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,170,72,4,-4,6,0,0.00000,0.00000.1,0.1,3583567089,143,66,220802233,AQI
2025-03-04 16:28:49-08:00,22.29,179.57500000000002,10.232999999999999,9.2295,0.108,422.75,21.4,32.1,0.12,0.31,0.31,0.0,0.0,1,13.84,0.01,28.44,1,-7,43.0,4.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.2696
2025-03-04 16:29:49-08:00,22.29,176.286,10.899,8.337000000000002,2.4359999999999995,422.91,21.4,32.1,0.04,0.15,0.15,0.0,0.0,1,14.19,323.73,28.56,1,-4,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.6072
2025-03-04 16:30:49-08:00,22.29,180.15800000000002,10.557,8.421,0.432,422.7,21.4,32.2,0.27,0.41,0.55,0.0,0.0,1,14.05,98.52,27.85,1,-7,43.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.4144
2025-03-04 16:31:50-08:00,22.29,178.629,10.251000000000001,10.794,-3.516,422.28,21.4,32.2,0.6,1.29,1.77,0.0,0.0,1,13.98,27.82,25.26,1,-7,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.3288
2025-03-04 16:32:49-08:00,22.29,179.872,9.981,8.7045,1.272,422.68,21.4,32.2,0.53,0.99,1.26,0.0,0.0,1,13.95,7.86,38.31,1,-7,45.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.0464
2025-03-04 16:33:50-08:00,22.29,179.01400000000004,11.169,9.7965,0.396,422.89,21.4,32.2,0.55,0.73,1.1,0.0,0.0,1,13.95,2.22,31.46,1,-6,44.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.6632
2025-03-04 16:34:50-08:00,22.29,179.78400000000002,10.620000000000001,9.2715,0.324,422.96,21.4,32.2,0.65,0.77,0.89,0.0,0.0,1,13.91,0.63,28.51,1,-7,45.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.6808000000000001
2025-03-04 16:35:51-08:00,22.29,177.078,10.314000000000002,8.379000000000001,1.212,422.93,21.4,32.1,0.37,0.76,0.93,0.0,0.0,1,13.91,0.18,30.27,1,-6,44.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.8504
2025-03-04 16:36:51-08:00,22.29,177.452,9.324,8.463000000000001,2.268,422.52,21.4,32.1,0.25,0.76,1.1,0.0,0.0,1,13.87,0.05,26.36,1,-6,46.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.0616
2025-03-04 16:37:51-08:00,22.29,178.002,10.269,8.8725,-0.756,422.48,21.4,32.1,0.27,0.45,1.03,0.0,0.0,1,13.87,0.01,26.66,1,-6,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.20880000000000004
2025-03-04 16:38:51-08:00,22.29,178.39800000000002,10.071,9.03,-0.576,422.41,21.4,32.1,0.1,0.31,0.64,0.0,0.0,1,13.84,0.0,33.79,1,-7,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.1328
2025-03-04 16:39:51-08:00,22.29,179.091,10.791,9.681000000000001,-0.9359999999999999,422.14,21.4,32.1,0.3,0.55,0.71,0.0,0.0,1,14.12,186.37,31.32,1,-6,44.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.2528
2025-03-04 16:40:52-08:00,22.29,179.53100000000003,10.143,9.702,-1.884,422.05,21.4,32.2,0.56,0.88,1.28,0.0,0.0,1,14.02,52.63,27.19,1,-7,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.32720000000000005
2025-03-04 16:41:52-08:00,22.29,179.66300000000004,9.81,9.544500000000001,0.384,422.02,21.4,32.1,0.66,1.1,1.24,0.0,0.0,1,13.98,14.87,26.62,1,-7,45.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.9568000000000001
2025-03-04 16:42:52-08:00,22.29,179.11300000000003,9.747,8.809500000000002,0.504,422.01,21.4,32.1,0.75,1.1,1.21,0.0,0.0,1,13.95,4.2,30.32,1,-7,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.9808000000000001
2025-03-04 16:43:53-08:00,22.29,179.41,9.306000000000001,9.6495,0.084,422.0,21.4,32.1,0.8,1.02,1.06,0.0,0.0,1,13.91,1.19,35.56,1,-6,46.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.8328000000000001
2025-03-04 16:44:53-08:00,22.29,179.96,9.702,10.153500000000001,1.248,422.41,21.4,32.2,0.38,0.89,1.1,0.0,0.0,1,13.91,0.33,34.35,1,-6,46.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.9616000000000001
2025-03-04 16:45:49-08:00,22.29,179.036,10.089,9.870000000000001,2.256,422.73,21.4,32.1,0.35,0.7,1.23,0.0,0.0,1,13.91,0.11,28.35,1,-6,45.0,3.0,3,STAT,0,LAT,LON,W,CRC,,,,,1.0111999999999999
2025-03-04 16:46:49-08:00,22.29,179.11300000000003,9.135,9.639,0.576,422.61,21.4,32.2,0.64,0.96,1.15,0.0,0.0,1,13.87,0.03,30.02,1,-6,45.0,4.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.8832
2025-03-04 16:47:50-08:00,22.29,175.087,10.107000000000001,9.502500000000001,0.144,422.78,21.4,32.1,0.42,0.77,0.88,0.0,0.0,1,13.87,0.01,28.0,1,-5,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.6448000000000002
2025-03-04 16:48:53-08:00,22.29,175.14200000000002,11.223,10.458000000000002,0.288,422.92,21.4,32.1,0.14,0.29,0.33,0.0,0.0,1,14.19,277.33,32.08,1,-4,44.0,3.0,3,STAT,0,LAT,LON,W,CRC,,,,,0.28959999999999997
2025-03-04 16:49:53-08:00,22.29,182.061,10.449,8.977500000000001,0.216,422.97,21.4,32.2,0.05,0.56,0.58,0.0,0.0,1,14.05,78.32,28.39,1,-8,45.0,3.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.4912000000000001
2025-03-04 16:50:53-08:00,22.29,178.662,10.953,9.1875,1.716,422.99,21.4,32.1,0.67,1.21,1.21,0.0,0.0,1,13.98,22.12,29.32,1,-6,43.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,1.3112
2025-03-04 16:51:53-08:00,22.29,180.18000000000004,9.945,10.3215,-1.176,423.0,21.4,32.2,0.56,0.88,0.88,0.0,0.0,1,13.95,6.25,29.76,1,-6,45.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,0.4688000000000001
2025-03-04 16:52:53-08:00,22.29,180.90600000000003,10.754999999999999,9.575999999999999,0.804,423.0,21.4,32.2,0.25,0.47,0.47,0.0,0.0,1,13.95,1.76,27.03,1,-7,45.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.5368
2025-03-04 16:53:54-08:00,22.29,179.311,11.484,9.975,1.104,423.0,21.4,32.2,0.14,0.45,0.45,0.0,0.0,1,13.91,0.5,41.7,1,-5,44.0,3.0,2,STAT,0,LAT,LON,W,CRC,,,,,0.5808000000000001
