DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,157,29,-6,-23,2544592653,190,17,-4,383582743,AQI
2025-03-13 10:36:35-07:00,6.4,150.10600000000002,9.306000000000001,10.815000000000001,37.368,407.83,7.3,75.0,0.13,0.84,0.91,17.0,0.0,-1.0,STAT,,,,,,8.145600000000002
2025-03-13 10:37:35-07:00,6.39,152.02,7.973999999999999,9.219,38.832,407.68,7.3,75.0,0.05,0.77,0.8,19.0,0.0,-1.0,STAT,,,,,,8.3824
2025-03-13 10:38:36-07:00,6.37,153.12,8.504999999999999,8.2635,39.959999999999994,407.89,7.3,75.1,0.02,0.66,0.67,19.0,0.0,-1.0,STAT,,,,,,8.52
2025-03-13 10:39:36-07:00,6.34,147.191,7.128,8.82,40.488,407.8,7.2,75.0,0.01,0.47,0.47,19.0,0.0,0.0,STAT,,,,,,8.4736
2025-03-13 10:40:36-07:00,6.32,150.26000000000002,9.756,11.004000000000001,36.372,407.28,7.2,75.1,0.08,0.6,0.6,17.0,0.0,-2.0,STAT,,,,,,7.7544
2025-03-13 10:41:36-07:00,6.32,152.504,9.099,11.382,36.647999999999996,407.68,7.2,75.2,0.03,0.77,1.08,18.0,0.0,-1.0,STAT,,,,,,7.945599999999999
2025-03-13 10:42:37-07:00,6.31,149.809,8.802,12.4845,37.5,407.89,7.2,75.1,0.01,0.79,1.18,17.0,0.0,-1.0,STAT,,,,,,8.132
2025-03-13 10:43:38-07:00,6.31,148.39000000000001,8.424,11.907,37.02,407.96,7.2,75.0,0.08,1.03,1.25,18.0,0.0,-1.0,STAT,,,,,,8.228000000000002
2025-03-13 10:44:38-07:00,6.3,149.13800000000003,9.603,11.927999999999999,36.888,407.99,7.2,75.2,0.39,1.73,2.02,18.0,0.0,-1.0,STAT,,,,,,8.7616
2025-03-13 10:45:33-07:00,6.3,153.92300000000003,10.134,11.655,36.647999999999996,407.99,7.2,75.1,0.14,0.89,0.99,17.0,0.0,-1.0,STAT,,,,,,8.041599999999999
2025-03-13 10:46:34-07:00,6.29,157.20100000000002,11.664000000000001,13.545000000000002,36.768,408.34,7.2,75.1,0.05,0.7,0.74,16.0,0.0,0.0,STAT,,,,,,7.9136
2025-03-13 10:47:34-07:00,6.29,156.59600000000003,10.575000000000001,12.579,37.116,408.47,7.2,75.2,0.22,0.76,0.77,16.0,0.0,0.0,STAT,,,,,,8.0312
2025-03-13 10:48:36-07:00,6.27,154.38500000000002,11.295000000000002,12.116999999999999,34.56,408.81,7.2,75.0,0.07,0.79,0.97,16.0,0.0,0.0,STAT,,,,,,7.5440000000000005
2025-03-13 10:49:36-07:00,6.23,150.92,10.206,12.831000000000001,34.152,408.39,7.2,75.1,0.02,0.49,0.55,17.0,0.0,-1.0,STAT,,,,,,7.222400000000001
2025-03-13 10:50:36-07:00,6.22,149.16,12.105,13.198500000000001,34.176,408.15,7.2,75.0,0.01,0.57,0.59,16.0,0.0,-1.0,STAT,,,,,,7.2912
2025-03-13 10:51:37-07:00,6.21,149.71,9.522,10.8885,37.332,407.47,7.1,74.8,-1.0,-1.0,-1.0,18.0,0.0,0.0,STAT,,,,,,6.6664
2025-03-13 10:52:37-07:00,6.21,146.883,9.999,10.941,35.507999999999996,407.7,7.1,74.8,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,6.3016
2025-03-13 10:53:37-07:00,6.21,145.959,9.18,9.8175,36.144,407.81,7.1,74.8,-1.0,-1.0,-1.0,18.0,0.0,-1.0,STAT,,,,,,6.4288
2025-03-13 10:54:35-07:00,6.2,145.695,9.288,11.434500000000002,36.192,407.93,7.1,74.8,0.03,0.7,0.71,17.0,0.0,-1.0,STAT,,,,,,7.7984
2025-03-13 10:55:35-07:00,6.2,147.741,9.882000000000001,9.4605,40.416,407.83,7.1,74.7,-1.0,-1.0,-1.0,18.0,0.0,-1.0,STAT,,,,,,7.2832
2025-03-13 10:56:35-07:00,6.2,150.54600000000002,9.522,9.880500000000001,39.467999999999996,407.4,7.1,74.7,-1.0,-1.0,-1.0,17.0,0.0,0.0,STAT,,,,,,7.0935999999999995
2025-03-13 10:57:35-07:00,6.2,151.294,8.55,10.0695,39.312,407.14,7.1,74.7,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,7.0624
2025-03-13 10:58:36-07:00,6.19,147.334,9.045000000000002,9.03,38.928,406.4,7.1,74.7,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,6.9856
2025-03-13 10:59:36-07:00,6.19,148.335,8.847,8.7255,37.44,406.28,7.1,74.7,0.02,0.72,0.72,18.0,0.0,-2.0,STAT,,,,,,8.064
2025-03-13 11:00:36-07:00,6.19,148.258,7.695000000000001,9.1875,37.199999999999996,406.1,7.1,74.6,-1.0,-1.0,-1.0,18.0,0.0,-1.0,STAT,,,,,,6.64
2025-03-13 11:01:37-07:00,6.19,147.37800000000001,10.359,11.245500000000002,36.024,406.03,7.1,74.6,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,6.404800000000001
2025-03-13 11:02:37-07:00,6.18,150.139,9.234,10.143,38.424,406.26,7.1,74.6,-1.0,-1.0,-1.0,18.0,0.0,-1.0,STAT,,,,,,6.8848
2025-03-13 11:03:37-07:00,6.16,149.776,9.107999999999999,9.3135,40.32,406.4,7.1,74.6,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,7.264
2025-03-13 11:04:39-07:00,6.14,149.65500000000003,9.036,8.3895,39.275999999999996,406.14,7.1,74.6,0.01,0.71,0.71,17.0,0.0,-2.0,STAT,,,,,,8.4232
2025-03-13 11:05:40-07:00,6.12,147.323,9.567,9.6075,39.852,406.05,7.1,74.6,-1.0,-1.0,-1.0,16.0,0.0,-1.0,STAT,,,,,,7.1704
2025-03-13 11:06:40-07:00,6.11,144.122,9.414000000000001,10.920000000000002,38.532,406.02,7.1,74.6,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,6.9064
2025-03-13 11:07:40-07:00,6.11,143.02200000000002,6.849,9.6075,39.18,406.01,7.1,74.6,-1.0,-1.0,-1.0,19.0,0.0,-1.0,STAT,,,,,,7.0360000000000005
2025-03-13 11:08:40-07:00,6.11,144.441,9.063,9.355500000000001,36.48,406.0,7.1,74.6,-1.0,-1.0,-1.0,18.0,0.0,-1.0,STAT,,,,,,6.4959999999999996
2025-03-13 11:09:35-07:00,6.11,140.82200000000003,8.874,11.0355,36.467999999999996,406.0,7.1,74.6,0.01,0.7,0.7,18.0,0.0,-1.0,STAT,,,,,,7.853599999999999
2025-03-13 11:10:36-07:00,6.11,146.377,8.856,8.5155,38.748,406.0,7.1,74.6,-1.0,-1.0,-1.0,19.0,0.0,0.0,STAT,,,,,,6.9496
2025-03-13 11:11:37-07:00,6.1,149.501,7.074000000000001,10.4685,35.784,406.0,7.1,74.6,-1.0,-1.0,-1.0,19.0,0.0,0.0,STAT,,,,,,6.356800000000001
2025-03-13 11:12:37-07:00,6.1,154.143,9.657,11.13,36.372,406.56,7.1,74.6,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,6.4744
2025-03-13 11:13:37-07:00,6.1,150.469,9.225,9.261000000000001,39.204,406.85,7.1,74.6,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,STAT,,,,,,7.040800000000001
2025-03-13 11:14:37-07:00,6.09,149.743,9.747,8.799000000000001,40.116,406.95,7.1,74.6,-1.0,-1.0,-1.0,17.0,0.0,-1.0,STAT,,,,,,7.223200000000001
2025-03-13 11:15:40-07:00,6.09,151.162,9.684,8.966999999999999,38.196,406.98,7.1,74.2,0.0,0.66,0.7,17.0,0.0,-1.0,STAT,,,,,,8.1672
2025-03-13 11:16:40-07:00,6.09,148.049,9.711,8.631,38.256,406.38,7.1,74.2,0.02,0.83,0.84,17.0,0.0,-1.0,STAT,,,,,,8.3152
2025-03-13 11:17:40-07:00,6.09,148.87400000000002,8.235000000000001,9.9855,38.97599999999999,406.13,7.1,74.3,0.26,0.86,1.11,17.0,0.0,0.0,STAT,,,,,,8.483199999999998
2025-03-13 11:18:41-07:00,6.08,146.63000000000002,7.973999999999999,9.6285,37.355999999999995,406.34,7.1,74.4,0.09,0.48,0.56,18.0,0.0,-1.0,STAT,,,,,,7.8552
2025-03-13 11:19:37-07:00,6.06,141.768,8.181000000000001,11.739,35.616,406.55,7.0,74.2,0.03,0.63,0.66,18.0,0.0,0.0,STAT,,,,,,7.6272
