DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,123,45,-2,-3,6,0,0.00000,0.00000.1,0.1,4090802661,93,43,1,-1,1737978310,AQI
2025-03-09 12:23:05-07:00,21.98,307.29600000000005,11.241,9.723,14.112,400.0,21.0,34.9,0.38,1.44,1.52,0.0,0.0,1,13.98,0.15,32.05,1,-53,27.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9744
2025-03-09 12:24:05-07:00,21.98,302.786,11.943,9.324000000000002,14.735999999999999,400.0,21.0,34.8,0.12,0.97,1.29,0.0,0.0,1,13.95,0.04,33.99,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7232000000000003
2025-03-09 12:25:06-07:00,21.98,302.313,11.727,9.4605,14.411999999999999,400.0,21.0,34.7,0.1,0.45,0.56,0.0,0.0,1,13.91,0.01,35.96,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.2424
2025-03-09 12:26:06-07:00,21.98,299.882,13.698,9.639,14.508,400.0,21.0,34.7,0.1,1.07,1.29,0.0,0.0,1,14.19,186.74,31.63,1,-50,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7576
2025-03-09 12:27:06-07:00,21.98,302.797,11.934,8.9985,14.831999999999999,400.0,21.0,34.8,0.2,1.0,1.4,0.0,0.0,1,14.09,52.74,31.98,1,-53,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7664
2025-03-09 12:28:06-07:00,21.98,303.204,11.754000000000001,9.093,15.431999999999999,400.0,21.0,34.8,0.23,0.97,1.17,0.0,0.0,1,14.05,14.9,33.16,1,-52,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8624
2025-03-09 12:29:06-07:00,21.98,302.68700000000007,12.438,9.575999999999999,14.531999999999998,400.54,21.0,34.8,0.45,1.28,1.48,0.0,0.0,1,14.02,4.21,34.99,1,-51,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9303999999999997
2025-03-09 12:30:06-07:00,21.98,301.53200000000004,12.789000000000001,8.8305,16.8,400.84,21.0,34.7,0.15,1.18,1.52,0.0,0.0,1,13.98,1.19,38.31,1,-51,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.304
2025-03-09 12:31:06-07:00,21.98,301.884,11.889000000000001,9.072000000000001,16.968,400.94,21.0,34.8,0.12,1.05,1.22,0.0,0.0,1,13.98,0.34,38.04,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2336
2025-03-09 12:32:07-07:00,21.98,304.106,12.348,8.5785,16.343999999999998,400.98,21.0,34.7,0.22,1.39,1.72,0.0,0.0,1,13.95,0.09,33.07,1,-52,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3808
2025-03-09 12:33:07-07:00,21.98,296.26300000000003,13.770000000000001,8.9145,16.368,400.99,21.0,34.7,0.1,1.02,1.16,0.0,0.0,1,13.95,0.03,33.26,1,-50,25.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0896
2025-03-09 12:34:07-07:00,21.98,300.058,13.895999999999999,8.547,16.68,401.0,21.0,34.8,0.2,0.99,1.57,0.0,0.0,1,13.91,0.01,33.85,1,-51,25.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.128
2025-03-09 12:35:08-07:00,21.98,297.286,13.239,8.9565,16.008,401.0,21.0,34.7,0.25,1.4,1.86,0.0,0.0,1,14.16,171.28,34.53,1,-50,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3216
2025-03-09 12:36:08-07:00,21.98,307.16400000000004,11.817,8.946,16.152,401.0,21.0,34.7,0.49,1.23,1.59,0.0,0.0,1,14.09,48.38,34.89,1,-53,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2144
2025-03-09 12:37:08-07:00,21.98,297.66,12.96,9.177000000000001,15.636,401.0,21.0,34.8,0.22,1.02,1.19,0.0,0.0,1,14.05,13.66,35.38,1,-51,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9432
2025-03-09 12:38:09-07:00,21.98,305.71200000000005,13.473,9.051,14.723999999999998,401.0,21.0,34.7,0.31,1.2,1.26,0.0,0.0,1,14.02,3.86,31.43,1,-52,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9048
2025-03-09 12:39:09-07:00,21.98,302.115,12.042000000000002,8.61,15.252,401.0,21.0,34.7,0.18,1.21,1.36,0.0,0.0,1,13.98,1.09,33.72,1,-52,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0184
2025-03-09 12:40:09-07:00,21.99,292.072,9.999,8.9565,14.292,401.0,21.0,34.7,0.57,1.24,1.29,0.0,0.0,1,13.98,0.31,33.02,1,-49,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8504
2025-03-09 12:41:08-07:00,21.98,299.563,11.133,9.387,15.107999999999999,401.0,21.0,34.7,0.46,1.13,1.27,0.0,0.0,1,13.95,0.09,35.83,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9255999999999998
2025-03-09 12:42:08-07:00,21.98,299.20000000000005,11.501999999999999,9.639,15.756,400.58,21.0,34.7,0.36,0.85,1.1,0.0,0.0,1,13.95,0.02,32.14,1,-50,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8312000000000004
2025-03-09 12:43:08-07:00,21.98,271.172,12.06,6.993,18.144,400.2,21.0,34.7,0.12,0.9,1.12,0.0,0.0,1,14.19,258.1,35.61,1,-38,27.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3488
2025-03-09 12:44:08-07:00,21.98,306.713,11.079,8.6415,17.003999999999998,400.07,21.0,34.7,0.24,0.61,1.11,0.0,0.0,1,14.12,134.0,36.22,1,-53,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8888
2025-03-09 12:45:08-07:00,21.97,298.529,11.088000000000001,8.652000000000001,16.104,400.03,21.0,34.7,0.23,0.62,0.79,0.0,0.0,1,14.05,37.85,31.14,1,-52,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7168
2025-03-09 12:46:06-07:00,21.97,298.661,13.401000000000002,9.302999999999999,15.131999999999998,400.01,21.0,34.7,0.11,0.52,0.57,0.0,0.0,1,14.02,11.88,37.82,1,-51,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.4423999999999997
2025-03-09 12:47:06-07:00,21.98,293.39200000000005,13.689000000000002,8.788499999999999,16.596,400.0,21.0,34.7,0.03,0.35,0.37,0.0,0.0,1,14.02,3.35,34.1,1,-49,24.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5992
2025-03-09 12:48:06-07:00,21.98,297.396,13.149,8.61,17.676,399.85,21.0,34.7,0.12,0.35,0.36,0.0,0.0,1,13.98,0.95,33.71,1,-50,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8151999999999995
2025-03-09 12:49:06-07:00,21.98,302.34600000000006,12.636,9.1035,15.203999999999999,399.95,21.0,34.7,0.07,0.37,0.57,0.0,0.0,1,13.98,0.27,34.12,1,-52,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.3367999999999998
2025-03-09 12:50:06-07:00,21.98,298.28700000000003,13.248000000000001,8.673,16.176,399.98,21.0,34.6,0.15,0.5,0.65,0.0,0.0,1,13.95,0.08,30.62,1,-51,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6351999999999998
2025-03-09 12:51:07-07:00,21.98,294.52500000000003,12.618,8.4315,16.788,399.88,21.0,34.7,0.21,0.65,0.69,0.0,0.0,1,13.95,0.02,35.16,1,-50,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8776
2025-03-09 12:52:07-07:00,21.97,285.934,12.978,8.0115,17.532,399.96,21.0,34.7,0.07,0.82,0.83,0.0,0.0,1,14.23,272.36,34.23,1,-45,26.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1624
2025-03-09 12:53:07-07:00,21.97,302.17,12.798,8.925,16.104,399.9,21.0,34.6,0.06,0.89,0.89,0.0,0.0,1,14.09,76.92,34.83,1,-53,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9328000000000003
2025-03-09 12:54:07-07:00,21.98,296.70300000000003,12.015,8.736,16.104,399.93,21.0,34.6,0.05,1.03,1.03,0.0,0.0,1,14.05,21.72,36.71,1,-50,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0448
2025-03-09 12:55:07-07:00,21.98,297.06600000000003,13.113000000000001,8.715000000000002,16.919999999999998,399.52,21.0,34.6,0.12,0.95,1.03,0.0,0.0,1,14.02,6.14,34.59,1,-50,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.144
2025-03-09 12:56:06-07:00,21.97,293.45799999999997,13.788,8.652000000000001,17.028,399.68,21.0,34.6,0.11,0.9,0.93,0.0,0.0,1,13.98,1.73,39.39,1,-50,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1255999999999995
2025-03-09 12:57:06-07:00,21.98,297.814,13.751999999999999,8.862,15.995999999999999,399.42,21.0,34.6,0.19,1.01,1.24,0.0,0.0,1,13.98,0.49,31.76,1,-51,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0072
2025-03-09 12:58:07-07:00,21.98,295.95500000000004,12.294,8.169,17.148,399.23,21.0,34.7,0.09,0.93,1.01,0.0,0.0,1,13.95,0.14,32.87,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1736
2025-03-09 12:59:07-07:00,21.98,291.258,13.338000000000001,8.61,16.836,399.46,21.0,34.6,0.36,1.21,1.42,0.0,0.0,1,13.95,0.04,32.99,1,-50,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3352
2025-03-09 13:00:07-07:00,21.98,292.65500000000003,12.681000000000001,8.746500000000001,15.756,399.81,21.0,34.7,0.39,0.99,1.06,0.0,0.0,1,13.91,0.01,35.29,1,-50,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9432
2025-03-09 13:01:09-07:00,21.97,280.25800000000004,11.43,8.977500000000001,15.54,399.93,21.0,34.6,0.13,0.96,0.98,0.0,0.0,1,14.19,237.47,35.55,1,-45,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8760000000000003
2025-03-09 13:02:10-07:00,21.97,296.24100000000004,11.501999999999999,8.2635,16.608,399.48,21.0,34.7,0.09,0.93,0.94,0.0,0.0,1,14.09,67.07,31.0,1,-52,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0656
2025-03-09 13:03:10-07:00,21.97,304.56800000000004,12.528,7.896,16.692,399.17,21.0,34.6,0.03,0.88,1.05,0.0,0.0,1,14.05,18.94,32.29,1,-54,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0424
2025-03-09 13:04:11-07:00,21.97,296.0760000000001,13.302,8.5785,15.743999999999998,399.06,21.0,34.6,0.17,0.88,1.05,0.0,0.0,1,14.02,5.35,38.27,1,-51,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8528
2025-03-09 13:05:11-07:00,21.97,292.622,13.806000000000001,9.2295,15.576,399.02,21.0,34.6,0.15,0.57,0.65,0.0,0.0,1,13.98,1.51,32.6,1,-49,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5712
2025-03-09 13:06:12-07:00,21.97,289.927,11.466000000000001,8.736,16.848,399.01,21.0,34.6,0.29,0.87,1.11,0.0,0.0,1,13.98,0.43,38.22,1,-49,27.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0656
2025-03-09 13:07:12-07:00,21.97,289.15700000000004,12.258,8.4315,17.843999999999998,399.0,21.0,34.6,0.1,0.81,0.89,0.0,0.0,1,13.95,0.12,35.12,1,-48,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.216799999999999
2025-03-09 13:08:12-07:00,21.98,285.12,13.842,8.6625,17.291999999999998,399.0,21.0,34.6,0.22,0.87,0.9,0.0,0.0,1,13.95,0.03,32.97,1,-48,25.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1544
2025-03-09 13:09:12-07:00,21.97,271.678,12.474,7.2975,18.432,399.0,21.0,34.6,0.13,0.77,0.88,0.0,0.0,1,14.16,160.01,32.88,1,-42,27.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3024000000000004
2025-03-09 13:10:08-07:00,21.97,290.752,11.511,8.6835,16.74,399.0,21.0,34.6,0.25,0.81,0.86,0.0,0.0,1,14.16,149.28,29.97,1,-49,27.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.996
2025-03-09 13:11:08-07:00,21.97,304.106,12.770999999999999,8.3265,15.947999999999999,399.0,21.0,34.6,0.14,0.73,0.75,0.0,0.0,1,14.09,42.16,32.21,1,-54,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7736
2025-03-09 13:12:07-07:00,21.97,294.42600000000004,11.772,9.2715,15.107999999999999,399.0,21.0,34.6,0.24,1.22,1.23,0.0,0.0,1,14.02,11.91,36.62,1,-50,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9976
2025-03-09 13:13:07-07:00,21.97,295.79,13.751999999999999,8.809500000000002,16.488,399.0,20.9,34.6,0.08,1.12,1.12,0.0,0.0,1,14.02,3.36,32.54,1,-50,25.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1936
2025-03-09 13:14:07-07:00,21.97,292.27000000000004,10.854000000000001,8.946,15.192,399.46,21.0,34.6,0.31,0.8,0.8,0.0,0.0,1,13.98,0.95,32.33,1,-49,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6784000000000003
2025-03-09 13:15:08-07:00,21.97,295.966,10.908,8.715000000000002,15.732,399.57,20.9,34.5,0.1,0.76,1.28,0.0,0.0,1,13.98,0.27,33.92,1,-50,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7544
2025-03-09 13:16:08-07:00,21.97,295.15200000000004,11.862,9.0615,15.972,399.85,21.0,34.6,0.03,0.75,1.12,0.0,0.0,1,13.95,0.08,33.48,1,-50,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7944
2025-03-09 13:17:08-07:00,21.97,297.847,12.870000000000001,8.673,16.535999999999998,399.95,21.0,34.5,0.01,0.9,1.64,0.0,0.0,1,13.95,0.02,33.12,1,-51,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0272
2025-03-09 13:18:08-07:00,21.97,262.93300000000005,12.078,7.780500000000001,17.232,399.61,21.0,34.5,0.0,1.03,1.73,0.0,0.0,1,14.23,280.14,33.27,1,-38,27.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2704
2025-03-09 13:19:08-07:00,21.97,299.9920000000001,13.185,8.557500000000001,16.284,399.36,21.0,34.5,0.13,0.85,1.23,0.0,0.0,1,14.12,113.66,34.13,1,-52,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9368000000000003
2025-03-09 13:20:08-07:00,21.97,297.27500000000003,13.770000000000001,8.4315,16.98,399.13,21.0,34.5,0.04,0.56,0.72,0.0,0.0,1,14.05,32.1,30.84,1,-52,25.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8440000000000003
2025-03-09 13:21:09-07:00,21.97,293.898,11.610000000000001,8.5155,17.148,399.04,21.0,34.5,0.24,0.85,1.1,0.0,0.0,1,14.02,9.07,35.74,1,-51,27.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1096
2025-03-09 13:22:10-07:00,21.97,287.34200000000004,12.492,9.282,16.092,399.02,21.0,34.5,0.08,1.02,1.1,0.0,0.0,1,14.02,2.56,31.9,1,-49,26.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0344
2025-03-09 13:23:10-07:00,21.97,287.386,12.6,8.2425,17.604,399.01,21.0,34.5,0.09,1.05,1.07,0.0,0.0,1,13.98,0.72,34.06,1,-49,25.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3608
2025-03-09 13:24:10-07:00,21.97,295.24,11.448,8.8515,15.443999999999999,399.0,21.0,34.6,0.03,1.45,1.46,0.0,0.0,1,13.98,0.2,34.58,1,-50,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2488
2025-03-09 13:25:10-07:00,21.97,291.434,11.088000000000001,8.9145,16.644,399.0,21.0,34.5,0.07,1.01,1.35,0.0,0.0,1,13.95,0.06,30.96,1,-50,27.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1368
2025-03-09 13:26:11-07:00,21.97,290.40000000000003,12.384,8.82,16.764,398.86,20.9,34.5,0.09,1.23,1.34,0.0,0.0,1,13.95,0.02,31.84,1,-49,27.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3368
2025-03-09 13:27:12-07:00,21.96,273.889,12.717,8.8515,17.028,398.95,20.9,34.5,0.03,1.0,1.04,0.0,0.0,1,14.26,299.99,37.55,1,-42,26.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2056
2025-03-09 13:28:12-07:00,21.97,293.43600000000004,12.852,9.2085,16.368,398.98,21.0,34.4,0.04,0.69,0.7,0.0,0.0,1,14.12,92.42,32.73,1,-51,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8256
2025-03-09 13:29:12-07:00,21.97,289.25600000000003,12.663,8.757,16.188,398.99,21.0,34.5,0.07,0.92,1.21,0.0,0.0,1,14.05,26.1,32.23,1,-50,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9736000000000002
2025-03-09 13:30:13-07:00,21.97,295.54800000000006,11.835,7.6965,17.376,399.0,20.9,34.5,0.03,0.68,0.98,0.0,0.0,1,14.02,7.37,36.64,1,-51,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0192000000000005
2025-03-09 13:31:13-07:00,21.97,294.514,12.438,8.82,17.028,399.0,21.0,34.4,0.05,0.49,0.64,0.0,0.0,1,14.02,2.08,31.41,1,-51,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7975999999999996
2025-03-09 13:32:12-07:00,21.97,294.536,11.484,7.938,18.54,398.71,21.0,34.5,0.02,0.46,0.52,0.0,0.0,1,13.98,0.59,32.21,1,-51,27.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.0760000000000005
2025-03-09 13:33:13-07:00,21.97,290.03700000000003,12.375,8.5155,17.256,398.25,21.0,34.5,0.01,0.86,1.22,0.0,0.0,1,13.95,0.17,37.25,1,-49,26.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1392
2025-03-09 13:34:13-07:00,21.97,289.38800000000003,12.753,8.568000000000001,15.084,398.09,21.0,34.5,0.2,0.96,1.22,0.0,0.0,1,13.95,0.05,31.47,1,-49,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7847999999999997
2025-03-09 13:35:13-07:00,21.97,299.398,11.421,8.6415,15.491999999999999,398.03,21.0,34.5,0.3,0.82,0.9,0.0,0.0,1,13.95,0.01,31.58,1,-52,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7544
2025-03-09 13:36:13-07:00,21.96,287.6940000000001,12.24,7.0665000000000004,19.2,398.24,21.0,34.4,0.21,0.63,0.66,0.0,0.0,1,14.23,292.52,32.04,1,-47,27.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.343999999999999
2025-03-09 13:37:14-07:00,21.95,304.22700000000003,11.673,8.9565,16.247999999999998,398.73,20.9,34.4,0.06,0.43,0.45,0.0,0.0,1,14.09,82.62,31.75,1,-54,26.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5935999999999995
2025-03-09 13:38:09-07:00,21.95,295.647,11.484,8.274000000000001,16.56,398.9,21.0,34.5,0.02,0.24,0.62,0.0,0.0,1,14.05,25.93,33.96,1,-51,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.504
2025-03-09 13:39:09-07:00,21.95,293.172,11.925,8.7675,15.611999999999998,398.96,20.9,34.5,0.15,0.79,0.94,0.0,0.0,1,14.02,7.32,31.95,1,-50,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7544
2025-03-09 13:40:09-07:00,21.95,287.65000000000003,11.673,8.809500000000002,16.212,398.99,21.0,34.4,0.05,0.8,0.85,0.0,0.0,1,13.98,2.07,31.05,1,-48,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8824
2025-03-09 13:41:10-07:00,21.95,286.42900000000003,14.031,9.051,16.224,398.62,21.0,34.4,0.02,0.8,0.82,0.0,0.0,1,13.98,0.58,35.08,1,-49,24.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8848000000000003
2025-03-09 13:42:10-07:00,21.95,281.149,12.807,8.526,16.068,398.47,20.9,34.5,0.01,0.81,1.14,0.0,0.0,1,13.95,0.16,33.96,1,-48,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8616000000000006
2025-03-09 13:43:10-07:00,21.94,288.354,13.536,9.880500000000001,15.504,398.39,21.0,34.5,0.05,0.71,0.82,0.0,0.0,1,13.95,0.05,38.08,1,-49,25.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6688
2025-03-09 13:44:10-07:00,21.94,288.65100000000007,12.807,9.2295,16.512,398.78,21.0,34.5,0.1,0.59,0.62,0.0,0.0,1,13.95,0.01,34.92,1,-50,26.0,0.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7744000000000004
2025-03-09 13:45:10-07:00,21.94,282.612,12.123000000000001,8.4105,17.616,398.92,20.9,34.5,0.16,0.47,0.66,0.0,0.0,1,14.19,220.29,33.87,1,-47,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.8992
2025-03-09 13:46:10-07:00,21.94,293.30400000000003,12.770999999999999,8.9145,16.608,398.9,20.9,34.5,0.05,0.3,0.37,0.0,0.0,1,14.09,62.22,31.62,1,-51,27.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5616000000000003
2025-03-09 13:47:10-07:00,21.94,293.106,14.175,8.043000000000001,17.7,398.78,20.9,34.5,0.1,0.47,0.59,0.0,0.0,1,14.05,17.57,33.0,1,-51,25.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.916
2025-03-09 13:48:12-07:00,21.94,287.661,9.999,9.618,15.264,398.27,21.0,34.4,0.07,0.76,0.8,0.0,0.0,1,14.02,4.96,41.83,1,-49,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6608
2025-03-09 13:49:12-07:00,21.94,284.47100000000006,10.809,8.841000000000001,15.768,398.1,21.0,34.4,0.03,0.55,0.61,0.0,0.0,1,13.98,1.4,36.14,1,-48,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5936000000000003
2025-03-09 13:50:12-07:00,21.94,289.399,10.656,8.631,17.088,398.03,20.9,34.4,0.01,0.65,0.67,0.0,0.0,1,13.98,0.4,32.59,1,-49,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9376
2025-03-09 13:51:12-07:00,21.94,289.861,10.89,8.946,14.843999999999998,398.01,21.0,34.5,0.19,0.75,1.24,0.0,0.0,1,13.95,0.11,31.91,1,-49,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.5688
2025-03-09 13:52:12-07:00,21.94,286.99,12.375,9.3765,14.988,398.0,21.0,34.4,0.06,1.14,1.58,0.0,0.0,1,13.95,0.03,33.42,1,-49,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9096
2025-03-09 13:53:11-07:00,21.93,280.764,11.727,8.2005,16.331999999999997,398.0,20.9,34.4,0.42,1.18,1.33,0.0,0.0,1,14.26,241.57,35.52,1,-45,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.2104
2025-03-09 13:54:12-07:00,21.92,301.158,13.203,8.2005,16.98,398.0,21.0,34.4,0.57,1.51,1.56,0.0,0.0,1,14.12,68.23,33.39,1,-53,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.604000000000001
2025-03-09 13:55:12-07:00,21.92,290.334,12.087,7.9695,17.028,398.0,21.0,34.4,0.19,1.15,1.17,0.0,0.0,1,14.05,19.27,35.37,1,-51,28.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.3256
2025-03-09 13:56:12-07:00,21.92,287.83700000000005,13.401000000000002,9.082500000000001,15.719999999999999,398.0,21.0,34.4,0.06,0.66,0.91,0.0,0.0,1,14.02,5.44,33.27,1,-49,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.672
2025-03-09 13:57:12-07:00,21.93,293.238,12.681000000000001,8.526,15.984,398.0,21.0,34.4,0.23,0.52,0.61,0.0,0.0,1,14.02,1.54,32.02,1,-51,26.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6128
2025-03-09 13:58:12-07:00,21.92,286.3190000000001,12.24,8.4,15.515999999999998,398.0,21.0,34.4,0.15,0.66,0.69,0.0,0.0,1,13.98,0.43,34.57,1,-49,27.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6311999999999998
2025-03-09 13:59:12-07:00,21.92,286.847,12.69,8.557500000000001,14.952,398.0,20.9,34.4,0.34,0.81,1.06,0.0,0.0,1,13.95,0.12,36.27,1,-49,26.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.6384000000000003
2025-03-09 14:00:12-07:00,21.92,282.931,13.086,7.9065,17.22,398.0,21.0,34.4,0.5,1.15,1.3,0.0,0.0,1,13.95,0.03,32.87,1,-48,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.364
2025-03-09 14:01:13-07:00,21.92,289.586,12.195,8.9565,15.707999999999998,398.0,21.0,34.4,0.28,1.0,1.05,0.0,0.0,1,13.95,0.01,31.38,1,-49,27.0,0.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9416
2025-03-09 14:02:13-07:00,21.92,268.103,13.41,9.0405,15.815999999999999,398.0,20.9,34.4,0.31,1.0,1.1,0.0,0.0,1,14.26,235.35,35.2,1,-41,25.0,1.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9631999999999996
2025-03-09 14:03:15-07:00,21.92,293.90900000000005,12.860999999999999,8.547,16.368,398.0,21.0,34.4,0.1,0.8,0.95,0.0,0.0,1,14.09,66.47,40.28,1,-52,25.0,1.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.9136
