DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,27,-9,-32,1946378247,110,31,-36,1723289264,AQI
2025-03-19 03:58:36-07:00,8.55,206.657,3.5370000000000004,18.039,22.2,423.44,9.2,51.7,0.8,1.24,1.26,0.0,0.0,STAT,,,,,,5.432
2025-03-19 03:59:37-07:00,8.55,206.83300000000003,3.753,17.8185,21.636,423.8,9.2,51.8,0.93,1.47,1.47,0.0,0.0,STAT,,,,,,5.5032000000000005
2025-03-19 04:00:37-07:00,8.55,204.96300000000002,4.437,17.724,21.755999999999997,424.09,9.2,52.0,0.77,1.39,1.39,0.0,0.0,STAT,,,,,,5.4632
2025-03-19 04:01:37-07:00,8.55,199.991,5.112,17.398500000000002,21.84,424.68,9.1,52.0,0.97,1.29,1.29,0.0,0.0,STAT,,,,,,5.4
2025-03-19 04:02:37-07:00,8.55,208.73600000000002,4.356,17.01,23.376,424.59,9.1,52.0,1.07,1.45,1.95,0.0,0.0,STAT,,,,,,5.8352
2025-03-19 04:03:33-07:00,8.54,212.96,2.8440000000000003,17.514,21.24,424.23,9.1,52.0,0.76,1.39,1.65,0.0,0.0,STAT,,,,,,5.36
2025-03-19 04:04:33-07:00,8.53,208.461,1.566,17.745,20.855999999999998,424.22,9.1,52.1,0.65,1.31,1.4,0.0,0.0,STAT,,,,,,5.2192
2025-03-19 04:05:33-07:00,8.53,204.25900000000001,3.528,17.8185,20.987999999999996,424.19,9.1,52.2,0.88,1.23,1.26,0.0,0.0,STAT,,,,,,5.1815999999999995
2025-03-19 04:06:33-07:00,8.52,200.31,3.762,18.165000000000003,20.939999999999998,424.3,9.1,52.2,0.99,1.77,1.78,0.0,0.0,STAT,,,,,,5.604
2025-03-19 04:07:33-07:00,8.49,194.59000000000003,2.529,17.829,20.447999999999997,424.75,9.1,52.3,0.95,1.77,1.98,0.0,0.0,STAT,,,,,,5.5056
2025-03-19 04:08:34-07:00,8.47,192.39000000000001,3.0690000000000004,18.385500000000004,19.08,424.69,9.1,52.7,0.86,1.47,1.56,0.0,0.0,STAT,,,,,,4.992
2025-03-19 04:09:34-07:00,8.46,188.716,3.375,18.2805,20.004,424.24,9.1,52.6,1.01,1.91,1.94,0.0,0.0,STAT,,,,,,5.5288
2025-03-19 04:10:34-07:00,8.45,190.872,4.455,17.3775,21.744,424.09,9.1,52.5,1.07,2.16,2.17,0.0,0.0,STAT,,,,,,6.0768
2025-03-19 04:11:34-07:00,8.45,188.39700000000002,3.195,16.7265,22.02,424.38,9.1,52.4,1.02,1.97,2.23,0.0,0.0,STAT,,,,,,5.98
2025-03-19 04:12:34-07:00,8.45,190.454,4.104,17.283,21.144000000000002,424.78,9.1,52.3,1.01,1.67,1.83,0.0,0.0,STAT,,,,,,5.564800000000001
2025-03-19 04:13:34-07:00,8.45,190.77300000000002,3.9330000000000003,16.254,24.264,424.92,9.1,52.5,1.0,1.76,2.01,0.0,0.0,STAT,,,,,,6.260800000000001
