DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,184,22,-8,-32,324768766,126,38,-4,-21,1456673713,AQI
2025-03-23 11:27:16-07:00,5.89,195.525,8.973,14.0805,31.871999999999996,424.0,6.9,79.0,0.96,2.35,2.69,14.0,-1.0,-1.0,STAT,,,,,,,8.2544
2025-03-23 11:28:17-07:00,5.89,196.16300000000004,8.964,14.9625,30.636,424.0,7.0,79.0,0.59,1.96,2.07,15.0,-1.0,-1.0,STAT,,,,,,,7.6952
2025-03-23 11:29:17-07:00,5.89,196.88900000000004,9.666,14.8155,32.123999999999995,424.0,6.9,79.0,0.68,1.87,1.91,14.0,-2.0,-1.0,STAT,,,,,,,7.9208
2025-03-23 11:30:17-07:00,5.89,197.626,9.629999999999999,16.5165,31.944,424.0,6.9,79.1,0.62,1.55,1.56,15.0,-1.0,-1.0,STAT,,,,,,,7.6288
2025-03-23 11:31:17-07:00,5.88,194.491,8.28,15.225000000000001,32.352,424.0,6.9,78.9,0.86,1.6,1.6,15.0,-2.0,-1.0,STAT,,,,,,,7.7504
2025-03-23 11:32:17-07:00,5.89,195.679,9.774,14.343,32.916,424.0,6.9,79.1,0.91,1.86,1.86,14.0,-2.0,-1.0,STAT,,,,,,,8.0712
2025-03-23 11:33:13-07:00,5.89,194.78800000000004,9.882000000000001,14.7735,32.64,423.5,6.9,79.0,0.92,1.48,1.67,14.0,-2.0,-1.0,STAT,,,,,,,7.712000000000001
2025-03-23 11:34:13-07:00,5.89,194.90900000000002,6.84,14.448,31.464,423.18,6.9,79.1,0.52,1.39,1.46,16.0,-2.0,-1.0,STAT,,,,,,,7.4048
2025-03-23 11:35:13-07:00,5.88,195.44800000000004,7.515,14.1225,31.991999999999997,423.06,6.9,79.3,0.54,1.33,1.47,15.0,-2.0,-2.0,STAT,,,,,,,7.4624
2025-03-23 11:36:13-07:00,5.88,191.64200000000002,7.569,14.154000000000002,32.699999999999996,423.02,6.9,79.2,0.81,1.33,1.55,16.0,-1.0,-1.0,STAT,,,,,,,7.603999999999999
2025-03-23 11:37:13-07:00,5.88,193.67700000000002,7.578,13.723500000000001,32.292,423.01,6.9,79.2,0.67,1.09,1.16,16.0,-1.0,-1.0,STAT,,,,,,,7.330400000000001
2025-03-23 11:38:13-07:00,5.88,190.57500000000002,8.559,14.8995,31.728,423.0,6.9,79.0,0.73,1.33,1.35,16.0,-1.0,-1.0,STAT,,,,,,,7.409600000000001
2025-03-23 11:39:14-07:00,5.88,192.907,10.206,13.2195,34.547999999999995,423.0,6.9,78.9,0.68,1.59,1.61,14.0,-1.0,-1.0,STAT,,,,,,,8.1816
2025-03-23 11:40:14-07:00,5.88,199.46300000000002,8.352,14.038499999999999,32.256,423.0,6.9,79.0,0.55,1.48,1.49,15.0,-1.0,-1.0,STAT,,,,,,,7.6352
2025-03-23 11:41:14-07:00,5.88,203.48900000000003,8.694,14.7735,31.523999999999997,422.42,6.8,79.1,0.7,1.59,1.98,15.0,-1.0,-1.0,STAT,,,,,,,7.5768
2025-03-23 11:42:15-07:00,5.86,202.268,9.567,15.2565,30.252,422.15,6.9,79.1,0.63,1.5,1.63,14.0,-1.0,-1.0,STAT,,,,,,,7.2504
2025-03-23 11:43:15-07:00,5.84,196.669,10.296,14.784,29.915999999999997,422.05,6.9,79.1,0.54,1.34,1.39,14.0,-1.0,-1.0,STAT,,,,,,,7.0552
2025-03-23 11:44:18-07:00,5.82,195.37100000000004,9.522,15.8445,30.023999999999997,422.37,6.9,79.2,0.3,0.75,0.76,14.0,-1.0,-1.0,STAT,,,,,,,6.604799999999999
2025-03-23 11:45:18-07:00,5.81,191.11400000000003,8.694,16.1385,27.563999999999997,422.78,6.9,79.3,0.16,0.82,0.83,14.0,-1.0,-1.0,STAT,,,,,,,6.168799999999999
