DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,135,21,-8,-33,3598098516,147,17,-11,-31,2192874305,AQI
2025-03-10 19:45:18-07:00,10.85,189.73900000000003,10.188,8.337000000000002,17.976,424.03,11.2,51.3,0.0,0.0,0.0,29.0,-2.0,-4.0,STAT,,,,,,,3.5952
2025-03-10 19:46:18-07:00,10.89,187.03300000000002,8.469000000000001,9.408000000000001,17.268,423.92,11.2,52.1,0.0,0.0,0.0,30.0,-3.0,-5.0,STAT,,,,,,,3.4536000000000002
2025-03-10 19:47:18-07:00,10.92,187.58300000000003,10.188,10.7415,14.088,423.62,11.2,51.4,0.0,0.0,0.0,31.0,-2.0,-5.0,STAT,,,,,,,2.8176
2025-03-10 19:48:18-07:00,10.94,193.58900000000003,6.7410000000000005,9.502500000000001,17.664,423.87,11.2,50.9,0.0,0.0,0.0,33.0,-3.0,-5.0,STAT,,,,,,,3.5328000000000004
2025-03-10 19:49:19-07:00,10.94,195.41500000000002,8.181000000000001,10.9515,15.924,423.95,11.2,51.6,0.0,0.12,0.12,31.0,-3.0,-6.0,STAT,,,,,,,3.2808
2025-03-10 19:50:19-07:00,10.98,193.10500000000002,8.604000000000001,10.8675,13.62,423.98,11.3,51.8,0.0,0.04,0.04,31.0,-3.0,-7.0,STAT,,,,,,,2.7560000000000002
2025-03-10 19:51:19-07:00,11.03,199.056,7.632000000000001,9.408000000000001,14.112,423.99,11.3,50.9,0.0,0.01,0.01,31.0,-3.0,-8.0,STAT,,,,,,,2.8304
2025-03-10 19:52:19-07:00,11.09,196.185,10.287,9.513000000000002,14.531999999999998,424.0,11.4,50.8,0.0,0.0,0.0,29.0,-4.0,-7.0,STAT,,,,,,,2.9063999999999997
2025-03-10 19:53:19-07:00,11.16,196.372,8.838000000000001,10.227,14.315999999999999,424.0,11.5,51.4,0.0,0.0,0.0,30.0,-4.0,-7.0,STAT,,,,,,,2.8632
2025-03-10 19:54:19-07:00,11.22,203.02700000000002,7.029,9.681000000000001,15.347999999999999,424.0,11.5,51.0,0.0,0.0,0.0,31.0,-3.0,-7.0,STAT,,,,,,,3.0696
2025-03-10 19:55:20-07:00,11.29,203.203,7.353,9.418500000000002,13.427999999999999,423.47,11.5,50.4,0.0,0.0,0.0,33.0,-3.0,-7.0,STAT,,,,,,,2.6856
2025-03-10 19:56:20-07:00,11.33,202.08100000000002,8.433,8.473500000000001,13.728,423.16,11.4,49.4,0.0,0.0,0.0,33.0,-2.0,-7.0,STAT,,,,,,,2.7456
2025-03-10 19:57:20-07:00,11.39,196.72400000000002,7.857,8.1165,14.843999999999998,423.06,11.5,48.8,0.0,0.0,0.0,32.0,-2.0,-7.0,STAT,,,,,,,2.9688
2025-03-10 19:58:20-07:00,11.42,190.586,9.162,8.9355,14.76,422.8,11.4,49.0,0.0,0.0,0.0,32.0,-1.0,-6.0,STAT,,,,,,,2.952
2025-03-10 19:59:20-07:00,11.44,185.46,6.183,10.269,13.596,422.28,11.4,49.4,0.0,0.0,0.0,32.0,0.0,-7.0,STAT,,,,,,,2.7192000000000003
2025-03-10 20:00:20-07:00,11.44,183.68900000000002,4.4910000000000005,11.298,13.895999999999999,422.1,11.4,50.5,0.0,0.0,0.0,34.0,-1.0,-6.0,STAT,,,,,,,2.7792
2025-03-10 20:01:20-07:00,11.45,192.181,6.678,10.437,14.064,422.03,11.4,50.0,0.0,0.0,0.0,33.0,-1.0,-6.0,STAT,,,,,,,2.8128
2025-03-10 20:02:20-07:00,11.45,189.86,8.343,9.9015,14.843999999999998,421.58,11.4,49.5,0.0,0.0,0.0,32.0,-1.0,-6.0,STAT,,,,,,,2.9688
2025-03-10 20:03:20-07:00,11.45,189.18900000000002,7.983,9.502500000000001,15.515999999999998,421.2,11.3,49.2,0.0,0.0,0.0,31.0,0.0,-5.0,STAT,,,,,,,3.1031999999999997
2025-03-10 20:04:16-07:00,11.44,179.83900000000003,8.136,10.2375,16.068,421.08,11.3,49.5,0.0,0.0,0.0,30.0,0.0,-5.0,STAT,,,,,,,3.2136000000000005
2025-03-10 20:05:16-07:00,11.42,183.19400000000002,10.665,10.773,14.7,420.63,11.3,49.7,0.0,0.0,0.0,28.0,0.0,-5.0,STAT,,,,,,,2.94
2025-03-10 20:06:16-07:00,11.38,183.70000000000002,8.703,11.2875,13.404,420.52,11.2,49.7,0.0,0.0,0.0,30.0,0.0,-5.0,STAT,,,,,,,2.6808
2025-03-10 20:07:16-07:00,11.35,179.12400000000002,6.813000000000001,11.8125,14.76,420.32,11.2,50.1,0.0,0.04,0.04,32.0,0.0,-4.0,STAT,,,,,,,2.984
2025-03-10 20:08:16-07:00,11.34,177.584,7.839000000000001,11.6865,14.435999999999998,420.76,11.3,50.5,0.0,0.01,0.01,32.0,0.0,-4.0,STAT,,,,,,,2.8952
2025-03-10 20:09:17-07:00,11.29,182.776,9.387,12.7155,14.591999999999999,420.92,11.3,50.4,0.0,0.0,0.0,29.0,0.0,-4.0,STAT,,,,,,,2.9184
2025-03-10 20:10:17-07:00,11.26,186.98900000000003,7.2,13.0305,12.564,420.97,11.3,50.1,0.0,0.0,0.0,31.0,0.0,-4.0,STAT,,,,,,,2.5128000000000004
