DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,253,75,0,-8,6,0.1,0.00000,0.00000.1,0.2,2713737487,281,-7,256291271,AQI
2025-02-26 04:59:42-08:00,23.09,234.46500000000003,9.576,12.075000000000001,2.4,457.38,22.1,33.7,0.0,0.11,0.13,0.0,0.0,1,13.87,0.05,33.92,1,-5,52.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,0.568
2025-02-26 05:00:42-08:00,23.09,234.83900000000003,10.287,10.542,3.7319999999999998,457.14,22.1,33.7,0.23,0.36,0.41,0.0,0.0,1,13.87,0.01,26.87,1,-5,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0344
2025-02-26 05:01:42-08:00,23.09,240.251,10.647,11.13,0.708,457.05,22.1,33.7,0.08,0.32,0.37,0.0,0.0,1,13.84,0.0,26.71,1,-8,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.3976
2025-02-26 05:02:42-08:00,23.09,237.336,11.637,11.791500000000001,-0.156,456.93,22.0,33.7,0.14,0.47,0.48,0.0,0.0,1,14.16,244.94,28.65,1,-6,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.3448
2025-02-26 05:03:42-08:00,23.09,239.58000000000004,10.845,11.098500000000001,2.5559999999999996,456.33,22.1,33.7,0.17,0.43,0.44,0.0,0.0,1,14.05,103.77,29.65,1,-8,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8552
2025-02-26 05:04:43-08:00,23.09,238.33700000000002,11.115,10.122000000000002,2.964,456.12,22.0,33.7,0.06,0.65,0.93,0.0,0.0,1,13.98,29.31,29.91,1,-7,51.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.1128
2025-02-26 05:05:43-08:00,23.09,237.32500000000002,10.845,10.857000000000001,2.16,455.79,22.0,33.7,0.02,0.41,0.5,0.0,0.0,1,13.98,8.28,28.35,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.76
2025-02-26 05:06:43-08:00,23.09,233.78300000000002,11.07,10.206000000000001,3.7319999999999998,455.6,22.0,33.7,0.01,0.13,0.16,0.0,0.0,1,13.95,2.34,30.64,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8503999999999999
2025-02-26 05:07:43-08:00,23.09,232.419,10.035,11.8545,1.452,455.21,22.0,33.7,0.0,0.33,0.34,0.0,0.0,1,13.91,0.66,28.62,1,-6,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.5544
2025-02-26 05:08:43-08:00,23.09,233.61800000000002,9.693,9.8595,2.496,454.3,22.0,33.7,0.04,0.38,0.61,0.0,0.0,1,13.91,0.19,27.43,1,-7,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8032000000000001
2025-02-26 05:09:42-08:00,23.09,232.518,10.242,10.4475,3.588,453.46,22.0,33.7,0.08,0.56,0.67,0.0,0.0,1,13.87,0.05,34.56,1,-5,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.1656
2025-02-26 05:10:42-08:00,23.09,233.43100000000004,10.413,10.552500000000002,2.832,453.16,22.0,33.7,0.13,0.49,0.53,0.0,0.0,1,13.87,0.01,31.32,1,-6,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.9584
2025-02-26 05:11:43-08:00,23.09,232.49600000000004,10.503,11.445,1.56,452.76,22.0,33.7,0.04,0.24,0.25,0.0,0.0,1,13.87,0.0,28.67,1,-6,51.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,0.504
2025-02-26 05:12:43-08:00,23.08,228.88800000000003,11.178,10.521,2.028,452.27,22.0,33.7,0.01,0.15,0.15,0.0,0.0,1,14.02,169.36,29.25,1,-4,51.0,3,2,STAT,0,LAT,LON,W,CRC,,,,,0.5256000000000001
2025-02-26 05:13:43-08:00,23.08,231.473,10.8,10.300500000000001,3.864,452.09,22.0,33.7,0.06,0.45,0.58,0.0,0.0,1,14.09,170.38,29.63,1,-5,50.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.1328
2025-02-26 05:14:43-08:00,23.08,231.94600000000003,10.881,9.723,4.716,452.03,22.0,33.7,0.06,0.2,0.26,0.0,0.0,1,14.02,48.12,43.25,1,-6,51.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.1032000000000002
2025-02-26 05:15:44-08:00,23.08,233.34300000000002,10.683,9.702,4.44,451.66,22.0,33.7,0.23,0.45,0.47,0.0,0.0,1,13.98,13.59,31.12,1,-6,52.0,1,2,STAT,0,LAT,LON,W,CRC,,,,,1.2480000000000002
2025-02-26 05:16:44-08:00,23.07,235.35600000000002,10.134,10.941,0.54,451.23,22.0,33.7,0.1,0.37,0.37,0.0,0.0,1,13.95,3.84,31.53,1,-7,52.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,0.404
2025-02-26 05:17:44-08:00,23.07,233.84900000000002,10.917000000000002,10.143,2.196,451.08,22.0,33.7,0.03,0.6,0.61,0.0,0.0,1,13.91,1.08,26.24,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.9192
2025-02-26 05:18:44-08:00,23.07,236.324,10.179,10.962,0.528,451.03,22.0,33.7,0.01,0.42,0.43,0.0,0.0,1,13.91,0.31,27.56,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.44160000000000005
2025-02-26 05:19:41-08:00,23.07,235.84000000000003,9.621,10.626,1.464,451.07,22.0,33.7,0.08,0.54,0.77,0.0,0.0,1,13.87,0.1,34.35,1,-7,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.7248000000000001
2025-02-26 05:20:41-08:00,23.06,236.58800000000002,10.35,10.552500000000002,0.324,451.29,22.0,33.7,0.08,0.82,0.9,0.0,0.0,1,13.87,0.03,30.85,1,-7,52.0,2,0,STAT,0,LAT,LON,W,CRC,,,,,0.7208
2025-02-26 05:21:42-08:00,23.04,233.23300000000003,10.827,11.025,0.9119999999999999,451.75,22.0,33.7,0.03,0.38,0.41,0.0,0.0,1,13.87,0.01,30.49,1,-6,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.48640000000000005
2025-02-26 05:22:42-08:00,23.03,232.60600000000002,11.223,9.870000000000001,2.4359999999999995,451.68,22.0,33.7,0.15,0.65,0.66,0.0,0.0,1,13.84,0.0,28.58,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0071999999999999
2025-02-26 05:23:42-08:00,23.02,232.43000000000004,9.629999999999999,9.145500000000002,4.212,451.68,22.0,33.7,0.05,0.23,0.24,0.0,0.0,1,14.16,294.13,25.94,1,-6,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0264
2025-02-26 05:24:42-08:00,23.0,236.23600000000002,9.828,10.5315,1.128,451.89,22.0,33.7,0.11,0.28,0.28,0.0,0.0,1,14.02,83.07,31.78,1,-7,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.4496
2025-02-26 05:25:42-08:00,22.99,232.47400000000002,9.612,10.563,0.804,451.96,22.0,33.7,0.03,0.49,0.49,0.0,0.0,1,13.98,23.46,36.21,1,-6,53.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.5528000000000001
2025-02-26 05:26:42-08:00,22.99,231.46200000000002,10.341000000000001,10.290000000000001,1.908,451.4,22.0,33.7,0.21,0.58,0.58,0.0,0.0,1,13.95,6.63,27.12,1,-6,52.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,0.8455999999999999
2025-02-26 05:27:42-08:00,22.99,231.05500000000004,9.18,11.3505,0.9959999999999999,451.14,22.0,33.7,0.24,0.89,0.89,0.0,0.0,1,13.95,1.87,27.18,1,-6,53.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.9112
2025-02-26 05:28:42-08:00,22.99,232.44100000000003,9.666,10.4475,2.292,451.34,22.0,33.7,0.08,0.46,0.46,0.0,0.0,1,13.91,0.53,28.91,1,-7,52.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.8264
2025-02-26 05:29:43-08:00,22.99,230.34000000000003,9.756,11.0775,0.708,451.67,22.0,33.7,0.35,0.82,0.82,0.0,0.0,1,13.91,0.15,30.99,1,-5,52.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,0.7976000000000001
2025-02-26 05:30:43-08:00,22.99,234.50900000000001,10.809,11.004000000000001,1.524,451.54,22.0,33.7,0.23,0.8,0.8,0.0,0.0,1,13.87,0.04,31.16,1,-7,51.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,0.9448000000000001
2025-02-26 05:31:43-08:00,22.99,234.98200000000003,10.467,9.964500000000001,2.04,451.81,22.0,33.7,0.07,0.55,0.55,0.0,0.0,1,13.87,0.01,29.48,1,-7,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8480000000000001
2025-02-26 05:32:44-08:00,22.99,231.869,10.926,10.300500000000001,2.052,451.93,22.0,33.7,0.02,0.35,0.35,0.0,0.0,1,13.84,0.0,27.58,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.6904
2025-02-26 05:33:44-08:00,22.99,230.06500000000003,10.314000000000002,9.03,4.176,452.4,22.0,33.7,0.24,0.43,0.43,0.0,0.0,1,14.19,285.51,27.3,1,-4,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.1792
2025-02-26 05:34:45-08:00,22.99,233.01300000000003,10.287,9.954,1.92,452.29,22.0,33.7,0.12,0.53,0.53,0.0,0.0,1,14.05,88.84,32.37,1,-7,52.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.808
2025-02-26 05:35:46-08:00,22.99,229.93300000000002,9.629999999999999,10.006499999999999,3.096,452.23,22.0,33.7,0.27,0.57,0.57,0.0,0.0,1,13.98,25.09,34.61,1,-6,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0752000000000002
2025-02-26 05:36:46-08:00,22.99,230.86800000000002,10.368,10.279499999999999,4.692,452.41,22.0,33.7,0.24,0.6,0.6,0.0,0.0,1,13.95,7.09,33.57,1,-6,52.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.4184
2025-02-26 05:37:46-08:00,22.99,232.81500000000003,10.908,10.479000000000001,2.22,452.14,22.0,33.7,0.11,0.5,0.67,0.0,0.0,1,13.95,2.0,28.92,1,-8,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8440000000000001
2025-02-26 05:38:46-08:00,22.99,229.65800000000002,10.062,11.046,0.324,451.71,22.0,33.7,0.03,0.62,0.67,0.0,0.0,1,13.91,0.57,27.56,1,-6,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.5608
2025-02-26 05:39:46-08:00,22.99,234.47600000000003,10.413,9.880500000000001,2.6279999999999997,450.71,22.0,33.7,0.28,0.71,0.72,0.0,0.0,1,13.91,0.16,29.23,1,-9,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0936
2025-02-26 05:40:48-08:00,22.99,227.90900000000002,9.819,11.3505,0.20400000000000001,450.33,22.0,33.6,0.21,1.28,1.28,0.0,0.0,1,13.87,0.05,38.03,1,-5,53.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0648
2025-02-26 05:41:48-08:00,22.99,229.35000000000002,10.404,10.8675,1.656,450.51,21.9,33.6,0.27,1.22,1.22,0.0,0.0,1,13.87,0.01,32.04,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.3072
2025-02-26 05:42:48-08:00,22.99,226.27,10.719000000000001,10.0905,2.448,450.18,22.0,33.7,0.24,1.01,1.24,0.0,0.0,1,13.84,0.0,31.01,1,-5,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.2976
2025-02-26 05:43:48-08:00,22.99,229.262,10.044,10.4475,2.124,450.06,21.9,33.7,0.33,0.83,0.91,0.0,0.0,1,14.19,287.67,26.68,1,-7,51.0,1,2,STAT,0,LAT,LON,W,CRC,,,,,1.0888
2025-02-26 05:44:48-08:00,22.99,228.99800000000002,10.719000000000001,10.185,1.6320000000000001,450.02,21.9,33.7,0.59,0.94,0.97,0.0,0.0,1,14.05,96.97,28.53,1,-8,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0784
2025-02-26 05:45:43-08:00,22.99,227.96400000000003,10.602,10.185,2.568,449.94,21.9,33.7,0.46,0.91,0.91,0.0,0.0,1,13.98,30.43,34.22,1,-7,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,1.2416
2025-02-26 05:46:43-08:00,22.98,228.25000000000003,9.567,10.4475,3.1799999999999997,449.52,21.9,33.7,0.83,1.37,1.47,0.0,0.0,1,13.98,8.59,30.2,1,-6,52.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.7320000000000002
2025-02-26 05:47:44-08:00,22.99,228.162,9.936,11.098500000000001,1.932,448.84,21.9,33.7,0.45,0.85,1.28,0.0,0.0,1,13.95,2.43,30.8,1,-7,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0664
2025-02-26 05:48:44-08:00,22.98,229.669,10.170000000000002,10.332,2.832,448.43,21.9,33.8,0.65,0.81,0.95,0.0,0.0,1,13.91,0.69,27.23,1,-8,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.2144000000000001
2025-02-26 05:49:44-08:00,22.98,225.48900000000003,10.44,10.773,1.404,448.15,21.9,33.7,0.51,0.74,0.79,0.0,0.0,1,13.91,0.19,28.55,1,-5,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.8728
2025-02-26 05:50:46-08:00,22.97,226.237,10.242,11.508000000000001,-0.264,448.09,21.9,33.8,0.28,0.82,0.9,0.0,0.0,1,13.87,0.05,42.53,1,-6,50.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.6032000000000001
2025-02-26 05:51:46-08:00,22.97,225.137,9.738000000000001,11.340000000000002,0.444,448.12,21.9,33.7,0.66,0.94,0.97,0.0,0.0,1,13.87,0.02,30.36,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8408
2025-02-26 05:52:47-08:00,22.95,222.77200000000002,9.666,11.591999999999999,-0.048,448.04,21.9,33.7,0.88,1.08,1.09,0.0,0.0,1,13.87,0.0,32.28,1,-5,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.8544
2025-02-26 05:53:47-08:00,22.93,223.14600000000004,9.909,10.731000000000002,3.0839999999999996,448.01,21.9,33.8,0.68,0.98,0.98,0.0,0.0,1,14.16,322.37,27.51,1,-5,52.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,1.4008
2025-02-26 05:54:47-08:00,22.91,225.83000000000004,10.476,9.8175,2.4839999999999995,448.04,21.9,33.7,0.51,0.7,0.7,0.0,0.0,1,14.05,144.21,26.7,1,-7,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0568
2025-02-26 05:55:47-08:00,22.9,224.01500000000001,9.369,10.615499999999999,1.764,447.89,21.9,33.8,0.65,0.92,0.92,0.0,0.0,1,13.98,40.73,33.6,1,-7,53.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,1.0888
2025-02-26 05:56:47-08:00,22.89,223.74000000000004,10.557,11.0145,2.952,447.96,21.9,33.8,0.31,0.71,0.71,0.0,0.0,1,13.95,11.5,32.78,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.1583999999999999
2025-02-26 05:57:47-08:00,22.89,227.711,9.999,10.269,4.128,447.53,21.9,33.8,0.38,0.88,0.92,0.0,0.0,1,13.95,3.25,27.15,1,-8,52.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,1.5296000000000003
2025-02-26 05:58:48-08:00,22.89,224.65300000000002,10.044,9.911999999999999,4.044,447.19,21.9,33.8,0.54,0.9,0.91,0.0,0.0,1,13.91,0.92,28.56,1,-7,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.5288
2025-02-26 05:59:48-08:00,22.89,226.97400000000002,10.512,10.122000000000002,4.692,446.45,21.9,33.8,0.67,1.45,1.45,0.0,0.0,1,13.91,0.26,29.68,1,-8,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,2.0984
2025-02-26 06:00:48-08:00,22.89,223.751,10.206,10.720500000000001,2.088,446.66,21.9,33.8,0.58,1.27,1.27,0.0,0.0,1,13.87,0.07,28.72,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.4336
2025-02-26 06:01:48-08:00,22.89,228.30500000000004,10.035,10.5105,3.192,447.02,21.9,33.8,0.58,0.97,0.97,0.0,0.0,1,13.87,0.02,30.96,1,-8,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.4144
2025-02-26 06:02:48-08:00,22.89,224.675,11.115,10.216500000000002,3.324,447.01,21.9,33.8,0.19,0.9,1.18,0.0,0.0,1,13.87,0.01,30.72,1,-6,50.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,1.3848000000000003
2025-02-26 06:03:48-08:00,22.89,222.937,10.107000000000001,9.4395,3.996,447.0,21.9,33.8,0.44,0.72,0.98,0.0,0.0,1,14.12,239.55,31.2,1,-5,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.3752
2025-02-26 06:04:49-08:00,22.89,228.78900000000002,10.053,10.4265,3.0599999999999996,447.0,21.9,33.8,0.44,0.74,0.83,0.0,0.0,1,14.09,139.51,27.33,1,-8,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.204
2025-02-26 06:05:49-08:00,22.89,224.21300000000002,10.854000000000001,10.384500000000001,2.808,446.61,21.9,33.8,0.27,0.72,0.83,0.0,0.0,1,14.02,39.4,29.05,1,-7,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,1.1376
2025-02-26 06:06:49-08:00,22.89,224.741,10.53,10.804499999999999,2.088,446.72,21.9,33.8,0.34,0.69,1.03,0.0,0.0,1,13.95,11.13,32.41,1,-7,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.9696
2025-02-26 06:07:49-08:00,22.89,222.728,10.476,11.245500000000002,0.828,446.9,21.9,33.8,0.62,0.88,0.99,0.0,0.0,1,13.95,3.14,27.84,1,-7,50.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.8696
2025-02-26 06:08:49-08:00,22.89,221.32,10.224,9.7335,4.308,446.96,21.9,33.8,0.45,0.96,1.0,0.0,0.0,1,13.91,0.89,28.79,1,-6,50.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,1.6296
2025-02-26 06:09:49-08:00,22.89,223.63000000000002,10.206,11.046,2.364,446.99,21.9,33.8,0.52,1.26,1.27,0.0,0.0,1,13.91,0.25,31.25,1,-7,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.4808
2025-02-26 06:10:50-08:00,22.89,227.10600000000002,10.323,11.2035,1.26,447.0,21.9,33.8,0.73,1.13,1.14,0.0,0.0,1,13.87,0.07,29.43,1,-8,49.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.156
2025-02-26 06:11:50-08:00,22.89,223.234,9.837,11.2665,3.576,447.0,21.8,33.8,0.65,1.06,1.06,0.0,0.0,1,13.87,0.02,35.88,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.5632000000000001
2025-02-26 06:12:51-08:00,22.89,225.11500000000004,10.107000000000001,9.9855,4.836,447.0,21.9,33.9,0.66,0.99,1.08,0.0,0.0,1,13.84,0.01,31.05,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.7592
2025-02-26 06:13:51-08:00,22.89,228.679,9.395999999999999,10.153500000000001,1.68,447.0,21.9,33.8,0.79,0.96,1.04,0.0,0.0,1,13.84,0.0,27.61,1,-9,53.0,2,0,STAT,0,LAT,LON,W,CRC,,,,,1.104
2025-02-26 06:14:51-08:00,22.88,229.592,10.287,9.3135,4.2,447.0,21.9,33.8,0.45,0.69,0.84,0.0,0.0,1,14.09,176.7,28.09,1,-10,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.392
2025-02-26 06:15:51-08:00,22.89,223.102,10.746,9.491999999999999,4.344,447.0,21.8,33.8,0.76,0.87,0.92,0.0,0.0,1,14.02,49.9,30.17,1,-7,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.5648000000000002
2025-02-26 06:16:51-08:00,22.89,221.04500000000002,10.701,10.542,2.22,447.0,21.9,33.9,0.41,0.73,0.75,0.0,0.0,1,13.98,14.09,35.08,1,-6,50.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.028
2025-02-26 06:17:46-08:00,22.89,223.036,10.575000000000001,11.0775,1.884,447.0,21.9,33.8,0.42,0.87,0.87,0.0,0.0,1,13.95,4.42,30.23,1,-6,49.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.0728
2025-02-26 06:18:46-08:00,22.89,223.85000000000002,9.558,10.909500000000001,2.7239999999999998,447.0,21.9,33.8,0.19,0.46,0.46,0.0,0.0,1,13.95,1.25,29.19,1,-7,50.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,0.9128000000000001
2025-02-26 06:19:46-08:00,22.89,225.22500000000002,9.333,11.098500000000001,2.292,447.0,21.9,33.8,0.14,0.31,0.52,0.0,0.0,1,13.91,0.35,28.53,1,-7,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.7063999999999999
2025-02-26 06:20:46-08:00,22.89,225.43400000000003,9.693,11.193000000000001,2.088,447.0,21.8,33.8,0.32,0.92,1.01,0.0,0.0,1,13.91,0.1,28.02,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.1536000000000002
2025-02-26 06:21:48-08:00,22.88,222.77200000000002,10.08,10.3635,3.888,446.42,21.8,33.8,0.44,0.9,1.09,0.0,0.0,1,13.87,0.03,42.49,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.4976000000000003
2025-02-26 06:22:48-08:00,22.88,224.05900000000003,10.386,10.4265,2.868,446.65,21.9,33.8,0.28,0.59,0.66,0.0,0.0,1,13.87,0.01,30.77,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0455999999999999
2025-02-26 06:23:48-08:00,22.88,223.39900000000003,10.161,10.3635,2.988,446.88,21.9,33.8,0.31,0.53,0.55,0.0,0.0,1,13.84,0.0,29.07,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.0216
2025-02-26 06:24:48-08:00,22.88,225.401,9.945,9.618,2.244,446.45,21.9,33.8,0.67,0.86,0.86,0.0,0.0,1,14.12,237.48,28.43,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.1368
2025-02-26 06:25:48-08:00,22.87,223.66300000000004,9.657,10.552500000000002,1.704,446.16,21.8,33.8,0.22,0.86,1.1,0.0,0.0,1,14.02,67.07,27.16,1,-6,51.0,1,1,STAT,0,LAT,LON,W,CRC,,,,,1.0288
2025-02-26 06:26:49-08:00,22.87,220.979,10.044,11.1195,1.26,446.06,21.8,33.9,0.18,0.67,1.12,0.0,0.0,1,13.98,18.94,40.73,1,-6,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.788
2025-02-26 06:27:49-08:00,22.87,222.585,9.981,9.723,4.152,446.02,21.8,33.8,0.26,0.49,0.65,0.0,0.0,1,13.95,5.35,35.28,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.2224
2025-02-26 06:28:49-08:00,22.87,224.93900000000002,9.468,10.2375,1.428,446.01,21.8,33.8,0.26,0.61,0.76,0.0,0.0,1,13.95,1.51,30.48,1,-8,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.7736000000000001
2025-02-26 06:29:49-08:00,22.86,224.15800000000002,9.774,10.993500000000001,0.768,446.0,21.8,33.8,0.32,0.46,0.57,0.0,0.0,1,13.91,0.43,27.7,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.5216000000000001
2025-02-26 06:30:49-08:00,22.84,221.89200000000002,9.963000000000001,10.804499999999999,1.692,445.96,21.8,33.8,0.56,0.75,0.79,0.0,0.0,1,13.91,0.12,28.41,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.9384000000000001
2025-02-26 06:31:49-08:00,22.82,219.48300000000003,8.829,9.418500000000002,3.504,445.99,21.9,33.8,0.68,0.92,0.93,0.0,0.0,1,13.87,0.03,35.61,1,-4,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.4368000000000003
2025-02-26 06:32:50-08:00,22.81,220.77,9.297,9.7965,3.504,445.99,21.8,33.8,0.42,0.81,0.82,0.0,0.0,1,13.87,0.01,29.01,1,-6,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.3488000000000002
2025-02-26 06:33:50-08:00,22.8,221.144,10.566,10.437,1.692,445.39,21.8,33.8,0.28,0.54,0.54,0.0,0.0,1,13.84,0.0,30.25,1,-7,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.7704000000000001
2025-02-26 06:34:50-08:00,22.8,220.693,10.376999999999999,10.731000000000002,2.5559999999999996,445.14,21.9,33.8,0.56,0.87,0.97,0.0,0.0,1,14.16,225.68,31.36,1,-5,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.2072
2025-02-26 06:35:50-08:00,22.79,221.24300000000002,10.017000000000001,10.909500000000001,1.404,445.05,21.8,33.8,0.73,1.28,1.31,0.0,0.0,1,14.02,63.74,29.32,1,-6,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.3048
2025-02-26 06:36:50-08:00,22.79,222.67300000000003,9.945,10.1745,2.6759999999999997,445.02,21.8,33.8,0.56,0.97,0.98,0.0,0.0,1,13.98,18.0,26.57,1,-7,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,1.3112
2025-02-26 06:37:50-08:00,22.79,221.61700000000002,10.503,10.017,2.94,445.01,21.8,33.8,0.42,0.63,0.64,0.0,0.0,1,13.95,5.08,35.71,1,-5,50.0,2,2,STAT,0,LAT,LON,W,CRC,,,,,1.092
2025-02-26 06:38:50-08:00,22.79,223.43200000000002,10.584,10.573500000000001,1.116,445.65,21.8,33.8,0.44,0.59,0.59,0.0,0.0,1,13.95,1.44,27.9,1,-7,50.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.6952
2025-02-26 06:39:50-08:00,22.79,221.03400000000002,9.684,9.933000000000002,2.076,445.58,21.8,33.8,0.5,0.69,0.69,0.0,0.0,1,13.91,0.41,28.25,1,-6,51.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.9672
2025-02-26 06:40:50-08:00,22.79,220.46200000000002,9.072000000000001,11.245500000000002,0.096,445.21,21.8,33.8,0.39,0.61,0.62,0.0,0.0,1,13.91,0.11,31.85,1,-6,52.0,2,1,STAT,0,LAT,LON,W,CRC,,,,,0.5072
2025-02-26 06:41:51-08:00,22.79,219.758,9.468,11.413499999999999,-1.656,445.07,21.8,33.9,0.29,0.7,0.7,0.0,0.0,1,13.87,0.03,30.45,1,-5,51.0,2,0,STAT,0,LAT,LON,W,CRC,,,,,0.22879999999999995
2025-02-26 06:42:52-08:00,22.79,221.22100000000003,10.008,11.591999999999999,-1.344,445.03,21.8,33.8,0.13,0.52,0.52,0.0,0.0,1,13.87,0.01,32.33,1,-6,51.0,2,0,STAT,0,LAT,LON,W,CRC,,,,,0.1472
2025-02-26 06:43:52-08:00,22.79,222.29900000000004,10.107000000000001,11.97,-0.264,445.01,21.8,33.8,0.48,0.82,0.82,0.0,0.0,1,13.84,0.0,31.94,1,-6,51.0,3,1,STAT,0,LAT,LON,W,CRC,,,,,0.6032000000000001
