DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,284,31,-14,-27,6,0,0.00000,0.00000.1,0.1,3539910354,120,29,-4,-25,1806578250,AQI
2025-03-07 13:06:52-08:00,5.04,206.811,13.950000000000001,30.786,1.656,283.99,6.7,76.7,3.04,5.72,6.06,0.0,0.0,1,13.87,14.65,34.64,1,-26,13.0,0.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.9072
2025-03-07 13:07:53-08:00,5.04,208.912,13.23,31.479000000000003,2.124,284.0,6.7,76.7,2.85,5.84,6.13,0.0,0.0,1,13.8,4.14,34.19,1,-23,14.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.0968
2025-03-07 13:08:53-08:00,5.05,209.352,11.988000000000001,29.589000000000002,2.6279999999999997,284.0,6.6,76.7,2.69,6.46,7.55,0.0,0.0,1,13.98,108.45,43.27,1,-24,14.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.6936
2025-03-07 13:09:53-08:00,5.05,210.32,12.618,29.935500000000005,0.804,284.0,6.7,76.8,2.9,6.03,6.41,0.0,0.0,1,13.91,30.63,36.87,1,-26,14.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.984800000000001
2025-03-07 13:10:53-08:00,5.05,209.57200000000003,12.24,30.6915,0.49199999999999994,284.0,6.7,76.7,2.91,6.34,6.63,0.0,0.0,1,13.84,8.65,33.71,1,-26,14.0,0.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.1704
2025-03-07 13:11:53-08:00,5.06,204.03900000000002,5.274,29.6625,3.0359999999999996,284.0,6.7,76.7,2.97,7.08,7.48,0.0,0.0,1,13.8,2.44,35.7,1,-24,19.0,0.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.2712
2025-03-07 13:12:53-08:00,5.06,198.58300000000003,8.208,28.917,3.0,284.0,6.7,76.7,3.95,7.1,7.87,0.0,0.0,1,13.98,110.27,34.58,1,-21,18.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.279999999999999
2025-03-07 13:13:52-08:00,5.06,200.20000000000002,10.008,29.053500000000003,2.244,284.0,6.7,76.7,3.47,7.77,8.3,0.0,0.0,1,13.87,31.14,40.92,1,-25,16.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.6648000000000005
2025-03-07 13:14:52-08:00,5.07,204.72100000000003,11.727,29.6625,2.916,284.0,6.7,76.7,3.04,7.01,7.61,0.0,0.0,1,13.84,8.8,37.65,1,-25,16.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.1912
2025-03-07 13:15:52-08:00,5.07,216.04000000000002,11.484,28.9695,3.5999999999999996,284.0,6.7,76.6,3.26,6.86,7.24,0.0,0.0,1,13.8,2.48,33.56,1,-27,15.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.208
