DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,94,32,-1,-34,1032398259,112,-4,-35,1505642079,AQI
2025-03-20 10:50:30-07:00,6.5,157.245,7.641,18.0915,37.224,414.0,7.9,66.3,0.27,0.89,1.12,18.0,1.0,0.0,STAT,,,,,,8.1568
2025-03-20 10:51:30-07:00,6.5,159.192,5.04,17.8185,38.459999999999994,414.0,7.9,66.2,0.08,1.43,1.82,20.0,1.0,0.0,STAT,,,,,,8.835999999999999
2025-03-20 10:52:30-07:00,6.5,158.48800000000003,4.689,17.6085,36.047999999999995,414.0,7.9,66.4,0.03,1.44,1.82,19.0,1.0,-1.0,STAT,,,,,,8.3616
2025-03-20 10:53:30-07:00,6.5,155.639,6.381,17.241000000000003,36.672,414.08,7.9,66.3,0.03,1.22,1.34,17.0,1.0,0.0,STAT,,,,,,8.3104
2025-03-20 10:54:31-07:00,6.5,155.46300000000002,5.166,16.852500000000003,34.199999999999996,414.67,7.9,66.2,0.01,1.26,1.57,19.0,0.0,-1.0,STAT,,,,,,7.848
2025-03-20 10:55:32-07:00,6.5,159.181,6.003,17.115000000000002,36.54,414.89,7.9,66.3,0.0,0.96,1.24,18.0,0.0,-1.0,STAT,,,,,,8.076
2025-03-20 10:56:32-07:00,6.5,157.06900000000002,7.947,17.692500000000003,35.976,414.96,8.0,66.3,0.0,1.27,1.36,17.0,0.0,-1.0,STAT,,,,,,8.2112
2025-03-20 10:57:32-07:00,6.5,158.37800000000001,7.497,17.178,35.64,414.99,8.0,66.2,0.31,1.39,1.42,20.0,1.0,-1.0,STAT,,,,,,8.24
2025-03-20 10:58:32-07:00,6.5,157.234,7.416,18.417,35.004,415.0,8.0,66.4,0.1,0.74,0.75,18.0,0.0,-1.0,STAT,,,,,,7.5927999999999995
2025-03-20 10:59:32-07:00,6.5,157.861,8.298,19.2045,34.512,415.54,8.0,66.4,0.03,0.93,1.51,18.0,0.0,-1.0,STAT,,,,,,7.6464
2025-03-20 11:00:31-07:00,6.5,164.241,6.651,18.5745,36.42,415.84,8.0,66.2,0.01,1.03,1.27,19.0,0.0,0.0,STAT,,,,,,8.108
2025-03-20 11:01:31-07:00,6.5,167.05700000000002,5.256,19.0575,35.16,415.94,8.0,66.1,0.55,1.47,1.56,19.0,0.0,-1.0,STAT,,,,,,8.208
2025-03-20 11:02:31-07:00,6.5,169.49900000000002,6.48,18.438,34.571999999999996,415.98,8.0,66.3,0.42,1.73,1.87,18.0,0.0,-1.0,STAT,,,,,,8.298399999999999
2025-03-20 11:03:32-07:00,6.5,176.726,7.092,19.467,33.804,415.99,8.0,66.4,0.58,1.59,1.66,18.0,0.0,-1.0,STAT,,,,,,8.032800000000002
2025-03-20 11:04:32-07:00,6.51,183.645,9.99,21.367500000000003,32.16,416.61,8.0,66.3,0.85,2.17,2.51,17.0,0.0,-1.0,STAT,,,,,,8.168
2025-03-20 11:05:33-07:00,6.51,186.978,9.045000000000002,24.36,30.995999999999995,417.45,8.0,66.3,0.99,2.35,2.92,17.0,0.0,-1.0,STAT,,,,,,8.0792
2025-03-20 11:06:33-07:00,6.51,182.46800000000002,9.558,26.113500000000002,28.487999999999996,418.42,8.0,66.3,1.02,2.57,2.95,16.0,0.0,-2.0,STAT,,,,,,7.7536
2025-03-20 11:07:33-07:00,6.51,174.71300000000002,12.213000000000001,25.1895,27.863999999999997,419.24,8.0,66.2,1.08,2.14,2.29,15.0,1.0,-2.0,STAT,,,,,,7.284800000000001
2025-03-20 11:08:33-07:00,6.51,169.30100000000002,9.18,22.480500000000003,31.092,419.08,8.0,66.2,0.71,2.29,2.67,16.0,0.0,-2.0,STAT,,,,,,8.0504
2025-03-20 11:09:33-07:00,6.52,168.42100000000002,7.578,21.987000000000002,31.644,419.03,8.0,66.2,0.77,2.17,2.35,17.0,0.0,-1.0,STAT,,,,,,8.0648
2025-03-20 11:10:29-07:00,6.52,167.794,8.712,21.0945,33.455999999999996,419.01,8.0,66.2,0.93,2.25,2.54,16.0,0.0,-1.0,STAT,,,,,,8.4912
2025-03-20 11:11:29-07:00,6.52,170.31300000000002,9.369,21.651000000000003,31.404,419.0,8.0,66.3,0.98,2.18,2.39,16.0,0.0,-1.0,STAT,,,,,,8.0248
2025-03-20 11:12:29-07:00,6.52,171.743,8.253,22.596,32.16,418.39,8.0,66.2,0.79,1.76,1.83,17.0,0.0,-1.0,STAT,,,,,,7.84
2025-03-20 11:13:29-07:00,6.52,174.87800000000001,8.946,21.084,33.156,418.14,8.0,66.4,0.82,1.64,1.85,17.0,0.0,-1.0,STAT,,,,,,7.9432
2025-03-20 11:14:30-07:00,6.52,169.983,10.053,21.556500000000003,31.044,417.97,8.0,66.3,0.5,1.42,1.49,15.0,0.0,-1.0,STAT,,,,,,7.3448
2025-03-20 11:15:35-07:00,6.53,168.553,8.586,19.246499999999997,35.687999999999995,417.88,8.0,66.2,0.55,1.57,1.59,16.0,-1.0,-1.0,STAT,,,,,,8.3936
2025-03-20 11:16:30-07:00,6.56,164.978,8.298,18.605999999999998,34.308,417.95,8.1,66.2,0.24,1.18,1.6,17.0,0.0,-2.0,STAT,,,,,,7.8056
2025-03-20 11:17:31-07:00,6.58,163.185,9.774,18.616500000000002,36.144,417.98,8.1,66.2,0.25,1.34,1.61,16.0,0.0,-1.0,STAT,,,,,,8.300799999999999
2025-03-20 11:18:31-07:00,6.59,170.203,9.0,19.666500000000003,33.72,417.99,8.1,66.2,0.54,1.79,2.06,17.0,0.0,-1.0,STAT,,,,,,8.176
2025-03-20 11:19:31-07:00,6.61,170.83,8.739,19.834500000000002,34.571999999999996,418.0,8.1,66.0,0.64,1.59,1.69,17.0,0.0,-2.0,STAT,,,,,,8.186399999999999
2025-03-20 11:20:31-07:00,6.61,167.904,6.7860000000000005,19.845,36.324,418.0,8.1,66.2,0.21,1.3,1.59,18.0,0.0,-1.0,STAT,,,,,,8.3048
2025-03-20 11:21:30-07:00,6.62,170.89600000000002,9.018,21.4095,34.5,418.0,8.1,66.1,0.07,1.1,1.19,16.0,0.0,-1.0,STAT,,,,,,7.78
2025-03-20 11:22:30-07:00,6.62,172.55700000000002,10.539000000000001,23.499,29.951999999999998,418.0,8.1,66.1,0.38,1.52,1.55,16.0,0.0,-1.0,STAT,,,,,,7.2064
2025-03-20 11:23:30-07:00,6.62,173.745,7.668,24.0135,29.328,418.0,8.1,66.4,0.41,1.85,2.62,18.0,0.0,-1.0,STAT,,,,,,7.345600000000001
2025-03-20 11:24:30-07:00,6.66,177.067,8.667000000000002,26.229000000000003,26.099999999999998,418.0,8.2,66.9,0.64,1.6,2.11,17.0,0.0,-2.0,STAT,,,,,,6.5
2025-03-20 11:25:31-07:00,6.69,175.252,9.009,23.2785,31.56,418.0,8.1,66.8,0.23,0.87,1.25,16.0,0.0,-2.0,STAT,,,,,,7.008
2025-03-20 11:26:32-07:00,6.7,166.969,7.74,20.6115,35.292,417.19,8.1,67.7,0.07,0.52,0.77,17.0,0.0,-2.0,STAT,,,,,,7.474400000000001
2025-03-20 11:27:33-07:00,6.71,165.29700000000003,11.214,18.794999999999998,38.675999999999995,415.85,8.1,68.2,0.02,0.58,0.66,15.0,0.0,-2.0,STAT,,,,,,8.1992
2025-03-20 11:28:33-07:00,6.71,169.08100000000002,8.919,16.842,39.156,414.36,8.0,68.5,0.01,0.66,0.69,16.0,0.0,-1.0,STAT,,,,,,8.3592
2025-03-20 11:29:33-07:00,6.71,161.96400000000003,7.641,17.7345,34.704,413.48,8.1,69.0,0.0,0.49,0.5,17.0,0.0,-1.0,STAT,,,,,,7.332800000000001
2025-03-20 11:30:33-07:00,6.72,157.091,8.73,16.8735,33.888,413.02,8.1,69.2,0.0,0.85,0.85,16.0,0.0,-1.0,STAT,,,,,,7.457599999999999
2025-03-20 11:31:33-07:00,6.72,154.418,8.766,16.821,30.9,412.43,8.1,68.9,0.0,0.53,0.53,17.0,0.0,-1.0,STAT,,,,,,6.604
2025-03-20 11:32:33-07:00,6.72,152.185,9.18,16.5375,32.988,412.15,8.1,68.9,0.0,0.66,0.66,16.0,0.0,-1.0,STAT,,,,,,7.1256
2025-03-20 11:33:33-07:00,6.72,158.88400000000001,8.406,15.8445,36.395999999999994,412.46,8.1,68.8,0.0,0.77,0.77,17.0,0.0,-1.0,STAT,,,,,,7.895199999999999
2025-03-20 11:34:33-07:00,6.72,161.41400000000002,9.351,16.0755,33.876,412.73,8.1,69.0,0.0,0.28,0.28,17.0,0.0,-1.0,STAT,,,,,,6.9992
2025-03-20 11:35:33-07:00,6.72,159.86300000000003,8.622,16.7265,34.884,413.26,8.0,68.4,0.0,0.39,0.58,19.0,0.0,-1.0,STAT,,,,,,7.288800000000001
2025-03-20 11:36:34-07:00,6.72,159.72,7.857,17.367,36.696,413.09,8.0,68.4,0.0,0.32,0.39,18.0,1.0,-2.0,STAT,,,,,,7.5952
2025-03-20 11:37:34-07:00,6.71,160.28100000000003,9.792000000000002,19.3725,36.876,413.33,8.0,68.8,0.0,0.45,0.68,16.0,1.0,-1.0,STAT,,,,,,7.7352
2025-03-20 11:38:34-07:00,6.71,161.733,9.225,20.0025,34.344,413.76,8.0,68.9,0.0,0.21,0.28,16.0,1.0,-1.0,STAT,,,,,,7.0368
2025-03-20 11:39:34-07:00,6.71,160.10500000000002,6.966,18.753,34.931999999999995,413.92,8.0,69.1,0.0,0.07,0.09,18.0,0.0,-1.0,STAT,,,,,,7.0424
2025-03-20 11:40:34-07:00,6.71,159.511,7.389000000000001,19.005000000000003,33.204,413.97,8.0,69.1,0.0,0.34,0.35,18.0,1.0,-1.0,STAT,,,,,,6.912800000000001
2025-03-20 11:41:34-07:00,6.7,162.591,8.298,16.7895,35.256,414.57,8.0,69.0,0.0,0.3,0.35,17.0,0.0,-2.0,STAT,,,,,,7.291200000000001
2025-03-20 11:42:34-07:00,6.7,165.58300000000003,7.137,20.223000000000003,32.928,415.69,7.9,69.4,0.0,0.46,0.48,17.0,0.0,-1.0,STAT,,,,,,6.9536
2025-03-20 11:43:34-07:00,6.7,166.254,4.932,20.37,33.036,417.69,7.9,69.5,0.0,0.54,0.74,18.0,0.0,-1.0,STAT,,,,,,7.039200000000001
2025-03-20 11:44:34-07:00,6.7,165.78100000000003,4.851,19.0365,34.355999999999995,418.62,7.9,69.5,0.0,0.39,0.46,20.0,0.0,-1.0,STAT,,,,,,7.183199999999999
2025-03-20 11:45:35-07:00,6.69,173.184,7.722,20.349,33.372,419.16,7.9,70.0,0.0,0.16,0.33,18.0,0.0,-1.0,STAT,,,,,,6.8024000000000004
2025-03-20 11:46:35-07:00,6.67,205.876,8.001000000000001,20.506500000000003,32.916,419.06,7.9,69.9,0.0,0.16,0.22,16.0,1.0,-1.0,STAT,,,,,,6.7112
