DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,106,42,-1,-30,2487673933,117,20,-31,3254592902,AQI
2025-03-10 08:50:28-07:00,2.21,191.90600000000003,13.032,19.803,3.12,421.32,4.6,81.4,0.23,0.71,0.72,,,,,,9.0,-1.0,STAT,,1.1920000000000002
2025-03-10 08:51:27-07:00,2.21,187.06600000000003,13.554,19.971,2.232,420.71,4.6,81.3,0.2,0.56,0.57,,,,,,9.0,-1.0,STAT,,0.8944000000000001
2025-03-10 08:52:28-07:00,2.21,182.90800000000002,12.429,19.7505,5.255999999999999,419.26,4.6,81.3,0.07,0.58,0.58,,,,,,9.0,-1.0,STAT,,1.5151999999999999
2025-03-10 08:53:28-07:00,2.21,175.71400000000003,10.107000000000001,18.553500000000003,7.284,418.44,4.6,81.5,0.02,0.46,0.46,,,,,,11.0,-1.0,STAT,,1.8248000000000002
2025-03-10 08:54:28-07:00,2.22,175.824,10.989,19.151999999999997,5.784,418.45,4.6,81.4,0.01,0.19,0.19,,,,,,9.0,-1.0,STAT,,1.3088000000000002
2025-03-10 08:55:28-07:00,2.21,178.431,12.015,20.034,3.552,418.81,4.6,81.3,0.0,0.29,0.29,,,,,,8.0,-1.0,STAT,,0.9424
2025-03-10 08:56:28-07:00,2.21,183.84300000000002,10.719000000000001,18.1335,4.044,418.93,4.6,81.2,0.0,0.7,0.7,,,,,,10.0,-2.0,STAT,,1.3687999999999998
2025-03-10 08:57:28-07:00,2.21,184.217,9.792000000000002,19.446,3.876,419.41,4.6,81.2,0.0,0.7,0.83,,,,,,10.0,-2.0,STAT,,1.3352
2025-03-10 08:58:28-07:00,2.21,193.61100000000002,10.899,18.900000000000002,3.876,418.74,4.6,81.3,0.0,0.32,0.36,,,,,,10.0,-1.0,STAT,,1.0312000000000001
2025-03-10 08:59:28-07:00,2.21,200.244,10.341000000000001,18.8265,6.323999999999999,417.64,4.7,81.5,0.0,0.75,0.76,,,,,,11.0,-1.0,STAT,,1.8648
