DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,168,-10,-32,3198865388,107,32,-24,3877643760,AQI
2025-03-23 03:55:13-07:00,7.74,,,,,430.04,8.8,71.4,1.88,3.12,3.23,17.0,0.0,STAT,,,,,,
2025-03-23 03:56:13-07:00,7.74,,,,,430.01,8.8,71.8,1.96,3.21,3.25,18.0,0.0,STAT,,,,,,
2025-03-23 03:57:14-07:00,7.74,,,,,430.0,8.8,72.1,2.01,3.18,3.19,20.0,0.0,STAT,,,,,,
2025-03-23 03:58:14-07:00,7.74,,,,,429.92,8.8,71.8,1.84,3.38,3.49,19.0,0.0,STAT,,,,,,
2025-03-23 03:59:14-07:00,7.73,,,,,429.32,8.8,71.9,1.94,3.52,3.56,19.0,0.0,STAT,,,,,,
2025-03-23 04:00:20-07:00,7.73,,,,,429.1,8.8,72.1,1.98,3.48,3.66,18.0,0.0,STAT,,,,,,
2025-03-23 04:01:15-07:00,7.73,,,,,429.24,8.8,71.7,1.76,3.11,3.21,18.0,0.0,STAT,,,,,,
2025-03-23 04:02:15-07:00,7.72,,,,,428.73,8.8,71.5,1.4,2.67,2.7,19.0,0.0,STAT,,,,,,
2025-03-23 04:03:15-07:00,7.72,,,,,426.43,8.8,71.7,1.33,2.67,2.68,19.0,-1.0,STAT,,,,,,
2025-03-23 04:04:15-07:00,7.72,,,,,424.42,8.8,71.1,1.11,2.39,2.39,20.0,0.0,STAT,,,,,,
2025-03-23 04:05:16-07:00,7.72,,,,,421.52,8.8,70.8,1.03,1.86,1.86,19.0,-1.0,STAT,,,,,,
2025-03-23 04:06:17-07:00,7.69,,,,,418.79,8.8,70.4,1.01,1.36,1.36,17.0,0.0,STAT,,,,,,
2025-03-23 04:07:17-07:00,7.66,,,,,415.96,8.7,70.6,1.0,2.11,2.38,17.0,0.0,STAT,,,,,,
2025-03-23 04:08:17-07:00,7.65,,,,,414.69,8.8,70.8,0.83,1.86,1.94,16.0,0.0,STAT,,,,,,
2025-03-23 04:09:17-07:00,7.64,,,,,414.24,8.8,70.7,0.8,1.81,1.84,17.0,0.0,STAT,,,,,,
2025-03-23 04:10:17-07:00,7.64,,,,,414.17,8.8,70.8,0.68,1.85,1.86,17.0,0.0,STAT,,,,,,
2025-03-23 04:11:17-07:00,7.64,,,,,414.09,8.8,70.6,0.89,1.95,1.96,18.0,0.0,STAT,,,,,,
2025-03-23 04:12:17-07:00,7.64,,,,,414.03,8.8,70.8,0.86,1.89,2.02,17.0,0.0,STAT,,,,,,
