DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-05 22:38:26,,1154.527,1.665,31.3425,39.756,658.68,17.1,42.6,8.9,9.37,12.07,5.175717969926799
2025-04-05 22:39:26,,1165.78,1.548,32.277,39.12,666.99,17.1,43.8,9.89,10.42,13.14,5.223868379336228
2025-04-05 22:40:26,,1167.045,1.4669999999999999,31.2585,38.232,670.12,17.1,44.5,10.1,10.52,25.24,5.196652364535451
2025-04-05 22:41:26,,1168.9370000000001,1.548,30.534,38.388,668.92,17.1,43.8,9.82,10.41,41.12,5.168219049892124
2025-04-05 22:42:26,,1160.2250000000001,1.548,30.303,39.57599999999999,665.07,17.1,43.4,11.09,11.74,13.78,5.1722327293719035
2025-04-05 22:43:26,,1158.3220000000001,1.4669999999999999,31.521,39.047999999999995,671.69,17.1,44.1,10.83,11.23,14.21,5.183738874380625
2025-04-05 22:44:26,,1165.153,1.4669999999999999,31.5,38.568,671.45,17.1,44.6,12.71,13.16,38.22,5.2010633823612595
2025-04-05 22:45:26,,1161.4790000000003,1.4669999999999999,30.03,39.047999999999995,671.93,17.1,44.1,15.42,15.82,21.66,5.217066393428884
2025-04-05 22:46:26,,1152.525,1.4669999999999999,30.7755,38.711999999999996,670.12,17.1,44.0,16.48,17.07,32.41,5.241221272526451
2025-04-05 22:47:26,,1154.1970000000001,1.548,30.051000000000002,39.168,666.99,17.1,43.6,18.64,19.2,40.17,5.266758402589734
2025-04-05 22:48:26,,1148.3890000000001,1.4669999999999999,30.7755,39.047999999999995,666.63,17.1,44.1,17.73,18.12,28.75,5.288125083981315
2025-04-05 22:49:26,,1159.1470000000002,1.4669999999999999,30.523500000000002,39.395999999999994,668.8,17.1,44.2,22.86,23.57,37.6,5.327069597927477
2025-04-05 22:50:26,,1154.967,1.4669999999999999,29.5155,39.384,665.43,17.0,44.2,34.64,35.14,42.67,5.395305754397809
2025-04-05 22:51:26,,1158.575,1.4669999999999999,30.513,39.024,667.11,17.0,44.2,29.03,29.59,36.37,5.439897273646162
2025-04-05 22:52:26,,1153.372,1.4669999999999999,30.5025,40.044,666.99,17.0,44.5,23.39,23.95,38.58,5.464329221086165
2025-04-05 22:53:26,,1152.987,1.4669999999999999,30.723000000000003,38.472,670.49,17.0,45.0,21.78,22.33,24.56,5.476934149165165
2025-04-05 22:54:26,,1142.383,1.4669999999999999,28.5075,39.275999999999996,667.48,17.0,44.7,14.43,15.1,22.11,5.459254225886996
2025-04-05 22:55:26,,1123.529,1.548,28.56,41.748,659.77,17.0,43.4,10.97,11.45,20.22,5.441457503301186
2025-04-05 22:56:26,,1122.154,1.4669999999999999,28.7805,41.256,658.32,17.0,44.0,11.5,11.95,15.07,5.426412508636436
2025-04-05 22:57:26,,1110.2740000000001,1.548,28.8015,41.699999999999996,657.84,17.0,43.6,10.04,10.36,34.34,5.410382501093777
2025-04-05 22:58:26,,1118.48,1.548,28.056,41.724000000000004,658.08,17.0,43.5,10.15,10.66,19.55,5.393564059515068
2025-04-05 22:59:26,,1099.461,1.548,27.5835,42.19199999999999,655.91,17.0,43.0,8.89,9.45,22.65,5.374957117897862
2025-04-05 23:00:26,,1106.7540000000001,1.665,27.5835,42.936,658.68,17.0,42.9,9.18,9.65,16.9,5.360088047712264
2025-04-05 23:01:26,,1096.986,1.665,27.342,43.343999999999994,656.27,17.0,42.7,9.54,10.14,15.29,5.347455986772967
2025-04-05 23:02:26,,1099.0430000000001,1.665,27.090000000000003,43.32,654.11,16.9,42.8,8.49,8.96,11.94,5.3326932326812235
2025-04-05 23:03:26,,1094.0710000000001,1.548,27.835500000000003,43.32,656.15,16.9,42.8,9.15,9.53,32.46,5.32256709576464
2025-04-05 23:04:26,,1100.814,1.4669999999999999,27.531,40.884,660.37,16.9,44.0,9.55,10.24,18.79,5.308703339671803
