DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,374,28,-15,-22,6,0,0.00000,0.00000.1,0.1,3894755223,153,31,-9,-24,3435910203,AQI
2025-03-07 06:36:28-08:00,2.11,397.958,22.185,24.276000000000003,-1.776,478.0,4.5,73.7,10.1,17.12,18.06,0.0,0.0,1,13.77,3.18,34.38,1,-13,9.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,13.340800000000002
2025-03-07 06:37:28-08:00,2.11,385.3190000000001,24.579,25.494000000000003,-4.464,477.46,4.5,73.7,10.4,16.72,17.02,0.0,0.0,1,13.98,118.51,34.38,1,-12,8.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,12.4832
2025-03-07 06:38:28-08:00,2.11,380.446,23.229,26.0925,-3.396,476.81,4.5,73.7,10.18,16.49,16.63,0.0,0.0,1,13.77,33.47,50.08,1,-15,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,12.5128
2025-03-07 06:39:28-08:00,2.11,382.404,22.41,25.830000000000002,-4.8,476.12,4.5,73.7,10.52,17.5,17.77,0.0,0.0,1,13.77,9.45,41.5,1,-15,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,13.04
2025-03-07 06:40:29-08:00,2.1,390.29100000000005,21.735,25.095,-4.859999999999999,475.4,4.5,73.6,12.69,21.64,22.25,0.0,0.0,1,13.73,2.67,37.18,1,-13,11.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,16.34
2025-03-07 06:41:29-08:00,2.1,400.158,20.079,25.2525,-1.236,474.73,4.5,73.6,15.05,26.05,27.18,0.0,0.0,1,13.87,70.72,33.84,1,-15,11.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,20.592800000000004
2025-03-07 06:42:29-08:00,2.09,396.011,23.121000000000002,23.226000000000003,0.288,475.31,4.4,73.5,13.4,22.97,23.91,0.0,0.0,1,13.8,19.97,35.01,1,-13,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,18.433600000000002
2025-03-07 06:43:25-08:00,2.06,394.064,22.581,25.515,-1.68,475.58,4.4,73.5,11.25,19.27,19.79,0.0,0.0,1,13.77,6.27,39.38,1,-13,11.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,15.08
2025-03-07 06:44:25-08:00,2.03,380.56700000000006,22.698,24.549,-2.52,475.2,4.4,73.6,9.84,16.67,16.85,0.0,0.0,1,13.87,63.97,42.36,1,-14,11.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,12.832000000000003
2025-03-07 06:45:25-08:00,2.02,374.22,22.715999999999998,24.78,-2.388,474.72,4.4,73.5,9.7,16.1,16.16,0.0,0.0,1,13.8,18.07,37.49,1,-14,10.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,12.402400000000002
2025-03-07 06:46:25-08:00,2.01,370.898,20.808,24.171,-1.6320000000000001,474.25,4.4,73.5,9.58,16.03,16.05,0.0,0.0,1,13.77,5.1,36.43,1,-14,11.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,12.497600000000002
