DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,122,23,-1,1413214699,115,21,-4,2440178474,AQI
2025-03-17 14:06:50-07:00,-0.96,508.607,37.197,21.042,-0.852,506.69,2.1,77.4,4.46,7.72,7.75,6.0,-1.0,-2.0,,,,,,6.0056
2025-03-17 14:07:50-07:00,-0.96,523.6220000000001,38.151,21.2625,-0.528,512.99,2.1,77.5,4.77,8.55,8.6,6.0,-1.0,-1.0,,,,,,6.734400000000001
2025-03-17 14:08:50-07:00,-0.96,514.1510000000001,37.647,19.246499999999997,1.524,516.78,2.1,77.5,4.92,8.5,8.63,6.0,-1.0,-1.0,,,,,,7.104800000000001
2025-03-17 14:09:50-07:00,-0.96,493.97700000000003,35.604000000000006,16.716,6.156,518.22,2.1,77.6,4.73,7.98,8.02,7.0,-2.0,-1.0,,,,,,7.615200000000001
2025-03-17 14:10:50-07:00,-0.96,478.92900000000003,36.801,19.1625,3.828,518.43,2.1,77.6,4.59,8.06,8.26,5.0,-1.0,-1.0,,,,,,7.2136000000000005
2025-03-17 14:11:50-07:00,-0.97,470.52500000000003,39.753,18.900000000000002,1.8479999999999999,517.38,2.1,77.5,5.74,10.21,10.28,6.0,-2.0,-1.0,,,,,,8.537600000000001
2025-03-17 14:12:51-07:00,-0.97,473.34100000000007,38.736,17.136000000000003,3.804,516.49,2.1,77.6,5.28,8.8,9.06,6.0,-2.0,-2.0,,,,,,7.800800000000001
2025-03-17 14:13:51-07:00,-0.96,476.17900000000003,36.54,17.1465,2.7119999999999997,516.17,2.1,77.7,4.47,7.81,8.21,6.0,-2.0,-1.0,,,,,,6.7904
2025-03-17 14:14:52-07:00,-0.96,471.35,35.532,16.2435,4.608,516.06,2.1,77.7,4.71,8.34,8.58,5.0,-2.0,-1.0,,,,,,7.5936
2025-03-17 14:15:52-07:00,-0.96,469.6120000000001,35.946,15.361500000000001,6.323999999999999,516.02,2.1,77.8,4.7,8.71,8.91,7.0,-2.0,-1.0,,,,,,8.232800000000001
2025-03-17 14:16:52-07:00,-0.96,476.927,38.718,15.8445,5.148,516.62,2.1,77.9,4.47,8.31,8.38,6.0,-1.0,-1.0,,,,,,7.677600000000001
2025-03-17 14:17:52-07:00,-0.96,496.232,39.042,16.632,4.932,517.96,2.1,78.1,4.26,8.2,8.51,6.0,-2.0,-1.0,,,,,,7.5464
2025-03-17 14:18:52-07:00,-0.96,504.79,38.016000000000005,17.1255,4.871999999999999,521.55,2.2,78.1,4.89,8.48,9.33,7.0,-2.0,-1.0,,,,,,7.758400000000001
2025-03-17 14:19:53-07:00,-0.95,502.898,39.636,16.2435,3.996,525.66,2.2,78.2,4.76,8.16,8.64,6.0,-3.0,-2.0,,,,,,7.3272
2025-03-17 14:20:53-07:00,-0.93,498.65200000000004,40.887,18.0075,1.584,528.93,2.2,78.3,6.01,9.73,10.18,5.0,-2.0,-1.0,,,,,,8.100800000000001
2025-03-17 14:21:53-07:00,-0.9,488.71900000000005,40.653000000000006,17.682000000000002,2.196,530.11,2.2,78.3,5.31,8.6,8.8,5.0,-2.0,-2.0,,,,,,7.3192
2025-03-17 14:22:54-07:00,-0.88,485.44100000000003,38.457,18.0285,1.8119999999999998,530.13,2.3,78.3,5.01,9.09,9.91,6.0,-2.0,-2.0,,,,,,7.6344
2025-03-17 14:23:54-07:00,-0.88,486.783,39.294,16.978500000000004,4.176,530.05,2.3,78.3,5.08,8.74,9.05,6.0,-2.0,-2.0,,,,,,7.827200000000001
2025-03-17 14:24:54-07:00,-0.87,491.843,40.266000000000005,19.151999999999997,3.12,530.02,2.3,78.3,5.5,9.33,10.15,6.0,-2.0,-1.0,,,,,,8.088000000000001
2025-03-17 14:25:54-07:00,-0.86,495.6820000000001,42.471,19.3725,4.68,530.01,2.3,78.3,5.31,9.64,10.29,5.0,-2.0,-1.0,,,,,,8.648
2025-03-17 14:26:54-07:00,-0.85,505.54900000000004,40.779,21.3465,4.212,530.5,2.3,78.4,4.98,9.18,9.4,7.0,-2.0,-2.0,,,,,,8.1864
2025-03-17 14:27:55-07:00,-0.85,506.308,40.599000000000004,19.194000000000003,5.988,530.82,2.3,78.4,5.1,8.72,8.81,7.0,-3.0,-2.0,,,,,,8.1736
2025-03-17 14:28:55-07:00,-0.82,498.3550000000001,41.328,17.661,5.316,530.94,2.4,78.5,4.93,9.09,9.28,6.0,-3.0,-2.0,,,,,,8.3352
2025-03-17 14:29:55-07:00,-0.78,484.495,41.094,18.605999999999998,3.948,530.63,2.5,78.5,4.53,7.06,7.52,5.0,-2.0,-2.0,,,,,,6.4376
2025-03-17 14:30:51-07:00,-0.77,476.72900000000004,39.42,18.0075,3.048,529.66,2.5,78.6,5.0,8.82,9.35,6.0,-3.0,-2.0,,,,,,7.665600000000001
2025-03-17 14:31:51-07:00,-0.75,474.71600000000007,42.651,16.191,5.244,529.23,2.5,78.7,5.04,8.77,9.26,5.0,-3.0,-2.0,,,,,,8.0648
2025-03-17 14:32:51-07:00,-0.74,486.288,43.812,15.855,5.832,528.31,2.5,78.7,5.46,9.29,10.17,5.0,-3.0,-2.0,,,,,,8.5984
2025-03-17 14:33:51-07:00,-0.71,485.958,43.596,16.527,4.656,527.46,2.6,78.8,5.13,9.09,10.09,5.0,-3.0,-2.0,,,,,,8.2032
2025-03-17 14:34:51-07:00,-0.67,488.66400000000004,42.056999999999995,15.918000000000001,4.919999999999999,527.16,2.6,78.8,5.02,10.02,10.34,5.0,-3.0,-2.0,,,,,,9.0
2025-03-17 14:35:51-07:00,-0.65,485.947,40.617000000000004,15.225000000000001,4.992,527.06,2.7,78.8,4.86,9.73,9.83,6.0,-3.0,-2.0,,,,,,8.7824
2025-03-17 14:36:52-07:00,-0.63,481.09600000000006,40.752,15.7815,1.416,526.52,2.7,78.8,5.15,9.33,9.78,6.0,-4.0,-2.0,,,,,,7.7472
2025-03-17 14:37:52-07:00,-0.62,481.074,41.868,16.4955,1.704,526.18,2.7,78.9,8.51,13.15,13.65,5.0,-3.0,-2.0,,,,,,10.860800000000001
2025-03-17 14:38:52-07:00,-0.57,484.99,40.509,15.729000000000001,4.38,526.06,2.7,78.9,9.1,12.71,13.0,6.0,-3.0,-2.0,,,,,,11.044
2025-03-17 14:39:52-07:00,-0.55,490.87500000000006,41.418000000000006,17.01,3.516,526.96,2.8,78.9,6.78,10.4,11.37,6.0,-3.0,-2.0,,,,,,9.023200000000001
2025-03-17 14:40:53-07:00,-0.53,548.3720000000001,42.39,17.020500000000002,3.852,528.01,2.8,79.0,6.04,10.45,11.21,5.0,-4.0,-2.0,,,,,,9.1304
2025-03-17 14:41:53-07:00,-0.52,572.099,41.814,16.852500000000003,4.764,529.65,2.9,79.0,6.06,11.08,11.55,6.0,-3.0,-2.0,,,,,,9.8168
2025-03-17 14:42:53-07:00,-0.48,571.9560000000001,41.894999999999996,18.501,1.452,531.06,2.9,79.1,5.83,11.02,11.43,7.0,-3.0,-2.0,,,,,,9.1064
2025-03-17 14:43:53-07:00,-0.44,602.767,41.139,18.039,4.272,532.21,3.0,78.8,5.7,10.78,11.63,7.0,-4.0,-3.0,,,,,,9.4784
2025-03-17 14:44:53-07:00,-0.41,563.5630000000001,42.822,17.3145,6.4559999999999995,532.87,3.0,78.7,5.62,10.11,11.19,5.0,-4.0,-3.0,,,,,,9.379199999999999
2025-03-17 14:45:54-07:00,-0.4,537.8230000000001,42.705000000000005,16.023,8.436,532.95,3.0,78.6,5.73,9.76,10.86,6.0,-4.0,-3.0,,,,,,9.4952
2025-03-17 14:46:55-07:00,-0.35,531.8170000000001,43.479000000000006,16.2225,8.736,532.98,3.0,78.6,5.94,9.97,10.61,6.0,-4.0,-2.0,,,,,,9.723200000000002
2025-03-17 14:47:55-07:00,-0.32,527.2410000000001,45.261,14.826,7.284,532.99,3.1,78.5,5.57,9.54,10.05,4.0,-5.0,-3.0,,,,,,9.088799999999999
2025-03-17 14:48:55-07:00,-0.3,519.398,42.39,14.4375,7.343999999999999,532.42,3.1,78.4,4.97,9.09,9.39,5.0,-5.0,-3.0,,,,,,8.7408
2025-03-17 14:49:55-07:00,-0.26,511.324,41.265,15.897000000000002,4.848,531.6,3.2,78.3,5.17,8.88,9.06,5.0,-4.0,-2.0,,,,,,8.0736
2025-03-17 14:50:54-07:00,-0.22,506.583,40.095,14.784,5.94,530.86,3.1,78.2,4.87,8.48,9.07,6.0,-4.0,-3.0,,,,,,7.972000000000001
2025-03-17 14:51:54-07:00,-0.19,506.6050000000001,39.636,15.078,6.611999999999999,529.72,3.2,78.2,4.7,8.06,8.63,6.0,-4.0,-3.0,,,,,,7.7704
2025-03-17 14:52:54-07:00,-0.17,501.00600000000003,39.825,16.852500000000003,5.484,529.25,3.2,78.3,5.25,8.25,8.52,6.0,-4.0,-3.0,,,,,,7.6968000000000005
2025-03-17 14:53:54-07:00,-0.12,501.259,40.437,17.64,6.0840000000000005,529.09,3.2,78.2,5.24,8.8,8.96,6.0,-4.0,-3.0,,,,,,8.256800000000002
