timestamp_local,co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,url,AQHI
2025-04-04 16:59:27-07:00,968.143,615.8,"{'lat': None, 'lon': None}","{'rh': 36.1, 'temp': 20.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",1.9800000000000002,21.504,51.108000000000004,15.93,28.1,17.02,354934396,36.1,MOD-00624,20.4,2025-04-04T23:59:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354934299,5.2937265567567415
2025-04-04 16:58:27-07:00,964.7880000000001,616.53,"{'lat': None, 'lon': None}","{'rh': 36.5, 'temp': 20.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.259,13.167,51.036,13.69,16.8,15.0,354934397,36.5,MOD-00624,20.5,2025-04-04T23:58:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354934298,4.889071511519136
2025-04-04 16:57:27-07:00,956.2080000000001,616.65,"{'lat': None, 'lon': None}","{'rh': 36.5, 'temp': 20.5, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",1.971,13.334999999999999,50.016,12.91,17.73,14.22,354934395,36.5,MOD-00624,20.5,2025-04-04T23:57:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354934297,4.728923960128575
2025-04-04 16:56:27-07:00,963.919,616.17,"{'lat': None, 'lon': None}","{'rh': 36.6, 'temp': 20.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",1.971,12.222000000000001,50.34,11.83,17.11,13.07,354932022,36.6,MOD-00624,20.6,2025-04-04T23:56:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354931924,4.616026298568515
2025-04-04 16:55:27-07:00,957.308,613.88,"{'lat': None, 'lon': None}","{'rh': 36.4, 'temp': 20.6, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.061,11.382,50.388,11.2,28.11,12.24,354932020,36.4,MOD-00624,20.6,2025-04-04T23:55:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354931922,4.526757028696541
2025-04-04 16:54:27-07:00,957.715,614.36,"{'lat': None, 'lon': None}","{'rh': 36.6, 'temp': 20.7, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",1.971,12.159,50.688,12.2,17.97,13.16,354932021,36.6,MOD-00624,20.7,2025-04-04T23:54:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354931923,4.488129701520818
2025-04-04 16:53:27-07:00,956.0540000000001,612.19,"{'lat': None, 'lon': None}","{'rh': 36.0, 'temp': 20.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.07,10.164,51.48,14.31,24.11,15.49,354932019,36.0,MOD-00624,20.8,2025-04-04T23:53:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354931921,4.458090447643973
2025-04-04 16:52:27-07:00,953.6340000000001,613.03,"{'lat': None, 'lon': None}","{'rh': 36.2, 'temp': 20.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.07,12.169500000000001,50.436,12.15,15.89,13.31,354929728,36.2,MOD-00624,20.8,2025-04-04T23:52:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354929630,4.437038683978882
2025-04-04 16:51:27-07:00,954.3600000000001,613.88,"{'lat': None, 'lon': None}","{'rh': 36.0, 'temp': 20.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.07,10.216500000000002,50.808,13.15,15.89,14.31,354929727,36.0,MOD-00624,20.9,2025-04-04T23:51:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354929629,4.409717455360853
2025-04-04 16:50:27-07:00,962.962,613.15,"{'lat': None, 'lon': None}","{'rh': 35.4, 'temp': 20.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13509, 'co2': 13272, 'no': 13597, 'no2': 13777, 'o3': 13756}, 'pm': {'pm1': 13233, 'pm10': 13235, 'pm25': 13234}}",2.043,9.880500000000001,51.6,12.77,29.5,14.1,354929726,35.4,MOD-00624,20.9,2025-04-04T23:50:27,https://api.quant-aq.com/v1/devices/MOD-00624/data/354929627,4.38823367456459
