DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,23,-6,-27,4285610378,112,18,-9,3662775342,AQI
2025-03-17 11:52:10-07:00,0.06,259.875,18.072,21.651000000000003,4.212,494.65,3.0,77.8,1.4,3.55,3.63,0.0,0.0,STAT,,,,,,3.6824
2025-03-17 11:53:10-07:00,0.05,256.52,18.612000000000002,20.0025,3.756,494.88,3.0,77.8,1.51,3.66,3.89,0.0,0.0,STAT,,,,,,3.6792000000000002
2025-03-17 11:54:12-07:00,0.05,251.65800000000002,19.458000000000002,19.8555,3.6719999999999997,494.96,3.0,77.8,2.39,4.7,5.05,0.0,0.0,STAT,,,,,,4.494400000000001
2025-03-17 11:55:12-07:00,0.05,246.97200000000004,19.476000000000003,20.506500000000003,3.6119999999999997,494.98,3.0,77.8,2.15,4.16,4.28,0.0,0.0,STAT,,,,,,4.0504
2025-03-17 11:56:12-07:00,0.04,242.484,19.206,20.3805,3.504,494.99,3.0,78.0,1.4,4.0,4.03,0.0,-1.0,STAT,,,,,,3.9008000000000003
2025-03-17 11:57:12-07:00,0.04,241.362,19.332,21.4095,1.476,495.0,3.0,78.1,1.89,4.49,4.95,-1.0,-1.0,STAT,,,,,,3.8872000000000004
2025-03-17 11:58:12-07:00,0.03,236.69800000000004,19.161,20.9895,1.9919999999999998,495.0,3.0,78.3,1.69,4.43,4.75,-1.0,-1.0,STAT,,,,,,3.9424
2025-03-17 11:59:13-07:00,0.03,239.96500000000003,18.873,20.601000000000003,2.388,496.16,3.0,78.5,1.88,4.25,4.41,-1.0,-1.0,STAT,,,,,,3.8776
2025-03-17 12:00:12-07:00,0.03,245.12400000000002,19.179,24.139499999999998,2.4,498.81,3.1,79.4,2.33,4.7,4.75,-1.0,-1.0,STAT,,,,,,4.24
2025-03-17 12:01:12-07:00,0.04,249.45800000000003,19.269000000000002,25.378500000000003,1.704,501.72,3.2,79.4,2.92,5.66,5.68,0.0,-1.0,STAT,,,,,,4.8688
2025-03-17 12:02:13-07:00,0.05,246.48800000000003,19.332,23.2155,1.212,503.2,3.2,79.3,2.1,4.6,4.77,0.0,-1.0,STAT,,,,,,3.9223999999999997
2025-03-17 12:03:13-07:00,0.07,238.13900000000004,18.513,20.475,1.692,503.72,3.2,79.0,1.92,4.64,4.95,0.0,-1.0,STAT,,,,,,4.0504
2025-03-17 12:04:13-07:00,0.09,238.51300000000003,18.828000000000003,19.656,3.252,503.9,3.2,78.7,1.81,4.93,5.03,0.0,-1.0,STAT,,,,,,4.5944
2025-03-17 12:05:13-07:00,0.11,238.282,19.053,18.385500000000004,4.668,503.16,3.2,78.5,1.86,4.32,4.65,-1.0,-1.0,STAT,,,,,,4.389600000000001
2025-03-17 12:06:13-07:00,0.12,240.229,19.989,19.614,3.24,502.0,3.2,78.3,1.55,3.74,3.85,-1.0,-1.0,STAT,,,,,,3.6400000000000006
2025-03-17 12:07:13-07:00,0.13,245.63000000000002,19.899,20.769000000000002,2.616,501.93,3.2,78.2,1.32,3.36,3.59,-1.0,-1.0,STAT,,,,,,3.2112000000000003
2025-03-17 12:08:13-07:00,0.13,249.095,19.593,20.328,4.2,501.98,3.2,78.1,1.77,4.25,4.7,-1.0,-1.0,STAT,,,,,,4.24
2025-03-17 12:09:13-07:00,0.13,253.25300000000001,19.728,20.580000000000002,5.616,500.94,3.2,78.2,2.85,6.47,6.77,-1.0,-1.0,STAT,,,,,,6.2992
2025-03-17 12:10:13-07:00,0.13,250.75600000000003,19.116,22.869000000000003,5.1,497.92,3.2,78.3,3.47,7.7,8.09,-2.0,-1.0,STAT,,,,,,7.18
2025-03-17 12:11:14-07:00,0.13,248.369,19.053,23.9715,4.464,494.36,3.2,78.4,4.62,9.0,9.56,-1.0,-1.0,STAT,,,,,,8.0928
2025-03-17 12:12:14-07:00,0.13,247.126,18.702,24.517500000000002,2.4119999999999995,491.74,3.2,78.4,3.98,8.68,9.17,0.0,0.0,STAT,,,,,,7.4264
2025-03-17 12:13:14-07:00,0.13,244.662,18.945,21.063,4.26,491.26,3.2,78.2,3.38,6.95,7.1,-1.0,-1.0,STAT,,,,,,6.412000000000001
2025-03-17 12:14:14-07:00,0.13,242.187,19.259999999999998,19.635,3.948,491.39,3.2,78.1,3.54,7.18,8.24,-1.0,-1.0,STAT,,,,,,6.5336
2025-03-17 12:15:14-07:00,0.13,242.79200000000003,18.971999999999998,20.685,2.292,493.9,3.2,78.0,3.12,6.63,7.13,-1.0,-1.0,STAT,,,,,,5.7624
2025-03-17 12:16:14-07:00,0.13,241.824,19.098,19.509,3.468,497.01,3.2,77.9,3.06,6.31,6.83,-1.0,-1.0,STAT,,,,,,5.7416
2025-03-17 12:17:14-07:00,0.14,244.629,18.522,19.026000000000003,3.78,498.88,3.2,77.9,3.37,6.8,7.12,-1.0,-1.0,STAT,,,,,,6.196000000000001
2025-03-17 12:18:14-07:00,0.13,240.29500000000002,19.026,18.837000000000003,3.9119999999999995,499.06,3.1,77.9,2.98,5.52,6.15,-1.0,-1.0,STAT,,,,,,5.1983999999999995
2025-03-17 12:19:15-07:00,0.13,241.98900000000003,18.594,18.910500000000003,3.2640000000000002,498.48,3.1,77.7,2.99,5.34,5.55,-1.0,-1.0,STAT,,,,,,4.9248
2025-03-17 12:20:15-07:00,0.13,242.616,19.269000000000002,19.53,3.2039999999999997,498.17,3.1,77.5,3.14,5.52,6.33,0.0,0.0,STAT,,,,,,5.056799999999999
