DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,354,31,-13,-22,6,0,0.00000,0.00000.1,0.1,4171522417,AQI
2025-03-07 04:56:34-08:00,3.52,558.195,19.899,22.218,8.304,474.41,5.5,76.0,4.16,7.11,7.48,0.0,0.0,1,13.73,15.75,42.3,1,-22,12,0,0,STAT,0,LAT,LON,W,CRC,,7.348800000000001
2025-03-07 04:57:34-08:00,3.51,517.9350000000001,23.877000000000002,23.2365,9.804,473.41,5.5,76.2,5.02,7.51,7.79,0.0,0.0,1,13.7,4.45,36.93,1,-23,11,1,0,STAT,0,LAT,LON,W,CRC,,7.9688
2025-03-07 04:58:34-08:00,3.5,496.7710000000001,23.085,24.150000000000002,7.104,471.34,5.5,76.4,5.77,8.36,8.73,0.0,0.0,1,13.87,100.69,30.83,1,-23,12,0,0,STAT,0,LAT,LON,W,CRC,,8.1088
2025-03-07 04:59:34-08:00,3.49,479.633,24.516,22.585500000000003,7.4159999999999995,470.63,5.5,76.3,4.93,7.44,7.84,0.0,0.0,1,13.8,28.44,29.82,1,-24,12,0,0,STAT,0,LAT,LON,W,CRC,,7.435200000000001
2025-03-07 05:00:35-08:00,3.49,453.134,21.924,23.268,5.508,470.82,5.5,76.2,3.37,6.2,6.94,0.0,0.0,1,13.77,8.03,34.61,1,-25,12,1,0,STAT,0,LAT,LON,W,CRC,,6.061600000000001
2025-03-07 05:01:36-08:00,3.48,433.16900000000004,20.808,22.407,5.867999999999999,470.4,5.5,76.2,3.07,5.95,6.28,0.0,0.0,1,13.91,99.69,32.48,1,-20,12,1,0,STAT,0,LAT,LON,W,CRC,,5.9336
2025-03-07 05:02:37-08:00,3.48,425.172,19.791,22.637999999999998,4.823999999999999,469.68,5.5,76.1,3.6,6.65,6.9,0.0,0.0,1,13.84,72.51,40.44,1,-23,12,1,0,STAT,0,LAT,LON,W,CRC,,6.284800000000001
2025-03-07 05:03:37-08:00,3.44,420.75000000000006,18.837,20.7585,6.24,467.85,5.4,75.9,4.25,7.26,7.69,0.0,0.0,1,13.8,20.48,32.34,1,-23,13,0,0,STAT,0,LAT,LON,W,CRC,,7.056
2025-03-07 05:04:37-08:00,3.41,417.76900000000006,17.784000000000002,20.4225,6.984,466.65,5.4,75.9,3.65,6.57,6.9,0.0,0.0,1,13.73,5.78,34.74,1,-24,13,0,0,STAT,0,LAT,LON,W,CRC,,6.6528
2025-03-07 05:05:37-08:00,3.4,425.524,19.665000000000003,22.218,5.952,466.61,5.4,75.9,3.59,6.77,6.99,0.0,0.0,1,13.7,1.63,34.5,1,-22,12,0,0,STAT,0,LAT,LON,W,CRC,,6.606400000000001
2025-03-07 05:06:37-08:00,3.4,437.206,18.882,22.774500000000003,4.404,469.26,5.4,76.0,3.24,6.55,7.15,0.0,0.0,1,13.84,52.06,34.41,1,-23,12,0,0,STAT,0,LAT,LON,W,CRC,,6.1208
2025-03-07 05:07:36-08:00,3.39,442.849,18.387,21.871499999999997,8.388,472.04,5.3,76.1,3.4,6.15,6.7,0.0,0.0,1,13.77,14.7,37.55,1,-23,13,0,0,STAT,0,LAT,LON,W,CRC,,6.597600000000001
