DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,95,20,-7,2894049566,27,-9,-32,1946378247,AQI
2025-03-18 15:25:27-07:00,1.99,570.6030000000001,50.580000000000005,20.937,0.348,512.19,5.4,71.5,6.17,9.56,9.6,9.0,-5.0,-8.0,,,,,,7.717600000000001
2025-03-18 15:26:27-07:00,2.11,590.073,50.454,21.724500000000003,-1.452,511.42,5.5,71.1,5.85,8.26,8.71,9.0,-4.0,-8.0,,,,,,6.3176000000000005
2025-03-18 15:27:27-07:00,2.23,620.037,49.977000000000004,21.230999999999998,-0.312,511.15,5.6,70.3,6.79,10.03,10.19,10.0,-4.0,-9.0,,,,,,7.961599999999999
2025-03-18 15:28:27-07:00,2.35,632.0930000000001,49.761,20.012999999999998,0.972,510.97,5.8,69.9,6.27,8.65,8.71,11.0,-5.0,-9.0,,,,,,7.114400000000001
2025-03-18 15:29:27-07:00,2.48,637.219,50.922,20.223000000000003,1.8239999999999998,510.11,5.9,69.6,6.26,8.62,8.64,8.0,-5.0,-8.0,,,,,,7.2608
2025-03-18 15:30:27-07:00,2.61,645.5680000000001,48.726,21.514499999999998,1.944,509.1,6.1,69.1,6.71,9.94,10.01,10.0,-5.0,-8.0,,,,,,8.3408
2025-03-18 15:31:27-07:00,2.74,627.715,48.951,21.010500000000004,1.272,506.85,6.2,68.0,6.85,9.8,9.98,11.0,-5.0,-8.0,,,,,,8.0944
2025-03-18 15:32:28-07:00,2.87,606.5840000000001,51.111,20.0025,1.548,503.13,6.3,67.5,6.82,10.14,10.49,10.0,-6.0,-8.0,,,,,,8.4216
2025-03-18 15:33:28-07:00,3.01,591.822,52.344,20.601000000000003,1.8239999999999998,499.75,6.4,67.3,7.51,11.01,11.71,9.0,-5.0,-8.0,,,,,,9.1728
2025-03-18 15:34:29-07:00,3.15,582.307,52.11,20.454,1.128,497.68,6.5,67.0,7.02,9.47,9.87,8.0,-5.0,-9.0,,,,,,7.8016000000000005
2025-03-18 15:35:29-07:00,3.29,588.3130000000001,51.912,19.908,2.196,496.09,6.6,66.3,7.31,9.76,10.1,10.0,-5.0,-9.0,,,,,,8.2472
2025-03-18 15:36:29-07:00,3.42,584.738,49.896,19.5405,3.0359999999999996,493.73,6.6,65.8,7.45,10.36,10.8,10.0,-6.0,-9.0,,,,,,8.8952
2025-03-18 15:37:29-07:00,3.55,577.4560000000001,49.446,19.3935,2.292,490.55,6.7,65.4,7.29,9.57,9.9,10.0,-6.0,-9.0,,,,,,8.1144
2025-03-18 15:38:29-07:00,3.68,560.527,45.882,19.803,1.788,487.6,6.8,65.2,7.5,11.01,11.52,12.0,-6.0,-9.0,,,,,,9.1656
2025-03-18 15:39:29-07:00,3.81,551.0780000000001,45.612,19.7505,1.428,484.84,6.8,65.1,7.25,10.05,10.86,12.0,-5.0,-10.0,,,,,,8.325600000000001
2025-03-18 15:40:30-07:00,3.93,536.679,44.82,20.685,0.78,482.53,6.9,65.0,7.75,10.5,11.15,12.0,-4.0,-9.0,,,,,,8.556000000000001
2025-03-18 15:41:30-07:00,4.05,534.7320000000001,45.981,20.748,-0.948,480.66,7.0,64.7,7.38,11.7,11.94,11.0,-5.0,-9.0,,,,,,9.170399999999999
2025-03-18 15:42:30-07:00,4.16,540.6940000000001,44.63100000000001,20.685,0.20400000000000001,479.9,7.0,64.4,7.25,10.21,10.5,11.0,-5.0,-9.0,,,,,,8.208800000000002
2025-03-18 15:43:30-07:00,4.28,534.688,44.91,20.601000000000003,-0.804,479.32,7.1,64.0,7.02,9.13,9.27,11.0,-5.0,-10.0,,,,,,7.143200000000001
2025-03-18 15:44:28-07:00,4.39,523.6550000000001,43.65,20.811,-0.54,478.46,7.1,63.8,7.37,9.47,9.55,12.0,-6.0,-10.0,,,,,,7.468000000000001
2025-03-18 15:45:29-07:00,4.5,515.4490000000001,43.866,19.8975,-0.576,477.51,7.2,63.5,6.91,9.38,9.41,12.0,-6.0,-10.0,,,,,,7.388800000000002
2025-03-18 15:46:29-07:00,4.62,513.7,43.002,19.3515,1.104,476.56,7.2,63.7,7.19,9.37,9.38,12.0,-6.0,-10.0,,,,,,7.716799999999999
2025-03-18 15:47:29-07:00,4.73,511.77500000000003,41.184,19.782,-1.068,475.9,7.3,63.2,6.99,9.52,9.92,14.0,-5.0,-10.0,,,,,,7.4024
2025-03-18 15:48:29-07:00,4.84,516.494,43.083,20.2335,-0.168,475.16,7.3,63.3,7.53,10.05,10.17,12.0,-5.0,-10.0,,,,,,8.006400000000001
2025-03-18 15:49:29-07:00,4.95,515.3280000000001,43.56,20.265,-0.78,474.41,7.3,63.5,7.58,9.74,9.81,11.0,-5.0,-10.0,,,,,,7.636000000000001
2025-03-18 15:50:29-07:00,5.06,507.43000000000006,42.543000000000006,18.375,1.14,473.91,7.4,62.8,7.39,9.88,10.16,11.0,-6.0,-9.0,,,,,,8.132000000000001
2025-03-18 15:51:29-07:00,5.16,494.406,39.213,19.236,0.012,472.58,7.6,63.2,6.77,8.86,8.97,13.0,-6.0,-10.0,,,,,,7.0904
2025-03-18 15:52:29-07:00,5.26,493.658,39.384,18.249,0.648,471.56,7.6,61.9,7.03,8.92,9.22,13.0,-5.0,-10.0,,,,,,7.2656
2025-03-18 15:53:30-07:00,5.38,485.6170000000001,38.997,19.3095,0.45599999999999996,470.69,7.8,62.2,7.05,9.69,10.35,12.0,-5.0,-10.0,,,,,,7.8431999999999995
2025-03-18 15:54:30-07:00,5.48,483.69200000000006,38.34,18.616500000000002,-0.336,469.77,7.9,61.4,7.31,9.59,9.97,13.0,-5.0,-10.0,,,,,,7.604800000000001
2025-03-18 15:55:31-07:00,5.59,483.879,38.043000000000006,17.682000000000002,1.656,468.62,7.9,61.0,7.15,9.99,10.12,14.0,-6.0,-10.0,,,,,,8.323200000000002
2025-03-18 15:56:31-07:00,5.7,488.37800000000004,40.428000000000004,18.417,0.036,468.57,7.9,60.8,7.13,10.26,10.3,12.0,-6.0,-10.0,,,,,,8.2152
2025-03-18 15:57:31-07:00,5.8,481.58000000000004,38.223,17.881500000000003,1.164,468.6,8.0,60.6,7.18,10.0,10.15,12.0,-5.0,-10.0,,,,,,8.2328
2025-03-18 15:58:31-07:00,5.9,478.57700000000006,38.025,17.209500000000002,2.7119999999999997,468.77,8.0,60.4,7.48,10.12,10.17,13.0,-6.0,-9.0,,,,,,8.6384
2025-03-18 15:59:31-07:00,6.0,485.397,39.249,17.293499999999998,2.148,468.92,8.1,60.6,7.27,9.44,9.53,14.0,-6.0,-9.0,,,,,,7.981599999999999
2025-03-18 16:00:31-07:00,6.1,482.449,41.166000000000004,16.5165,2.28,468.97,8.1,60.2,7.7,10.18,10.91,12.0,-6.0,-9.0,,,,,,8.6
2025-03-18 16:01:31-07:00,6.2,483.934,39.654,17.1045,1.8359999999999999,468.99,8.1,60.2,7.49,10.13,10.62,13.0,-6.0,-9.0,,,,,,8.471200000000001
2025-03-18 16:02:31-07:00,6.29,482.90000000000003,40.878,16.569,3.528,468.64,8.1,59.8,7.95,10.06,10.26,13.0,-6.0,-9.0,,,,,,8.7536
2025-03-18 16:03:32-07:00,6.37,480.6670000000001,41.139,17.387999999999998,3.0,468.23,8.1,60.0,7.72,10.23,10.33,13.0,-6.0,-9.0,,,,,,8.784
2025-03-18 16:04:32-07:00,6.46,477.26800000000003,38.952000000000005,18.3015,1.044,467.62,8.1,59.8,7.85,11.22,11.26,15.0,-5.0,-9.0,,,,,,9.184800000000001
