DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,139,-7,410811523,119,23,-26,1185598861,AQI
2025-03-16 14:07:04-07:00,6.01,197.57100000000003,8.478,16.5585,12.719999999999999,417.77,7.6,73.7,1.44,3.95,4.0,16.0,-1.0,,,,,,5.704000000000001
2025-03-16 14:08:04-07:00,6.01,194.678,9.945,16.107,11.219999999999999,418.65,7.7,73.8,1.65,4.76,4.85,16.0,-2.0,,,,,,6.052
2025-03-16 14:09:04-07:00,6.01,197.79100000000003,9.036,18.291000000000004,7.4639999999999995,419.69,7.6,73.9,2.17,5.24,5.58,17.0,-2.0,,,,,,5.6848
2025-03-16 14:10:04-07:00,6.0,196.449,10.071,17.524500000000003,7.332,421.12,7.6,74.1,2.65,6.44,6.61,15.0,-3.0,,,,,,6.618400000000001
2025-03-16 14:11:05-07:00,6.0,198.31900000000002,7.056,18.3435,7.5,422.19,7.6,74.1,2.49,6.2,6.42,17.0,-3.0,,,,,,6.460000000000001
2025-03-16 14:12:05-07:00,6.0,199.661,7.5600000000000005,18.700499999999998,7.247999999999999,422.98,7.6,74.2,2.83,6.93,7.16,16.0,-2.0,,,,,,6.993600000000001
2025-03-16 14:13:05-07:00,5.99,199.17700000000002,7.596,18.511499999999998,7.356,423.64,7.6,74.3,2.94,7.06,7.45,17.0,-2.0,,,,,,7.119199999999999
2025-03-16 14:14:05-07:00,6.0,196.69100000000003,9.585,17.933999999999997,8.496,423.87,7.6,74.3,2.61,7.2,7.77,16.0,-2.0,,,,,,7.459200000000001
2025-03-16 14:15:05-07:00,5.99,198.011,8.126999999999999,17.976000000000003,6.012,424.12,7.6,74.3,2.83,7.08,7.27,17.0,-2.0,,,,,,6.8664000000000005
2025-03-16 14:16:05-07:00,5.98,198.275,7.839000000000001,18.207,6.684,424.69,7.6,74.3,2.93,7.83,8.35,16.0,-2.0,,,,,,7.6008000000000004
2025-03-16 14:17:05-07:00,5.97,201.56400000000002,9.629999999999999,20.338500000000003,6.9719999999999995,424.89,7.6,74.4,3.07,7.8,8.52,15.0,-2.0,,,,,,7.6344
2025-03-16 14:18:05-07:00,5.94,201.487,9.801,19.7295,5.4959999999999996,424.96,7.6,74.5,3.16,8.0,8.57,15.0,-2.0,,,,,,7.4992
2025-03-16 14:19:06-07:00,5.91,201.28900000000002,9.54,19.341,7.295999999999999,425.63,7.5,74.5,3.26,8.88,9.93,16.0,-2.0,,,,,,8.563200000000002
2025-03-16 14:20:06-07:00,5.91,203.643,8.955,20.5485,6.396,425.87,7.5,74.5,3.67,8.82,9.99,16.0,-2.0,,,,,,8.3352
2025-03-16 14:21:06-07:00,5.9,204.556,9.315,20.338500000000003,5.9639999999999995,426.25,7.5,74.6,3.76,10.22,12.08,17.0,-2.0,,,,,,9.3688
2025-03-16 14:22:06-07:00,5.9,203.335,8.676,20.0445,4.811999999999999,426.74,7.5,74.7,4.4,11.14,12.19,17.0,-2.0,,,,,,9.874400000000001
2025-03-16 14:23:06-07:00,5.9,206.525,8.388,20.0655,6.012,426.91,7.5,74.6,3.57,8.96,9.59,16.0,-2.0,,,,,,8.3704
2025-03-16 14:24:06-07:00,5.9,206.866,8.01,20.5695,5.04,426.97,7.5,74.7,4.33,9.99,10.54,17.0,-2.0,,,,,,9.0
2025-03-16 14:25:06-07:00,5.89,209.06600000000003,7.983,21.168000000000003,5.159999999999999,426.99,7.5,74.7,4.39,10.12,10.59,17.0,-2.0,,,,,,9.128
2025-03-16 14:26:06-07:00,5.89,211.12300000000002,8.504999999999999,21.1575,6.624,427.0,7.5,74.8,4.25,9.21,9.79,18.0,-2.0,,,,,,8.692800000000002
2025-03-16 14:27:06-07:00,5.89,210.94700000000003,8.433,20.916000000000004,6.180000000000001,427.0,7.5,74.7,3.87,10.53,11.57,16.0,-2.0,,,,,,9.66
2025-03-16 14:28:07-07:00,5.88,210.199,7.335000000000001,19.509,5.111999999999999,427.62,7.5,74.6,3.6,11.0,11.95,18.0,-2.0,,,,,,9.8224
2025-03-16 14:29:07-07:00,5.88,208.73600000000002,8.577,20.1915,4.823999999999999,427.86,7.5,74.8,3.46,10.13,11.22,16.0,-2.0,,,,,,9.068800000000001
2025-03-16 14:30:07-07:00,5.87,204.03900000000002,8.847,19.761000000000003,7.332,427.95,7.5,74.7,3.22,9.22,10.23,16.0,-2.0,,,,,,8.842400000000001
2025-03-16 14:31:07-07:00,5.85,211.145,10.098,17.7975,8.148,426.47,7.5,74.5,3.46,8.3,9.42,15.0,-2.0,,,,,,8.2696
2025-03-16 14:32:07-07:00,5.82,221.95800000000003,10.341000000000001,17.766000000000002,6.504,425.1,7.5,74.6,3.85,10.09,11.12,15.0,-1.0,,,,,,9.372800000000002
2025-03-16 14:33:06-07:00,5.81,219.74700000000004,8.388,19.5825,6.9479999999999995,425.62,7.5,74.6,4.33,10.24,11.32,16.0,-1.0,,,,,,9.5816
2025-03-16 14:34:06-07:00,5.8,210.68300000000002,9.954,20.16,7.343999999999999,426.8,7.5,74.6,3.77,9.33,9.93,15.0,-1.0,,,,,,8.9328
2025-03-16 14:35:07-07:00,5.8,211.376,9.207,20.328,7.044,427.12,7.5,74.7,3.21,8.41,9.19,16.0,-2.0,,,,,,8.136800000000001
2025-03-16 14:36:07-07:00,5.8,225.511,10.206,19.3305,7.3919999999999995,427.69,7.5,74.8,3.97,10.72,11.44,15.0,-1.0,,,,,,10.054400000000001
2025-03-16 14:37:07-07:00,5.8,222.87100000000004,9.414000000000001,18.69,9.443999999999999,427.89,7.5,74.7,3.8,9.71,10.83,16.0,-2.0,,,,,,9.6568
