DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,112,-4,-35,1505642079,110,18,-6,-38,2035391611,AQI
2025-03-21 14:49:51-07:00,6.05,222.99200000000002,7.236,20.3805,27.552,427.8,7.6,72.9,1.19,2.66,2.67,18.0,-2.0,STAT,,,,,,,7.638400000000001
2025-03-21 14:50:51-07:00,6.08,206.50300000000001,9.549,19.047,31.008,426.78,7.6,72.9,0.99,2.64,2.64,18.0,-3.0,STAT,,,,,,,8.313600000000001
2025-03-21 14:51:51-07:00,6.09,196.58100000000002,10.494,19.488,30.947999999999997,425.46,7.6,72.9,0.76,1.68,1.83,17.0,-3.0,STAT,,,,,,,7.5336
2025-03-21 14:52:51-07:00,6.11,193.67700000000002,8.037,19.047,31.116,424.52,7.7,73.0,0.81,2.04,2.21,16.0,-3.0,STAT,,,,,,,7.8552
2025-03-21 14:53:51-07:00,6.16,189.40900000000002,8.595,19.3515,31.476,423.95,7.6,73.0,0.91,1.97,2.15,17.0,-3.0,STAT,,,,,,,7.8712
2025-03-21 14:54:51-07:00,6.18,183.44700000000003,10.278,18.816000000000003,32.4,423.33,7.6,73.1,0.9,1.89,2.05,14.0,-3.0,STAT,,,,,,,7.992000000000001
2025-03-21 14:55:51-07:00,6.2,183.865,17.055,25.578,35.076,423.12,7.7,73.1,0.87,2.24,2.5,15.0,-4.0,STAT,,,,,,,8.8072
2025-03-21 14:56:51-07:00,6.21,179.91600000000003,14.589,28.4865,33.587999999999994,422.81,7.7,73.3,0.95,2.46,2.56,15.0,-4.0,STAT,,,,,,,8.685599999999999
2025-03-21 14:57:52-07:00,6.25,176.67100000000002,12.69,21.1155,31.955999999999996,422.06,7.7,73.5,0.91,2.09,2.12,14.0,-2.0,STAT,,,,,,,8.0632
2025-03-21 14:58:52-07:00,6.28,176.561,11.412,20.9475,31.715999999999998,421.95,7.7,73.5,1.09,3.17,3.2,17.0,-3.0,STAT,,,,,,,8.879199999999999
2025-03-21 14:59:55-07:00,6.29,178.61800000000002,11.934,17.9025,34.931999999999995,421.37,7.7,73.6,1.1,3.21,3.25,17.0,-2.0,STAT,,,,,,,9.5544
2025-03-21 15:00:55-07:00,6.31,182.556,12.33,21.294,33.756,422.65,7.7,73.8,2.37,6.45,7.03,17.0,-3.0,STAT,,,,,,,11.911200000000001
2025-03-21 15:01:55-07:00,6.32,176.341,9.621,19.8555,32.339999999999996,423.12,7.7,73.7,1.34,3.52,3.7,15.0,-3.0,STAT,,,,,,,9.284
2025-03-21 15:02:55-07:00,6.37,182.97400000000002,40.626000000000005,23.0685,34.752,422.48,7.7,74.2,5.09,11.11,13.33,16.0,-3.0,STAT,,,,,,,15.8384
2025-03-21 15:03:55-07:00,6.39,185.119,21.843,24.087000000000003,30.312,423.43,7.8,74.5,3.87,8.59,9.98,16.0,-3.0,STAT,,,,,,,12.9344
2025-03-21 15:04:56-07:00,6.41,179.894,16.047,22.995,28.416,423.53,7.8,74.7,2.16,4.71,5.4,16.0,-3.0,STAT,,,,,,,9.4512
2025-03-21 15:05:56-07:00,6.41,179.234,11.781,21.178500000000003,29.879999999999995,423.22,7.8,74.7,1.21,2.72,2.97,15.0,-3.0,STAT,,,,,,,8.152
2025-03-21 15:06:56-07:00,6.41,178.67300000000003,10.935,22.270500000000002,26.304000000000002,423.08,7.8,75.0,1.05,2.34,2.84,17.0,-3.0,STAT,,,,,,,7.1328000000000005
2025-03-21 15:07:56-07:00,6.45,171.99600000000004,8.766,22.848000000000003,23.831999999999997,423.03,7.8,75.2,1.03,2.63,2.9,17.0,-3.0,STAT,,,,,,,6.8704
2025-03-21 15:08:56-07:00,6.48,165.198,8.829,20.286,27.624,422.55,7.8,75.1,0.99,2.62,3.04,18.0,-3.0,STAT,,,,,,,7.6208
2025-03-21 15:09:55-07:00,6.49,168.63000000000002,8.325000000000001,19.614,27.684,422.19,7.8,75.3,0.73,2.3,2.75,17.0,-3.0,STAT,,,,,,,7.3768
2025-03-21 15:10:55-07:00,6.5,171.809,7.947,17.7345,30.252,422.07,7.8,75.2,0.77,2.15,2.31,16.0,-3.0,STAT,,,,,,,7.7703999999999995
2025-03-21 15:11:55-07:00,6.51,179.69600000000003,8.595,15.813,31.571999999999996,422.02,7.8,75.5,0.71,1.63,1.69,16.0,-3.0,STAT,,,,,,,7.618399999999999
2025-03-21 15:12:56-07:00,6.51,178.99200000000002,7.5329999999999995,18.700499999999998,30.012,422.01,7.8,75.6,0.36,1.81,1.83,18.0,-3.0,STAT,,,,,,,7.450400000000001
2025-03-21 15:13:56-07:00,6.52,176.12100000000004,6.957000000000001,18.910500000000003,29.844,422.23,7.8,75.5,0.75,2.25,2.26,18.0,-2.0,STAT,,,,,,,7.768800000000001
2025-03-21 15:14:56-07:00,6.52,179.28900000000002,6.84,18.3435,31.212,422.73,7.8,75.8,0.77,2.1,2.38,19.0,-3.0,STAT,,,,,,,7.9224
2025-03-21 15:15:57-07:00,6.52,176.704,10.232999999999999,19.7295,30.612000000000002,422.9,7.7,75.7,0.55,1.92,2.02,17.0,-2.0,STAT,,,,,,,7.6584
2025-03-21 15:16:57-07:00,6.52,178.05700000000002,12.222,21.294,27.168,423.51,7.8,75.8,0.7,1.81,2.05,14.0,-3.0,STAT,,,,,,,6.881600000000001
2025-03-21 15:17:57-07:00,6.52,176.31900000000002,11.862,22.386000000000003,27.0,423.83,7.8,75.8,0.44,1.93,2.02,13.0,-3.0,STAT,,,,,,,6.944000000000001
2025-03-21 15:18:57-07:00,6.54,177.95800000000003,9.864,21.924,26.496,423.94,7.8,75.7,0.76,2.0,2.08,16.0,-2.0,STAT,,,,,,,6.8992
2025-03-21 15:19:57-07:00,6.57,190.64100000000002,9.243,22.417500000000004,27.3,423.98,7.8,75.6,1.1,2.37,2.58,16.0,-2.0,STAT,,,,,,,7.356000000000001
2025-03-21 15:20:57-07:00,6.59,242.82500000000002,8.874,21.010500000000004,24.768,423.99,7.8,75.7,1.89,6.17,6.55,17.0,-2.0,STAT,,,,,,,9.889600000000002
2025-03-21 15:21:57-07:00,6.59,262.878,10.458,19.929000000000002,27.479999999999997,424.0,7.9,75.7,1.65,4.69,4.89,14.0,-2.0,STAT,,,,,,,9.248000000000001
2025-03-21 15:22:57-07:00,6.59,225.31300000000005,9.450000000000001,18.5745,29.831999999999997,424.0,7.9,75.7,1.09,2.95,3.24,15.0,-2.0,STAT,,,,,,,8.3264
2025-03-21 15:23:57-07:00,6.6,196.603,11.448,19.078500000000002,24.708,424.0,7.9,75.9,0.8,2.12,2.36,13.0,-2.0,STAT,,,,,,,6.637600000000001
2025-03-21 15:24:57-07:00,6.6,189.937,9.387,19.53,27.971999999999998,424.0,7.9,75.8,0.73,1.75,2.16,16.0,-2.0,STAT,,,,,,,6.994400000000001
2025-03-21 15:25:58-07:00,6.61,186.769,7.407000000000001,18.385500000000004,27.924,424.0,7.9,75.8,0.53,1.68,2.27,16.0,-2.0,STAT,,,,,,,6.928800000000001
2025-03-21 15:26:58-07:00,6.6,179.57500000000002,8.172,17.703,27.323999999999998,424.0,7.9,75.9,0.6,1.67,2.2,18.0,-2.0,STAT,,,,,,,6.800800000000001
2025-03-21 15:27:58-07:00,6.61,173.976,7.614000000000001,18.501,27.384,424.0,7.9,75.8,0.79,1.93,2.11,17.0,-2.0,STAT,,,,,,,7.020800000000001
2025-03-21 15:28:59-07:00,6.61,172.32600000000002,7.092,18.963,28.728,424.0,7.9,75.5,0.57,2.22,2.28,18.0,-2.0,STAT,,,,,,,7.521600000000001
2025-03-21 15:29:59-07:00,6.61,177.133,6.9030000000000005,19.120500000000003,31.799999999999997,424.0,7.8,75.6,0.64,2.04,2.67,17.0,-2.0,STAT,,,,,,,7.991999999999999
2025-03-21 15:30:59-07:00,6.62,176.011,8.424,19.95,27.179999999999996,424.0,7.8,75.8,0.45,1.45,1.66,18.0,-1.0,STAT,,,,,,,6.596
2025-03-21 15:31:59-07:00,6.61,174.02,12.753,20.464499999999997,21.131999999999998,424.08,7.9,76.0,0.32,1.47,1.54,14.0,-2.0,STAT,,,,,,,5.4024
2025-03-21 15:32:59-07:00,6.62,207.06400000000002,10.962,20.5905,24.648,424.57,7.9,76.1,0.33,1.15,1.18,16.0,-2.0,STAT,,,,,,,5.849600000000001
2025-03-21 15:33:59-07:00,6.62,326.766,11.151000000000002,18.889499999999998,24.924,424.53,7.9,76.3,1.0,4.96,5.18,16.0,-1.0,STAT,,,,,,,8.9528
2025-03-21 15:34:59-07:00,6.62,258.159,10.431000000000001,19.3515,21.9,424.83,8.0,76.4,0.63,3.14,3.35,15.0,-2.0,STAT,,,,,,,6.892
2025-03-21 15:35:58-07:00,6.62,215.754,7.226999999999999,20.8005,23.616,425.4,8.0,76.4,0.57,1.98,2.04,18.0,-2.0,STAT,,,,,,,6.3072
2025-03-21 15:36:59-07:00,6.62,199.70500000000004,10.017000000000001,18.438,25.032,425.79,8.0,76.2,0.44,1.32,1.34,16.0,-1.0,STAT,,,,,,,6.0624
2025-03-21 15:37:59-07:00,6.62,240.845,9.441,19.8555,22.284,425.93,8.0,76.2,0.39,1.77,1.78,16.0,-2.0,STAT,,,,,,,5.872800000000001
2025-03-21 15:38:59-07:00,6.62,416.52600000000007,8.559,20.7165,21.636,426.2,8.0,76.2,0.64,1.8,1.8,16.0,-2.0,STAT,,,,,,,5.767200000000001
2025-03-21 15:39:59-07:00,6.62,375.54,8.703,24.738,19.164,426.72,8.0,76.1,0.8,1.78,2.0,16.0,-2.0,STAT,,,,,,,5.256800000000001
2025-03-21 15:41:00-07:00,6.62,310.299,8.397,23.814,23.255999999999997,426.74,8.0,76.0,0.99,2.87,3.06,18.0,-2.0,STAT,,,,,,,6.9472
2025-03-21 15:42:00-07:00,6.62,243.11100000000002,8.379000000000001,22.26,26.304000000000002,426.3,8.0,75.9,0.68,2.01,2.32,17.0,-1.0,STAT,,,,,,,6.8688
2025-03-21 15:43:00-07:00,6.62,226.886,9.522,22.0605,25.068,426.1,8.0,76.0,0.61,1.88,2.48,16.0,-2.0,STAT,,,,,,,6.5176
2025-03-21 15:44:00-07:00,6.62,217.78900000000002,8.865,20.149500000000003,27.720000000000002,426.04,8.0,76.0,0.43,1.83,2.48,16.0,-2.0,STAT,,,,,,,7.008000000000001
