DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,134,18,-11,-27,3412541006,121,23,-9,-25,34169305,AQI
2025-03-11 07:25:03-07:00,4.97,246.84000000000003,13.473,22.554000000000002,11.04,418.02,6.9,74.7,1.51,2.67,2.8,16.0,-1.0,0.0,STAT,,,,,,,4.343999999999999
2025-03-11 07:26:03-07:00,4.97,237.94100000000003,13.653,21.714000000000002,11.856,418.01,6.9,74.5,1.17,2.43,2.47,15.0,-2.0,-1.0,STAT,,,,,,,4.3152
2025-03-11 07:27:03-07:00,4.97,234.26700000000002,12.969000000000001,22.134,13.08,417.5,6.9,74.5,1.54,2.62,3.19,16.0,-1.0,0.0,STAT,,,,,,,4.712
2025-03-11 07:28:03-07:00,4.97,226.97400000000002,13.032,21.367500000000003,13.008,417.18,6.9,74.4,1.18,2.42,2.61,16.0,-1.0,-1.0,STAT,,,,,,,4.537599999999999
2025-03-11 07:29:03-07:00,4.97,227.77700000000002,14.157,22.008000000000003,12.672,416.41,6.9,74.5,1.1,2.7,2.76,14.0,-1.0,0.0,STAT,,,,,,,4.6944
2025-03-11 07:30:04-07:00,4.97,222.34300000000002,13.59,23.320500000000003,11.027999999999999,415.73,6.9,74.4,1.07,2.37,2.39,16.0,0.0,-1.0,STAT,,,,,,,4.1016
2025-03-11 07:31:05-07:00,4.97,217.91000000000003,13.626000000000001,22.8165,11.147999999999998,415.26,6.9,74.2,1.06,2.28,2.35,16.0,-1.0,-1.0,STAT,,,,,,,4.053599999999999
2025-03-11 07:32:05-07:00,4.97,215.53400000000002,13.356,22.921499999999998,12.06,415.09,6.9,74.2,1.0,2.01,3.08,16.0,-2.0,-1.0,STAT,,,,,,,4.0200000000000005
2025-03-11 07:33:05-07:00,4.97,214.34600000000003,13.581,22.963500000000003,12.564,414.49,6.9,74.2,1.0,2.04,3.04,16.0,-1.0,-1.0,STAT,,,,,,,4.1448
2025-03-11 07:34:05-07:00,4.97,212.41000000000003,14.202,20.317500000000003,13.235999999999999,414.17,6.9,74.2,1.22,2.78,3.54,15.0,-1.0,-2.0,STAT,,,,,,,4.8712
2025-03-11 07:35:01-07:00,4.97,213.12500000000003,14.85,22.0605,13.368,414.07,6.9,74.2,1.14,2.58,3.55,13.0,-1.0,-2.0,STAT,,,,,,,4.7376000000000005
2025-03-11 07:36:01-07:00,4.97,213.57600000000002,13.941,22.722,13.584,414.02,6.9,73.9,1.05,2.16,2.96,14.0,0.0,-1.0,STAT,,,,,,,4.444800000000001
2025-03-11 07:37:01-07:00,4.97,213.56500000000003,12.96,22.869000000000003,13.116,414.01,6.9,74.2,1.11,2.59,3.26,16.0,-1.0,-1.0,STAT,,,,,,,4.6952
2025-03-11 07:38:01-07:00,4.97,211.25500000000002,13.023000000000001,23.604000000000003,11.04,414.0,6.9,74.3,1.04,1.82,2.53,17.0,-1.0,-1.0,STAT,,,,,,,3.6639999999999997
2025-03-11 07:39:01-07:00,4.98,209.286,13.284,22.176000000000002,13.427999999999999,414.48,7.0,74.3,1.13,2.2,2.7,16.0,-1.0,0.0,STAT,,,,,,,4.445600000000001
2025-03-11 07:40:01-07:00,4.99,209.24200000000002,14.004000000000001,21.514499999999998,11.819999999999999,414.82,7.0,74.3,1.04,1.74,1.9,16.0,-1.0,-1.0,STAT,,,,,,,3.7560000000000002
2025-03-11 07:41:02-07:00,5.01,210.353,14.129999999999999,20.201999999999998,13.764000000000001,414.29,7.0,74.2,1.08,2.67,2.95,15.0,-1.0,-1.0,STAT,,,,,,,4.888800000000001
2025-03-11 07:42:03-07:00,5.04,209.90200000000002,13.770000000000001,19.918499999999998,14.243999999999998,414.33,7.0,74.2,1.11,2.3,2.39,15.0,-1.0,-1.0,STAT,,,,,,,4.6888
2025-03-11 07:43:03-07:00,5.04,209.60500000000002,13.446,21.5775,11.268,414.76,7.0,74.1,1.21,2.09,2.51,16.0,-1.0,-1.0,STAT,,,,,,,3.9256
