DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,137,26,-1,-30,3475419820,126,22,3984015235,AQI
2025-03-16 13:36:56-07:00,6.0,176.561,8.469000000000001,13.986,10.368,413.68,7.6,74.6,0.97,2.2,2.72,14.0,0.0,-2.0,STAT,,,,,3.8336000000000006
2025-03-16 13:37:56-07:00,6.0,175.395,8.037,12.778500000000001,12.132,413.53,7.6,74.6,1.02,2.57,2.97,15.0,0.0,-2.0,STAT,,,,,4.4824
2025-03-16 13:38:56-07:00,6.0,176.36300000000003,7.119000000000001,12.852,9.612,413.84,7.6,74.7,1.51,2.78,2.91,15.0,0.0,-2.0,STAT,,,,,4.1464
2025-03-16 13:39:56-07:00,5.99,173.844,7.209,13.576500000000001,8.832,413.94,7.6,74.7,1.16,2.11,2.68,14.0,0.0,-3.0,STAT,,,,,3.4544
2025-03-16 13:40:57-07:00,5.99,172.282,6.57,14.857500000000002,9.336,413.98,7.6,74.7,1.05,2.73,2.92,15.0,0.0,-2.0,STAT,,,,,4.051200000000001
2025-03-16 13:41:56-07:00,5.99,175.56,6.894,14.4585,10.607999999999999,414.61,7.5,74.8,1.02,2.81,3.59,15.0,0.0,-3.0,STAT,,,,,4.3696
2025-03-16 13:42:56-07:00,5.99,177.11100000000002,7.056,14.5635,9.312,414.86,7.6,74.9,1.25,3.04,3.78,15.0,0.0,-2.0,STAT,,,,,4.2944
2025-03-16 13:43:56-07:00,5.98,175.494,7.074000000000001,14.395500000000002,8.748,414.95,7.5,75.0,1.11,2.66,3.33,15.0,1.0,-2.0,STAT,,,,,3.8776
2025-03-16 13:44:56-07:00,5.98,172.227,7.226999999999999,14.217,9.024,414.98,7.5,75.1,1.16,2.45,3.03,15.0,0.0,-2.0,STAT,,,,,3.7648
2025-03-16 13:45:56-07:00,5.95,174.03100000000003,6.111,12.789,9.528,414.99,7.5,75.1,1.56,2.89,3.57,16.0,0.0,-3.0,STAT,,,,,4.217600000000001
2025-03-16 13:46:56-07:00,5.92,173.64600000000002,8.001000000000001,13.755,9.96,415.0,7.6,75.1,1.58,2.99,3.47,14.0,0.0,-2.0,STAT,,,,,4.384
2025-03-16 13:47:57-07:00,5.91,175.52700000000002,7.767000000000001,14.490000000000002,9.24,415.54,7.6,75.0,1.7,2.92,3.18,16.0,0.0,-3.0,STAT,,,,,4.184
2025-03-16 13:48:57-07:00,5.91,178.695,7.281,14.4795,10.728,416.54,7.5,75.0,1.31,2.88,3.13,15.0,0.0,-3.0,STAT,,,,,4.4496
2025-03-16 13:49:57-07:00,5.9,181.973,6.282000000000001,14.7105,10.824,416.84,7.5,75.2,1.11,3.16,3.34,16.0,0.0,-3.0,STAT,,,,,4.6928
2025-03-16 13:50:58-07:00,5.9,185.47100000000003,5.796,14.868,12.54,416.94,7.4,75.3,1.43,3.36,4.03,17.0,0.0,-2.0,STAT,,,,,5.196
2025-03-16 13:51:53-07:00,5.9,190.377,5.67,15.592500000000001,12.011999999999999,417.51,7.4,75.5,1.81,4.56,4.79,16.0,0.0,-2.0,STAT,,,,,6.0504
2025-03-16 13:52:55-07:00,5.9,191.62,6.516,15.9915,10.26,417.72,7.4,75.7,1.81,3.75,3.88,16.0,0.0,-2.0,STAT,,,,,5.052
2025-03-16 13:53:55-07:00,5.9,189.46400000000003,7.038,14.794500000000001,9.612,418.06,7.4,75.7,1.79,3.61,4.47,16.0,0.0,-3.0,STAT,,,,,4.8104
2025-03-16 13:54:55-07:00,5.9,185.87800000000001,8.496,15.350999999999999,8.963999999999999,418.6,7.4,75.8,1.66,3.25,4.17,14.0,0.0,-3.0,STAT,,,,,4.392799999999999
2025-03-16 13:55:55-07:00,5.9,205.92000000000002,7.29,14.7105,8.076,418.86,7.4,75.8,1.87,2.95,3.54,15.0,1.0,-2.0,STAT,,,,,3.9752000000000005
2025-03-16 13:56:55-07:00,5.9,220.37400000000002,8.955,14.805,7.811999999999999,418.95,7.5,75.9,2.11,3.63,4.18,13.0,0.0,-2.0,STAT,,,,,4.4664
2025-03-16 13:57:55-07:00,5.9,227.89800000000002,8.325000000000001,15.708000000000002,5.616,418.98,7.5,76.0,1.78,3.71,4.35,14.0,0.0,-3.0,STAT,,,,,4.0912
2025-03-16 13:58:55-07:00,5.89,229.85600000000002,9.198,14.857500000000002,7.4159999999999995,418.99,7.5,76.0,1.6,3.11,3.33,13.0,0.0,-3.0,STAT,,,,,3.9712
2025-03-16 13:59:55-07:00,5.89,233.904,7.722,16.044,8.352,419.0,7.5,75.6,1.45,2.86,3.03,14.0,0.0,-3.0,STAT,,,,,3.9584
2025-03-16 14:00:55-07:00,5.89,237.16000000000003,6.9030000000000005,15.6765,9.12,418.38,7.5,75.5,1.38,2.45,2.78,15.0,0.0,-2.0,STAT,,,,,3.784
2025-03-16 14:01:55-07:00,5.89,239.11800000000002,6.354,15.834000000000001,8.376,418.13,7.5,75.5,1.41,2.47,3.19,16.0,0.0,-2.0,STAT,,,,,3.6512000000000002
2025-03-16 14:02:55-07:00,5.89,231.16500000000002,7.2,15.739500000000001,7.632,418.05,7.5,75.4,1.15,2.15,2.6,16.0,0.0,-2.0,STAT,,,,,3.2464
2025-03-16 14:03:55-07:00,5.89,225.74200000000002,7.947,15.771,7.776,418.02,7.5,75.4,1.05,2.76,2.9,15.0,0.0,-3.0,STAT,,,,,3.7632
2025-03-16 14:04:55-07:00,5.88,221.76000000000002,8.523000000000001,15.277500000000002,9.48,418.01,7.5,75.3,1.45,3.33,4.4,14.0,0.0,-2.0,STAT,,,,,4.5600000000000005
2025-03-16 14:05:56-07:00,5.88,212.25600000000003,8.703,15.288000000000002,9.839999999999998,418.0,7.5,75.3,1.43,3.2,3.72,14.0,0.0,-3.0,STAT,,,,,4.5280000000000005
2025-03-16 14:06:56-07:00,5.88,202.42200000000003,6.992999999999999,16.180500000000002,8.94,418.0,7.5,75.3,1.78,3.45,3.88,15.0,0.0,-3.0,STAT,,,,,4.548
2025-03-16 14:07:58-07:00,5.88,200.01300000000003,7.0649999999999995,16.779,6.132000000000001,418.7,7.5,75.4,2.16,4.67,5.31,15.0,1.0,-2.0,STAT,,,,,4.962400000000001
2025-03-16 14:08:58-07:00,5.88,196.229,7.038,16.768500000000003,4.44,420.53,7.5,75.5,2.68,5.94,7.45,15.0,0.0,-3.0,STAT,,,,,5.640000000000001
2025-03-16 14:09:58-07:00,5.88,197.85700000000003,7.164,16.3275,4.596,422.26,7.5,75.6,2.71,6.67,7.39,15.0,0.0,-3.0,STAT,,,,,6.2552
2025-03-16 14:10:58-07:00,5.87,200.794,7.407000000000001,15.9075,4.859999999999999,423.79,7.5,75.7,2.99,7.24,8.46,14.0,0.0,-3.0,STAT,,,,,6.764000000000001
2025-03-16 14:11:58-07:00,5.85,200.88200000000003,8.001000000000001,15.350999999999999,6.3,424.58,7.5,75.7,3.24,7.31,8.42,15.0,0.0,-2.0,STAT,,,,,7.108
