DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,138,42,-4,-32,6,0,0.00000,0.00000.1,0.1,2692196800,135,21,-8,-33,3598098516,AQI
2025-03-09 08:50:01-07:00,10.64,193.99600000000004,5.967,14.1015,18.876,421.02,11.0,63.7,0.78,2.71,2.77,0.0,0.0,1.0,13.77,3.72,34.43,1.0,-14.0,35.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.943200000000001
2025-03-09 08:51:01-07:00,10.64,193.204,4.959,14.2905,18.227999999999998,421.01,11.1,63.7,0.8,2.36,2.38,0.0,0.0,1.0,13.77,1.05,34.1,1.0,-13.0,36.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.5336
2025-03-09 08:52:01-07:00,10.63,192.50000000000003,6.399,13.8285,18.419999999999998,420.65,11.1,63.7,0.74,2.16,2.17,0.0,0.0,1.0,13.73,0.3,32.23,1.0,-11.0,35.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.412
2025-03-09 08:53:02-07:00,10.63,189.794,5.814,13.9545,17.76,420.55,11.0,63.3,0.82,2.97,3.27,0.0,0.0,1.0,13.95,124.5,32.35,1.0,-12.0,34.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.928000000000001
2025-03-09 08:54:02-07:00,10.63,190.454,5.715,13.629000000000001,19.295999999999996,420.19,11.0,63.4,1.02,2.46,2.78,0.0,0.0,1.0,13.84,35.16,44.46,1.0,-14.0,34.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.8271999999999995
2025-03-09 08:55:02-07:00,10.64,192.76400000000004,3.6990000000000003,13.2825,20.052,420.36,11.0,63.3,1.01,2.32,2.46,0.0,0.0,1.0,13.8,9.93,38.57,1.0,-14.0,37.0,-1.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.8664
2025-03-09 08:56:02-07:00,10.64,192.80800000000002,2.295,14.028,20.316,420.65,11.1,63.4,1.0,2.41,2.46,0.0,0.0,1.0,13.77,2.8,34.03,1.0,-15.0,37.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.9912
2025-03-09 08:57:02-07:00,10.64,189.91500000000002,3.942,13.356000000000002,20.052,420.23,11.1,63.4,0.85,2.8,2.97,0.0,0.0,1.0,13.73,0.79,34.6,1.0,-13.0,35.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.250399999999999
2025-03-09 08:58:02-07:00,10.64,190.553,5.985,13.083000000000002,19.944,420.08,11.1,63.4,0.66,2.37,2.57,0.0,0.0,1.0,13.98,142.27,36.62,1.0,-10.0,34.0,-1.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.8848
2025-03-09 08:59:03-07:00,10.64,188.24300000000002,5.571000000000001,13.881000000000002,18.54,420.17,11.1,63.2,0.88,2.54,2.61,0.0,0.0,1.0,13.87,69.14,42.84,1.0,-12.0,35.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.74
2025-03-09 09:00:03-07:00,10.64,188.37500000000003,5.193,15.015,17.543999999999997,420.27,11.0,63.6,0.96,2.77,3.15,0.0,0.0,1.0,13.8,19.53,37.42,1.0,-13.0,34.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.7248
2025-03-09 09:01:03-07:00,10.64,192.87400000000002,4.14,14.259,18.407999999999998,420.4,11.0,63.8,1.1,2.94,3.27,0.0,0.0,1.0,13.77,5.52,34.05,1.0,-11.0,35.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0336
2025-03-09 09:02:03-07:00,10.64,191.928,6.138000000000001,14.049000000000001,16.74,420.79,11.0,64.3,1.24,3.34,3.45,0.0,0.0,1.0,13.77,1.56,36.3,1.0,-14.0,34.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.02
2025-03-09 09:03:04-07:00,10.64,192.45600000000002,5.4270000000000005,14.4795,17.268,421.38,11.0,64.3,1.17,2.69,2.78,0.0,0.0,1.0,13.73,0.44,36.69,1.0,-12.0,34.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.605600000000001
2025-03-09 09:04:05-07:00,10.63,189.497,5.715,14.931000000000001,15.96,421.78,11.0,64.2,1.21,2.97,3.26,0.0,0.0,1.0,13.95,161.98,32.69,1.0,-10.0,35.0,0.0,-3.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.5680000000000005
2025-03-09 09:05:05-07:00,10.63,193.127,2.457,14.920500000000002,15.636,421.92,11.0,64.2,1.03,2.07,2.57,0.0,0.0,1.0,13.87,45.75,37.59,1.0,-14.0,37.0,0.0,-4.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,4.7832
2025-03-09 09:06:05-07:00,10.61,192.76400000000004,3.411,14.4375,18.432,421.97,11.0,64.4,1.01,2.24,2.54,0.0,0.0,1.0,13.8,12.92,33.46,1.0,-13.0,36.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,5.478400000000001
2025-03-09 09:07:05-07:00,10.58,193.27,2.979,15.225000000000001,18.023999999999997,421.99,11.0,64.6,1.5,3.61,3.9,0.0,0.0,1.0,13.77,3.65,32.74,1.0,-11.0,35.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.492799999999999
2025-03-09 09:08:05-07:00,10.56,193.853,2.9339999999999997,14.574000000000002,17.796,422.0,11.0,64.7,1.5,3.26,3.42,0.0,0.0,1.0,13.77,1.03,33.8,1.0,-12.0,36.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.1672
2025-03-09 09:09:10-07:00,10.56,193.699,3.1410000000000005,13.7655,17.58,422.0,10.9,64.8,1.18,3.37,3.56,0.0,0.0,1.0,13.91,68.97,35.36,1.0,-10.0,36.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.212
2025-03-09 09:10:05-07:00,10.55,193.358,5.904,14.836500000000001,17.952,422.0,10.9,64.8,1.11,3.13,3.27,0.0,0.0,1.0,13.91,101.23,35.8,1.0,-14.0,34.0,0.0,-2.0,STAT,0.0,LAT,LON,W,CRC,,,,,,,6.0944
