DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,296,35,-16,-25,6,0,0.00000,0.00000.1,0.1,3300753157,AQI
2025-03-07 04:59:37-08:00,3.6,366.52000000000004,19.566,26.6385,3.276,450.84,5.6,74.8,3.71,6.25,6.81,0.0,0.0,1,13.8,87.32,39.09,1,-12,12,-1,0,STAT,0,LAT,LON,W,CRC,,5.6552
2025-03-07 05:00:37-08:00,3.6,346.016,18.819,25.567500000000003,2.94,450.94,5.5,74.7,2.82,4.72,5.51,0.0,0.0,1,13.77,24.66,36.05,1,-14,11,-1,0,STAT,0,LAT,LON,W,CRC,,4.364
2025-03-07 05:01:37-08:00,3.59,334.45500000000004,16.776,25.41,2.232,450.52,5.5,74.7,2.78,4.77,5.48,0.0,0.0,1,13.7,6.97,38.86,1,-14,12,-1,0,STAT,0,LAT,LON,W,CRC,,4.2623999999999995
2025-03-07 05:02:37-08:00,3.59,330.209,16.056,24.6855,2.232,449.6,5.5,74.6,2.4,4.31,4.93,0.0,0.0,1,13.66,1.97,35.59,1,-16,12,-1,0,STAT,0,LAT,LON,W,CRC,,3.8944
2025-03-07 05:03:38-08:00,3.57,327.58000000000004,16.533,24.57,1.68,447.61,5.5,74.5,3.05,5.27,5.58,0.0,0.0,1,13.84,101.24,33.48,1,-16,11,-1,0,STAT,0,LAT,LON,W,CRC,,4.5520000000000005
2025-03-07 05:04:38-08:00,3.53,320.749,16.704,24.7695,0.804,446.57,5.5,74.4,3.12,4.74,4.85,0.0,0.0,1,13.73,28.59,45.67,1,-16,11,-1,0,STAT,0,LAT,LON,W,CRC,,3.9528000000000003
2025-03-07 05:05:38-08:00,3.51,331.96900000000005,16.974,26.355000000000004,-0.288,446.64,5.5,74.4,3.02,5.92,6.27,0.0,0.0,1,13.7,8.08,40.9,1,-16,11,-1,0,STAT,0,LAT,LON,W,CRC,,4.6784
2025-03-07 05:06:38-08:00,3.51,338.15100000000007,17.846999999999998,26.5335,-0.432,449.06,5.4,74.5,3.05,5.81,5.93,0.0,0.0,1,13.66,2.28,37.48,1,-15,11,-1,0,STAT,0,LAT,LON,W,CRC,,4.561599999999999
2025-03-07 05:07:38-08:00,3.5,342.85900000000004,16.721999999999998,25.851000000000003,2.376,451.47,5.4,74.6,2.95,5.5,5.54,0.0,0.0,1,13.8,62.51,34.33,1,-16,11,-1,0,STAT,0,LAT,LON,W,CRC,,4.8752
2025-03-07 05:08:33-08:00,3.49,347.09400000000005,18.126,26.806500000000003,2.256,452.41,5.4,74.8,2.79,4.85,4.86,0.0,0.0,1,13.77,19.62,34.61,1,-17,10,0,0,STAT,0,LAT,LON,W,CRC,,4.3312
2025-03-07 05:09:33-08:00,3.48,347.908,16.209000000000003,27.594,2.304,452.79,5.4,75.1,2.55,4.03,4.38,0.0,0.0,1,13.7,5.54,44.46,1,-15,11,0,0,STAT,0,LAT,LON,W,CRC,,3.6848
2025-03-07 05:10:34-08:00,3.44,346.797,13.914000000000001,25.662000000000003,4.08,451.73,5.4,75.2,2.64,4.25,4.37,0.0,0.0,1,13.87,190.74,38.37,1,-15,13,-1,0,STAT,0,LAT,LON,W,CRC,,4.216
2025-03-07 05:11:34-08:00,3.41,342.771,16.578000000000003,25.168499999999998,2.5319999999999996,450.61,5.4,75.1,2.48,4.1,4.33,0.0,0.0,1,13.77,53.87,35.91,1,-17,11,-1,0,STAT,0,LAT,LON,W,CRC,,3.7863999999999995
2025-03-07 05:12:34-08:00,3.4,339.46000000000004,17.991,25.651500000000002,1.2,450.21,5.4,75.1,2.31,4.33,4.63,0.0,0.0,1,13.73,15.21,38.5,1,-18,10,-1,0,STAT,0,LAT,LON,W,CRC,,3.7040000000000006
2025-03-07 05:13:34-08:00,3.4,336.58900000000006,16.965000000000003,24.255000000000003,2.82,450.08,5.3,74.9,2.15,3.86,4.61,0.0,0.0,1,13.7,4.3,34.99,1,-17,10,-1,0,STAT,0,LAT,LON,W,CRC,,3.652
2025-03-07 05:14:34-08:00,3.39,338.75600000000003,17.1,24.633000000000003,2.304,450.03,5.3,75.0,2.15,3.54,3.84,0.0,0.0,1,13.87,153.18,43.44,1,-14,11,-1,0,STAT,0,LAT,LON,W,CRC,,3.2928
2025-03-07 05:15:34-08:00,3.38,332.354,16.506,23.7615,2.064,450.01,5.3,74.8,2.07,3.27,3.67,0.0,0.0,1,13.77,43.26,35.97,1,-18,12,-1,0,STAT,0,LAT,LON,W,CRC,,3.0288000000000004
2025-03-07 05:16:34-08:00,3.38,335.47800000000007,15.93,24.6435,1.8119999999999998,449.66,5.3,74.9,2.32,3.9,4.08,0.0,0.0,1,13.73,12.22,35.01,1,-19,10,-1,0,STAT,0,LAT,LON,W,CRC,,3.4824
