DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,142,18,-4,-40,474613842,198,21,-8,-35,2050529979,AQI
2025-03-22 16:49:50-07:00,8.53,244.31,9.819,12.6735,11.052000000000001,436.51,9.9,65.3,2.34,3.72,3.76,18.0,-2.0,-5.0,STAT,,,,,,,5.186400000000001
2025-03-22 16:50:50-07:00,8.54,246.21300000000002,8.136,13.7445,8.532,437.83,9.9,65.3,2.48,4.1,4.12,20.0,-1.0,-5.0,STAT,,,,,,,4.9864
2025-03-22 16:51:50-07:00,8.54,246.411,9.018,13.334999999999999,10.127999999999998,438.59,9.9,65.7,2.17,4.38,4.38,19.0,-2.0,-5.0,STAT,,,,,,,5.5296
2025-03-22 16:52:50-07:00,8.55,236.269,10.305,11.4555,11.136,438.7,9.9,64.1,1.62,3.38,3.45,19.0,-2.0,-6.0,STAT,,,,,,,4.9312000000000005
2025-03-22 16:53:50-07:00,8.57,230.769,9.171,12.411000000000001,10.895999999999999,437.7,9.9,64.1,1.57,3.18,3.24,20.0,-1.0,-6.0,STAT,,,,,,,4.7232
2025-03-22 16:54:50-07:00,8.61,225.22500000000002,8.442,12.116999999999999,11.652000000000001,436.34,10.0,64.7,1.59,3.72,3.86,19.0,-2.0,-6.0,STAT,,,,,,,5.306400000000001
2025-03-22 16:55:50-07:00,8.64,228.09600000000003,8.478,11.487,12.839999999999998,434.94,10.0,64.7,1.49,2.98,3.03,19.0,-2.0,-6.0,STAT,,,,,,,4.952
2025-03-22 16:56:50-07:00,8.65,231.02200000000002,10.071,11.182500000000001,14.376,434.33,10.1,63.4,1.54,2.84,3.01,18.0,-3.0,-6.0,STAT,,,,,,,5.1472
2025-03-22 16:57:50-07:00,8.7,234.00300000000001,9.261,10.4685,14.723999999999998,434.12,10.1,62.8,1.17,2.3,2.35,20.0,-3.0,-6.0,STAT,,,,,,,4.7848
2025-03-22 16:58:50-07:00,8.73,230.34000000000003,9.495000000000001,11.046,12.491999999999999,433.63,10.1,62.7,1.18,2.04,2.11,18.0,-3.0,-6.0,STAT,,,,,,,4.1304
2025-03-22 16:59:51-07:00,8.76,226.07200000000003,7.2540000000000004,10.762500000000001,12.888,432.58,10.1,62.3,1.4,2.4,2.42,21.0,-2.0,-6.0,STAT,,,,,,,4.4976
2025-03-22 17:00:51-07:00,8.81,223.025,8.649,10.857000000000001,13.031999999999998,432.2,10.1,62.3,1.13,1.89,1.89,20.0,-3.0,-6.0,STAT,,,,,,,4.118399999999999
