DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,162,47,1,-1,1652925454,167,50,3,1973479744,AQI
2025-03-14 12:06:42-07:00,22.09,301.32300000000004,10.332,10.573500000000001,16.284,411.0,21.1,28.5,10.11,11.62,11.83,31.0,1.0,3.0,STAT,,,,,,12.5528
2025-03-14 12:07:42-07:00,22.09,294.25,9.9,10.353,16.656,410.94,21.1,28.5,10.32,11.94,12.69,30.0,2.0,3.0,STAT,,,,,,12.883199999999999
2025-03-14 12:08:42-07:00,22.08,290.213,10.359,9.355500000000001,18.684,410.98,21.1,28.5,9.74,11.55,12.14,30.0,3.0,4.0,STAT,,,,,,12.9768
2025-03-14 12:09:42-07:00,22.08,307.65900000000005,11.259,9.828,16.548,410.38,21.0,28.5,9.11,10.58,10.78,28.0,1.0,3.0,STAT,,,,,,11.7736
2025-03-14 12:10:43-07:00,22.08,301.543,11.34,10.563,15.527999999999999,410.36,21.1,28.5,9.87,11.62,11.93,28.0,1.0,3.0,STAT,,,,,,12.401599999999998
2025-03-14 12:11:43-07:00,22.08,301.004,11.304,10.8465,15.995999999999999,410.49,21.0,28.5,10.09,11.48,11.58,30.0,1.0,3.0,STAT,,,,,,12.3832
2025-03-14 12:12:44-07:00,22.08,298.111,10.854000000000001,10.332,16.752,410.82,21.0,28.5,10.17,11.56,11.68,29.0,2.0,3.0,STAT,,,,,,12.598400000000002
2025-03-14 12:13:44-07:00,22.08,300.982,11.349,10.709999999999999,16.704,410.29,21.0,28.5,9.57,11.17,11.28,27.0,1.0,3.0,STAT,,,,,,12.2768
2025-03-14 12:14:44-07:00,22.08,300.432,12.906,10.5105,16.836,410.1,21.0,28.5,9.13,10.74,10.77,27.0,1.0,3.0,STAT,,,,,,11.959200000000001
2025-03-14 12:15:44-07:00,22.08,294.09600000000006,10.863000000000001,10.195500000000001,17.724,410.04,21.0,28.5,9.2,10.64,10.65,28.0,2.0,3.0,STAT,,,,,,12.0568
2025-03-14 12:16:44-07:00,22.07,273.548,10.665,10.08,16.235999999999997,410.01,21.0,28.5,9.4,11.18,11.18,27.0,2.0,3.0,STAT,,,,,,12.1912
2025-03-14 12:17:44-07:00,22.07,299.024,11.061,10.920000000000002,14.915999999999999,410.0,21.0,28.5,9.12,10.53,10.54,27.0,1.0,2.0,STAT,,,,,,11.4072
2025-03-14 12:18:44-07:00,22.07,301.422,9.549,9.807,17.136,410.0,21.0,28.5,8.77,10.53,10.53,29.0,2.0,3.0,STAT,,,,,,11.851199999999999
2025-03-14 12:19:44-07:00,22.07,303.40200000000004,10.089,10.227,16.5,410.0,21.0,28.5,8.73,10.29,10.29,27.0,2.0,3.0,STAT,,,,,,11.532
2025-03-14 12:20:45-07:00,22.07,297.396,10.557,10.573500000000001,16.823999999999998,410.0,21.0,28.5,8.47,9.97,10.23,26.0,2.0,4.0,STAT,,,,,,11.340800000000002
2025-03-14 12:21:45-07:00,22.07,289.465,10.35,10.248,16.644,410.0,21.0,28.5,9.03,10.5,10.58,28.0,2.0,3.0,STAT,,,,,,11.7288
2025-03-14 12:22:45-07:00,22.06,294.415,9.729000000000001,10.038,18.264,410.0,21.0,28.5,8.93,10.55,10.57,29.0,1.0,3.0,STAT,,,,,,12.0928
2025-03-14 12:23:45-07:00,22.05,303.127,11.097,10.300500000000001,17.34,409.92,21.0,28.5,9.07,10.64,10.65,28.0,2.0,3.0,STAT,,,,,,11.98
2025-03-14 12:24:45-07:00,22.03,299.64,10.206,9.954,16.896,409.32,21.0,28.5,9.08,10.48,10.62,30.0,1.0,3.0,STAT,,,,,,11.763200000000001
