DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-14T16:50:57,18.38,253.40700000000004,1.2060000000000002,9.964500000000001,28.608,405.58,17.5,45.9,2.24,3.46,3.51,2.4888844322857615
2025-04-14T16:51:57,18.35,267.201,1.971,9.954,28.895999999999997,405.85,17.6,46.6,2.43,3.84,4.18,2.504904229811379
2025-04-14T16:52:57,18.33,272.459,1.107,8.841000000000001,30.312,405.95,17.6,46.5,2.59,3.99,4.15,2.5060077751173484
2025-04-14T16:53:57,18.27,276.507,0.099,8.9145,30.276,405.98,17.6,46.6,2.49,3.92,4.25,2.506824784420167
2025-04-14T16:54:58,18.25,263.659,1.728,8.736,29.592,405.99,17.6,46.6,2.65,4.19,4.43,2.499659256269335
2025-04-14T16:55:58,18.24,273.603,3.4019999999999997,8.599499999999999,30.395999999999997,406.0,17.6,46.7,2.4,4.25,4.55,2.500461584143815
2025-04-14T16:56:58,18.22,263.208,1.476,10.6575,27.36,405.73,17.6,47.0,2.45,3.98,4.17,2.501294264193577
2025-04-14T16:57:58,18.17,264.14300000000003,2.8800000000000003,9.345,27.179999999999996,405.32,17.6,46.9,2.3,3.76,4.02,2.4855988093576737
2025-04-14T16:58:58,18.15,259.68800000000005,1.314,8.736,28.08,405.11,17.5,46.8,2.65,4.16,4.43,2.4750087522671893
2025-04-14T16:59:58,18.15,275.12100000000004,1.305,8.757,29.555999999999997,405.66,17.5,46.9,2.38,3.65,3.74,2.472062450405731
2025-04-14T17:00:59,18.14,272.92100000000005,1.602,9.2715,29.747999999999998,405.88,17.5,47.2,2.42,3.71,3.91,2.474772272974012
2025-04-14T17:01:59,18.13,275.187,1.557,8.9565,29.052,405.96,17.5,47.0,1.79,3.77,3.92,2.472006930421117
2025-04-14T17:02:59,18.12,268.35600000000005,-0.24300000000000002,9.4395,29.063999999999997,405.99,17.5,47.3,1.7,3.41,3.83,2.471553024093251
2025-04-14T17:03:59,18.12,281.314,2.205,9.177000000000001,26.087999999999997,405.99,17.5,47.2,1.72,3.27,3.59,2.4579636664538183
2025-04-14T17:04:59,18.12,278.41,1.4400000000000002,8.977500000000001,27.108,406.0,17.5,46.8,1.91,3.11,3.58,2.448129757433069
2025-04-14T17:05:59,18.09,264.71500000000003,1.4220000000000002,9.2925,25.62,406.0,17.5,46.7,2.24,3.35,3.57,2.4370149125627285
2025-04-14T17:06:59,18.06,249.96400000000003,0.15300000000000002,9.1245,26.747999999999998,406.0,17.6,46.8,1.79,3.12,3.44,2.429218392660504
2025-04-14T17:07:59,18.05,249.76600000000002,1.026,8.526,25.895999999999997,406.0,17.5,46.6,1.91,3.69,3.8,2.4184853686187724
2025-04-14T17:09:00,18.05,250.61300000000003,1.836,8.9355,26.268,405.42,17.5,46.4,1.97,3.43,3.46,2.4110866287317996
2025-04-14T17:10:00,18.04,250.31600000000003,2.3760000000000003,8.715000000000002,25.5,405.15,17.5,46.3,2.24,3.72,4.07,2.4021646301665953
2025-04-14T17:10:56,18.04,246.30100000000002,2.943,8.82,25.704,405.06,17.4,46.1,2.22,3.7,3.82,2.3949794152222004
2025-04-14T17:11:56,18.03,239.23900000000003,3.5730000000000004,8.61,26.831999999999997,405.02,17.4,46.2,2.17,3.64,3.68,2.3902013649995024
2025-04-14T17:12:56,17.98,235.092,1.35,8.9985,26.976,405.01,17.3,46.5,1.77,3.19,3.2,2.3866751237765107
2025-04-14T17:13:56,17.96,250.10700000000003,1.629,8.652000000000001,27.96,405.0,17.4,46.5,1.7,3.33,3.64,2.38464659209576
2025-04-14T17:14:56,17.94,254.05600000000004,2.115,8.064,29.436,405.0,17.3,46.6,1.63,2.84,3.06,2.382970069416764
2025-04-14T17:15:57,17.9,264.055,1.9260000000000002,8.316,28.139999999999997,405.0,17.2,46.5,1.68,2.84,3.07,2.379628136889492
2025-04-14T17:16:57,17.87,265.353,1.917,8.693999999999999,26.88,405.0,17.2,46.5,1.97,3.48,3.59,2.3763814355802597
2025-04-14T17:17:58,17.85,248.303,2.4480000000000004,9.450000000000001,26.304000000000002,405.0,17.2,46.7,2.06,3.34,3.52,2.374332998575731
2025-04-14T17:18:58,17.84,250.8,2.3129999999999997,9.681000000000001,25.907999999999998,404.95,17.2,46.6,1.78,3.39,3.45,2.3724635167218358
2025-04-14T17:19:58,17.82,264.385,2.241,10.941,23.483999999999998,404.98,17.3,46.8,1.69,3.12,3.14,2.369607544847778
2025-04-14T17:21:00,17.78,270.00600000000003,3.357,10.143,23.352,404.99,17.3,46.6,1.87,3.16,3.45,2.3646008743725644
2025-04-14T17:22:00,17.76,268.51,4.248,10.552500000000002,21.66,405.0,17.3,46.1,1.8,3.02,3.16,2.358012247624642
2025-04-14T17:23:00,17.75,255.68400000000003,3.762,9.544500000000001,23.82,405.0,17.4,46.0,1.64,2.89,3.02,2.3524897508167766
2025-04-14T17:24:00,17.75,248.39100000000002,5.094,9.282,23.04,405.0,17.4,45.6,1.72,3.08,3.12,2.3457008139004443
2025-04-14T17:25:00,17.75,250.93200000000002,3.9149999999999996,8.547,25.487999999999996,405.0,17.4,45.1,1.93,3.19,3.33,2.3413389684593047
2025-04-14T17:26:02,17.74,234.817,2.709,7.497,27.528000000000002,405.0,17.3,45.0,2.03,3.26,3.31,2.3378172202776577
