DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,411,32,-10,-23,6,0,0.00000,0.00000.1,0.1,1717728189,AQI
2025-03-07 04:55:30-08:00,3.79,498.42100000000005,15.318,22.417500000000004,3.816,477.27,5.7,72.9,4.29,7.01,7.34,0.0,0.0,1,13.87,3.02,37.84,1,-4,12,1,-1,STAT,0,LAT,LON,W,CRC,,6.371200000000001
2025-03-07 04:56:30-08:00,3.76,480.22700000000003,14.741999999999999,22.0395,5.0280000000000005,476.25,5.6,72.8,3.96,5.83,6.57,0.0,0.0,1,13.84,0.85,42.9,1,-5,12,1,-1,STAT,0,LAT,LON,W,CRC,,5.669600000000001
2025-03-07 04:57:30-08:00,3.73,450.86800000000005,15.588000000000001,22.5645,6.419999999999999,475.28,5.6,72.8,3.74,6.39,6.89,0.0,0.0,1,13.98,69.02,36.05,1,-7,12,1,-1,STAT,0,LAT,LON,W,CRC,,6.396
2025-03-07 04:58:30-08:00,3.72,424.633,17.631,23.730000000000004,5.748,473.18,5.6,73.1,4.83,6.99,7.21,0.0,0.0,1,13.91,19.49,37.39,1,-7,12,1,-1,STAT,0,LAT,LON,W,CRC,,6.741600000000001
2025-03-07 04:59:30-08:00,3.72,412.918,18.522,22.5225,3.78,471.77,5.6,72.9,4.44,7.06,7.87,0.0,0.0,1,13.91,5.51,38.28,1,-8,11,1,-2,STAT,0,LAT,LON,W,CRC,,6.404
2025-03-07 05:00:30-08:00,3.71,388.44300000000004,18.791999999999998,22.0605,3.1799999999999997,471.39,5.6,72.8,3.52,5.36,5.8,0.0,0.0,1,13.87,1.55,36.44,1,-9,10,2,-1,STAT,0,LAT,LON,W,CRC,,4.924
2025-03-07 05:01:32-08:00,3.7,375.397,16.407,22.512000000000004,3.9599999999999995,471.14,5.6,72.7,3.0,4.95,5.27,0.0,0.0,1,13.98,65.88,37.12,1,-11,11,2,-1,STAT,0,LAT,LON,W,CRC,,4.752000000000001
2025-03-07 05:02:32-08:00,3.7,366.487,15.705,21.419999999999998,3.756,470.96,5.6,72.7,2.99,5.1,5.51,0.0,0.0,1,13.91,18.61,37.61,1,-10,10,1,-1,STAT,0,LAT,LON,W,CRC,,4.8312
2025-03-07 05:03:32-08:00,3.69,362.96700000000004,15.399,21.0315,3.396,470.18,5.6,72.7,4.69,6.98,7.75,0.0,0.0,1,13.87,5.25,33.42,1,-10,10,1,-1,STAT,0,LAT,LON,W,CRC,,6.2632
2025-03-07 05:04:32-08:00,3.66,361.62500000000006,15.722999999999999,21.1365,2.256,469.42,5.6,72.6,4.02,6.53,7.06,0.0,0.0,1,13.87,1.48,33.83,1,-11,11,2,-1,STAT,0,LAT,LON,W,CRC,,5.6752
2025-03-07 05:05:32-08:00,3.63,366.15700000000004,13.788,21.399,3.564,469.15,5.5,72.6,3.78,6.54,6.98,0.0,0.0,1,14.16,168.92,37.6,1,-7,14,2,-1,STAT,0,LAT,LON,W,CRC,,5.944800000000001
2025-03-07 05:06:34-08:00,3.62,375.62800000000004,16.416,22.291500000000003,4.728,470.05,5.5,72.8,3.89,6.92,7.52,0.0,0.0,1,13.95,57.02,41.49,1,-9,12,1,-1,STAT,0,LAT,LON,W,CRC,,6.4816
2025-03-07 05:07:34-08:00,3.61,378.697,17.262,21.441000000000003,5.376,471.89,5.5,72.9,3.65,6.68,6.98,0.0,0.0,1,13.91,16.1,36.86,1,-10,10,1,-1,STAT,0,LAT,LON,W,CRC,,6.4192
2025-03-07 05:08:34-08:00,3.6,385.06600000000003,16.434,20.695500000000003,6.263999999999999,473.26,5.5,73.0,3.62,6.67,6.76,0.0,0.0,1,13.87,4.55,39.32,1,-9,11,1,-1,STAT,0,LAT,LON,W,CRC,,6.5888
2025-03-07 05:09:34-08:00,3.59,386.15500000000003,15.840000000000002,22.365000000000002,6.6,473.74,5.4,73.2,3.38,5.84,6.35,0.0,0.0,1,14.12,93.19,33.37,1,-6,11,2,-1,STAT,0,LAT,LON,W,CRC,,5.992
2025-03-07 05:10:34-08:00,3.55,383.53700000000003,16.029,22.26,4.572,473.66,5.4,73.4,3.1,5.81,6.11,0.0,0.0,1,13.98,46.95,33.3,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.5624
2025-03-07 05:11:34-08:00,3.52,380.886,15.507000000000001,22.134,3.0839999999999996,473.3,5.4,73.3,2.98,5.4,5.62,0.0,0.0,1,13.91,13.26,43.69,1,-11,11,1,-2,STAT,0,LAT,LON,W,CRC,,4.9368
2025-03-07 05:12:34-08:00,3.51,376.079,17.325,21.514499999999998,5.255999999999999,473.11,5.4,73.4,2.99,5.35,6.12,0.0,0.0,1,13.87,3.74,35.68,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.3312
2025-03-07 05:13:34-08:00,3.5,372.933,15.741,21.252,3.48,473.04,5.4,73.4,3.07,5.01,6.07,0.0,0.0,1,14.12,94.8,34.84,1,-9,11,1,-1,STAT,0,LAT,LON,W,CRC,,4.704
2025-03-07 05:14:35-08:00,3.5,368.324,14.112,21.126,3.192,473.01,5.4,73.4,2.52,4.14,4.96,0.0,0.0,1,13.95,47.89,37.4,1,-10,12,1,-2,STAT,0,LAT,LON,W,CRC,,3.9504
2025-03-07 05:15:35-08:00,3.49,366.355,16.253999999999998,20.023500000000002,3.0839999999999996,473.0,5.4,73.2,2.82,4.43,4.7,0.0,0.0,1,13.91,13.52,32.49,1,-12,11,1,-1,STAT,0,LAT,LON,W,CRC,,4.1608
2025-03-07 05:16:35-08:00,3.48,365.761,16.578000000000003,21.273000000000003,3.6239999999999997,472.84,5.4,73.1,2.78,3.99,4.56,0.0,0.0,1,13.87,3.82,48.0,1,-12,9,1,-1,STAT,0,LAT,LON,W,CRC,,3.9168000000000003
2025-03-07 05:17:35-08:00,3.45,378.5760000000001,19.404,23.688,3.9119999999999995,470.87,5.4,73.2,3.34,5.68,6.0,0.0,0.0,1,14.05,150.43,41.26,1,-10,9,2,-1,STAT,0,LAT,LON,W,CRC,,5.3264
2025-03-07 05:18:35-08:00,3.42,391.336,27.981,23.625,5.88,469.89,5.4,73.6,3.41,6.38,6.56,0.0,0.0,1,13.95,42.48,36.65,1,-12,10,1,-2,STAT,0,LAT,LON,W,CRC,,6.28
2025-03-07 05:19:35-08:00,3.4,387.959,26.109,22.302,6.803999999999999,469.5,5.4,73.7,3.58,6.38,7.18,0.0,0.0,1,13.91,12.0,35.52,1,-10,11,1,-2,STAT,0,LAT,LON,W,CRC,,6.4648
2025-03-07 05:20:35-08:00,3.4,383.009,23.715000000000003,22.659,4.668,468.3,5.3,73.7,3.91,6.57,7.19,0.0,0.0,1,13.87,3.39,33.95,1,-10,11,1,-2,STAT,0,LAT,LON,W,CRC,,6.1896
2025-03-07 05:21:35-08:00,3.39,382.6460000000001,21.96,21.798000000000002,2.4839999999999995,467.46,5.3,73.7,3.9,7.49,8.18,0.0,0.0,1,14.16,181.49,45.26,1,-8,11,2,-1,STAT,0,LAT,LON,W,CRC,,6.488800000000001
2025-03-07 05:22:35-08:00,3.38,390.48900000000003,18.882,21.063,3.0599999999999996,466.75,5.3,73.7,3.57,6.56,6.91,0.0,0.0,1,13.95,51.26,41.57,1,-11,10,1,-2,STAT,0,LAT,LON,W,CRC,,5.86
2025-03-07 05:23:36-08:00,3.38,391.40200000000004,19.449,21.630000000000003,3.504,466.27,5.3,73.6,3.17,5.42,5.68,0.0,0.0,1,13.91,14.48,35.8,1,-11,9,1,-2,STAT,0,LAT,LON,W,CRC,,5.0368
2025-03-07 05:24:36-08:00,3.35,382.822,19.458000000000002,20.832,3.78,466.67,5.3,73.7,3.44,6.2,6.5,0.0,0.0,1,13.87,4.09,33.66,1,-11,10,1,-2,STAT,0,LAT,LON,W,CRC,,5.716000000000001
2025-03-07 05:25:36-08:00,3.31,373.76900000000006,18.081,20.4435,3.828,466.89,5.3,73.6,3.15,5.99,7.23,0.0,0.0,1,14.12,89.38,37.77,1,-7,11,1,-1,STAT,0,LAT,LON,W,CRC,,5.557600000000001
2025-03-07 05:26:37-08:00,3.3,376.398,17.415000000000003,19.288500000000003,3.78,468.29,5.3,73.4,3.24,5.71,6.18,0.0,0.0,1,13.95,44.48,45.89,1,-12,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.324000000000001
2025-03-07 05:27:37-08:00,3.29,378.64200000000005,18.441,18.742500000000003,3.876,469.4,5.3,73.3,3.25,6.01,6.42,0.0,0.0,1,13.91,12.56,37.61,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.5832
2025-03-07 05:28:37-08:00,3.28,383.46000000000004,18.072,18.9735,3.2039999999999997,470.02,5.3,73.4,2.75,5.78,5.91,0.0,0.0,1,13.87,3.55,39.25,1,-9,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.264800000000001
2025-03-07 05:29:37-08:00,3.27,387.244,17.388,20.7375,1.2,470.65,5.2,73.5,2.65,5.48,5.67,0.0,0.0,1,14.12,60.68,38.88,1,-9,10,2,-1,STAT,0,LAT,LON,W,CRC,,4.6240000000000006
2025-03-07 05:30:32-08:00,3.23,384.97800000000007,16.992,20.916000000000004,1.344,470.87,5.2,73.4,2.87,5.88,6.67,0.0,0.0,1,13.98,72.09,32.98,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,4.972799999999999
2025-03-07 05:31:37-08:00,3.2,384.47200000000004,15.786,20.5485,2.94,471.04,5.2,73.3,2.81,5.22,5.56,0.0,0.0,1,13.87,18.32,39.44,1,-10,11,1,0,STAT,0,LAT,LON,W,CRC,,4.764
2025-03-07 05:32:32-08:00,3.19,389.224,16.434,20.055000000000003,2.916,471.63,5.2,73.4,3.86,5.87,6.16,0.0,0.0,1,13.87,5.75,38.12,1,-11,9,1,-1,STAT,0,LAT,LON,W,CRC,,5.2792
2025-03-07 05:33:33-08:00,3.17,388.124,17.505,20.706,0.9239999999999999,471.86,5.1,73.4,3.56,5.97,6.14,0.0,0.0,1,14.02,111.78,37.07,1,-8,9,1,-2,STAT,0,LAT,LON,W,CRC,,4.9608
2025-03-07 05:34:33-08:00,3.15,375.9030000000001,16.263,18.963,3.408,472.11,5.1,73.2,3.15,6.28,7.14,0.0,0.0,1,13.91,31.57,39.96,1,-9,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.7056000000000004
2025-03-07 05:35:33-08:00,3.1,379.94,15.669,20.401500000000002,3.252,472.04,5.1,73.2,2.85,5.78,6.42,0.0,0.0,1,13.87,8.92,37.56,1,-7,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.274400000000001
2025-03-07 05:36:33-08:00,3.09,384.92300000000006,15.659999999999998,19.845,4.56,472.01,5.1,73.4,2.84,5.86,6.47,0.0,0.0,1,13.87,2.52,37.6,1,-11,11,1,-1,STAT,0,LAT,LON,W,CRC,,5.6000000000000005
2025-03-07 05:37:34-08:00,3.07,379.709,17.937,20.201999999999998,3.192,472.0,5.1,73.4,3.66,5.91,6.1,0.0,0.0,1,13.98,77.68,42.8,1,-13,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.3664000000000005
2025-03-07 05:38:34-08:00,3.06,374.077,16.803,20.023500000000002,2.5319999999999996,472.0,5.1,73.4,3.5,6.64,7.22,0.0,0.0,1,13.95,21.94,42.17,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.8184000000000005
2025-03-07 05:39:34-08:00,3.01,374.473,16.749,20.475,3.252,472.0,5.1,73.4,3.97,6.95,7.83,0.0,0.0,1,13.87,6.2,37.86,1,-11,12,1,-1,STAT,0,LAT,LON,W,CRC,,6.210400000000001
2025-03-07 05:40:34-08:00,2.98,369.688,16.443,20.181,3.0359999999999996,472.0,5.0,73.4,3.79,6.74,7.31,0.0,0.0,1,13.87,1.75,38.03,1,-10,11,1,-1,STAT,0,LAT,LON,W,CRC,,5.9992
2025-03-07 05:41:34-08:00,2.97,370.41400000000004,18.018,20.201999999999998,1.8599999999999999,472.0,5.0,73.4,3.95,6.85,7.34,0.0,0.0,1,14.02,99.57,35.73,1,-9,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.852
2025-03-07 05:42:34-08:00,2.96,371.88800000000003,18.81,20.338500000000003,2.148,472.0,5.0,73.4,3.77,6.72,6.88,0.0,0.0,1,13.91,28.12,45.2,1,-10,10,1,-2,STAT,0,LAT,LON,W,CRC,,5.8056
2025-03-07 05:43:34-08:00,2.91,377.65200000000004,18.594,20.7375,1.308,472.16,5.0,73.5,2.96,6.57,7.24,0.0,0.0,1,13.87,7.94,37.7,1,-11,10,1,-2,STAT,0,LAT,LON,W,CRC,,5.5176
2025-03-07 05:44:34-08:00,2.88,378.411,18.954,19.823999999999998,2.304,472.7,5.0,73.6,3.95,6.71,8.27,0.0,0.0,1,14.16,131.58,36.78,1,-5,9,1,-1,STAT,0,LAT,LON,W,CRC,,5.8288
2025-03-07 05:45:34-08:00,2.87,370.865,18.828000000000003,20.034,1.416,472.9,4.9,73.7,4.15,6.23,6.88,0.0,0.0,1,13.95,37.16,35.07,1,-12,8,1,-1,STAT,0,LAT,LON,W,CRC,,5.267200000000001
2025-03-07 05:46:34-08:00,2.85,365.629,18.009,20.023500000000002,2.148,472.96,4.9,73.7,3.41,6.29,6.6,0.0,0.0,1,13.91,10.5,39.21,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.4616
2025-03-07 05:47:36-08:00,2.83,369.974,17.73,18.4695,2.4839999999999995,474.41,4.9,73.6,3.78,6.52,6.77,0.0,0.0,1,14.02,106.04,44.86,1,-11,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.7128
2025-03-07 05:48:36-08:00,2.78,368.8960000000001,19.287,17.5455,3.0,476.5,4.9,73.5,4.04,6.54,6.68,0.0,0.0,1,13.95,29.95,43.26,1,-9,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.832000000000001
2025-03-07 05:49:36-08:00,2.77,372.108,20.817,17.451,2.6039999999999996,477.47,4.8,73.7,3.91,6.55,7.56,0.0,0.0,1,13.91,8.46,39.83,1,-10,9,1,-1,STAT,0,LAT,LON,W,CRC,,5.7608
2025-03-07 05:50:36-08:00,2.76,373.406,18.729,18.1125,3.564,478.04,4.8,73.9,3.58,6.31,6.84,0.0,0.0,1,13.87,2.39,39.93,1,-10,9,1,-1,STAT,0,LAT,LON,W,CRC,,5.7608
2025-03-07 05:51:36-08:00,2.74,372.61400000000003,16.290000000000003,18.711000000000002,1.056,478.66,4.8,73.7,4.39,7.06,7.27,0.0,0.0,1,14.16,130.2,34.65,1,-8,11,2,-1,STAT,0,LAT,LON,W,CRC,,5.8591999999999995
2025-03-07 05:52:37-08:00,2.7,371.327,18.198,19.572000000000003,0.792,479.04,4.8,73.8,4.66,6.79,6.85,0.0,0.0,1,13.95,54.42,47.14,1,-10,10,1,-1,STAT,0,LAT,LON,W,CRC,,5.590400000000001
2025-03-07 05:53:37-08:00,2.67,366.96000000000004,17.613,17.9235,2.772,479.05,4.8,74.0,4.31,6.93,7.31,0.0,0.0,1,13.91,15.37,42.3,1,-12,10,1,-1,STAT,0,LAT,LON,W,CRC,,6.098400000000001
2025-03-07 05:54:37-08:00,2.65,369.424,17.856,17.6505,3.42,479.02,4.8,74.3,4.05,7.44,8.31,0.0,0.0,1,13.87,4.34,42.34,1,-8,11,1,-1,STAT,0,LAT,LON,W,CRC,,6.636000000000001
2025-03-07 05:55:37-08:00,2.64,371.5690000000001,19.062,18.2805,1.104,479.53,4.7,74.3,3.43,6.44,7.1,0.0,0.0,1,14.02,103.29,42.46,1,-9,10,2,-1,STAT,0,LAT,LON,W,CRC,,5.372800000000001
2025-03-07 05:56:37-08:00,2.62,369.633,19.539,19.257,1.896,480.24,4.7,74.1,4.11,6.87,7.7,0.0,0.0,1,13.95,29.17,34.97,1,-10,9,1,-1,STAT,0,LAT,LON,W,CRC,,5.8752
2025-03-07 05:57:38-08:00,2.58,381.83200000000005,17.586,20.695500000000003,0.576,482.15,4.7,74.3,4.02,6.48,7.31,0.0,0.0,1,13.87,8.24,59.67,1,-8,11,1,-1,STAT,0,LAT,LON,W,CRC,,5.299200000000001
2025-03-07 05:58:38-08:00,2.56,386.43000000000006,21.258000000000003,21.735,0.264,486.6,4.7,74.6,5.17,7.53,7.94,0.0,0.0,1,13.87,2.33,38.6,1,-8,9,1,-1,STAT,0,LAT,LON,W,CRC,,6.076800000000001
2025-03-07 05:59:38-08:00,2.55,394.031,21.366,20.863500000000002,4.356,489.45,4.6,74.8,5.41,7.66,7.95,0.0,0.0,1,13.98,60.49,35.33,1,-9,9,1,-2,STAT,0,LAT,LON,W,CRC,,6.9992
2025-03-07 06:00:38-08:00,2.54,392.249,20.232,20.223000000000003,4.188,490.46,4.6,74.9,5.01,6.99,7.89,0.0,0.0,1,13.91,17.08,34.31,1,-11,9,1,-1,STAT,0,LAT,LON,W,CRC,,6.429600000000001
2025-03-07 06:01:38-08:00,2.54,393.01900000000006,19.62,20.695500000000003,2.292,490.89,4.6,74.9,4.46,7.4,8.68,0.0,0.0,1,13.87,4.83,37.99,1,-10,10,1,-1,STAT,0,LAT,LON,W,CRC,,6.378400000000001
2025-03-07 06:02:39-08:00,2.53,401.08200000000005,20.088,20.685,2.5319999999999996,490.96,4.6,75.0,4.73,7.13,7.88,0.0,0.0,1,14.12,97.49,40.18,1,-5,10,1,-1,STAT,0,LAT,LON,W,CRC,,6.210400000000001
2025-03-07 06:03:39-08:00,2.52,410.949,19.854,19.614,5.736,491.11,4.6,75.2,4.89,6.9,7.5,0.0,0.0,1,13.95,48.97,37.09,1,-10,9,0,-2,STAT,0,LAT,LON,W,CRC,,6.6672
2025-03-07 06:04:39-08:00,2.52,416.8670000000001,20.673,19.834500000000002,3.252,491.04,4.6,75.3,5.18,7.5,7.71,0.0,0.0,1,13.91,13.83,37.51,1,-9,9,0,-2,STAT,0,LAT,LON,W,CRC,,6.6504
2025-03-07 06:05:39-08:00,2.5,418.3960000000001,21.312,21.230999999999998,0.708,491.01,4.6,75.3,5.76,8.73,9.32,0.0,0.0,1,13.87,3.91,37.23,1,-8,9,0,-2,STAT,0,LAT,LON,W,CRC,,7.125600000000001
