DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,142,18,-7,-30,2665462340,122,23,2749443871,AQI
2025-03-11 20:17:00-07:00,8.37,170.335,9.251999999999999,9.954,21.276,394.0,9.1,66.2,0.01,0.12,0.19,22.0,-4.0,-4,STAT,,,,,4.3512
2025-03-11 20:18:00-07:00,8.36,167.002,8.334,10.542,21.276,394.0,9.1,66.3,0.04,0.47,0.5,23.0,-4.0,-4,STAT,,,,,4.631200000000001
2025-03-11 20:19:01-07:00,8.35,169.90600000000003,8.397,10.8675,19.715999999999998,394.0,9.1,66.7,0.62,0.94,0.95,22.0,-4.0,-3,STAT,,,,,4.6952
2025-03-11 20:20:01-07:00,8.35,171.52300000000002,8.28,10.9515,20.976,394.0,9.1,66.8,0.27,0.83,0.83,23.0,-4.0,-3,STAT,,,,,4.8591999999999995
2025-03-11 20:21:01-07:00,8.35,180.56500000000003,8.028,9.807,22.38,394.0,9.1,67.0,0.08,1.08,1.09,24.0,-4.0,-2,STAT,,,,,5.34
2025-03-11 20:22:01-07:00,8.35,187.473,7.353,9.7335,21.492,394.0,9.1,66.5,0.03,0.79,0.79,24.0,-4.0,-3,STAT,,,,,4.930400000000001
2025-03-11 20:23:01-07:00,8.34,188.65,7.506,10.584000000000001,20.844,394.0,9.1,66.2,0.18,0.61,0.61,23.0,-3.0,-2,STAT,,,,,4.6568000000000005
2025-03-11 20:24:01-07:00,8.34,183.095,6.561,11.3505,21.084,394.0,9.0,66.6,0.21,0.84,0.84,24.0,-3.0,-2,STAT,,,,,4.8888
2025-03-11 20:25:01-07:00,8.33,179.70700000000002,9.099,11.4765,19.128,394.0,9.0,66.9,0.11,0.76,0.76,21.0,-4.0,-3,STAT,,,,,4.4336
2025-03-11 20:26:01-07:00,8.31,183.51300000000003,8.973,12.232500000000002,19.584,394.0,9.1,67.1,0.16,1.15,1.15,22.0,-3.0,-3,STAT,,,,,4.8368
2025-03-11 20:27:01-07:00,8.27,198.50600000000003,7.884,11.707500000000001,20.52,394.0,9.1,67.4,0.05,0.82,0.82,22.0,-4.0,-3,STAT,,,,,4.76
2025-03-11 20:28:02-07:00,8.26,191.45500000000004,10.665,9.597000000000001,22.439999999999998,394.0,9.0,66.2,0.35,0.71,0.86,21.0,-4.0,-3,STAT,,,,,5.055999999999999
2025-03-11 20:29:02-07:00,8.25,179.06900000000002,10.809,11.0145,19.668,394.0,8.9,66.2,0.13,0.56,0.61,21.0,-3.0,-3,STAT,,,,,4.381600000000001
2025-03-11 20:30:03-07:00,8.25,173.294,9.612,10.709999999999999,20.916,393.5,8.9,66.4,0.15,0.72,0.74,21.0,-3.0,-3,STAT,,,,,4.7592
2025-03-11 20:31:03-07:00,8.25,168.157,10.539000000000001,11.235,21.407999999999998,393.18,8.9,66.5,0.13,0.68,0.69,21.0,-3.0,-2,STAT,,,,,4.8256
2025-03-11 20:32:03-07:00,8.24,169.4,9.666,11.318999999999999,20.136,393.06,8.9,66.6,0.08,0.91,0.91,21.0,-3.0,-3,STAT,,,,,4.755199999999999
2025-03-11 20:33:04-07:00,8.24,173.63500000000002,7.965,12.285,19.764,393.02,9.0,67.0,0.37,0.97,1.09,23.0,-3.0,-3,STAT,,,,,4.7288
2025-03-11 20:34:04-07:00,8.23,182.46800000000002,8.343,11.655,19.476,392.92,8.9,66.7,0.3,1.0,1.04,23.0,-3.0,-3,STAT,,,,,4.6952
2025-03-11 20:35:04-07:00,8.21,182.18200000000002,8.883,11.676,19.944,392.55,8.9,66.8,0.55,1.07,1.08,22.0,-3.0,-2,STAT,,,,,4.8448
2025-03-11 20:36:04-07:00,8.18,178.22200000000004,9.324,11.591999999999999,20.148,392.32,8.9,66.7,0.49,1.12,1.13,21.0,-3.0,-3,STAT,,,,,4.9256
2025-03-11 20:37:04-07:00,8.16,177.584,9.333,12.600000000000001,20.4,392.28,9.0,67.0,0.21,0.96,1.26,21.0,-3.0,-3,STAT,,,,,4.848
2025-03-11 20:38:05-07:00,8.15,176.836,7.226999999999999,12.600000000000001,20.16,392.1,8.9,66.5,0.11,1.0,1.44,23.0,-2.0,-2,STAT,,,,,4.832
2025-03-11 20:39:05-07:00,8.15,173.151,8.415,12.558000000000002,19.848,392.04,8.9,66.6,0.62,1.03,1.25,22.0,-3.0,-2,STAT,,,,,4.7936
2025-03-11 20:40:06-07:00,8.15,172.97500000000002,8.298,11.865000000000002,20.04,392.59,8.8,66.6,0.26,0.88,0.96,22.0,-3.0,-3,STAT,,,,,4.712
2025-03-11 20:41:06-07:00,8.15,174.94400000000002,5.8229999999999995,11.8125,21.204,392.86,8.9,66.8,0.7,1.08,1.1,23.0,-3.0,-2,STAT,,,,,5.1048
