DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,307,36,-16,-24,6,0,0.00000,0.00000.1,0.1,2053694590,AQI
2025-03-07 04:59:29-08:00,3.8,485.08900000000006,21.636,23.751,5.316,470.84,5.7,74.3,4.92,7.34,7.87,0.0,0.0,1,14.05,67.8,37.03,1,-20,12,0,-1,STAT,0,LAT,LON,W,CRC,,6.9352
2025-03-07 05:00:29-08:00,3.8,453.211,18.486,22.6695,6.72,470.29,5.7,74.1,3.3,6.15,6.57,0.0,0.0,1,13.95,58.01,38.67,1,-25,13,0,0,STAT,0,LAT,LON,W,CRC,,6.264000000000001
2025-03-07 05:01:29-08:00,3.77,430.88100000000003,16.695,22.89,6.288,469.7,5.7,74.2,2.61,5.02,5.2,0.0,0.0,1,13.87,16.38,35.91,1,-23,13,0,-1,STAT,0,LAT,LON,W,CRC,,5.2736
2025-03-07 05:02:30-08:00,3.73,419.49600000000004,16.83,22.637999999999998,5.4719999999999995,472.09,5.7,74.0,2.92,5.32,5.39,0.0,0.0,1,13.84,4.63,35.77,1,-23,13,0,0,STAT,0,LAT,LON,W,CRC,,5.3504000000000005
2025-03-07 05:03:30-08:00,3.72,416.49300000000005,16.164,21.419999999999998,5.46,473.84,5.6,74.0,3.66,7.06,7.4,0.0,0.0,1,13.84,1.31,37.13,1,-24,13,0,-1,STAT,0,LAT,LON,W,CRC,,6.74
2025-03-07 05:04:30-08:00,3.71,412.88500000000005,16.461,21.230999999999998,5.388,473.94,5.6,73.9,3.62,6.29,6.41,0.0,0.0,1,13.98,123.15,34.92,1,-23,13,0,0,STAT,0,LAT,LON,W,CRC,,6.1096
2025-03-07 05:05:30-08:00,3.7,420.915,16.785,23.509500000000003,2.7119999999999997,474.19,5.6,74.0,3.21,6.03,6.07,0.0,0.0,1,13.91,34.78,40.67,1,-23,13,0,-1,STAT,0,LAT,LON,W,CRC,,5.3664000000000005
2025-03-07 05:06:30-08:00,3.69,434.92900000000003,17.541,24.864,3.168,476.28,5.6,74.1,3.24,6.33,6.34,0.0,0.0,1,13.87,9.82,39.06,1,-23,13,0,-1,STAT,0,LAT,LON,W,CRC,,5.6976
2025-03-07 05:07:30-08:00,3.67,442.189,18.468,23.31,5.22,478.27,5.5,74.2,3.08,6.01,6.24,0.0,0.0,1,13.84,2.77,37.16,1,-25,12,0,-1,STAT,0,LAT,LON,W,CRC,,5.852
2025-03-07 05:08:30-08:00,3.63,445.8960000000001,17.901,24.9375,4.044,479.71,5.5,74.3,2.69,5.38,5.48,0.0,0.0,1,14.09,195.05,35.05,1,-17,14,0,0,STAT,0,LAT,LON,W,CRC,,5.1128
2025-03-07 05:09:30-08:00,3.62,445.54400000000004,17.109,25.567500000000003,4.919999999999999,480.25,5.5,74.8,2.58,5.49,5.83,0.0,0.0,1,13.91,55.09,34.03,1,-21,13,0,0,STAT,0,LAT,LON,W,CRC,,5.376
2025-03-07 05:10:32-08:00,3.6,447.447,18.324,24.087000000000003,5.94,480.09,5.5,74.8,2.55,5.14,5.33,0.0,0.0,1,13.87,15.56,43.9,1,-23,12,0,-1,STAT,0,LAT,LON,W,CRC,,5.300000000000001
2025-03-07 05:11:32-08:00,3.6,444.37800000000004,17.352,22.764,4.836,479.49,5.5,74.7,2.79,4.9,5.1,0.0,0.0,1,13.84,4.39,37.83,1,-26,12,-1,-1,STAT,0,LAT,LON,W,CRC,,4.8872
2025-03-07 05:12:32-08:00,3.59,440.35200000000003,17.244,23.499,4.644,479.17,5.5,74.8,2.74,4.71,4.77,0.0,0.0,1,14.09,161.55,40.2,1,-23,13,0,-1,STAT,0,LAT,LON,W,CRC,,4.6968000000000005
2025-03-07 05:13:32-08:00,3.59,429.17600000000004,16.092,22.092,4.884,479.06,5.5,74.7,2.78,5.26,5.79,0.0,0.0,1,13.91,55.24,41.89,1,-28,12,0,-1,STAT,0,LAT,LON,W,CRC,,5.1848
2025-03-07 05:14:32-08:00,3.55,427.18500000000006,16.029,22.05,4.8,479.02,5.4,74.7,2.26,4.93,5.11,0.0,0.0,1,13.87,15.6,41.6,1,-26,13,0,-1,STAT,0,LAT,LON,W,CRC,,4.904
2025-03-07 05:15:32-08:00,3.52,421.82800000000003,15.615000000000002,20.9055,5.159999999999999,479.01,5.4,74.5,2.43,4.75,4.94,0.0,0.0,1,13.84,4.41,42.89,1,-24,14,0,-1,STAT,0,LAT,LON,W,CRC,,4.832
2025-03-07 05:16:32-08:00,3.51,429.682,15.417,22.743000000000002,2.868,479.0,5.4,74.5,2.43,5.02,5.08,0.0,0.0,1,14.05,136.47,39.98,1,-20,14,0,0,STAT,0,LAT,LON,W,CRC,,4.5896
2025-03-07 05:17:33-08:00,3.5,437.43700000000007,20.052000000000003,24.297,4.656,477.08,5.4,75.1,3.47,6.33,6.61,0.0,0.0,1,13.95,62.52,37.93,1,-25,11,0,-1,STAT,0,LAT,LON,W,CRC,,5.9952000000000005
2025-03-07 05:18:33-08:00,3.5,453.42,29.241000000000003,25.851000000000003,5.628,476.03,5.4,75.5,3.58,6.38,6.78,0.0,0.0,1,13.87,17.66,40.76,1,-26,12,0,0,STAT,0,LAT,LON,W,CRC,,6.2296000000000005
2025-03-07 05:19:33-08:00,3.49,452.87,28.259999999999998,24.654,6.636,476.01,5.4,75.4,3.23,5.93,6.42,0.0,0.0,1,13.84,4.99,37.26,1,-24,12,-1,0,STAT,0,LAT,LON,W,CRC,,6.0712
2025-03-07 05:20:34-08:00,3.48,443.74,25.326,23.016000000000002,7.212,475.36,5.4,75.3,3.12,6.05,6.52,0.0,0.0,1,14.02,145.24,45.16,1,-20,12,0,0,STAT,0,LAT,LON,W,CRC,,6.2824
2025-03-07 05:21:34-08:00,3.47,442.761,23.139000000000003,22.596,5.207999999999999,474.28,5.4,75.1,2.96,5.43,5.58,0.0,0.0,1,13.91,41.02,39.83,1,-27,13,0,-1,STAT,0,LAT,LON,W,CRC,,5.3856
2025-03-07 05:22:34-08:00,3.43,457.072,21.267,22.617,4.967999999999999,473.24,5.4,74.9,3.53,6.42,6.6,0.0,0.0,1,13.87,11.59,39.21,1,-25,12,0,0,STAT,0,LAT,LON,W,CRC,,6.1296
2025-03-07 05:23:34-08:00,3.41,458.79900000000004,18.963,22.764,5.052,472.78,5.3,74.9,2.8,5.45,5.7,0.0,0.0,1,13.84,3.27,39.23,1,-24,12,0,0,STAT,0,LAT,LON,W,CRC,,5.3704
2025-03-07 05:24:34-08:00,3.4,449.75700000000006,19.206,23.247,3.6119999999999997,472.92,5.3,75.0,2.94,5.92,6.0,0.0,0.0,1,14.02,103.5,36.12,1,-24,12,0,0,STAT,0,LAT,LON,W,CRC,,5.458399999999999
