DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,295,30,-16,-26,6,0,0.00000,0.00000.1,0.1,3512957640,137,32,-7,-25,3879614934,AQI
2025-03-07 09:22:50-08:00,1.4,332.87100000000004,20.196,24.1185,3.7199999999999998,450.95,4.2,79.3,6.94,10.96,12.25,0.0,0.0,1,13.87,12.26,32.75,1,-8,10.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.512
2025-03-07 09:23:51-08:00,1.43,334.224,20.421000000000003,24.066000000000003,5.328,450.69,4.2,79.5,6.85,11.19,11.8,0.0,0.0,1,13.95,48.45,30.69,1,-9,10.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.0176
2025-03-07 09:24:51-08:00,1.44,332.64,18.801000000000002,24.853500000000004,2.76,450.24,4.2,79.6,6.66,10.68,11.81,0.0,0.0,1,13.98,50.28,36.23,1,-7,12.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.096
2025-03-07 09:25:51-08:00,1.46,330.04400000000004,19.548,25.641000000000002,2.328,449.44,4.2,79.8,6.49,10.67,11.28,0.0,0.0,1,13.91,14.2,38.63,1,-7,11.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.0016
2025-03-07 09:26:51-08:00,1.47,330.473,21.528000000000002,24.738,2.496,449.15,4.3,79.8,6.52,10.45,11.31,0.0,0.0,1,13.98,73.97,32.92,1,-7,8.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.8592
2025-03-07 09:27:52-08:00,1.49,325.16,20.25,24.969,1.8359999999999999,449.05,4.3,80.0,6.65,10.71,11.29,0.0,0.0,1,13.91,20.89,31.2,1,-8,9.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.935200000000002
2025-03-07 09:28:52-08:00,1.53,328.482,19.665000000000003,25.536,1.884,449.02,4.4,80.1,6.65,11.1,11.95,0.0,0.0,1,14.12,83.51,32.0,1,-6,10.0,0.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.2568
2025-03-07 09:29:49-08:00,1.55,323.862,22.653000000000002,25.084500000000002,1.9799999999999998,449.01,4.4,80.0,6.53,11.03,11.79,0.0,0.0,1,13.91,46.34,41.88,1,-6,7.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.22
2025-03-07 09:30:49-08:00,1.57,331.32,22.401,23.352,3.2640000000000002,449.0,4.4,80.0,6.72,11.47,12.14,0.0,0.0,1,14.12,97.52,36.18,1,-6,9.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.828800000000001
2025-03-07 09:31:49-08:00,1.57,330.022,21.186,25.011000000000003,0.9239999999999999,449.0,4.4,80.0,6.94,11.07,11.71,0.0,0.0,1,13.91,27.54,31.29,1,-9,9.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.040799999999999
2025-03-07 09:32:49-08:00,1.6,331.111,22.806,23.709,3.7199999999999998,448.46,4.5,80.0,7.03,10.63,11.05,0.0,0.0,1,14.12,77.13,33.78,1,-7,9.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.248000000000001
2025-03-07 09:33:49-08:00,1.64,330.38500000000005,23.112000000000002,23.835,3.78,448.16,4.5,80.0,6.82,10.66,11.19,0.0,0.0,1,13.91,29.88,31.9,1,-7,9.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.284
2025-03-07 09:34:51-08:00,1.67,330.979,21.141,22.7955,3.9599999999999995,448.06,4.5,80.0,7.4,11.4,12.04,0.0,0.0,1,13.98,89.09,53.76,1,-4,10.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.912
2025-03-07 09:35:51-08:00,1.68,329.021,22.284000000000002,23.961000000000002,4.044,447.32,4.5,80.0,7.25,11.23,12.15,0.0,0.0,1,13.91,25.16,36.25,1,-5,9.0,-1.0,-4.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.7928
2025-03-07 09:36:51-08:00,1.69,331.056,22.212,23.982,5.172,446.46,4.5,80.0,7.04,11.27,11.89,0.0,0.0,1,14.12,49.04,34.19,1,-8,10.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.0504
