DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,169,23,-7,3714015663,105,35,-6,-21,611576809,AQI
2025-03-23 05:29:30-07:00,7.27,230.50500000000002,8.739,16.674000000000003,17.099999999999998,430.43,8.3,75.3,2.15,3.87,4.21,15.0,0.0,-1.0,,,,,,,6.516
2025-03-23 05:30:30-07:00,7.25,231.352,8.289000000000001,16.443,18.419999999999998,430.15,8.3,75.4,2.17,3.55,3.66,17.0,0.0,0.0,,,,,,,6.523999999999999
2025-03-23 05:31:31-07:00,7.24,230.07600000000002,8.397,17.01,17.76,429.76,8.3,75.2,1.85,3.2,3.24,16.0,0.0,0.0,,,,,,,6.112000000000001
2025-03-23 05:32:31-07:00,7.24,228.30500000000004,7.218,17.325,16.776,429.27,8.3,75.5,1.56,3.05,3.31,18.0,0.0,0.0,,,,,,,5.7951999999999995
2025-03-23 05:33:31-07:00,7.23,227.348,9.729000000000001,18.8265,14.568,429.5,8.3,75.5,1.5,3.14,3.63,16.0,0.0,0.0,,,,,,,5.425600000000001
2025-03-23 05:34:31-07:00,7.23,231.24200000000002,12.870000000000001,19.299,15.18,431.71,8.3,75.7,1.69,2.85,3.31,14.0,0.0,0.0,,,,,,,5.316000000000001
2025-03-23 05:35:31-07:00,7.23,229.449,10.134,17.871,14.196,434.49,8.3,75.8,1.59,3.2,3.69,16.0,0.0,-1.0,,,,,,,5.3992
2025-03-23 05:36:31-07:00,7.23,235.004,9.198,17.524500000000003,14.904,435.39,8.2,75.7,2.03,3.24,3.49,16.0,0.0,-1.0,,,,,,,5.572800000000001
2025-03-23 05:37:31-07:00,7.22,236.335,7.821,17.576999999999998,15.06,434.76,8.2,75.8,2.71,3.84,3.97,17.0,0.0,0.0,,,,,,,6.0840000000000005
2025-03-23 05:38:32-07:00,7.21,236.39000000000001,7.497,16.779,14.604,433.97,8.2,75.8,2.76,4.18,4.45,17.0,0.0,-1.0,,,,,,,6.264799999999999
2025-03-23 05:39:33-07:00,7.21,238.83200000000002,7.992000000000001,17.587500000000002,15.047999999999998,432.69,8.2,75.7,3.1,4.78,4.93,16.0,0.0,-1.0,,,,,,,6.833600000000001
2025-03-23 05:40:33-07:00,7.19,237.93000000000004,7.02,16.611,15.636,431.79,8.2,75.8,3.16,5.06,5.26,17.0,-1.0,0.0,,,,,,,7.1752
2025-03-23 05:41:33-07:00,7.15,238.425,6.8759999999999994,18.1755,13.716,431.28,8.2,75.9,2.85,4.86,4.98,17.0,0.0,-1.0,,,,,,,6.6312
2025-03-23 05:42:33-07:00,7.14,238.029,7.146000000000001,17.619000000000003,14.064,431.1,8.2,76.0,2.39,4.59,4.63,17.0,0.0,0.0,,,,,,,6.4848
2025-03-23 05:43:33-07:00,7.14,231.50600000000003,7.929,17.9655,12.972,430.51,8.2,76.1,2.34,4.02,4.33,16.0,0.0,0.0,,,,,,,5.8104
2025-03-23 05:44:28-07:00,7.13,231.561,7.668,18.511499999999998,12.372,430.7,8.2,76.4,2.06,3.98,4.14,17.0,0.0,0.0,,,,,,,5.6584
2025-03-23 05:45:28-07:00,7.13,235.77400000000003,7.578,18.700499999999998,12.132,430.89,8.2,76.3,2.59,4.62,5.53,17.0,0.0,0.0,,,,,,,6.122400000000001
2025-03-23 05:46:29-07:00,7.13,238.24900000000002,8.073,17.724,11.592,430.96,8.2,76.4,3.42,5.19,5.63,17.0,0.0,-1.0,,,,,,,6.4704
2025-03-23 05:47:29-07:00,7.13,235.004,8.973,17.3145,12.156,431.49,8.2,76.5,3.36,5.6,6.21,16.0,0.0,0.0,,,,,,,6.9112
2025-03-23 05:48:29-07:00,7.13,237.08300000000003,8.766,17.451,12.299999999999999,431.56,8.2,76.6,3.14,5.26,5.65,15.0,0.0,0.0,,,,,,,6.668
2025-03-23 05:49:29-07:00,7.12,240.328,9.657,18.4695,12.864,432.25,8.2,76.6,2.63,4.28,4.51,14.0,0.0,-1.0,,,,,,,5.9968
2025-03-23 05:50:30-07:00,7.12,238.084,9.558,19.1835,12.852,432.73,8.2,76.5,2.13,3.58,4.04,15.0,0.0,-1.0,,,,,,,5.4344
2025-03-23 05:51:30-07:00,7.12,234.553,9.495000000000001,19.572000000000003,12.107999999999999,432.99,8.2,76.5,1.87,3.43,3.76,15.0,0.0,-1.0,,,,,,,5.1655999999999995
2025-03-23 05:52:30-07:00,7.11,235.598,7.2989999999999995,19.8555,10.415999999999999,433.64,8.2,76.6,2.1,3.19,3.61,17.0,1.0,-1.0,,,,,,,4.635199999999999
2025-03-23 05:53:30-07:00,7.11,230.61500000000004,9.774,17.6085,13.788,433.87,8.2,76.5,2.02,3.76,3.91,15.0,0.0,0.0,,,,,,,5.7656
2025-03-23 05:54:31-07:00,7.1,234.87200000000004,9.0,18.2805,12.228,433.78,8.2,76.5,2.46,4.53,4.58,16.0,0.0,-1.0,,,,,,,6.069600000000001
2025-03-23 05:55:31-07:00,7.09,233.53000000000003,8.154,17.892,12.06,433.43,8.2,76.6,2.75,4.8,4.82,16.0,0.0,-1.0,,,,,,,6.252000000000001
2025-03-23 05:56:31-07:00,7.07,235.88400000000001,8.523000000000001,17.619000000000003,12.216,433.8,8.2,76.7,2.36,4.08,4.08,16.0,0.0,-1.0,,,,,,,5.7072
2025-03-23 05:57:32-07:00,7.05,238.293,8.883,18.0075,13.308,433.93,8.2,76.7,2.66,4.52,4.77,16.0,0.0,-1.0,,,,,,,6.2776
2025-03-23 05:58:32-07:00,7.04,244.22200000000004,9.099,17.409,14.591999999999999,433.98,8.2,76.7,2.45,4.57,4.71,15.0,0.0,0.0,,,,,,,6.574400000000001
2025-03-23 05:59:33-07:00,7.03,253.05500000000004,10.026000000000002,19.288500000000003,12.732,433.99,8.2,76.7,3.07,5.13,5.37,14.0,0.0,-1.0,,,,,,,6.6504
2025-03-23 06:00:33-07:00,7.03,257.125,9.009,20.055000000000003,11.723999999999998,434.5,8.2,76.8,2.88,4.55,4.83,15.0,0.0,-1.0,,,,,,,5.9848
2025-03-23 06:01:33-07:00,7.03,257.444,8.496,19.0155,11.772,434.82,8.2,76.8,2.75,4.62,4.9,16.0,0.0,-1.0,,,,,,,6.0504
2025-03-23 06:02:33-07:00,7.03,257.48800000000006,8.559,18.501,11.508,435.29,8.1,77.0,3.37,6.06,6.33,16.0,0.0,-1.0,,,,,,,7.1495999999999995
2025-03-23 06:03:33-07:00,7.03,257.675,8.415,19.425,10.860000000000001,435.75,8.2,77.2,3.59,6.29,6.91,15.0,0.0,-1.0,,,,,,,7.204000000000001
2025-03-23 06:04:35-07:00,7.03,257.708,9.576,18.2175,13.116,436.0,8.2,77.2,3.24,5.69,5.91,15.0,0.0,-1.0,,,,,,,7.1752
2025-03-23 06:05:34-07:00,7.03,257.587,8.946,17.472,14.027999999999999,436.65,8.1,77.4,3.33,6.0,6.08,15.0,-1.0,-1.0,,,,,,,7.605600000000001
2025-03-23 06:06:34-07:00,7.03,259.19300000000004,8.775,17.997,13.728,436.88,8.2,77.3,3.6,6.02,6.05,15.0,0.0,-1.0,,,,,,,7.5616
2025-03-23 06:07:34-07:00,7.03,260.83200000000005,8.019,18.7215,12.815999999999999,437.46,8.2,77.3,3.5,5.57,5.58,16.0,0.0,-1.0,,,,,,,7.0192000000000005
2025-03-23 06:08:34-07:00,7.03,263.89000000000004,8.217,18.889499999999998,12.299999999999999,438.39,8.2,77.3,3.2,5.12,5.16,16.0,0.0,-2.0,,,,,,,6.556
2025-03-23 06:09:34-07:00,7.03,262.97700000000003,8.397,17.6085,14.304,438.79,8.2,77.3,3.07,5.02,5.13,16.0,-1.0,-1.0,,,,,,,6.8768
2025-03-23 06:10:33-07:00,7.02,263.307,8.325000000000001,17.576999999999998,14.543999999999999,438.92,8.2,77.1,2.76,5.17,5.26,16.0,-1.0,-1.0,,,,,,,7.0448
2025-03-23 06:11:34-07:00,7.03,259.853,7.803,16.3905,16.392,438.97,8.2,77.2,2.92,5.25,5.56,16.0,0.0,-1.0,,,,,,,7.478400000000001
2025-03-23 06:12:34-07:00,7.02,259.82,7.002000000000001,17.829,14.376,438.99,8.1,77.2,3.11,6.79,7.36,17.0,0.0,-1.0,,,,,,,8.3072
2025-03-23 06:13:34-07:00,7.03,261.06300000000005,8.298,17.839499999999997,14.747999999999998,439.0,8.2,77.1,3.6,6.35,6.81,15.0,-1.0,-1.0,,,,,,,8.0296
2025-03-23 06:14:34-07:00,7.02,260.766,7.398000000000001,18.081,13.872,439.16,8.2,77.3,3.75,5.87,6.22,16.0,0.0,-1.0,,,,,,,7.470400000000001
2025-03-23 06:15:35-07:00,7.02,263.637,7.578,19.4985,11.796,439.7,8.2,77.4,3.94,6.91,7.7,17.0,0.0,-1.0,,,,,,,7.8872
2025-03-23 06:16:35-07:00,7.02,264.297,8.829,19.488,11.052000000000001,439.9,8.2,77.4,4.63,7.78,8.31,15.0,0.0,-1.0,,,,,,,8.4344
2025-03-23 06:17:36-07:00,7.01,263.10900000000004,8.703,18.753,12.036,439.96,8.1,77.5,4.39,8.33,9.06,16.0,0.0,-1.0,,,,,,,9.071200000000001
2025-03-23 06:18:36-07:00,7.02,264.09900000000005,8.046,19.2255,11.819999999999999,440.07,8.2,77.5,4.7,8.35,8.86,16.0,0.0,-1.0,,,,,,,9.044
2025-03-23 06:19:36-07:00,7.01,262.51500000000004,8.415,19.666500000000003,11.292,440.13,8.1,77.6,5.4,9.86,10.71,16.0,0.0,-1.0,,,,,,,10.1464
2025-03-23 06:20:37-07:00,7.01,260.788,8.946,18.511499999999998,12.276,440.31,8.2,77.6,5.34,9.51,10.0,15.0,0.0,-2.0,,,,,,,10.0632
2025-03-23 06:21:37-07:00,7.01,254.88100000000003,8.154,19.131,10.739999999999998,440.11,8.1,77.6,5.14,8.85,9.47,16.0,0.0,-1.0,,,,,,,9.228
2025-03-23 06:22:37-07:00,7.01,256.124,8.055,18.921,11.772,440.3,8.1,77.7,4.96,8.04,8.93,15.0,0.0,-1.0,,,,,,,8.7864
2025-03-23 06:23:37-07:00,7.01,258.12600000000003,9.261,17.22,14.196,440.11,8.1,77.6,5.3,9.3,10.75,15.0,0.0,-1.0,,,,,,,10.279200000000001
2025-03-23 06:24:37-07:00,7.01,260.744,7.5600000000000005,19.719,12.12,440.04,8.1,77.5,5.09,8.47,9.71,17.0,0.0,-1.0,,,,,,,9.200000000000001
2025-03-23 06:25:33-07:00,7.0,261.37100000000004,7.596,19.9815,10.692,440.01,8.2,77.5,4.82,7.85,8.5,17.0,0.0,-1.0,,,,,,,8.4184
2025-03-23 06:26:33-07:00,6.99,253.72600000000003,9.576,19.5825,11.352,440.0,8.1,77.5,4.74,7.16,7.91,15.0,0.0,-1.0,,,,,,,7.9984
2025-03-23 06:27:33-07:00,6.98,251.79000000000002,10.179,18.4065,12.743999999999998,440.23,8.1,77.6,5.21,7.44,8.48,14.0,0.0,-1.0,,,,,,,8.500800000000002
2025-03-23 06:28:33-07:00,6.96,250.78900000000004,9.072000000000001,18.9525,11.219999999999999,440.23,8.1,77.7,5.01,7.16,7.62,15.0,0.0,-1.0,,,,,,,7.972
2025-03-23 06:29:33-07:00,6.94,253.495,9.270000000000001,18.165000000000003,11.592,440.31,8.1,77.7,5.21,7.75,8.18,15.0,-1.0,0.0,,,,,,,8.5184
2025-03-23 06:30:33-07:00,6.93,251.42700000000002,9.558,18.5325,11.772,440.21,8.1,77.6,5.54,7.63,9.41,16.0,0.0,-1.0,,,,,,,8.458400000000001
2025-03-23 06:31:33-07:00,6.93,255.89300000000003,8.532,19.089000000000002,12.0,440.13,8.1,77.6,5.29,8.43,9.48,16.0,0.0,-1.0,,,,,,,9.144
2025-03-23 06:32:33-07:00,6.93,254.04500000000002,7.785,18.931500000000003,12.252,440.05,8.1,77.7,5.1,9.07,9.4,16.0,0.0,-1.0,,,,,,,9.7064
2025-03-23 06:33:34-07:00,6.93,257.653,9.243,19.4145,12.084,440.02,8.1,77.5,6.01,9.89,10.52,15.0,0.0,-1.0,,,,,,,10.328800000000001
2025-03-23 06:34:34-07:00,6.93,257.411,9.261,19.2255,12.647999999999998,440.46,8.1,77.7,5.72,9.35,10.51,15.0,0.0,0.0,,,,,,,10.0096
2025-03-23 06:35:35-07:00,6.93,257.081,9.765,19.2045,11.136,440.81,8.1,77.6,5.44,9.11,9.79,15.0,0.0,-1.0,,,,,,,9.5152
2025-03-23 06:36:35-07:00,6.93,255.376,8.811,19.677,11.796,440.93,8.1,77.6,4.87,7.85,8.09,15.0,-1.0,-1.0,,,,,,,8.6392
2025-03-23 06:37:35-07:00,6.93,254.50700000000003,8.433,20.727,12.384,440.98,8.1,77.3,4.99,8.61,8.77,16.0,0.0,0.0,,,,,,,9.3648
2025-03-23 06:38:35-07:00,6.93,255.59600000000003,9.243,19.845,13.008,440.54,8.1,77.4,5.22,9.9,10.47,16.0,0.0,-1.0,,,,,,,10.521600000000001
2025-03-23 06:39:36-07:00,6.93,255.453,8.568,19.7715,12.48,440.19,8.1,77.2,5.61,8.99,9.3,16.0,0.0,-1.0,,,,,,,9.688
2025-03-23 06:40:37-07:00,6.93,254.61700000000002,9.485999999999999,18.627,12.06,440.07,8.1,77.5,4.92,9.59,9.89,15.0,0.0,-1.0,,,,,,,10.084000000000001
2025-03-23 06:41:37-07:00,6.93,252.57100000000003,9.054,19.5195,11.339999999999998,440.07,8.1,77.4,5.66,10.0,10.1,15.0,-1.0,-1.0,,,,,,,10.268
2025-03-23 06:42:37-07:00,6.93,251.68000000000004,9.441,18.543,12.576,440.18,8.1,77.4,5.09,9.04,9.45,15.0,-1.0,-1.0,,,,,,,9.7472
2025-03-23 06:43:37-07:00,6.93,255.22200000000004,9.162,18.228,14.088,440.55,8.1,77.3,5.76,9.2,9.42,15.0,0.0,-1.0,,,,,,,10.1776
2025-03-23 06:44:37-07:00,6.93,252.43900000000002,9.522,18.039,14.52,440.19,8.1,77.3,5.57,9.18,9.59,15.0,0.0,-1.0,,,,,,,10.248000000000001
2025-03-23 06:45:38-07:00,6.93,255.53000000000003,9.774,18.900000000000002,13.127999999999998,440.07,8.1,77.4,5.91,10.25,10.56,15.0,-1.0,-1.0,,,,,,,10.825600000000001
2025-03-23 06:46:38-07:00,6.93,255.145,9.216000000000001,18.1965,15.239999999999998,440.02,8.1,77.3,6.3,11.21,12.28,15.0,-1.0,-1.0,,,,,,,12.016000000000002
2025-03-23 06:47:38-07:00,6.93,258.456,9.936,19.173000000000002,12.360000000000001,440.01,8.1,77.5,6.33,10.48,10.83,15.0,0.0,-1.0,,,,,,,10.856000000000002
2025-03-23 06:48:38-07:00,6.93,255.59600000000003,8.973,20.748,10.5,440.0,8.1,77.5,6.08,10.65,11.1,16.0,0.0,-1.0,,,,,,,10.620000000000001
2025-03-23 06:49:39-07:00,6.92,255.09000000000003,8.667000000000002,19.9395,11.184,440.0,8.1,77.5,6.91,11.18,11.33,15.0,0.0,0.0,,,,,,,11.180800000000001
2025-03-23 06:50:39-07:00,6.92,253.74800000000002,8.721,19.509,12.612,440.0,8.0,77.5,6.68,11.1,11.58,15.0,0.0,-1.0,,,,,,,11.4024
2025-03-23 06:51:39-07:00,6.92,257.51,8.424,19.078500000000002,12.299999999999999,440.0,8.0,77.4,7.04,11.47,12.03,16.0,0.0,-1.0,,,,,,,11.636
2025-03-23 06:52:39-07:00,6.92,258.577,8.019,19.866000000000003,11.315999999999999,440.0,8.0,77.5,6.16,11.51,12.19,17.0,0.0,-1.0,,,,,,,11.4712
2025-03-23 06:53:39-07:00,6.92,265.87,8.199,19.4145,12.911999999999999,440.0,8.0,77.4,6.26,11.88,12.44,16.0,0.0,-1.0,,,,,,,12.086400000000001
