DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,131,17,-11,-39,3004041553,185,-16,-34,4107559339,AQI
2025-03-22 07:49:48-07:00,5.59,252.01000000000002,8.541,19.0365,19.068,429.99,7.3,74.8,4.51,6.85,7.11,15.0,0.0,-2.0,STAT,,,,,,9.293600000000001
2025-03-22 07:50:48-07:00,5.59,269.753,8.091000000000001,17.85,20.964,430.0,7.3,74.7,4.44,6.79,7.38,15.0,0.0,-2.0,STAT,,,,,,9.6248
2025-03-22 07:51:48-07:00,5.59,261.712,9.324,18.396,19.776,430.0,7.3,74.6,4.03,7.3,7.64,15.0,0.0,-2.0,STAT,,,,,,9.7952
2025-03-22 07:52:48-07:00,5.59,256.432,8.955,18.627,20.532,430.23,7.3,74.9,3.94,7.38,7.73,14.0,0.0,-1.0,STAT,,,,,,10.0104
2025-03-22 07:53:48-07:00,5.6,273.02,7.848000000000001,18.585,21.048,430.73,7.3,74.8,3.78,6.38,6.71,16.0,0.0,-2.0,STAT,,,,,,9.313600000000001
2025-03-22 07:54:48-07:00,5.6,275.33000000000004,8.262,19.7715,17.652,431.55,7.3,74.8,3.4,5.73,6.61,15.0,0.0,-3.0,STAT,,,,,,8.1144
2025-03-22 07:55:51-07:00,5.62,285.362,7.6049999999999995,20.8005,17.364,432.34,7.3,74.8,3.13,4.57,5.35,15.0,0.0,-3.0,STAT,,,,,,7.128800000000001
2025-03-22 07:56:51-07:00,5.65,286.51700000000005,7.947,20.328,18.119999999999997,432.77,7.3,74.6,2.91,4.79,5.05,15.0,0.0,-3.0,STAT,,,,,,7.4559999999999995
2025-03-22 07:57:51-07:00,5.66,268.983,6.444,20.958000000000002,17.028,433.21,7.3,74.6,2.87,4.9,5.63,16.0,0.0,-3.0,STAT,,,,,,7.3256
2025-03-22 07:58:51-07:00,5.68,252.52700000000002,8.919,20.8425,15.611999999999998,433.91,7.4,74.6,2.55,4.23,4.69,15.0,0.0,-3.0,STAT,,,,,,6.5064
2025-03-22 07:59:51-07:00,5.68,238.27100000000004,7.488,19.960500000000003,16.404,433.68,7.4,74.6,2.45,4.2,5.48,15.0,0.0,-3.0,STAT,,,,,,6.6408000000000005
2025-03-22 08:00:51-07:00,5.69,260.31500000000005,7.965,18.6375,16.776,432.83,7.4,74.4,2.14,3.44,3.98,14.0,-1.0,-3.0,STAT,,,,,,6.107200000000001
2025-03-22 08:01:52-07:00,5.69,270.24800000000005,9.603,18.7215,17.652,431.64,7.4,74.3,1.93,3.01,3.52,14.0,-1.0,-3.0,STAT,,,,,,5.9384
2025-03-22 08:02:52-07:00,5.7,272.437,9.18,19.477500000000003,16.08,431.23,7.4,74.4,1.8,3.19,3.36,14.0,0.0,-3.0,STAT,,,,,,5.768
2025-03-22 08:03:52-07:00,5.71,256.96000000000004,7.083,19.488,18.119999999999997,431.16,7.5,74.3,1.8,3.06,3.11,16.0,0.0,-2.0,STAT,,,,,,6.072
2025-03-22 08:04:52-07:00,5.75,260.81,9.9,18.448500000000003,18.18,431.55,7.5,74.1,1.41,2.47,2.74,13.0,-1.0,-2.0,STAT,,,,,,5.612
2025-03-22 08:05:52-07:00,5.77,258.797,7.641,17.2725,18.72,431.46,7.5,74.0,1.59,2.33,2.9,16.0,-1.0,-3.0,STAT,,,,,,5.608
2025-03-22 08:06:52-07:00,5.78,251.119,8.360999999999999,17.325,19.752,431.16,7.5,73.8,1.39,2.33,2.66,15.0,-1.0,-3.0,STAT,,,,,,5.8144
2025-03-22 08:07:52-07:00,5.79,250.019,9.225,17.167500000000004,21.384,431.06,7.6,73.6,1.66,2.57,3.02,15.0,-1.0,-2.0,STAT,,,,,,6.332800000000001
2025-03-22 08:08:52-07:00,5.8,237.00600000000003,8.046,16.359,21.0,431.02,7.6,73.8,1.39,2.37,2.78,15.0,-1.0,-3.0,STAT,,,,,,6.096
2025-03-22 08:09:52-07:00,5.8,225.841,8.199,17.7345,17.724,431.01,7.6,73.7,1.39,2.91,3.58,16.0,0.0,-3.0,STAT,,,,,,5.872800000000001
2025-03-22 08:10:53-07:00,5.82,219.109,8.919,17.3145,19.836000000000002,430.64,7.6,73.6,1.45,2.68,3.05,14.0,0.0,-2.0,STAT,,,,,,6.1112
2025-03-22 08:11:53-07:00,5.85,236.643,7.785,16.779,19.331999999999997,430.8,7.6,73.6,1.29,2.22,2.87,14.0,0.0,-2.0,STAT,,,,,,5.6424
2025-03-22 08:12:53-07:00,5.87,247.258,8.919,17.535,17.88,430.93,7.5,73.7,1.46,2.39,2.69,14.0,0.0,-2.0,STAT,,,,,,5.488
2025-03-22 08:13:53-07:00,5.87,249.23800000000003,8.451,17.3145,18.372,430.98,7.5,73.7,1.37,2.16,2.25,15.0,0.0,-3.0,STAT,,,,,,5.4024
2025-03-22 08:14:54-07:00,5.87,241.52700000000002,7.038,17.4195,19.476,430.99,7.5,73.6,1.27,2.01,2.4,16.0,0.0,-2.0,STAT,,,,,,5.5032
2025-03-22 08:15:51-07:00,5.87,231.46200000000002,7.839000000000001,17.514,18.768,431.29,7.5,73.6,1.19,2.55,2.69,15.0,-1.0,-2.0,STAT,,,,,,5.7936000000000005
2025-03-22 08:16:51-07:00,5.83,241.395,9.063,17.7345,18.503999999999998,431.75,7.5,73.6,1.07,1.89,1.94,14.0,0.0,-2.0,STAT,,,,,,5.2128
2025-03-22 08:17:51-07:00,5.81,246.46600000000004,7.893,17.839499999999997,18.576,431.91,7.5,73.7,1.02,1.83,2.03,15.0,0.0,-2.0,STAT,,,,,,5.179200000000001
2025-03-22 08:18:51-07:00,5.8,241.252,8.424,16.7895,19.224,431.47,7.5,73.6,0.99,1.8,2.2,15.0,0.0,-2.0,STAT,,,,,,5.284800000000001
2025-03-22 08:19:51-07:00,5.8,242.154,8.928,16.1385,18.708,431.16,7.5,73.6,1.0,2.22,2.38,15.0,0.0,-2.0,STAT,,,,,,5.5176
2025-03-22 08:20:52-07:00,5.8,238.425,9.117,16.3065,16.32,430.83,7.5,73.5,0.95,2.01,2.61,16.0,0.0,-1.0,STAT,,,,,,4.872
2025-03-22 08:21:51-07:00,5.79,230.12,8.532,17.01,17.316,430.94,7.4,73.5,0.98,2.04,2.62,15.0,0.0,-2.0,STAT,,,,,,5.0952
2025-03-22 08:22:52-07:00,5.79,225.467,8.406,17.2305,17.796,430.98,7.4,73.5,1.38,2.35,2.77,16.0,0.0,0.0,STAT,,,,,,5.4392000000000005
2025-03-22 08:23:52-07:00,5.78,226.985,7.5329999999999995,17.976000000000003,17.784,430.99,7.4,73.5,1.4,2.12,2.36,16.0,0.0,-1.0,STAT,,,,,,5.252800000000001
2025-03-22 08:24:52-07:00,5.78,226.644,8.028,18.0915,19.679999999999996,431.0,7.4,73.6,1.13,1.95,2.05,15.0,0.0,-1.0,STAT,,,,,,5.4959999999999996
2025-03-22 08:25:52-07:00,5.78,220.209,7.911,19.4355,17.472,431.0,7.4,73.6,0.97,1.69,1.73,16.0,0.0,-2.0,STAT,,,,,,4.846400000000001
2025-03-22 08:26:54-07:00,5.75,219.16400000000002,8.514000000000001,18.931500000000003,17.532,430.77,7.4,73.7,1.4,2.28,2.54,15.0,0.0,-2.0,STAT,,,,,,5.3304
2025-03-22 08:27:54-07:00,5.72,225.63200000000003,6.768,19.7295,16.139999999999997,430.92,7.4,73.8,1.65,2.59,2.67,17.0,0.0,-2.0,STAT,,,,,,5.3
2025-03-22 08:28:54-07:00,5.71,235.235,7.470000000000001,19.7715,15.419999999999998,430.97,7.5,73.5,1.29,2.69,2.86,15.0,0.0,-4.0,STAT,,,,,,5.236
