DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,138,-6,-34,1498349072,185,20,-11,-32,1507635727,AQI
2025-03-22 07:50:14-07:00,4.97,229.95500000000004,8.397,18.375,17.364,424.4,6.6,75.6,5.03,7.67,7.96,14.0,-2.0,STAT,,,,,,,9.6088
2025-03-22 07:51:14-07:00,4.97,233.49700000000004,9.441,20.0445,18.168,424.14,6.6,75.6,4.09,6.85,7.07,13.0,-2.0,STAT,,,,,,,9.1136
2025-03-22 07:52:15-07:00,4.97,229.46,8.937,19.9395,16.919999999999998,424.4,6.7,75.7,3.36,7.1,7.17,13.0,-1.0,STAT,,,,,,,9.064
2025-03-22 07:53:15-07:00,4.97,235.45500000000004,9.459,20.097,18.215999999999998,424.79,6.7,75.7,3.12,6.9,7.05,12.0,-2.0,STAT,,,,,,,9.1632
2025-03-22 07:54:15-07:00,4.97,239.97600000000003,9.270000000000001,19.7295,16.956,424.93,6.7,75.6,3.04,5.96,6.06,13.0,-3.0,STAT,,,,,,,8.1592
2025-03-22 07:55:15-07:00,4.97,249.876,10.971,19.918499999999998,16.464,425.45,6.7,75.7,2.88,5.39,5.64,12.0,-3.0,STAT,,,,,,,7.6048
2025-03-22 07:56:17-07:00,4.97,257.14700000000005,10.251000000000001,19.089000000000002,17.124,426.21,6.7,75.7,2.92,5.18,5.26,12.0,-2.0,STAT,,,,,,,7.5687999999999995
2025-03-22 07:57:17-07:00,4.97,244.12300000000002,9.270000000000001,18.417,18.936,427.34,6.7,75.8,2.53,4.36,4.55,13.0,-2.0,STAT,,,,,,,7.275200000000001
2025-03-22 07:58:17-07:00,4.97,231.16500000000002,11.169,19.698000000000004,16.752,428.68,6.7,75.7,2.73,4.92,5.31,11.0,-2.0,STAT,,,,,,,7.2864
2025-03-22 07:59:17-07:00,4.98,218.977,9.567,19.614,15.576,428.85,6.7,75.8,2.26,5.24,5.38,13.0,-2.0,STAT,,,,,,,7.3072
2025-03-22 08:00:18-07:00,4.98,217.151,11.43,19.656,15.792,428.26,6.7,75.8,2.09,4.46,5.19,12.0,-2.0,STAT,,,,,,,6.7264
2025-03-22 08:01:17-07:00,4.99,240.911,10.746,19.53,15.611999999999998,427.65,6.7,75.8,1.88,3.87,4.09,12.0,-2.0,STAT,,,,,,,6.2184
2025-03-22 08:02:17-07:00,4.99,240.68000000000004,9.909,18.123,17.543999999999997,427.23,6.7,75.7,1.55,3.64,3.87,12.0,-2.0,STAT,,,,,,,6.4208
2025-03-22 08:03:17-07:00,5.0,232.199,11.169,17.9865,17.939999999999998,426.5,6.7,75.7,1.54,3.56,3.74,12.0,-2.0,STAT,,,,,,,6.436
2025-03-22 08:04:17-07:00,4.99,221.44100000000003,10.404,18.427500000000002,17.148,426.18,6.7,75.8,1.78,3.6,3.78,13.0,-2.0,STAT,,,,,,,6.3096000000000005
2025-03-22 08:05:17-07:00,4.98,237.01700000000002,9.198,19.099500000000003,15.491999999999999,426.06,6.7,75.7,1.65,3.09,4.33,13.0,-2.0,STAT,,,,,,,5.570399999999999
2025-03-22 08:06:17-07:00,4.98,224.11400000000003,8.046,19.7085,15.647999999999998,426.02,6.7,75.7,1.3,2.89,3.43,14.0,-2.0,STAT,,,,,,,5.4416
2025-03-22 08:07:17-07:00,4.97,225.36800000000002,9.395999999999999,18.700499999999998,16.464,425.62,6.7,75.5,1.57,3.45,3.71,13.0,-2.0,STAT,,,,,,,6.0527999999999995
2025-03-22 08:08:17-07:00,4.97,220.46200000000002,9.432,19.488,16.848,425.46,6.7,75.4,1.59,3.03,3.32,13.0,-2.0,STAT,,,,,,,5.7936
2025-03-22 08:09:18-07:00,4.97,208.637,8.55,17.9025,17.34,425.16,6.7,75.5,1.75,2.89,2.99,13.0,-2.0,STAT,,,,,,,5.78
2025-03-22 08:10:18-07:00,4.97,199.584,8.568,18.1125,16.152,425.06,6.7,75.6,1.48,3.18,3.57,14.0,-2.0,STAT,,,,,,,5.774400000000001
2025-03-22 08:11:19-07:00,4.97,208.395,8.73,18.627,16.224,425.02,6.7,75.5,1.3,2.3,2.46,13.0,-2.0,STAT,,,,,,,5.0847999999999995
2025-03-22 08:12:19-07:00,4.97,233.83800000000002,9.081,18.732,15.035999999999998,425.01,6.7,75.5,1.1,2.37,2.55,13.0,-2.0,STAT,,,,,,,4.9032
2025-03-22 08:13:19-07:00,4.97,233.354,9.045000000000002,18.018,18.06,425.0,6.6,75.6,1.11,2.8,3.07,14.0,-1.0,STAT,,,,,,,5.852
2025-03-22 08:14:19-07:00,4.97,221.83700000000002,8.694,18.6585,17.664,425.5,6.6,75.6,1.04,2.2,2.29,15.0,-2.0,STAT,,,,,,,5.292800000000001
