DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,115,21,-4,2440178474,146,30,-6,259688224,AQI
2025-03-18 03:57:58-07:00,6.08,183.24900000000002,4.158,17.619000000000003,27.048,407.86,7.6,58.9,0.04,1.03,1.14,19.0,0.0,0.0,,,,,,6.2336
2025-03-18 03:58:58-07:00,6.04,184.33800000000002,5.445,17.598000000000003,27.768,407.95,7.5,59.2,0.02,1.12,1.18,18.0,1.0,0.0,,,,,,6.4496
2025-03-18 03:59:58-07:00,6.01,182.96300000000002,6.408,16.7265,28.212,407.98,7.5,59.4,0.44,1.31,1.42,17.0,1.0,0.0,,,,,,6.6904
2025-03-18 04:00:58-07:00,6.0,187.011,6.678,17.587500000000002,26.171999999999997,407.99,7.5,59.4,0.15,0.69,0.88,17.0,1.0,0.0,,,,,,5.7863999999999995
2025-03-18 04:01:58-07:00,5.99,194.359,5.265,19.026000000000003,25.776,408.0,7.5,59.6,0.19,0.49,0.56,17.0,1.0,0.0,,,,,,5.547200000000001
2025-03-18 04:02:59-07:00,5.96,194.887,0.135,16.8105,28.656,408.0,7.5,59.9,0.07,0.66,0.85,21.0,2.0,0.0,,,,,,6.2592
2025-03-18 04:03:59-07:00,5.92,195.42600000000002,4.5,17.020500000000002,28.2,408.5,7.5,60.1,0.02,0.88,0.98,18.0,1.0,0.0,,,,,,6.344
2025-03-18 04:04:59-07:00,5.91,195.668,5.121,17.682000000000002,29.099999999999998,408.82,7.5,60.2,0.01,0.59,0.71,17.0,0.0,0.0,,,,,,6.292
2025-03-18 04:05:59-07:00,5.9,193.27,4.3020000000000005,17.0835,30.384,408.94,7.4,60.5,0.0,0.37,0.4,17.0,1.0,0.0,,,,,,6.372800000000001
2025-03-18 04:06:59-07:00,5.89,196.48200000000003,6.201,17.1255,29.567999999999998,408.98,7.4,60.6,0.07,0.76,0.78,15.0,0.0,0.0,,,,,,6.521599999999999
2025-03-18 04:07:59-07:00,5.85,193.38000000000002,3.8970000000000002,17.703,27.276,408.99,7.4,60.7,0.26,0.81,1.01,17.0,0.0,0.0,,,,,,6.103200000000001
2025-03-18 04:09:00-07:00,5.82,188.40800000000002,3.321,17.041500000000003,25.487999999999996,409.0,7.4,60.8,0.09,0.55,0.62,18.0,1.0,0.0,,,,,,5.5376
2025-03-18 04:10:00-07:00,5.8,187.67100000000002,3.447,16.821,27.252,409.58,7.4,61.2,0.33,1.02,1.16,18.0,1.0,0.0,,,,,,6.2664
2025-03-18 04:11:00-07:00,5.79,189.13400000000001,2.574,17.1465,27.144000000000002,409.46,7.4,61.6,0.29,1.24,1.47,19.0,1.0,0.0,,,,,,6.420800000000001
2025-03-18 04:12:00-07:00,5.76,192.61,4.3020000000000005,18.1125,27.947999999999997,409.16,7.3,61.9,0.28,1.41,1.48,17.0,1.0,0.0,,,,,,6.7176
2025-03-18 04:13:00-07:00,5.72,192.115,4.239,17.839499999999997,27.384,408.65,7.3,62.0,0.45,1.12,1.15,17.0,1.0,0.0,,,,,,6.372800000000001
2025-03-18 04:14:00-07:00,5.7,190.93800000000002,2.61,16.947000000000003,29.483999999999998,408.77,7.3,62.3,0.27,1.23,1.24,19.0,1.0,0.0,,,,,,6.8808
2025-03-18 04:15:00-07:00,5.69,190.56400000000002,3.618,17.7555,28.272,408.85,7.3,62.5,0.37,1.08,1.08,17.0,0.0,0.0,,,,,,6.5184
2025-03-18 04:16:00-07:00,5.68,190.454,3.375,17.209500000000002,27.516,408.95,7.3,62.6,0.46,0.96,0.96,17.0,0.0,0.0,,,,,,6.271199999999999
2025-03-18 04:17:00-07:00,5.63,192.14800000000002,5.4990000000000006,18.049500000000002,25.956,408.48,7.3,62.8,0.75,1.22,1.42,16.0,0.0,0.0,,,,,,6.1672
2025-03-18 04:18:01-07:00,5.61,193.58900000000003,4.203,17.283,28.188,408.17,7.3,63.1,0.9,1.4,1.46,17.0,1.0,0.0,,,,,,6.7576
2025-03-18 04:19:01-07:00,5.59,196.94400000000002,4.617,16.5795,30.095999999999997,408.06,7.2,63.4,0.99,2.13,2.3,16.0,1.0,0.0,,,,,,7.723199999999999
2025-03-18 04:20:01-07:00,5.59,196.87800000000001,6.633,16.4115,30.504,408.02,7.2,63.7,1.49,2.72,2.79,15.0,1.0,0.0,,,,,,8.276800000000001
2025-03-18 04:21:01-07:00,5.58,197.615,5.814,16.2855,29.124,408.01,7.2,63.8,1.56,3.29,3.56,16.0,0.0,0.0,,,,,,8.4568
