DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,326,31,-16,-19,6,0,0.00000,0.00000.1,0.1,3184671575,AQI
2025-03-07 04:57:24-08:00,4.05,496.0010000000001,18.81,27.027,4.871999999999999,476.18,6.0,71.1,3.66,7.02,7.09,0.0,0.0,1,13.84,36.63,49.51,1,-8,13,0,1,STAT,0,LAT,LON,W,CRC,,6.5904
2025-03-07 04:58:24-08:00,4.03,465.00300000000004,20.862000000000002,27.447000000000003,6.132000000000001,474.73,6.0,71.2,3.83,6.65,6.75,0.0,0.0,1,13.77,10.35,37.87,1,-7,12,0,0,STAT,0,LAT,LON,W,CRC,,6.5464
2025-03-07 04:59:24-08:00,4.02,463.80400000000003,20.790000000000003,27.846,5.015999999999999,473.03,6.0,71.4,4.04,6.66,6.9,0.0,0.0,1,13.77,2.92,33.4,1,-9,12,-1,0,STAT,0,LAT,LON,W,CRC,,6.3312
2025-03-07 05:00:24-08:00,3.99,432.80600000000004,20.241,28.308000000000003,4.38,472.36,6.0,71.6,2.74,5.16,5.33,0.0,0.0,1,13.91,99.51,32.01,1,-7,12,0,0,STAT,0,LAT,LON,W,CRC,,5.0040000000000004
2025-03-07 05:01:24-08:00,3.95,415.25000000000006,19.548,26.880000000000003,5.9639999999999995,471.22,6.0,71.7,2.53,5.14,5.4,0.0,0.0,1,13.84,28.1,32.79,1,-8,13,0,0,STAT,0,LAT,LON,W,CRC,,5.3048
2025-03-07 05:02:24-08:00,3.93,406.96700000000004,18.738,26.953500000000002,3.6839999999999997,470.43,5.9,71.8,2.44,4.83,4.92,0.0,0.0,1,13.77,7.94,41.73,1,-8,13,0,0,STAT,0,LAT,LON,W,CRC,,4.6008000000000004
2025-03-07 05:03:24-08:00,3.92,403.12800000000004,18.576,25.557000000000002,3.168,470.15,5.9,71.7,2.87,5.79,7.39,0.0,0.0,1,13.73,2.24,39.22,1,-9,13,0,0,STAT,0,LAT,LON,W,CRC,,5.265600000000001
2025-03-07 05:04:24-08:00,3.91,401.46700000000004,18.918,24.7695,5.136,469.41,5.9,71.6,3.63,6.82,8.21,0.0,0.0,1,13.87,101.11,33.34,1,-9,12,0,0,STAT,0,LAT,LON,W,CRC,,6.4832
2025-03-07 05:05:24-08:00,3.86,402.53400000000005,19.863,25.451999999999998,3.6959999999999997,469.05,5.9,71.5,3.06,6.09,6.67,0.0,0.0,1,13.8,28.56,39.33,1,-9,11,0,0,STAT,0,LAT,LON,W,CRC,,5.6112
2025-03-07 05:06:25-08:00,3.83,404.96500000000003,19.458000000000002,24.129,5.904,469.18,5.8,71.6,2.85,5.82,6.74,0.0,0.0,1,13.77,8.06,41.58,1,-10,12,0,0,STAT,0,LAT,LON,W,CRC,,5.8368
2025-03-07 05:07:26-08:00,3.81,408.72700000000003,19.503000000000004,25.431,6.323999999999999,470.64,5.8,71.6,2.28,5.21,5.58,0.0,0.0,1,13.98,64.86,41.57,1,-8,12,0,1,STAT,0,LAT,LON,W,CRC,,5.4328
2025-03-07 05:08:26-08:00,3.78,417.483,18.774,27.342,3.6119999999999997,471.82,5.8,71.7,2.15,4.64,4.76,0.0,0.0,1,13.87,54.76,39.37,1,-10,13,0,0,STAT,0,LAT,LON,W,CRC,,4.4344
2025-03-07 05:09:26-08:00,3.74,422.84000000000003,18.657,27.405,4.752,473.2,5.7,71.8,2.95,5.75,6.11,0.0,0.0,1,13.8,15.47,36.84,1,-12,13,0,0,STAT,0,LAT,LON,W,CRC,,5.550400000000001
2025-03-07 05:10:26-08:00,3.72,421.531,18.288,27.5835,5.328,473.03,5.7,72.0,2.32,4.73,4.85,0.0,0.0,1,13.77,4.37,36.8,1,-10,14,0,0,STAT,0,LAT,LON,W,CRC,,4.849600000000001
2025-03-07 05:11:26-08:00,3.7,417.89,19.737000000000002,26.8275,5.52,471.82,5.7,72.3,1.93,4.24,4.29,0.0,0.0,1,13.95,155.59,35.72,1,-9,11,0,0,STAT,0,LAT,LON,W,CRC,,4.496
2025-03-07 05:12:26-08:00,3.69,411.499,18.873,26.323500000000003,4.632,471.21,5.7,72.3,1.55,4.13,4.14,0.0,0.0,1,13.84,43.94,32.87,1,-13,12,0,0,STAT,0,LAT,LON,W,CRC,,4.2304
2025-03-07 05:13:25-08:00,3.65,407.67100000000005,18.468,24.843,4.788,471.04,5.7,72.3,1.81,4.36,4.37,0.0,0.0,1,13.77,12.41,44.22,1,-12,13,0,0,STAT,0,LAT,LON,W,CRC,,4.445600000000001
2025-03-07 05:14:26-08:00,3.62,407.011,18.756,25.105500000000003,5.328,471.01,5.7,72.2,1.61,4.1,4.1,0.0,0.0,1,13.98,66.41,37.15,1,-11,12,0,0,STAT,0,LAT,LON,W,CRC,,4.3456
2025-03-07 05:15:26-08:00,3.61,404.954,18.801000000000002,24.4545,5.64,471.01,5.6,72.2,1.62,4.18,4.18,0.0,0.0,1,13.87,55.29,31.85,1,-12,11,0,1,STAT,0,LAT,LON,W,CRC,,4.4719999999999995
2025-03-07 05:16:26-08:00,3.6,406.12,18.279,25.5045,3.924,471.0,5.6,72.3,1.81,4.61,4.61,0.0,0.0,1,13.8,15.62,38.85,1,-10,12,0,0,STAT,0,LAT,LON,W,CRC,,4.4728
