DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,407,30,-10,-22,6,0,0.00000,0.00000.1,0.1,3998445535,139,29,-4,-26,1486867586,AQI
2025-03-07 04:55:07-08:00,4.69,612.029,17.496000000000002,19.834500000000002,1.176,480.64,6.1,68.4,2.6,5.71,6.15,0.0,0.0,1,13.77,26.93,42.91,1,-7,13.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.8032
2025-03-07 04:56:07-08:00,4.66,599.4560000000001,18.252000000000002,20.706,1.512,479.68,6.1,68.5,2.83,5.58,6.04,0.0,0.0,1,13.73,7.61,36.44,1,-6,13.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.766400000000001
2025-03-07 04:57:07-08:00,4.66,567.6770000000001,16.704,20.790000000000003,2.496,478.83,6.0,68.7,2.75,5.48,5.79,0.0,0.0,1,13.73,2.15,32.85,1,-9,14.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.8832
2025-03-07 04:58:07-08:00,4.65,533.918,19.71,21.21,3.2039999999999997,477.34,6.0,69.0,3.6,6.07,6.6,0.0,0.0,1,13.87,97.53,34.56,1,-8,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.4968
2025-03-07 04:59:07-08:00,4.64,518.54,22.851000000000003,21.945,3.876,475.18,6.0,69.4,3.23,5.99,6.16,0.0,0.0,1,13.8,27.55,36.1,1,-10,13.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.567200000000001
2025-03-07 05:00:08-08:00,4.61,498.454,21.221999999999998,22.1235,3.42,475.03,5.9,69.5,3.17,5.83,5.88,0.0,0.0,1,13.73,7.78,41.91,1,-7,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,5.348000000000001
2025-03-07 05:01:08-08:00,4.57,476.90500000000003,19.053,22.554000000000002,2.5079999999999996,475.01,5.9,69.6,2.6,4.82,5.18,0.0,0.0,1,13.73,2.2,38.31,1,-9,13.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.357600000000001
2025-03-07 05:02:08-08:00,4.56,461.3620000000001,17.451,22.7955,1.44,475.0,5.8,69.7,2.31,4.23,4.65,0.0,0.0,1,13.87,86.88,33.43,1,-9,13.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.672
2025-03-07 05:03:08-08:00,4.55,448.261,17.316,21.430500000000002,1.056,475.0,5.9,69.5,2.22,4.46,4.65,0.0,0.0,1,13.8,24.54,31.05,1,-9,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.7792
2025-03-07 05:04:08-08:00,4.53,444.04800000000006,16.541999999999998,20.7795,0.18,474.46,5.8,69.3,2.96,5.7,6.05,0.0,0.0,1,13.77,6.93,33.24,1,-11,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.596
2025-03-07 05:05:08-08:00,4.49,444.03700000000003,17.559,19.971,2.112,474.03,5.8,69.2,2.63,4.98,5.13,0.0,0.0,1,13.73,1.96,30.18,1,-9,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.4064000000000005
2025-03-07 05:06:08-08:00,4.47,446.47900000000004,18.648,20.244000000000003,0.8999999999999999,474.01,5.8,69.1,2.21,4.68,5.24,0.0,0.0,1,13.87,70.88,36.53,1,-11,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.924
2025-03-07 05:07:09-08:00,4.44,446.95200000000006,17.73,20.349,3.2039999999999997,474.44,5.8,69.2,2.02,4.45,5.17,0.0,0.0,1,13.8,20.02,31.59,1,-10,12.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.200800000000001
2025-03-07 05:08:09-08:00,4.43,457.6,18.927000000000003,21.714000000000002,2.388,476.15,5.8,69.1,2.03,4.61,4.96,0.0,0.0,1,13.77,5.65,30.34,1,-10,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.1656
2025-03-07 05:09:09-08:00,4.39,467.92900000000003,16.253999999999998,20.412000000000003,4.02,478.51,5.8,69.3,2.28,4.44,5.29,0.0,0.0,1,13.73,1.6,34.37,1,-10,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,4.356000000000001
2025-03-07 05:10:09-08:00,4.36,475.002,17.082,22.417500000000004,2.4359999999999995,479.28,5.8,69.5,2.0,3.64,4.71,0.0,0.0,1,13.91,161.3,35.44,1,-7,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,3.3992000000000004
2025-03-07 05:11:09-08:00,4.35,463.21000000000004,17.838,22.26,0.216,479.1,5.7,69.6,2.0,3.5,4.07,0.0,0.0,1,13.8,45.56,35.94,1,-8,12.0,1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,2.8432000000000004
