DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,113,23,-2,1438089330,20,-4,-31,2665281937,AQI
2025-03-17 12:07:10-07:00,0.25,254.276,21.213,25.735500000000002,-2.424,497.57,2.9,79.0,3.57,6.35,6.86,7.0,0.0,-1.0,,,,,,4.5952
2025-03-17 12:08:10-07:00,0.25,261.723,20.088,25.851000000000003,-0.48,497.85,2.9,79.1,3.32,6.77,7.31,8.0,0.0,-1.0,,,,,,5.32
2025-03-17 12:09:10-07:00,0.25,269.016,21.456,27.909,2.256,497.86,2.9,79.1,3.93,7.54,8.03,7.0,0.0,-1.0,,,,,,6.4832
2025-03-17 12:10:11-07:00,0.25,267.861,19.044,31.038,0.636,496.29,2.9,79.3,4.95,9.26,9.91,8.0,0.0,-1.0,,,,,,7.535200000000001
2025-03-17 12:11:12-07:00,0.25,263.978,19.548,29.053500000000003,2.82,492.36,2.9,79.4,5.09,10.36,10.85,7.0,-1.0,-1.0,,,,,,8.852
2025-03-17 12:12:12-07:00,0.25,263.824,20.124,28.056,0.588,490.18,2.9,79.4,5.6,9.13,9.44,8.0,0.0,-1.0,,,,,,7.4216000000000015
2025-03-17 12:13:12-07:00,0.25,264.187,21.654,26.565,1.416,489.82,2.9,79.2,4.86,8.47,8.8,7.0,0.0,0.0,,,,,,7.059200000000001
2025-03-17 12:14:12-07:00,0.25,258.379,21.411,26.2185,-1.428,490.44,2.9,79.2,4.55,8.28,8.63,7.0,0.0,-1.0,,,,,,6.3384
2025-03-17 12:15:12-07:00,0.25,258.819,19.548,23.2785,2.28,491.93,2.9,79.0,4.11,7.11,7.39,8.0,-1.0,-1.0,,,,,,6.144
2025-03-17 12:16:07-07:00,0.25,259.534,20.403000000000002,21.9345,0.612,494.3,2.9,79.0,3.84,7.61,7.82,7.0,0.0,-1.0,,,,,,6.210400000000001
2025-03-17 12:17:08-07:00,0.25,260.49100000000004,23.436,24.948000000000004,-1.128,496.05,2.9,79.1,3.82,6.25,6.63,5.0,0.0,-1.0,,,,,,4.7744
2025-03-17 12:18:08-07:00,0.24,258.41200000000003,20.556,24.2655,-2.244,496.67,2.9,79.0,3.32,6.76,7.16,7.0,0.0,-1.0,,,,,,4.9592
2025-03-17 12:19:08-07:00,0.24,256.586,21.267,23.5725,-2.6519999999999997,496.88,2.9,78.8,3.87,6.76,7.31,7.0,0.0,-2.0,,,,,,4.8776
2025-03-17 12:20:08-07:00,0.24,259.545,22.671000000000003,23.982,-0.312,496.96,2.9,78.6,3.58,6.63,7.04,6.0,-1.0,-1.0,,,,,,5.2416
2025-03-17 12:21:12-07:00,0.24,260.83200000000005,21.177000000000003,24.465000000000003,-0.132,497.34,2.9,78.6,3.81,6.46,6.68,7.0,0.0,0.0,,,,,,5.1416
2025-03-17 12:22:08-07:00,0.23,263.05400000000003,22.383000000000003,23.541000000000004,-2.316,498.96,2.9,78.6,3.3,6.12,6.62,8.0,0.0,-1.0,,,,,,4.432800000000001
2025-03-17 12:23:08-07:00,0.22,266.904,22.248,22.921499999999998,-0.564,500.86,2.9,78.5,2.82,6.13,6.96,8.0,0.0,0.0,,,,,,4.7912
2025-03-17 12:24:08-07:00,0.2,290.081,26.226000000000003,23.509500000000003,0.8999999999999999,502.7,2.8,78.4,2.99,5.44,5.9,6.0,0.0,0.0,,,,,,4.532
2025-03-17 12:25:08-07:00,0.17,358.963,29.718000000000004,26.0925,0.048,504.75,2.8,78.4,3.85,6.73,6.88,5.0,0.0,0.0,,,,,,5.3936
2025-03-17 12:26:08-07:00,0.16,331.661,26.694,23.394000000000002,1.5,506.86,2.8,78.4,4.02,7.17,7.3,6.0,0.0,-1.0,,,,,,6.0360000000000005
2025-03-17 12:27:09-07:00,0.16,428.13100000000003,26.505,23.7405,0.324,507.6,2.8,78.4,4.13,6.79,7.34,7.0,0.0,-1.0,,,,,,5.4968
2025-03-17 12:28:09-07:00,0.16,484.84700000000004,26.793,25.399500000000003,-0.144,509.19,2.8,78.3,4.29,8.12,8.85,8.0,0.0,0.0,,,,,,6.467199999999999
