DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,326,31,-16,-19,6,0,0.00000,0.00000.1,0.1,3184671575,138,32,-9,-21,1924357611,AQI
2025-03-07 15:06:16-08:00,6.09,221.70500000000004,14.337,23.152500000000003,7.032,422.0,7.9,71.1,4.54,7.93,8.82,0.0,0.0,1,13.95,120.7,32.35,1,-5,18.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.750400000000001
2025-03-07 15:07:16-08:00,6.09,222.354,14.004000000000001,23.289,6.78,422.0,7.9,71.1,4.5,8.3,8.92,0.0,0.0,1,13.84,34.09,34.44,1,-5,18.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.996
2025-03-07 15:08:16-08:00,6.1,225.203,14.436,23.183999999999997,5.688,422.0,7.9,71.1,4.48,7.65,8.44,0.0,0.0,1,13.8,9.63,32.46,1,-7,18.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.257600000000001
2025-03-07 15:09:17-08:00,6.1,223.93800000000005,13.563,22.533,7.164,422.0,7.9,71.1,4.47,8.46,9.5,0.0,0.0,1,13.73,2.72,41.47,1,-7,19.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.200800000000001
2025-03-07 15:10:17-08:00,6.11,219.74700000000004,14.733,22.029,5.9639999999999995,422.0,7.9,71.1,4.32,7.65,8.27,0.0,0.0,1,13.91,97.84,33.77,1,-4,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.312800000000001
2025-03-07 15:11:17-08:00,6.11,218.14100000000002,14.634000000000002,22.176000000000002,6.588,422.0,7.9,71.0,4.1,7.11,7.51,0.0,0.0,1,13.84,27.63,33.54,1,-7,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.005600000000001
2025-03-07 15:12:17-08:00,6.11,213.04800000000003,14.715000000000002,21.9345,7.848,422.0,8.0,71.0,4.68,7.91,8.57,0.0,0.0,1,13.8,7.8,34.28,1,-5,18.0,-2.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.897600000000001
2025-03-07 15:13:18-08:00,6.12,215.01700000000002,14.643,23.8455,4.488,422.0,8.0,70.9,4.93,8.77,9.97,0.0,0.0,1,13.77,2.2,33.98,1,-6,18.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.913600000000001
2025-03-07 15:14:18-08:00,6.15,214.126,13.923,23.183999999999997,6.659999999999999,422.0,8.0,70.9,4.63,8.26,8.92,0.0,0.0,1,13.91,73.94,39.22,1,-5,19.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.94
2025-03-07 15:15:18-08:00,6.17,220.75900000000001,14.589,22.953,7.152,422.0,8.0,70.8,3.87,8.04,8.43,0.0,0.0,1,13.84,20.88,38.04,1,-7,17.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.862399999999999
2025-03-07 15:16:18-08:00,6.18,215.853,14.607000000000001,23.688,6.744,422.0,8.0,70.9,4.08,8.54,9.8,0.0,0.0,1,13.77,5.9,36.6,1,-6,18.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.1808
2025-03-07 15:17:18-08:00,6.19,215.10500000000002,14.265,22.648500000000002,5.04,422.0,8.0,70.9,4.52,8.47,9.13,0.0,0.0,1,13.95,122.96,35.25,1,-6,18.0,0.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.784000000000001
2025-03-07 15:18:18-08:00,6.2,214.544,14.256,23.677500000000002,4.344,422.58,8.0,70.8,4.8,8.66,9.45,0.0,0.0,1,13.87,34.73,32.26,1,-7,19.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.796800000000001
2025-03-07 15:19:18-08:00,6.2,219.241,15.174,23.4045,4.9559999999999995,422.85,8.0,70.8,4.72,8.49,8.99,0.0,0.0,1,13.8,9.81,43.19,1,-5,18.0,-1.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.783200000000001
2025-03-07 15:20:18-08:00,6.2,223.366,15.057,23.499,5.976,422.95,8.0,70.7,4.84,8.21,8.41,0.0,0.0,1,13.77,2.77,35.86,1,-5,18.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.763200000000001
2025-03-07 15:21:19-08:00,6.21,226.842,14.544,23.183999999999997,5.364,422.98,8.0,70.6,4.77,8.11,8.33,0.0,0.0,1,13.95,166.6,34.18,1,-5,19.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.5607999999999995
2025-03-07 15:22:19-08:00,6.21,232.44100000000003,15.3,23.320500000000003,5.4479999999999995,423.35,8.0,70.6,4.57,7.26,7.67,0.0,0.0,1,13.84,47.05,31.05,1,-6,18.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,6.8976
