DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,108,51,3,-2,6,0,0.00000,0.00000.1,0.1,1781195690,147,57,-3,617652373,AQI
2025-03-03 20:50:02-08:00,22.48,296.14200000000005,9.666,11.3505,10.127999999999998,475.87,21.7,35.3,0.05,0.48,0.5,0.0,0.0,1,13.87,19.87,32.63,1,-19,33.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.4095999999999997
2025-03-03 20:51:03-08:00,22.49,298.89200000000005,10.728,11.560500000000001,9.324,477.15,21.7,35.3,0.39,1.02,1.13,0.0,0.0,1,13.84,5.61,31.95,1,-20,32.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,2.6808
2025-03-03 20:52:06-08:00,22.49,291.61000000000007,11.484,11.949000000000002,9.0,479.13,21.7,35.2,0.41,1.03,1.07,0.0,0.0,1,13.84,1.59,33.96,1,-19,31.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.624
2025-03-03 20:53:06-08:00,22.48,289.058,11.925,11.571,9.408,480.2,21.7,35.2,0.44,0.67,0.68,0.0,0.0,1,13.8,0.45,34.07,1,-18,31.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.4176
2025-03-03 20:54:06-08:00,22.49,294.17300000000006,11.934,11.718,8.64,480.72,21.7,35.2,0.14,0.24,0.24,0.0,0.0,1,13.8,0.13,29.91,1,-19,32.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,1.9200000000000002
2025-03-03 20:55:06-08:00,22.49,291.33500000000004,12.276000000000002,11.6235,7.811999999999999,480.9,21.7,35.3,0.08,0.31,0.59,0.0,0.0,1,13.77,0.04,30.63,1,-18,31.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,1.8104
2025-03-03 20:56:06-08:00,22.49,288.93700000000007,12.087,11.802000000000001,7.536,480.97,21.7,35.3,0.52,1.0,1.14,0.0,0.0,1,13.77,0.01,32.11,1,-18,32.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.3072
2025-03-03 20:57:07-08:00,22.49,288.64,11.907,11.529000000000002,8.472,480.99,21.8,35.3,0.37,0.73,0.77,0.0,0.0,1,14.09,295.8,38.29,1,-17,33.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.2784
2025-03-03 20:58:07-08:00,22.49,295.31700000000006,11.034,11.76,8.196,481.0,21.7,35.3,0.24,0.65,0.66,0.0,0.0,1,13.95,83.54,32.71,1,-19,32.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.1592000000000002
2025-03-03 20:59:07-08:00,22.49,298.00100000000003,10.773000000000001,11.3295,8.388,481.0,21.8,35.3,0.36,0.52,0.82,0.0,0.0,1,13.87,23.59,31.82,1,-19,32.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.0936
2025-03-03 21:00:07-08:00,22.49,292.424,10.404,11.97,8.315999999999999,481.08,21.8,35.3,0.28,0.71,0.81,0.0,0.0,1,13.84,6.66,33.95,1,-19,32.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.2312
2025-03-03 21:01:07-08:00,22.49,291.324,10.989,11.6865,8.196,481.68,21.8,35.3,0.25,0.52,0.55,0.0,0.0,1,13.84,1.88,30.13,1,-18,32.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.0552
2025-03-03 21:02:06-08:00,22.49,293.106,12.482999999999999,12.159,8.532,481.89,21.8,35.2,0.09,0.6,0.61,0.0,0.0,1,13.8,0.53,45.73,1,-18,31.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.1864
2025-03-03 21:03:06-08:00,22.49,288.981,11.592,11.403,9.107999999999999,481.96,21.8,35.2,0.41,1.15,1.16,0.0,0.0,1,13.8,0.15,36.47,1,-17,32.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.7416
2025-03-03 21:04:06-08:00,22.49,295.449,12.51,10.993500000000001,9.576,482.57,21.8,35.3,0.55,1.1,1.27,0.0,0.0,1,13.77,0.04,35.82,1,-19,32.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.7952000000000004
2025-03-03 21:05:06-08:00,22.49,289.90500000000003,10.899,11.0775,9.911999999999999,482.85,21.8,35.3,0.31,0.9,1.15,0.0,0.0,1,13.77,0.01,32.67,1,-17,33.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.7024
2025-03-03 21:06:07-08:00,22.49,279.257,10.512,11.371500000000001,9.708,483.35,21.8,35.3,0.44,1.2,1.28,0.0,0.0,1,14.09,296.64,31.42,1,-15,33.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.9016
2025-03-03 21:07:08-08:00,22.49,294.646,10.485000000000001,12.096,8.016,484.04,21.8,35.3,0.64,1.46,1.68,0.0,0.0,1,13.95,99.51,34.16,1,-19,33.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.7712000000000003
2025-03-03 21:08:09-08:00,22.49,293.634,11.556000000000001,12.033000000000001,8.819999999999999,484.59,21.8,35.4,0.8,1.15,1.45,0.0,0.0,1,13.87,28.1,36.22,1,-19,32.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,2.6839999999999997
2025-03-03 21:09:09-08:00,22.49,295.47100000000006,12.33,11.3295,10.668000000000001,484.73,21.8,35.3,0.36,1.38,1.52,0.0,0.0,1,13.84,7.94,33.19,1,-18,31.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,3.2376000000000005
2025-03-03 21:10:09-08:00,22.51,299.92600000000004,12.411,11.8545,7.823999999999999,484.53,21.8,35.3,0.28,0.81,0.95,0.0,0.0,1,13.84,2.24,34.6,1,-20,30.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,2.2128
