DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,119,26,4024907249,157,29,-6,-23,2544592653,AQI
2025-03-12 19:08:12-07:00,8.34,205.38100000000003,8.919,12.169500000000001,30.287999999999997,417.0,9.4,74.4,0.03,0.65,0.69,24.0,-2.0,,,,,,,6.5776
2025-03-12 19:09:12-07:00,8.38,203.17000000000002,8.91,12.012,30.42,417.0,9.4,74.5,0.01,0.44,0.62,24.0,-2.0,,,,,,,6.436000000000001
2025-03-12 19:10:12-07:00,8.42,213.63100000000003,6.9750000000000005,12.600000000000001,28.944,417.0,9.4,74.6,0.0,0.39,0.58,25.0,-2.0,,,,,,,6.1008000000000004
2025-03-12 19:11:13-07:00,8.44,206.28300000000002,6.57,10.983,29.7,417.0,9.4,74.3,0.0,0.31,0.74,26.0,-2.0,,,,,,,6.188000000000001
2025-03-12 19:12:13-07:00,8.46,201.13500000000002,7.317000000000001,9.8385,29.412,417.0,9.5,73.8,0.0,0.71,0.97,26.0,-3.0,,,,,,,6.4504
2025-03-12 19:13:13-07:00,8.51,199.95800000000003,6.579,9.2925,31.104,417.0,9.5,73.9,0.0,0.93,1.02,26.0,-3.0,,,,,,,6.9648
2025-03-12 19:14:15-07:00,8.54,205.293,7.191000000000001,8.82,32.279999999999994,417.0,9.5,73.5,0.0,0.71,1.25,27.0,-3.0,,,,,,,7.023999999999999
2025-03-12 19:15:15-07:00,8.55,204.94100000000003,7.416,8.8305,30.732,417.0,9.6,73.8,0.13,0.84,1.38,26.0,-3.0,,,,,,,6.8184
2025-03-12 19:16:15-07:00,8.6,205.52400000000003,7.992000000000001,9.145500000000002,32.004,417.0,9.6,74.1,0.36,0.95,1.36,25.0,-3.0,,,,,,,7.1608
2025-03-12 19:17:15-07:00,8.63,206.228,7.38,9.911999999999999,31.067999999999998,417.0,9.6,73.6,0.2,0.76,1.08,26.0,-3.0,,,,,,,6.8216
2025-03-12 19:18:15-07:00,8.64,209.924,10.467,9.911999999999999,30.947999999999997,417.0,9.6,72.9,0.2,0.79,1.21,24.0,-3.0,,,,,,,6.8216
2025-03-12 19:19:16-07:00,8.68,206.61300000000003,9.395999999999999,8.484,32.532,417.0,9.7,72.8,0.07,0.57,0.98,25.0,-3.0,,,,,,,6.962399999999999
2025-03-12 19:20:16-07:00,8.72,204.49,8.199,8.7045,32.772,417.0,9.7,72.3,0.02,0.66,0.97,26.0,-2.0,,,,,,,7.0824
2025-03-12 19:21:16-07:00,8.74,203.53300000000002,6.633,7.4865,35.16,417.0,9.7,72.2,0.01,0.52,0.69,27.0,-3.0,,,,,,,7.448
2025-03-12 19:22:16-07:00,8.75,206.195,7.3709999999999996,8.2005,31.176,417.0,9.8,72.2,0.0,0.37,0.42,27.0,-3.0,,,,,,,6.5312
2025-03-12 19:23:16-07:00,8.79,205.403,9.684,10.279499999999999,31.163999999999998,417.0,9.7,71.7,0.0,0.56,0.58,25.0,-3.0,,,,,,,6.6808000000000005
2025-03-12 19:24:14-07:00,8.82,204.79800000000003,12.51,9.586500000000001,31.548,417.0,9.7,71.1,0.0,0.59,0.6,23.0,-2.0,,,,,,,6.781599999999999
2025-03-12 19:25:11-07:00,8.83,200.079,9.441,10.111500000000001,30.384,417.0,9.7,70.9,0.0,0.45,0.58,25.0,-2.0,,,,,,,6.436800000000001
2025-03-12 19:26:12-07:00,8.85,200.233,9.621,9.408000000000001,33.431999999999995,417.0,9.7,71.0,0.0,0.19,0.31,25.0,-3.0,,,,,,,6.838399999999999
2025-03-12 19:27:12-07:00,8.87,202.25700000000003,9.387,7.423500000000001,33.372,417.0,9.7,70.8,0.0,0.19,0.23,26.0,-3.0,,,,,,,6.8264000000000005
2025-03-12 19:28:12-07:00,8.91,201.69600000000003,8.937,9.2085,32.147999999999996,417.0,9.7,70.9,0.0,0.42,0.43,25.0,-3.0,,,,,,,6.7656
2025-03-12 19:29:12-07:00,8.93,224.93900000000002,7.821,8.463000000000001,32.628,417.0,9.7,71.5,0.0,0.23,0.52,26.0,-2.0,,,,,,,6.709600000000001
2025-03-12 19:30:12-07:00,8.95,226.44600000000003,7.38,9.2295,30.924,417.0,9.7,71.2,0.0,0.38,0.55,27.0,-2.0,,,,,,,6.4888
2025-03-12 19:31:12-07:00,8.95,215.53400000000002,5.508,8.2215,31.991999999999997,417.0,9.8,70.9,0.0,0.27,0.32,29.0,-2.0,,,,,,,6.6144
2025-03-12 19:32:12-07:00,8.99,208.175,7.776000000000001,6.9615,35.663999999999994,417.0,9.8,70.7,0.0,0.2,0.37,27.0,-2.0,,,,,,,7.2928
2025-03-12 19:33:12-07:00,9.02,207.85600000000002,8.064000000000002,7.329000000000001,33.504,416.73,9.8,70.8,0.0,0.56,0.89,27.0,-2.0,,,,,,,7.1488000000000005
2025-03-12 19:34:13-07:00,9.03,205.029,7.191000000000001,7.2555000000000005,33.516,416.26,9.8,70.2,0.0,0.42,0.53,28.0,-2.0,,,,,,,7.0392
2025-03-12 19:35:13-07:00,9.04,202.202,8.388,7.4655000000000005,34.296,416.09,9.8,70.1,0.0,0.49,0.53,27.0,-1.0,,,,,,,7.251200000000001
2025-03-12 19:36:13-07:00,9.05,202.609,6.930000000000001,9.345,32.712,415.49,9.8,70.4,0.0,0.2,0.29,27.0,-2.0,,,,,,,6.702400000000001
2025-03-12 19:37:14-07:00,9.05,199.903,8.262,9.082500000000001,33.744,415.17,9.7,70.3,0.0,0.06,0.09,26.0,-2.0,,,,,,,6.7968
2025-03-12 19:38:14-07:00,9.05,199.001,6.957000000000001,10.100999999999999,33.912,415.06,9.8,70.3,0.0,0.43,0.5,28.0,-1.0,,,,,,,7.1264
2025-03-12 19:39:14-07:00,9.06,198.275,6.273,8.736,34.14,415.02,9.7,70.4,0.0,0.27,0.45,28.0,-2.0,,,,,,,7.0440000000000005
2025-03-12 19:40:15-07:00,9.1,195.437,9.450000000000001,7.203,38.339999999999996,415.01,9.7,70.2,0.0,0.4,0.46,26.0,-2.0,,,,,,,7.9879999999999995
2025-03-12 19:41:15-07:00,9.12,193.54500000000002,8.514000000000001,8.8725,35.172,415.0,9.7,70.4,0.0,0.24,0.26,26.0,-2.0,,,,,,,7.2264
2025-03-12 19:42:15-07:00,9.13,194.942,7.749,9.355500000000001,34.476,415.0,9.7,70.5,0.0,0.16,0.45,27.0,-2.0,,,,,,,7.0232
2025-03-12 19:43:15-07:00,9.13,195.987,8.145000000000001,10.5105,34.596,415.0,9.7,70.8,0.26,0.31,0.41,26.0,-1.0,,,,,,,7.1672
2025-03-12 19:44:15-07:00,9.13,217.151,10.305,11.088000000000001,32.699999999999996,415.0,9.7,71.0,0.68,1.24,1.43,26.0,0.0,,,,,,,7.531999999999999
2025-03-12 19:45:15-07:00,9.14,210.925,7.506,10.3635,33.0,415.0,9.7,71.0,0.22,0.69,0.76,26.0,0.0,,,,,,,7.152
2025-03-12 19:46:16-07:00,9.14,204.83100000000002,6.795,12.285,33.839999999999996,415.0,9.7,71.4,0.1,0.77,0.79,27.0,-1.0,,,,,,,7.384
2025-03-12 19:47:16-07:00,9.14,198.803,9.063,11.4975,33.54,415.0,9.7,72.0,0.03,0.42,0.43,25.0,-1.0,,,,,,,7.0440000000000005
2025-03-12 19:48:16-07:00,9.14,197.978,8.360999999999999,11.445,32.16,415.0,9.7,71.6,0.1,0.62,1.13,26.0,0.0,,,,,,,6.927999999999999
2025-03-12 19:49:16-07:00,9.13,197.80200000000002,8.19,12.936000000000002,30.887999999999998,415.0,9.7,71.6,0.03,0.56,0.81,26.0,0.0,,,,,,,6.6256
2025-03-12 19:50:16-07:00,9.14,194.744,7.452,11.151,33.852,415.0,9.7,71.5,0.01,0.85,0.94,26.0,-1.0,,,,,,,7.450399999999999
2025-03-12 19:51:16-07:00,9.14,193.97400000000002,6.561,11.896500000000001,33.9,415.0,9.7,71.8,0.15,0.82,1.01,26.0,0.0,,,,,,,7.436
2025-03-12 19:52:16-07:00,9.13,189.178,7.056,13.6605,31.871999999999996,415.0,9.6,72.1,0.05,0.56,0.63,26.0,0.0,,,,,,,6.8224
2025-03-12 19:53:16-07:00,9.13,189.88200000000003,8.415,13.503,32.208,415.0,9.7,72.6,0.02,0.64,0.76,26.0,0.0,,,,,,,6.9536
2025-03-12 19:54:16-07:00,9.1,190.685,8.595,11.434500000000002,32.22,415.0,9.6,73.0,0.01,1.02,1.06,25.0,0.0,,,,,,,7.26
2025-03-12 19:55:17-07:00,9.07,186.56,6.696000000000001,11.245500000000002,34.199999999999996,414.71,9.6,72.5,0.0,0.69,0.88,27.0,0.0,,,,,,,7.3919999999999995
2025-03-12 19:56:18-07:00,9.06,187.81400000000002,6.8759999999999994,12.316500000000001,35.16,414.06,9.6,72.4,0.0,0.7,0.77,27.0,0.0,,,,,,,7.592
2025-03-12 19:57:18-07:00,9.06,186.47200000000004,7.776000000000001,12.936000000000002,34.092,413.86,9.6,72.5,0.1,0.8,0.92,27.0,0.0,,,,,,,7.458400000000001
2025-03-12 19:58:18-07:00,9.05,183.00700000000003,8.55,15.592500000000001,31.752,413.3,9.6,72.7,0.03,0.54,0.58,26.0,0.0,,,,,,,6.782400000000001
2025-03-12 19:59:18-07:00,9.05,185.69100000000003,8.28,14.605500000000001,31.991999999999997,413.11,9.6,72.9,0.01,0.69,0.99,26.0,0.0,,,,,,,6.950399999999999
2025-03-12 20:00:19-07:00,9.05,188.287,9.054,15.1095,31.656,413.04,9.5,73.5,0.0,0.69,0.79,24.0,0.0,,,,,,,6.8831999999999995
2025-03-12 20:01:19-07:00,9.05,186.81300000000002,8.199,14.889000000000001,31.487999999999996,413.31,9.6,73.7,0.0,0.44,0.47,26.0,0.0,,,,,,,6.6495999999999995
2025-03-12 20:02:19-07:00,9.05,222.98100000000002,9.504000000000001,15.141,33.768,413.76,9.6,73.9,0.06,0.82,1.05,25.0,0.0,,,,,,,7.4096
2025-03-12 20:03:19-07:00,9.04,212.091,9.459,15.445500000000001,30.624,413.91,9.5,73.8,0.02,0.35,0.44,24.0,0.0,,,,,,,6.404800000000001
