DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,148,29,-13,-24,3890503463,137,25,-8,3962891850,AQI
2025-03-15 17:30:08-07:00,4.74,215.76500000000001,11.772,15.246,18.684,408.0,6.4,76.0,0.0,0.44,0.57,11.0,0.0,-3.0,STAT,,,,,,4.088800000000001
2025-03-15 17:31:08-07:00,4.75,212.53100000000003,9.342,16.065,17.988,408.0,6.4,75.9,0.0,0.63,0.8,12.0,0.0,-2.0,STAT,,,,,,4.1015999999999995
2025-03-15 17:32:08-07:00,4.76,214.269,7.416,15.8445,18.348,408.0,6.4,76.0,0.0,0.23,0.67,15.0,-1.0,-2.0,STAT,,,,,,3.8536
2025-03-15 17:33:07-07:00,4.76,216.17200000000003,8.73,15.393,19.236,408.0,6.4,75.7,0.25,0.45,0.76,14.0,0.0,-2.0,STAT,,,,,,4.2072
2025-03-15 17:34:07-07:00,4.77,204.25900000000001,8.784,15.0465,20.928,408.0,6.5,75.9,0.08,0.32,0.43,14.0,0.0,-1.0,STAT,,,,,,4.4416
2025-03-15 17:35:08-07:00,4.78,187.90200000000002,7.02,14.553,19.752,408.0,6.5,75.5,0.03,0.11,0.15,16.0,-1.0,-2.0,STAT,,,,,,4.0384
2025-03-15 17:36:08-07:00,4.82,174.72400000000002,8.586,14.668500000000002,18.947999999999997,407.5,6.5,75.3,0.01,0.04,0.05,14.0,-1.0,-3.0,STAT,,,,,,3.8215999999999997
2025-03-15 17:37:08-07:00,4.84,174.40500000000003,7.7940000000000005,15.0045,16.764,407.18,6.5,75.3,0.0,0.01,0.02,14.0,-1.0,-4.0,STAT,,,,,,3.3608000000000002
2025-03-15 17:38:09-07:00,4.85,171.60000000000002,7.128,14.8155,17.28,407.03,6.5,75.1,0.0,0.16,0.16,15.0,-1.0,-4.0,STAT,,,,,,3.5840000000000005
2025-03-15 17:39:09-07:00,4.86,177.122,7.0649999999999995,13.566,20.592,407.01,6.5,74.4,0.0,0.05,0.05,15.0,-2.0,-3.0,STAT,,,,,,4.1584
