DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,338,31,-15,-21,6,0,0.00000,0.00000.1,0.1,3280696118,140,30,-7,-25,1014553708,AQI
2025-03-07 08:35:35-08:00,1.04,312.862,33.327000000000005,19.425,4.871999999999999,447.53,3.7,76.6,5.34,8.37,8.63,0.0,0.0,1,13.87,35.2,35.62,1,-12,8.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.6704
2025-03-07 08:36:35-08:00,1.04,311.696,31.824,18.879,4.967999999999999,447.8,3.7,76.5,5.09,8.93,9.39,0.0,0.0,1,13.84,9.94,31.7,1,-10,9.0,-4.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.137599999999999
2025-03-07 08:37:36-08:00,1.05,308.04400000000004,33.471,18.858,5.4719999999999995,447.87,3.7,76.5,5.18,8.82,9.56,0.0,0.0,1,13.87,42.91,32.19,1,-10,8.0,-4.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.150400000000001
2025-03-07 08:38:36-08:00,1.06,308.891,31.157999999999998,21.073500000000003,4.944,447.41,3.7,76.5,4.97,7.7,8.67,0.0,0.0,1,13.95,57.62,35.23,1,-9,8.0,-4.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.1488000000000005
2025-03-07 08:39:36-08:00,1.07,304.22700000000003,30.699,20.9055,4.776,445.13,3.7,76.7,5.34,8.27,8.58,0.0,0.0,1,13.87,16.27,37.0,1,-9,8.0,-4.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.571199999999999
2025-03-07 08:40:37-08:00,1.09,301.16900000000004,25.721999999999998,19.792500000000004,4.344,442.75,3.7,76.8,-1.0,-1.0,-1.0,0.0,0.0,1,14.09,50.4,34.03,1,-10,13.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.06880000000000008
2025-03-07 08:41:38-08:00,1.1,301.53200000000004,29.277,20.863500000000002,3.756,441.16,3.7,76.8,-1.0,-1.0,-1.0,0.0,0.0,1,13.87,44.99,31.33,1,-10,10.0,-3.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.048800000000000066
2025-03-07 08:42:38-08:00,1.11,302.247,29.565,20.265,3.6359999999999997,440.64,3.7,76.8,-1.0,-1.0,-1.0,0.0,0.0,1,13.84,12.71,32.29,1,-9,11.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.07280000000000009
2025-03-07 08:43:39-08:00,1.12,303.347,32.283,20.506500000000003,3.54,442.37,3.7,76.9,5.45,8.57,8.75,0.0,0.0,1,13.87,58.1,48.55,1,-9,9.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.564000000000001
2025-03-07 08:44:39-08:00,1.12,304.744,32.391000000000005,19.288500000000003,5.159999999999999,443.43,3.7,77.0,5.14,8.52,8.88,0.0,0.0,1,13.8,16.41,38.33,1,-11,10.0,-4.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.848
2025-03-07 08:45:39-08:00,1.12,302.39,33.165,19.3095,4.692,443.8,3.7,77.0,5.42,8.79,9.18,0.0,0.0,1,13.87,43.07,33.31,1,-10,9.0,-4.0,-3.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.9704
2025-03-07 08:46:39-08:00,1.12,303.79800000000006,31.797,21.042,2.808,443.93,3.7,77.0,5.48,9.2,9.32,0.0,0.0,1,13.84,12.16,35.5,1,-10,9.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,7.9216
2025-03-07 08:47:39-08:00,1.13,303.237,30.743999999999996,21.3885,4.356,443.43,3.7,77.1,5.34,9.28,9.33,0.0,0.0,1,13.91,66.57,33.7,1,-7,9.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.2952
2025-03-07 08:48:40-08:00,1.13,303.86400000000003,29.142000000000003,20.674500000000002,5.364,442.5,3.7,77.1,5.54,9.29,9.31,0.0,0.0,1,14.09,54.29,44.0,1,-10,9.0,-3.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,8.5048
