DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,137,-1,-31,4268792928,148,-4,2141733828,AQI
2025-03-10 13:26:08-07:00,0.68,596.4530000000001,36.36,22.4385,7.932,524.17,3.2,79.6,4.37,7.45,7.77,8.0,-1.0,STAT,,,,,7.546400000000001
2025-03-10 13:27:08-07:00,0.69,665.8850000000001,39.141000000000005,19.803,7.763999999999999,523.71,3.3,79.5,4.59,7.53,7.63,7.0,-2.0,STAT,,,,,7.5768
2025-03-10 13:28:08-07:00,0.69,593.241,37.215,20.748,6.252,523.25,3.3,79.6,4.44,6.53,6.56,7.0,-1.0,STAT,,,,,6.4744
2025-03-10 13:29:08-07:00,0.7,526.7570000000001,38.052,20.874,5.34,523.09,3.3,79.7,4.09,6.66,7.2,6.0,-1.0,STAT,,,,,6.396000000000001
2025-03-10 13:30:08-07:00,0.7,491.238,35.496,18.963,3.816,523.03,3.3,79.5,4.24,7.24,7.52,7.0,-1.0,STAT,,,,,6.555200000000001
2025-03-10 13:31:09-07:00,0.7,480.5350000000001,34.974000000000004,19.215,3.1559999999999997,521.85,3.3,79.3,3.66,6.03,6.15,7.0,-1.0,STAT,,,,,5.4552000000000005
2025-03-10 13:32:09-07:00,0.71,491.62300000000005,33.174,19.866000000000003,4.512,519.86,3.3,79.3,4.05,6.64,7.34,8.0,-1.0,STAT,,,,,6.2144
2025-03-10 13:33:09-07:00,0.71,499.23500000000007,33.642,20.034,5.22,518.72,3.3,79.3,3.98,6.73,7.06,8.0,-1.0,STAT,,,,,6.428000000000001
2025-03-10 13:34:09-07:00,0.71,501.49,33.588,19.4355,4.116,518.09,3.3,79.1,4.09,6.63,6.98,8.0,-1.0,STAT,,,,,6.1272
2025-03-10 13:35:09-07:00,0.71,500.90700000000004,34.722,20.3805,2.076,517.39,3.3,79.0,3.9,5.89,6.54,7.0,-1.0,STAT,,,,,5.1272
2025-03-10 13:36:09-07:00,0.71,493.75700000000006,33.948,20.517,2.4359999999999995,517.05,3.3,79.0,3.55,5.51,6.32,8.0,-1.0,STAT,,,,,4.8952
2025-03-10 13:37:09-07:00,0.71,492.43700000000007,32.634,20.863500000000002,-0.048,515.79,3.3,78.9,3.75,5.56,5.81,8.0,-1.0,STAT,,,,,4.4384
2025-03-10 13:38:09-07:00,0.71,493.79,34.731,21.819000000000003,-1.236,513.72,3.3,78.8,3.94,6.84,6.92,7.0,-1.0,STAT,,,,,5.2248
2025-03-10 13:39:09-07:00,0.71,495.06600000000003,32.940000000000005,21.147000000000002,1.476,511.83,3.3,78.7,3.94,6.06,6.27,8.0,-1.0,STAT,,,,,5.1432
2025-03-10 13:40:10-07:00,0.71,487.10200000000003,29.052000000000003,20.485500000000002,2.868,510.2,3.3,78.7,3.98,5.5,5.75,10.0,-1.0,STAT,,,,,4.9736
2025-03-10 13:41:10-07:00,0.71,479.21500000000003,30.482999999999997,20.0025,3.84,508.69,3.3,78.6,3.8,5.82,5.9,9.0,-1.0,STAT,,,,,5.424
2025-03-10 13:42:10-07:00,0.71,478.00500000000005,34.47,21.241500000000002,2.184,508.37,3.3,78.7,3.08,5.63,6.61,8.0,-1.0,STAT,,,,,4.9408
2025-03-10 13:43:10-07:00,0.71,471.87800000000004,34.668000000000006,21.357,1.6320000000000001,510.43,3.4,78.6,3.72,5.41,6.58,9.0,-1.0,STAT,,,,,4.654400000000001
2025-03-10 13:44:10-07:00,0.71,467.34600000000006,34.155,18.385500000000004,5.196,513.03,3.3,78.6,3.57,5.22,5.8,8.0,-1.0,STAT,,,,,5.2152
2025-03-10 13:45:11-07:00,0.71,467.19200000000006,34.344,19.257,2.928,513.98,3.3,78.5,3.64,5.2,5.4,7.0,-1.0,STAT,,,,,4.7456000000000005
2025-03-10 13:46:11-07:00,0.71,463.21000000000004,32.625,21.021,1.104,513.43,3.3,78.5,3.44,5.37,5.89,7.0,-1.0,STAT,,,,,4.5168
2025-03-10 13:47:11-07:00,0.71,458.183,30.762,19.467,4.176,511.53,3.3,78.5,3.7,5.7,6.07,8.0,-1.0,STAT,,,,,5.395200000000001
2025-03-10 13:48:11-07:00,0.71,461.571,31.311,19.929000000000002,1.8599999999999999,510.05,3.3,78.5,3.11,5.65,5.85,8.0,-1.0,STAT,,,,,4.892
2025-03-10 13:49:11-07:00,0.71,463.22100000000006,30.762,19.2255,2.4599999999999995,509.57,3.3,78.6,2.42,5.49,6.08,8.0,-1.0,STAT,,,,,4.884
2025-03-10 13:50:11-07:00,0.71,465.42100000000005,30.879,17.6505,3.1319999999999997,509.2,3.3,78.6,3.32,5.56,5.77,8.0,-1.0,STAT,,,,,5.0744
2025-03-10 13:51:11-07:00,0.71,462.649,32.085,17.052,4.296,509.07,3.3,78.8,3.21,5.54,5.61,8.0,-1.0,STAT,,,,,5.291200000000001
2025-03-10 13:52:11-07:00,0.71,470.8,35.82,18.385500000000004,5.484,509.43,3.4,78.9,4.0,5.78,6.29,7.0,-1.0,STAT,,,,,5.7208000000000006
2025-03-10 13:53:11-07:00,0.71,474.51800000000003,35.144999999999996,19.53,3.576,511.47,3.4,79.1,4.03,6.84,7.13,7.0,-2.0,STAT,,,,,6.187200000000001
2025-03-10 13:54:11-07:00,0.71,471.295,33.39,18.27,3.876,514.18,3.4,79.3,3.48,6.15,6.25,8.0,-2.0,STAT,,,,,5.695200000000001
2025-03-10 13:55:12-07:00,0.72,475.73900000000003,34.722,18.9525,4.056,516.38,3.4,79.4,4.08,6.42,7.32,7.0,-2.0,STAT,,,,,5.9472000000000005
2025-03-10 13:56:12-07:00,0.74,584.8590000000002,39.024,19.0155,3.6599999999999997,518.8,3.4,79.6,4.52,8.07,9.23,7.0,-2.0,STAT,,,,,7.188000000000001
2025-03-10 13:57:12-07:00,0.75,598.3670000000001,37.242000000000004,19.383000000000003,2.4,520.62,3.4,79.6,4.23,7.4,8.15,8.0,-2.0,STAT,,,,,6.4
2025-03-10 13:58:12-07:00,0.78,579.711,35.613,18.900000000000002,2.868,521.51,3.5,79.7,4.53,7.53,7.89,9.0,-2.0,STAT,,,,,6.597600000000001
2025-03-10 13:59:13-07:00,0.79,557.9530000000001,36.387,18.605999999999998,2.4119999999999995,521.83,3.5,79.6,4.21,6.74,7.57,8.0,-2.0,STAT,,,,,5.8744000000000005
2025-03-10 14:00:12-07:00,0.79,547.6460000000001,36.063,18.259500000000003,5.4719999999999995,521.32,3.5,79.6,3.66,7.11,7.79,8.0,-1.0,STAT,,,,,6.782400000000001
2025-03-10 14:01:12-07:00,0.79,564.4100000000001,40.419,20.811,5.568,521.62,3.6,79.7,4.32,7.58,8.27,7.0,-1.0,STAT,,,,,7.1776
2025-03-10 14:02:12-07:00,0.8,598.037,43.875,21.556500000000003,6.48,523.12,3.6,79.8,4.7,7.29,7.95,8.0,-2.0,STAT,,,,,7.128000000000001
2025-03-10 14:03:12-07:00,0.81,665.544,50.499,20.538,9.324,525.86,3.6,79.9,4.62,7.64,8.22,7.0,-2.0,STAT,,,,,7.9768
2025-03-10 14:04:12-07:00,0.81,709.9840000000002,53.415,20.832,9.552,528.61,3.6,80.0,4.62,7.42,7.96,8.0,-2.0,STAT,,,,,7.8464
2025-03-10 14:05:13-07:00,0.83,735.7020000000001,54.171,20.5485,6.936,531.47,3.7,80.1,5.38,8.94,9.48,7.0,-2.0,STAT,,,,,8.539200000000001
2025-03-10 14:06:13-07:00,0.87,719.2570000000001,50.283,20.149500000000003,6.276000000000001,533.92,3.7,80.1,4.75,7.79,7.97,9.0,-2.0,STAT,,,,,7.4872000000000005
2025-03-10 14:07:14-07:00,0.89,727.947,50.247,18.816000000000003,9.972,536.53,3.7,80.1,4.77,7.8,8.17,9.0,-2.0,STAT,,,,,8.2344
2025-03-10 14:08:14-07:00,0.9,777.3590000000002,50.894999999999996,20.5485,7.164,539.73,3.7,80.2,4.89,8.46,8.58,9.0,-2.0,STAT,,,,,8.200800000000001
2025-03-10 14:09:14-07:00,0.92,763.268,51.192,20.695500000000003,7.608,541.43,3.8,80.2,4.97,8.71,8.94,9.0,-2.0,STAT,,,,,8.489600000000001
2025-03-10 14:10:16-07:00,0.93,740.344,50.778000000000006,20.1915,6.672,542.45,3.8,80.1,4.5,7.6,7.88,9.0,-2.0,STAT,,,,,7.4144000000000005
2025-03-10 14:11:16-07:00,0.97,730.4990000000001,50.472,19.425,7.788,543.42,3.8,80.1,4.8,7.46,7.56,9.0,-2.0,STAT,,,,,7.5256
2025-03-10 14:12:16-07:00,0.99,741.994,49.941,19.078500000000002,6.156,543.57,3.9,80.0,4.98,8.05,8.46,9.0,-2.0,STAT,,,,,7.671200000000002
2025-03-10 14:13:12-07:00,1.01,745.866,49.239000000000004,18.238500000000002,6.8999999999999995,543.22,3.9,79.9,5.13,8.04,8.33,10.0,-2.0,STAT,,,,,7.811999999999999
2025-03-10 14:14:12-07:00,1.02,739.673,53.343,20.517,6.108,543.16,3.9,79.8,5.27,8.51,8.61,8.0,-2.0,STAT,,,,,8.0296
2025-03-10 14:15:15-07:00,1.03,689.8430000000001,53.262,20.7585,7.74,544.6,3.9,79.7,4.28,7.66,8.09,6.0,-2.0,STAT,,,,,7.676
2025-03-10 14:16:13-07:00,1.05,632.8850000000001,49.689,19.341,5.664,545.51,3.9,79.6,4.37,7.61,8.03,6.0,-2.0,STAT,,,,,7.2208000000000006
2025-03-10 14:17:13-07:00,1.09,604.78,48.681000000000004,18.427500000000002,3.804,544.31,4.0,79.5,4.08,6.69,7.17,7.0,-2.0,STAT,,,,,6.1128
2025-03-10 14:18:13-07:00,1.11,596.739,47.88,17.482499999999998,5.867999999999999,543.11,4.0,79.4,3.97,7.44,7.6,7.0,-2.0,STAT,,,,,7.1256
2025-03-10 14:19:13-07:00,1.12,598.697,46.602000000000004,16.191,6.936,541.27,4.0,79.3,3.95,7.08,7.39,7.0,-2.0,STAT,,,,,7.051200000000001
2025-03-10 14:20:13-07:00,1.13,607.1890000000001,46.629000000000005,17.724,6.611999999999999,540.12,4.0,79.1,3.95,6.79,7.19,7.0,-2.0,STAT,,,,,6.7544
2025-03-10 14:21:14-07:00,1.14,621.6210000000001,46.368,17.9445,8.7,540.83,4.0,79.1,3.94,6.71,7.37,8.0,-2.0,STAT,,,,,7.1080000000000005
2025-03-10 14:22:14-07:00,1.14,606.3310000000001,46.764,17.178,9.623999999999999,543.47,3.9,79.1,4.37,7.61,8.03,8.0,-2.0,STAT,,,,,8.0128
2025-03-10 14:23:14-07:00,1.14,600.93,46.449,17.839499999999997,6.0360000000000005,545.84,3.9,79.1,4.42,7.38,7.8,8.0,-2.0,STAT,,,,,7.1112
2025-03-10 14:24:15-07:00,1.14,595.089,44.658,16.0545,7.164,545.89,3.9,79.0,4.07,6.52,6.65,8.0,-2.0,STAT,,,,,6.6488000000000005
2025-03-10 14:25:15-07:00,1.15,606.6500000000001,46.404,15.771,6.204,545.23,4.0,78.9,4.05,6.85,7.39,8.0,-2.0,STAT,,,,,6.7208000000000006
2025-03-10 14:26:17-07:00,1.16,612.7330000000001,46.980000000000004,17.178,4.884,543.43,3.9,78.8,4.05,6.78,7.04,9.0,-2.0,STAT,,,,,6.4008
2025-03-10 14:27:17-07:00,1.18,635.3380000000001,50.841,16.2435,7.104,541.77,3.9,78.7,4.41,7.08,7.63,8.0,-2.0,STAT,,,,,7.0848
2025-03-10 14:28:17-07:00,1.19,655.072,54.594,15.918000000000001,6.78,540.27,4.0,78.7,4.38,7.47,7.65,7.0,-2.0,STAT,,,,,7.332
2025-03-10 14:29:17-07:00,1.2,660.9680000000001,52.488,15.3825,5.207999999999999,539.22,3.9,78.7,3.93,6.65,6.94,8.0,-2.0,STAT,,,,,6.3616
2025-03-10 14:30:17-07:00,1.2,654.7420000000001,47.943000000000005,16.044,5.688,538.13,3.9,78.7,3.71,7.2,7.76,8.0,-2.0,STAT,,,,,6.897600000000001
2025-03-10 14:31:12-07:00,1.2,646.4700000000001,48.843,17.881500000000003,2.868,537.44,3.9,78.7,4.49,7.24,7.43,8.0,-2.0,STAT,,,,,6.365600000000001
2025-03-10 14:32:12-07:00,1.2,656.601,48.78,17.1465,4.044,538.68,3.9,78.7,4.39,7.64,7.93,7.0,-2.0,STAT,,,,,6.9208
2025-03-10 14:33:12-07:00,1.2,664.5210000000001,49.356,19.257,3.456,541.17,3.9,78.8,4.42,7.3,7.58,7.0,-2.0,STAT,,,,,6.5312
2025-03-10 14:34:12-07:00,1.18,666.028,47.223,20.37,4.811999999999999,543.17,3.9,79.0,4.05,6.74,7.33,8.0,-2.0,STAT,,,,,6.3544
2025-03-10 14:35:13-07:00,1.18,732.908,54.027,21.5775,8.736,545.44,3.9,79.2,4.66,7.49,7.81,8.0,-2.0,STAT,,,,,7.739200000000001
2025-03-10 14:36:14-07:00,1.18,883.641,60.633,21.378,8.496,551.8,3.9,79.6,5.7,8.51,8.62,6.0,-2.0,STAT,,,,,8.507200000000001
2025-03-10 14:37:14-07:00,1.19,951.3570000000001,63.269999999999996,22.218,8.424,559.73,3.9,79.8,6.73,9.79,9.82,7.0,-2.0,STAT,,,,,9.5168
2025-03-10 14:38:14-07:00,1.21,920.216,63.117,21.2625,9.732,564.85,3.9,80.0,6.08,10.41,11.35,7.0,-2.0,STAT,,,,,10.274400000000002
2025-03-10 14:39:14-07:00,1.22,901.3840000000001,60.092999999999996,21.693,10.104,567.89,3.9,80.1,6.3,10.73,11.26,10.0,-2.0,STAT,,,,,10.604800000000001
2025-03-10 14:40:14-07:00,1.22,891.9020000000002,66.348,20.139,11.196,569.84,3.9,80.1,6.09,10.09,10.28,8.0,-2.0,STAT,,,,,10.311200000000001
2025-03-10 14:41:14-07:00,1.23,894.5970000000001,72.675,21.399,10.68,571.0,3.9,80.0,7.08,11.41,11.48,8.0,-2.0,STAT,,,,,11.264
2025-03-10 14:42:14-07:00,1.24,911.7460000000001,72.396,22.071,8.064,571.65,3.9,80.0,6.4,10.67,11.53,8.0,-2.0,STAT,,,,,10.1488
2025-03-10 14:43:15-07:00,1.24,926.3210000000001,71.08200000000001,19.635,10.824,572.46,3.9,80.0,6.31,10.49,10.85,9.0,-2.0,STAT,,,,,10.5568
2025-03-10 14:44:15-07:00,1.25,924.9020000000002,72.297,20.401500000000002,8.628,572.81,3.9,80.0,6.93,11.8,12.02,7.0,-2.0,STAT,,,,,11.165600000000001
2025-03-10 14:45:15-07:00,1.25,913.2200000000001,69.381,20.674500000000002,4.404,572.77,4.0,80.0,6.47,11.0,11.4,8.0,-2.0,STAT,,,,,9.680800000000001
2025-03-10 14:46:15-07:00,1.26,906.8180000000001,65.322,19.5615,7.98,571.98,4.0,80.0,6.5,10.73,10.87,8.0,-2.0,STAT,,,,,10.180000000000001
2025-03-10 14:47:15-07:00,1.29,944.7570000000001,62.172,19.666500000000003,7.068,571.34,4.0,80.0,6.66,10.55,10.6,8.0,-2.0,STAT,,,,,9.853600000000002
2025-03-10 14:48:15-07:00,1.32,1013.826,63.215999999999994,20.328,6.792,571.12,4.0,80.1,6.61,11.36,11.71,8.0,-2.0,STAT,,,,,10.446399999999999
2025-03-10 14:49:15-07:00,1.33,1021.2950000000002,62.010000000000005,20.6535,6.048,571.04,4.0,80.2,6.81,11.59,12.48,7.0,-2.0,STAT,,,,,10.4816
2025-03-10 14:50:15-07:00,1.34,1026.3110000000001,61.51499999999999,20.695500000000003,5.4959999999999996,570.66,4.0,80.2,7.05,12.56,13.44,8.0,-2.0,STAT,,,,,11.147200000000002
2025-03-10 14:51:15-07:00,1.34,1041.5130000000001,61.88400000000001,22.3335,3.852,570.23,4.0,80.2,7.64,12.49,13.27,9.0,-2.0,STAT,,,,,10.762400000000001
2025-03-10 14:52:14-07:00,1.34,1051.512,62.973,20.538,5.436,570.49,4.0,80.3,6.73,11.89,13.12,8.0,-3.0,STAT,,,,,10.5992
2025-03-10 14:53:15-07:00,1.35,1063.1170000000002,63.522,18.794999999999998,8.34,571.05,4.1,80.3,6.46,11.1,12.19,7.0,-2.0,STAT,,,,,10.548000000000002
2025-03-10 14:54:15-07:00,1.36,1036.651,64.413,20.916000000000004,7.152,571.37,4.1,80.3,11.08,16.2,16.98,8.0,-2.0,STAT,,,,,14.390400000000001
2025-03-10 14:55:15-07:00,1.36,1106.2920000000001,63.818999999999996,20.4435,6.876,571.71,4.1,80.4,9.62,14.38,15.11,9.0,-3.0,STAT,,,,,12.8792
2025-03-10 14:56:15-07:00,1.38,1145.9360000000001,68.08500000000001,21.1365,7.104,572.24,4.2,80.4,8.53,13.85,14.34,8.0,-2.0,STAT,,,,,12.5008
2025-03-10 14:57:18-07:00,1.42,1112.0890000000002,69.624,21.7875,10.404,572.08,4.2,80.4,8.91,13.52,14.2,7.0,-2.0,STAT,,,,,12.8968
2025-03-10 14:58:18-07:00,1.43,1074.6670000000001,66.474,20.916000000000004,7.044,571.8,4.2,80.5,8.97,13.71,14.14,7.0,-3.0,STAT,,,,,12.376800000000001
2025-03-10 14:59:18-07:00,1.45,1054.361,66.465,19.792500000000004,6.744,571.63,4.2,80.4,7.86,12.77,12.91,8.0,-3.0,STAT,,,,,11.564800000000002
2025-03-10 15:00:18-07:00,1.46,1002.8700000000001,65.367,19.645500000000002,6.588,571.26,4.2,80.4,7.94,13.31,13.65,8.0,-2.0,STAT,,,,,11.965600000000002
2025-03-10 15:01:18-07:00,1.47,977.2620000000001,66.537,19.1415,6.396,569.51,4.3,80.3,7.4,12.31,12.43,7.0,-3.0,STAT,,,,,11.1272
2025-03-10 15:02:18-07:00,1.48,993.355,66.20400000000001,18.4695,6.9959999999999996,567.88,4.3,80.3,7.44,11.98,12.07,8.0,-2.0,STAT,,,,,10.983200000000002
2025-03-10 15:03:18-07:00,1.51,1020.6680000000001,66.177,18.417,6.588,568.49,4.3,80.2,6.98,11.36,11.71,9.0,-3.0,STAT,,,,,10.4056
2025-03-10 15:04:19-07:00,1.54,1061.5990000000002,67.131,19.4145,6.228000000000001,570.25,4.4,80.2,7.3,11.63,12.01,9.0,-2.0,STAT,,,,,10.5496
2025-03-10 15:05:19-07:00,1.55,1096.8980000000001,67.122,19.782,4.536,570.77,4.4,80.2,7.24,11.95,12.97,8.0,-3.0,STAT,,,,,10.4672
2025-03-10 15:06:19-07:00,1.56,1097.4370000000001,66.879,18.7635,7.223999999999999,570.69,4.4,80.3,7.47,12.29,12.82,7.0,-3.0,STAT,,,,,11.276800000000001
2025-03-10 15:07:19-07:00,1.57,1075.778,64.971,19.383000000000003,6.888,570.24,4.4,80.3,8.41,12.69,13.48,7.0,-2.0,STAT,,,,,11.529600000000002
2025-03-10 15:08:19-07:00,1.58,1067.9350000000002,65.304,18.553500000000003,7.068,569.16,4.4,80.2,7.77,12.44,13.46,7.0,-3.0,STAT,,,,,11.3656
2025-03-10 15:09:20-07:00,1.62,1069.6840000000002,64.692,18.3225,7.4639999999999995,567.22,4.5,80.2,7.78,12.66,13.05,8.0,-3.0,STAT,,,,,11.6208
2025-03-10 15:10:20-07:00,1.65,1106.116,63.549,20.296499999999998,3.9,567.16,4.5,80.1,7.8,12.42,12.55,8.0,-3.0,STAT,,,,,10.716
2025-03-10 15:11:20-07:00,1.67,1128.028,63.252,18.910500000000003,7.644,567.7,4.5,80.1,8.15,12.13,12.17,8.0,-2.0,STAT,,,,,11.232800000000001
2025-03-10 15:12:20-07:00,1.68,1104.565,65.44800000000001,17.839499999999997,9.084,568.35,4.5,80.0,7.4,12.1,12.2,7.0,-2.0,STAT,,,,,11.4968
2025-03-10 15:13:20-07:00,1.68,1070.795,65.601,19.215,7.068,568.77,4.5,79.9,7.46,13.0,13.08,7.0,-3.0,STAT,,,,,11.813600000000001
2025-03-10 15:14:20-07:00,1.7,1005.796,66.033,21.808500000000002,8.052,569.42,4.6,80.1,7.23,12.59,12.9,7.0,-3.0,STAT,,,,,11.682400000000001
2025-03-10 15:15:20-07:00,1.75,944.9990000000001,65.394,22.932000000000002,9.552,570.03,4.5,80.2,8.31,13.29,13.95,8.0,-3.0,STAT,,,,,12.5424
2025-03-10 15:16:20-07:00,1.77,921.3380000000001,64.75500000000001,19.131,10.139999999999999,571.47,4.6,80.3,7.96,12.32,12.59,8.0,-3.0,STAT,,,,,11.884000000000002
2025-03-10 15:17:20-07:00,1.78,899.0520000000001,63.962999999999994,18.0075,8.832,573.04,4.6,80.4,7.49,11.66,11.87,7.0,-3.0,STAT,,,,,11.094400000000002
2025-03-10 15:18:20-07:00,1.8,885.5880000000001,62.748,18.0915,7.944,573.43,4.6,80.4,7.04,12.17,12.37,6.0,-3.0,STAT,,,,,11.3248
2025-03-10 15:19:21-07:00,1.85,879.78,61.776,18.8475,7.032,572.2,4.7,80.3,7.89,12.9,13.04,8.0,-3.0,STAT,,,,,11.7264
2025-03-10 15:20:21-07:00,1.87,874.7750000000001,59.489999999999995,17.692500000000003,9.96,570.12,4.7,80.4,7.95,12.57,12.61,8.0,-3.0,STAT,,,,,12.048000000000002
2025-03-10 15:21:21-07:00,1.89,874.379,60.93000000000001,17.598000000000003,10.056000000000001,568.75,4.7,80.3,8.57,12.75,12.85,8.0,-3.0,STAT,,,,,12.211200000000002
2025-03-10 15:22:21-07:00,1.91,878.394,61.875,18.0285,7.4399999999999995,568.26,4.8,80.4,9.21,13.34,13.9,7.0,-3.0,STAT,,,,,12.16
2025-03-10 15:23:21-07:00,1.96,887.623,61.146,18.3015,7.56,568.74,4.8,80.3,8.05,12.25,13.06,7.0,-3.0,STAT,,,,,11.312000000000001
2025-03-10 15:24:21-07:00,1.99,891.0000000000001,61.227000000000004,16.884,6.828,568.29,4.8,80.3,7.79,12.16,12.53,7.0,-3.0,STAT,,,,,11.093600000000002
2025-03-10 15:25:21-07:00,2.0,894.003,59.616,17.7975,5.904,568.1,4.9,80.3,8.24,12.41,12.54,7.0,-3.0,STAT,,,,,11.1088
2025-03-10 15:26:21-07:00,2.05,894.212,58.005,18.333000000000002,4.8,567.46,4.9,80.4,8.84,12.81,12.85,9.0,-3.0,STAT,,,,,11.208000000000002
2025-03-10 15:27:21-07:00,2.08,893.519,58.842,15.729000000000001,7.932,567.16,5.0,80.4,8.96,13.08,13.23,8.0,-3.0,STAT,,,,,12.0504
2025-03-10 15:28:21-07:00,2.1,886.4350000000001,59.63400000000001,15.8655,9.0,566.53,5.0,80.4,8.08,11.79,11.84,7.0,-3.0,STAT,,,,,11.232000000000001
2025-03-10 15:29:22-07:00,2.12,891.253,58.166999999999994,16.3485,8.796,566.79,5.0,80.3,8.47,11.94,12.23,8.0,-3.0,STAT,,,,,11.3112
2025-03-10 15:30:22-07:00,2.17,923.373,59.166,17.745,9.336,567.87,5.0,80.3,8.37,12.28,12.38,8.0,-3.0,STAT,,,,,11.6912
2025-03-10 15:31:22-07:00,2.19,930.8420000000001,57.617999999999995,19.645500000000002,6.9479999999999995,568.6,5.0,80.2,8.53,12.45,12.59,9.0,-4.0,STAT,,,,,11.3496
2025-03-10 15:32:22-07:00,2.21,941.0830000000001,55.656000000000006,21.745500000000003,9.18,568.36,5.0,80.3,9.18,12.79,13.21,8.0,-3.0,STAT,,,,,12.068
2025-03-10 15:33:19-07:00,2.25,921.0630000000001,55.782,23.268,9.072,568.93,5.1,80.4,8.93,14.51,14.99,9.0,-3.0,STAT,,,,,13.4224
2025-03-10 15:34:19-07:00,2.29,899.921,56.268,22.3545,11.256,571.36,5.1,80.4,9.05,14.03,14.19,9.0,-3.0,STAT,,,,,13.475200000000001
2025-03-10 15:35:19-07:00,2.31,854.128,51.588,24.759,10.872,573.07,5.1,80.5,9.68,14.86,14.97,10.0,-3.0,STAT,,,,,14.0624
2025-03-10 15:36:19-07:00,2.35,793.0780000000001,45.558,22.3965,11.952,573.09,5.1,80.7,9.97,15.14,15.18,10.0,-4.0,STAT,,,,,14.502400000000002
2025-03-10 15:37:19-07:00,2.4,750.3870000000001,43.866,20.811,12.672,572.22,5.2,80.8,10.41,15.89,15.9,8.0,-4.0,STAT,,,,,15.246400000000001
2025-03-10 15:33:19-07:00,2.0,,,,,,,,,,,,,,,,,,
2025-03-10 15:38:29-07:00,2.43,722.8430000000001,40.032,20.034,15.372,569.65,5.2,80.8,9.96,15.06,15.45,8.0,-3.0,STAT,,,,,15.122400000000003
2025-03-10 15:39:19-07:00,2.47,700.711,38.574,20.212500000000002,13.223999999999998,566.18,5.2,80.8,10.15,15.14,15.67,8.0,-4.0,STAT,,,,,14.756800000000002
2025-03-10 15:40:19-07:00,2.51,682.2090000000001,38.016000000000005,19.11,13.764000000000001,562.97,5.3,80.9,9.83,14.71,14.98,8.0,-4.0,STAT,,,,,14.520800000000001
2025-03-10 15:41:19-07:00,2.54,682.792,39.483,19.53,13.248,561.99,5.3,80.9,10.66,16.1,16.38,8.0,-4.0,STAT,,,,,15.529600000000002
2025-03-10 15:42:19-07:00,2.6,710.8090000000001,40.005,20.201999999999998,11.664,562.56,5.3,80.8,10.26,15.67,15.95,8.0,-4.0,STAT,,,,,14.868800000000002
2025-03-10 15:43:19-07:00,2.63,724.3610000000001,37.692,20.107499999999998,14.735999999999999,565.13,5.4,80.9,10.14,15.05,15.25,8.0,-4.0,STAT,,,,,14.987200000000001
2025-03-10 15:44:19-07:00,2.68,728.794,36.351,20.874,13.908,571.09,5.4,81.0,9.98,16.0,16.87,8.0,-4.0,STAT,,,,,15.581600000000002
2025-03-10 15:45:19-07:00,2.72,704.9240000000001,34.757999999999996,19.960500000000003,16.331999999999997,579.4,5.4,81.0,9.64,14.83,15.53,8.0,-4.0,STAT,,,,,15.1304
2025-03-10 15:46:20-07:00,2.75,667.018,31.572,20.769000000000002,15.431999999999999,587.57,5.5,81.0,9.05,14.02,14.48,9.0,-5.0,STAT,,,,,14.3024
2025-03-10 15:47:20-07:00,2.81,637.098,26.145,19.9815,17.904,594.76,5.5,81.1,8.65,13.72,14.05,9.0,-5.0,STAT,,,,,14.5568
2025-03-10 15:48:20-07:00,2.85,598.2900000000001,23.094,19.918499999999998,19.836000000000002,605.42,5.5,81.2,8.43,14.29,14.4,9.0,-4.0,STAT,,,,,15.3992
2025-03-10 15:49:21-07:00,2.91,573.0450000000001,22.338,17.6295,18.876,621.91,5.6,81.2,8.43,14.21,14.57,11.0,-4.0,STAT,,,,,15.143200000000002
2025-03-10 15:50:21-07:00,2.95,553.8170000000001,24.39,19.068,16.464,636.81,5.6,81.2,8.59,13.98,14.54,9.0,-4.0,STAT,,,,,14.4768
2025-03-10 15:51:21-07:00,3.0,529.628,23.778000000000002,18.794999999999998,17.568,644.6,5.6,81.2,8.48,14.39,14.98,7.0,-4.0,STAT,,,,,15.0256
2025-03-10 15:52:21-07:00,3.05,528.484,22.275000000000002,17.241000000000003,17.364,654.46,5.6,81.2,8.81,13.72,14.33,8.0,-4.0,STAT,,,,,14.448800000000002
2025-03-10 15:53:21-07:00,3.1,539.187,22.527,17.430000000000003,18.18,673.51,5.7,81.3,9.05,14.15,14.35,9.0,-5.0,STAT,,,,,14.956
2025-03-10 15:54:22-07:00,3.15,523.941,23.040000000000003,18.511499999999998,15.011999999999999,688.33,5.7,81.2,9.05,14.31,15.23,8.0,-4.0,STAT,,,,,14.4504
2025-03-10 15:55:22-07:00,3.2,525.118,21.528000000000002,18.459,17.772,697.34,5.7,81.2,8.78,15.16,15.79,9.0,-4.0,STAT,,,,,15.6824
2025-03-10 15:56:22-07:00,3.25,541.057,17.586,19.194000000000003,17.28,702.63,5.8,81.1,8.81,13.79,13.99,10.0,-4.0,STAT,,,,,14.488
2025-03-10 15:57:22-07:00,3.3,544.1700000000001,19.89,18.805500000000002,21.348,710.27,5.8,81.1,8.03,14.08,14.57,9.0,-4.0,STAT,,,,,15.5336
