DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,165,68,4,-3,6,0,0.00000,0.00000.1,0.1,1738476065,159,73,-2,6.1,987484783,AQI
2025-03-06 10:36:28-08:00,21.8,169.97200000000004,11.196,6.6465000000000005,1.212,433.18,21.1,29.9,0.0,0.0,0.0,0.0,0.0,1,13.87,0.04,29.53,1,-11,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.2424
2025-03-06 10:37:28-08:00,21.8,170.39000000000001,10.962,7.203,0.732,433.35,21.1,29.9,0.0,0.0,0.05,0.0,0.0,1,13.87,0.01,29.81,1,-11,40.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.1464
2025-03-06 10:38:28-08:00,21.8,171.633,9.144,7.5075,0.42,433.12,21.1,29.9,0.0,0.02,0.05,0.0,0.0,1,13.84,0.0,28.93,1,-11,43.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.1
2025-03-06 10:39:28-08:00,21.8,167.959,10.071,7.2975,1.452,433.04,21.1,29.8,0.0,0.03,0.04,0.0,0.0,1,14.19,331.05,26.86,1,-9,41.0,4.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3144
2025-03-06 10:40:29-08:00,21.8,172.76600000000002,10.044,6.237000000000001,2.6039999999999996,433.02,21.1,29.8,0.0,0.01,0.01,0.0,0.0,1,14.02,100.68,38.77,1,-14,41.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.5287999999999999
2025-03-06 10:41:29-08:00,21.8,171.633,9.729000000000001,8.421,0.9839999999999999,433.01,21.1,29.9,0.0,0.0,0.37,0.0,0.0,1,13.98,28.44,30.16,1,-13,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.19679999999999997
2025-03-06 10:42:29-08:00,21.8,169.88400000000001,10.584,8.0745,0.372,433.0,21.1,29.8,0.0,0.0,0.12,0.0,0.0,1,13.95,8.03,30.16,1,-12,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.07440000000000001
2025-03-06 10:43:30-08:00,21.8,170.412,9.909,6.573,2.616,432.84,21.1,29.8,0.0,0.08,0.12,0.0,0.0,1,13.95,2.27,30.11,1,-12,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.5871999999999999
2025-03-06 10:44:30-08:00,21.8,174.537,9.846,6.6255,1.8119999999999998,432.44,21.1,29.8,0.0,0.03,0.04,0.0,0.0,1,13.91,0.64,30.02,1,-13,42.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3864
2025-03-06 10:45:31-08:00,21.8,173.54700000000003,9.756,7.833,-0.132,432.16,21.1,29.8,0.0,0.01,0.01,0.0,0.0,1,13.87,0.18,36.94,1,-13,42.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.018400000000000003
2025-03-06 10:46:31-08:00,21.8,173.844,10.314000000000002,8.064,-0.768,432.05,21.1,29.9,0.0,0.02,0.02,0.0,0.0,1,13.87,0.05,32.45,1,-14,42.0,4.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.1376
2025-03-06 10:47:31-08:00,21.8,172.45800000000003,10.26,7.9590000000000005,-0.576,432.02,21.1,29.8,0.0,0.01,0.01,0.0,0.0,1,13.87,0.01,27.59,1,-13,41.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.10719999999999999
2025-03-06 10:48:31-08:00,21.8,172.953,9.927,8.274000000000001,-0.6,432.01,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,29.64,1,-14,41.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.12
2025-03-06 10:49:31-08:00,21.8,172.293,9.963000000000001,8.557500000000001,-0.96,431.69,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,14.09,216.44,29.59,1,-13,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.192
2025-03-06 10:50:32-08:00,21.8,175.16400000000002,10.161,7.612500000000001,1.428,431.33,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,14.02,61.13,33.9,1,-15,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.2856
2025-03-06 10:51:32-08:00,21.8,170.137,10.332,8.1165,1.236,431.76,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.98,17.26,30.81,1,-12,40.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.2472
2025-03-06 10:52:32-08:00,21.8,170.478,10.35,6.541500000000001,1.8479999999999999,431.92,21.1,29.8,0.0,0.0,0.16,0.0,0.0,1,13.95,4.88,30.8,1,-11,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3696
2025-03-06 10:53:33-08:00,21.8,170.907,10.368,6.069000000000001,1.9559999999999997,431.97,21.1,29.8,0.0,0.0,0.05,0.0,0.0,1,13.91,1.38,26.65,1,-12,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3912
2025-03-06 10:54:33-08:00,21.8,172.095,9.639000000000001,7.476000000000001,-0.49199999999999994,431.53,21.1,29.8,0.0,0.0,0.02,0.0,0.0,1,13.91,0.39,29.08,1,-12,42.0,3.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.09839999999999999
2025-03-06 10:55:33-08:00,21.8,172.876,10.062,6.7095,1.896,431.19,21.1,29.8,0.0,0.0,0.01,0.0,0.0,1,13.87,0.11,38.58,1,-12,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3792
2025-03-06 10:56:33-08:00,21.8,169.70800000000003,10.376999999999999,7.833,0.216,430.42,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.87,0.03,32.51,1,-11,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.0432
2025-03-06 10:57:33-08:00,21.8,171.47899999999998,10.071,8.484,-1.38,430.69,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,27.62,1,-12,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.27599999999999997
2025-03-06 10:58:33-08:00,21.79,169.609,10.125,7.014,2.196,430.69,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,14.12,264.29,27.99,1,-10,42.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.43920000000000003
2025-03-06 10:59:33-08:00,21.79,169.22400000000002,9.738000000000001,6.594,1.9559999999999997,430.89,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,14.09,152.06,29.21,1,-11,42.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3912
2025-03-06 11:00:34-08:00,21.79,168.927,11.007000000000001,8.337000000000002,-0.696,430.96,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.98,42.95,41.24,1,-11,40.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.1392
2025-03-06 11:01:34-08:00,21.8,170.45600000000002,10.989,8.368500000000001,-1.26,430.37,21.1,29.7,0.0,0.0,0.0,0.0,0.0,1,13.95,12.13,31.08,1,-12,40.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.252
2025-03-06 11:02:34-08:00,21.8,171.501,10.98,7.7490000000000006,0.96,430.13,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.95,3.43,31.6,1,-12,40.0,4.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.192
2025-03-06 11:03:34-08:00,21.79,172.76600000000002,10.089,7.1295,0.9239999999999999,430.05,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.91,0.97,30.84,1,-14,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.1848
2025-03-06 11:04:34-08:00,21.79,173.34900000000002,11.097,6.4785,0.9839999999999999,429.66,21.1,29.8,0.0,0.09,0.09,0.0,0.0,1,13.91,0.27,27.37,1,-14,40.0,2.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.2688
2025-03-06 11:05:34-08:00,21.79,172.05100000000002,10.053,8.0325,0.252,429.88,21.1,29.8,0.0,0.05,0.05,0.0,0.0,1,13.87,0.08,33.72,1,-13,42.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.09040000000000001
2025-03-06 11:06:34-08:00,21.79,174.042,10.665,7.014,2.688,429.88,21.1,29.8,0.0,0.02,0.02,0.0,0.0,1,13.87,0.02,33.75,1,-14,40.0,4.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.5536000000000001
2025-03-06 11:07:35-08:00,21.79,171.60000000000002,10.431000000000001,8.1165,0.66,429.96,21.1,29.8,0.0,0.01,0.25,0.0,0.0,1,13.84,0.01,29.05,1,-12,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.14
2025-03-06 11:08:35-08:00,21.78,167.25500000000002,10.656,8.6415,-2.364,429.98,21.1,29.8,0.0,0.0,0.3,0.0,0.0,1,14.19,327.79,27.67,1,-9,40.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.4728
2025-03-06 11:09:35-08:00,21.78,171.028,9.198,8.0535,-0.804,429.99,21.1,29.8,0.0,0.0,0.11,0.0,0.0,1,14.05,109.25,29.75,1,-12,42.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.16080000000000003
2025-03-06 11:10:35-08:00,21.78,169.257,10.053,8.4945,0.504,430.0,21.1,29.8,0.0,0.0,0.04,0.0,0.0,1,13.98,30.85,30.96,1,-11,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.1008
2025-03-06 11:11:35-08:00,21.78,168.65200000000002,10.935,8.4,-0.3,429.96,21.1,29.8,0.0,0.03,0.04,0.0,0.0,1,13.95,8.71,29.88,1,-11,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.036
2025-03-06 11:12:35-08:00,21.78,170.09300000000002,10.242,8.652000000000001,-0.96,429.99,21.1,29.9,0.0,0.06,0.06,0.0,0.0,1,13.95,2.46,28.51,1,-13,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.14400000000000002
2025-03-06 11:13:35-08:00,21.77,169.11400000000003,9.333,9.1875,-1.416,430.0,21.1,29.9,0.0,0.02,0.02,0.0,0.0,1,13.91,0.7,31.12,1,-12,42.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.2672
2025-03-06 11:14:36-08:00,21.77,168.20100000000002,10.251000000000001,8.2635,-2.664,430.0,21.0,29.9,0.0,0.1,0.1,0.0,0.0,1,13.91,0.2,30.41,1,-11,42.0,3.0,1.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.45280000000000004
2025-03-06 11:15:36-08:00,21.77,167.387,10.944,7.612500000000001,0.0,430.0,21.1,29.8,0.0,0.03,0.08,0.0,0.0,1,13.87,0.06,28.31,1,-10,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.024
2025-03-06 11:16:36-08:00,21.77,168.52,10.359,7.0875,2.376,429.35,21.1,29.9,0.0,0.01,0.06,0.0,0.0,1,13.87,0.02,34.76,1,-11,41.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.4832
2025-03-06 11:17:36-08:00,21.77,171.545,10.548,7.1925,1.8119999999999998,429.12,21.1,29.9,0.0,0.0,0.06,0.0,0.0,1,13.84,0.0,31.99,1,-13,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3624
2025-03-06 11:18:36-08:00,21.76,170.10399999999998,11.295000000000002,7.266,1.104,429.04,21.1,29.8,0.0,0.0,0.02,0.0,0.0,1,14.12,188.1,27.49,1,-12,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.22080000000000002
2025-03-06 11:19:37-08:00,21.74,172.931,10.602,7.455,1.6320000000000001,429.02,21.1,29.8,0.0,0.26,0.27,0.0,0.0,1,14.02,53.12,28.38,1,-13,41.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.5344
2025-03-06 11:20:37-08:00,21.73,172.645,11.592,6.531,2.5319999999999996,429.01,21.1,29.8,0.0,0.08,0.24,0.0,0.0,1,13.98,15.0,31.55,1,-14,40.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.5704
2025-03-06 11:21:37-08:00,21.72,169.235,12.132000000000001,6.7410000000000005,1.692,429.0,21.1,29.8,0.0,0.03,0.14,0.0,0.0,1,13.95,4.24,30.56,1,-12,38.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.36240000000000006
2025-03-06 11:22:37-08:00,21.71,170.401,10.584,8.1165,-0.852,428.54,21.1,29.9,0.0,0.01,0.05,0.0,0.0,1,13.91,1.2,30.21,1,-13,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.1624
2025-03-06 11:23:37-08:00,21.7,167.618,10.944,8.169,-1.6440000000000001,428.53,21.1,29.8,0.0,0.0,0.01,0.0,0.0,1,13.91,0.34,30.07,1,-11,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.32880000000000004
2025-03-06 11:24:37-08:00,21.7,169.202,10.053,7.728000000000001,-0.252,428.45,21.0,29.7,0.0,0.0,0.01,0.0,0.0,1,13.87,0.1,30.96,1,-11,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.0504
2025-03-06 11:25:37-08:00,21.7,170.79700000000003,10.026000000000002,7.245000000000001,1.512,428.45,21.1,29.8,0.0,0.0,0.0,0.0,0.0,1,13.87,0.03,27.41,1,-13,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3024
2025-03-06 11:26:38-08:00,21.7,165.03300000000002,11.016,8.536500000000002,0.588,428.16,21.1,29.8,0.0,0.08,0.13,0.0,0.0,1,13.84,0.01,37.17,1,-10,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.18159999999999998
2025-03-06 11:27:38-08:00,21.7,167.46400000000003,11.304,8.946,0.948,428.06,21.1,29.8,0.0,0.02,0.04,0.0,0.0,1,14.16,194.78,34.15,1,-10,38.0,4.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.2056
2025-03-06 11:28:38-08:00,21.7,170.302,10.926,7.6545000000000005,-0.072,428.02,21.0,29.8,0.0,0.01,0.01,0.0,0.0,1,14.05,107.85,26.91,1,-12,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.0063999999999999994
2025-03-06 11:29:38-08:00,21.7,170.31300000000002,10.539000000000001,8.295,-0.06,428.01,21.1,29.9,0.0,0.0,0.0,0.0,0.0,1,14.02,30.46,27.44,1,-13,40.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.012
2025-03-06 11:30:33-08:00,21.7,168.42100000000002,10.485000000000001,7.8015,0.6839999999999999,427.96,21.1,29.9,0.0,0.14,0.14,0.0,0.0,1,13.98,9.56,30.71,1,-12,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.24880000000000002
2025-03-06 11:31:35-08:00,21.7,172.711,11.007000000000001,8.7255,-0.288,427.63,21.0,29.8,0.0,0.14,0.14,0.0,0.0,1,13.91,2.7,36.0,1,-14,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.05440000000000002
2025-03-06 11:32:35-08:00,21.7,169.587,10.188,8.505,1.692,427.22,21.1,29.8,0.0,0.05,0.05,0.0,0.0,1,13.91,0.76,32.74,1,-12,41.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.37840000000000007
2025-03-06 11:33:35-08:00,21.7,166.26500000000001,10.881,7.875,1.128,427.08,21.0,29.8,0.0,0.02,0.02,0.0,0.0,1,13.91,0.22,27.59,1,-11,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.24159999999999998
2025-03-06 11:34:35-08:00,21.7,168.56400000000002,10.368,8.715000000000002,-0.8160000000000001,427.03,21.0,29.8,0.0,0.21,0.21,0.0,0.0,1,13.87,0.06,28.18,1,-12,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.004799999999999999
2025-03-06 11:35:35-08:00,21.7,168.949,11.268,8.1795,1.224,427.09,21.0,29.8,0.0,0.07,0.07,0.0,0.0,1,13.87,0.02,29.42,1,-12,40.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.3008
2025-03-06 11:36:35-08:00,21.7,168.39900000000003,9.882000000000001,7.2555000000000005,3.0119999999999996,427.68,21.1,29.8,0.0,0.02,0.02,0.0,0.0,1,13.84,0.0,41.29,1,-12,41.0,4.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.6184
2025-03-06 11:37:36-08:00,21.7,168.08,10.125,7.9695,1.116,427.62,21.0,29.8,0.0,0.01,0.01,0.0,0.0,1,14.09,161.11,31.88,1,-11,41.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.23120000000000004
2025-03-06 11:38:36-08:00,21.7,169.103,10.305,8.7675,-1.296,427.25,21.0,29.8,0.0,0.31,0.31,0.0,0.0,1,14.02,45.5,29.9,1,-12,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.011200000000000043
2025-03-06 11:39:36-08:00,21.7,171.556,10.701,8.536500000000002,-1.428,427.09,21.0,29.8,0.0,0.2,0.2,0.0,0.0,1,13.98,12.85,32.08,1,-14,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.1256
2025-03-06 11:40:36-08:00,21.7,169.829,10.035,8.137500000000001,0.708,427.03,21.0,29.8,0.0,0.06,0.06,0.0,0.0,1,13.95,3.63,27.43,1,-13,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.1896
2025-03-06 11:41:36-08:00,21.7,168.33300000000003,10.584,7.917000000000001,-0.8160000000000001,426.96,21.0,29.8,0.0,0.02,0.02,0.0,0.0,1,13.91,1.03,27.56,1,-11,40.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.1472
2025-03-06 11:42:36-08:00,21.7,170.786,10.359,6.7410000000000005,0.3,426.99,21.0,29.8,0.0,0.01,0.01,0.0,0.0,1,13.91,0.29,33.42,1,-13,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.068
2025-03-06 11:43:36-08:00,21.7,170.83,10.575000000000001,6.1425,2.088,426.92,21.0,29.7,0.0,0.0,0.03,0.0,0.0,1,13.87,0.08,31.45,1,-13,41.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.4176
2025-03-06 11:44:37-08:00,21.7,168.97100000000003,10.953,7.665,0.432,426.39,21.0,29.8,0.0,0.0,0.01,0.0,0.0,1,13.87,0.02,29.18,1,-13,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,0.0864
2025-03-06 11:45:37-08:00,21.7,170.5,11.475,7.7175,-0.144,426.14,21.0,29.8,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,32.27,1,-13,38.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.0288
2025-03-06 11:46:37-08:00,21.7,169.345,11.034,8.274000000000001,-0.252,426.05,21.0,29.7,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,31.67,1,-13,39.0,3.0,3.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.0504
2025-03-06 11:47:37-08:00,21.7,170.02700000000002,11.286,9.198,-1.176,426.02,21.0,29.8,0.0,0.0,0.0,0.0,0.0,1,14.09,177.07,33.74,1,-12,39.0,3.0,2.0,STAT,0,LAT,LON,W,CRC,,,,,,,-0.2352
