DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,295,30,-16,-26,6,0,0.00000,0.00000.1,0.1,3512957640,AQI
2025-03-07 05:00:30-08:00,3.71,453.61800000000005,17.1,26.113500000000002,7.919999999999999,476.92,5.6,73.6,3.57,6.06,6.99,0.0,0.0,1,13.87,7.84,35.11,1,-8,12,0,0,STAT,0,LAT,LON,W,CRC,,6.4319999999999995
2025-03-07 05:01:30-08:00,3.7,438.0420000000001,17.271,26.5335,6.84,476.47,5.6,73.7,3.22,5.93,6.63,0.0,0.0,1,14.02,106.75,33.65,1,-9,11,1,-1,STAT,0,LAT,LON,W,CRC,,6.112
2025-03-07 05:02:30-08:00,3.67,426.877,13.923,25.494000000000003,7.356,475.81,5.6,73.7,3.05,5.3,6.23,0.0,0.0,1,13.95,30.15,33.08,1,-10,13,0,-1,STAT,0,LAT,LON,W,CRC,,5.7112
2025-03-07 05:03:30-08:00,3.63,419.83700000000005,15.084000000000001,23.7615,7.308,474.99,5.6,73.6,4.37,6.66,6.97,0.0,0.0,1,13.87,8.52,30.69,1,-11,13,0,0,STAT,0,LAT,LON,W,CRC,,6.7896
2025-03-07 05:04:30-08:00,3.61,416.88900000000007,16.317,22.911,7.656,473.81,5.6,73.5,3.08,6.0,6.1,0.0,0.0,1,14.12,116.24,31.15,1,-7,12,0,0,STAT,0,LAT,LON,W,CRC,,6.331200000000001
2025-03-07 05:05:30-08:00,3.6,421.75100000000003,17.037,23.625,6.9239999999999995,473.86,5.6,73.4,3.53,6.41,6.95,0.0,0.0,1,13.95,40.83,41.0,1,-9,12,1,0,STAT,0,LAT,LON,W,CRC,,6.5128
2025-03-07 05:06:30-08:00,3.59,425.029,17.937,23.898000000000003,6.636,474.31,5.6,73.3,3.21,6.22,6.84,0.0,0.0,1,13.87,11.53,34.26,1,-7,11,0,0,STAT,0,LAT,LON,W,CRC,,6.3032
2025-03-07 05:07:30-08:00,3.57,430.27600000000007,15.606,24.528,7.247999999999999,476.09,5.6,73.4,3.1,5.75,6.59,0.0,0.0,1,14.12,83.61,31.98,1,-6,12,0,0,STAT,0,LAT,LON,W,CRC,,6.049600000000001
2025-03-07 05:08:30-08:00,3.53,438.40500000000003,18.162,25.756500000000003,7.247999999999999,477.56,5.5,73.5,3.31,5.77,6.42,0.0,0.0,1,13.98,32.83,31.72,1,-9,10,0,0,STAT,0,LAT,LON,W,CRC,,6.0656
2025-03-07 05:09:30-08:00,3.5,441.01200000000006,17.523,25.872000000000003,7.26,478.49,5.5,73.9,3.0,5.59,5.98,0.0,0.0,1,13.91,9.27,31.02,1,-8,10,0,0,STAT,0,LAT,LON,W,CRC,,5.924
2025-03-07 05:10:26-08:00,3.5,442.59600000000006,15.714,24.78,7.859999999999999,477.87,5.5,74.2,2.61,5.15,5.39,0.0,0.0,1,14.05,124.32,43.15,1,-8,13,0,0,STAT,0,LAT,LON,W,CRC,,5.692
2025-03-07 05:11:26-08:00,3.49,432.531,18.126,23.855999999999998,7.128,477.31,5.5,74.1,2.59,5.37,5.73,0.0,0.0,1,13.95,35.11,32.7,1,-12,11,0,0,STAT,0,LAT,LON,W,CRC,,5.7216000000000005
2025-03-07 05:12:26-08:00,3.48,426.32700000000006,18.036,22.8585,8.292,477.11,5.5,74.0,2.64,5.37,6.33,0.0,0.0,1,13.91,9.92,31.49,1,-11,11,0,0,STAT,0,LAT,LON,W,CRC,,5.954400000000001
2025-03-07 05:13:26-08:00,3.46,421.97100000000006,14.508000000000001,22.9005,6.648,477.04,5.5,73.9,2.21,3.87,4.51,0.0,0.0,1,14.12,96.19,31.18,1,-11,14,0,0,STAT,0,LAT,LON,W,CRC,,4.4256
2025-03-07 05:14:26-08:00,3.42,422.02600000000007,14.544,24.675,6.348,477.01,5.4,73.9,2.72,5.26,6.14,0.0,0.0,1,13.98,47.31,32.52,1,-10,13,1,0,STAT,0,LAT,LON,W,CRC,,5.477600000000001
2025-03-07 05:15:28-08:00,3.41,419.672,16.884,22.0605,6.5280000000000005,477.15,5.4,73.8,2.91,4.74,5.14,0.0,0.0,1,13.87,13.36,38.81,1,-10,11,0,-1,STAT,0,LAT,LON,W,CRC,,5.0976
2025-03-07 05:16:29-08:00,3.4,426.4920000000001,14.805,21.808500000000002,7.919999999999999,476.97,5.4,73.8,2.94,4.87,5.4,0.0,0.0,1,14.12,106.84,35.83,1,-9,12,0,0,STAT,0,LAT,LON,W,CRC,,5.48
2025-03-07 05:17:29-08:00,3.39,438.086,18.090000000000003,24.181500000000003,6.611999999999999,475.59,5.4,74.0,2.71,4.72,4.95,0.0,0.0,1,13.95,30.18,32.0,1,-11,10,0,0,STAT,0,LAT,LON,W,CRC,,5.0984
2025-03-07 05:18:29-08:00,3.38,455.03700000000003,28.674,25.6725,4.332,473.91,5.4,74.2,3.08,6.13,6.4,0.0,0.0,1,13.91,8.52,33.61,1,-11,10,0,-1,STAT,0,LAT,LON,W,CRC,,5.7704
2025-03-07 05:19:29-08:00,3.37,451.71500000000003,27.054,25.641000000000002,6.263999999999999,473.97,5.4,74.3,3.31,6.19,6.81,0.0,0.0,1,13.84,2.41,32.38,1,-10,10,0,0,STAT,0,LAT,LON,W,CRC,,6.2048000000000005
2025-03-07 05:20:29-08:00,3.33,443.3550000000001,25.947,24.948000000000004,5.988,473.09,5.4,74.3,3.11,5.53,6.14,0.0,0.0,1,13.95,51.88,40.78,1,-10,11,0,0,STAT,0,LAT,LON,W,CRC,,5.621600000000001
