DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,131,27,-6,-36,193916926,146,25,-8,-37,2699952926,AQI
2025-03-20 12:06:54-07:00,6.41,225.81900000000002,8.514000000000001,21.6405,14.568,423.07,7.9,68.0,0.14,0.76,0.87,18.0,0.0,-2.0,STAT,,,,,,,3.5216000000000003
2025-03-20 12:07:54-07:00,6.42,224.037,7.992000000000001,21.252,16.68,423.02,7.9,68.4,0.05,0.47,1.01,18.0,0.0,-2.0,STAT,,,,,,,3.712
2025-03-20 12:08:54-07:00,6.41,218.42700000000002,5.643,20.4435,17.772,422.36,7.9,68.1,0.01,0.51,0.85,20.0,0.0,-2.0,STAT,,,,,,,3.9623999999999997
2025-03-20 12:09:53-07:00,6.41,216.13900000000004,7.829999999999999,20.012999999999998,17.256,421.83,7.9,68.0,0.01,0.26,0.46,18.0,0.0,-2.0,STAT,,,,,,,3.6592000000000002
2025-03-20 12:10:53-07:00,6.41,216.41400000000002,7.947,20.4225,17.88,420.15,7.8,68.2,0.0,0.13,0.33,18.0,0.0,-2.0,STAT,,,,,,,3.68
2025-03-20 12:11:54-07:00,6.41,215.512,7.281,19.761000000000003,18.407999999999998,418.4,7.8,68.3,0.0,0.17,0.24,19.0,0.0,-2.0,STAT,,,,,,,3.8175999999999997
2025-03-20 12:12:54-07:00,6.41,217.05200000000002,6.516,19.4355,20.424,417.49,7.8,68.5,0.0,0.21,0.23,18.0,0.0,-2.0,STAT,,,,,,,4.252800000000001
2025-03-20 12:13:54-07:00,6.41,219.98900000000003,6.678,19.2255,20.7,417.17,7.8,68.9,0.03,0.41,0.42,18.0,0.0,-3.0,STAT,,,,,,,4.468
2025-03-20 12:14:54-07:00,6.41,219.395,7.092,19.635,21.432,416.52,7.8,69.0,0.01,0.16,0.16,17.0,0.0,-2.0,STAT,,,,,,,4.4144
2025-03-20 12:15:54-07:00,6.42,211.43100000000004,6.723,18.910500000000003,20.892,416.18,7.8,69.2,0.0,0.29,0.47,18.0,-1.0,-2.0,STAT,,,,,,,4.4104
2025-03-20 12:16:55-07:00,6.42,203.43400000000003,6.174,19.8135,19.5,415.93,7.8,69.4,0.0,0.23,0.37,18.0,0.0,-2.0,STAT,,,,,,,4.0840000000000005
2025-03-20 12:17:55-07:00,6.41,203.67600000000002,5.769,19.467,20.328,415.88,7.8,69.6,0.0,0.2,0.25,19.0,0.0,-2.0,STAT,,,,,,,4.2256
2025-03-20 12:18:55-07:00,6.41,207.768,6.6690000000000005,18.648000000000003,22.331999999999997,415.96,7.8,69.2,0.0,0.57,0.66,19.0,0.0,-2.0,STAT,,,,,,,4.9224
2025-03-20 12:19:55-07:00,6.41,206.11800000000002,7.956,18.6375,23.604000000000003,415.99,7.8,69.4,0.0,0.92,1.07,16.0,0.0,-1.0,STAT,,,,,,,5.4568
2025-03-20 12:20:50-07:00,6.42,210.11100000000002,4.4190000000000005,19.151999999999997,22.128,415.99,7.8,69.6,0.0,0.57,0.61,20.0,-1.0,-2.0,STAT,,,,,,,4.881600000000001
2025-03-20 12:21:51-07:00,6.41,208.615,6.642,18.732,19.116,416.0,7.8,69.8,0.38,0.96,1.39,17.0,0.0,-3.0,STAT,,,,,,,4.5912
2025-03-20 12:22:51-07:00,6.41,210.925,8.46,20.16,19.092,416.58,7.8,70.0,0.46,1.3,1.44,17.0,0.0,-2.0,STAT,,,,,,,4.8584
2025-03-20 12:23:51-07:00,6.41,208.153,9.198,21.4935,17.16,417.21,7.8,70.2,0.52,1.1,1.15,17.0,0.0,-2.0,STAT,,,,,,,4.312
2025-03-20 12:24:51-07:00,6.41,210.50700000000003,8.451,21.430500000000002,16.392,417.81,7.9,70.2,0.18,1.01,1.03,18.0,0.0,-2.0,STAT,,,,,,,4.0864
