DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,139,-30,1585130552,119,26,4024907249,AQI
2025-03-11 10:24:19-07:00,5.37,216.60100000000003,8.712,23.131500000000003,14.411999999999999,428.01,6.9,75.8,5.29,8.09,8.32,16.0,STAT,,,,,9.3544
2025-03-11 10:25:19-07:00,5.37,214.62100000000004,8.955,24.0765,13.56,428.0,6.9,75.9,5.6,9.72,10.15,15.0,STAT,,,,,10.488000000000001
2025-03-11 10:26:19-07:00,5.37,211.77200000000002,9.072000000000001,22.417500000000004,13.956000000000001,428.0,6.9,75.9,5.66,8.75,8.89,15.0,STAT,,,,,9.7912
2025-03-11 10:27:18-07:00,5.37,213.57600000000002,8.766,23.2575,15.911999999999999,427.91,6.9,75.7,5.58,9.04,9.57,15.0,STAT,,,,,10.414399999999999
2025-03-11 10:28:19-07:00,5.37,211.13400000000001,11.151000000000002,22.480500000000003,16.152,427.35,6.8,75.8,5.58,9.39,10.32,13.0,STAT,,,,,10.7424
2025-03-11 10:29:19-07:00,5.37,211.112,10.332,24.538500000000003,16.392,427.12,6.8,75.8,5.82,10.2,10.56,15.0,STAT,,,,,11.4384
2025-03-11 10:30:19-07:00,5.37,210.47400000000002,11.286,22.995,14.892,427.04,6.8,76.0,5.88,9.83,9.95,14.0,STAT,,,,,10.842400000000001
2025-03-11 10:31:19-07:00,5.37,212.036,11.853,23.2575,14.7,427.02,6.8,76.0,5.57,10.52,10.62,15.0,STAT,,,,,11.356
2025-03-11 10:32:21-07:00,5.37,206.844,10.98,21.819000000000003,13.331999999999999,427.01,6.9,76.2,5.8,10.53,11.13,16.0,STAT,,,,,11.090399999999999
2025-03-11 10:33:21-07:00,5.37,205.39200000000002,9.036,19.960500000000003,17.508,427.0,6.9,76.1,6.15,10.66,11.02,16.0,STAT,,,,,12.0296
2025-03-11 10:34:21-07:00,5.36,203.181,10.854000000000001,22.491000000000003,13.152000000000001,427.13,6.9,76.0,5.67,9.69,10.15,15.0,STAT,,,,,10.3824
2025-03-11 10:35:22-07:00,5.37,199.386,9.972,20.895,11.16,427.05,6.9,76.1,5.66,9.75,10.22,15.0,STAT,,,,,10.032
2025-03-11 10:36:22-07:00,5.36,201.41,9.9,23.688,14.027999999999999,427.02,6.9,75.9,5.38,8.72,9.46,15.0,STAT,,,,,9.781600000000001
2025-03-11 10:37:22-07:00,5.36,206.36,9.594000000000001,23.646,16.104,427.01,6.9,76.1,4.84,8.42,8.65,16.0,STAT,,,,,9.956800000000001
2025-03-11 10:38:22-07:00,5.36,240.669,9.684,22.732499999999998,16.427999999999997,427.0,6.9,76.0,5.04,8.93,9.06,16.0,STAT,,,,,10.4296
2025-03-11 10:39:22-07:00,5.35,237.87500000000003,9.162,21.5775,14.508,427.0,6.9,76.2,5.09,7.92,8.4,16.0,STAT,,,,,9.2376
2025-03-11 10:40:22-07:00,5.34,224.345,11.556000000000001,23.152500000000003,11.184,427.0,6.8,76.2,5.03,7.61,7.83,15.0,STAT,,,,,8.324800000000002
2025-03-11 10:41:23-07:00,5.34,210.11100000000002,10.899,24.066000000000003,10.799999999999999,427.0,6.9,76.2,5.01,8.36,8.78,15.0,STAT,,,,,8.847999999999999
2025-03-11 10:42:23-07:00,5.33,205.68900000000002,7.02,23.667,12.696,427.0,6.9,76.0,4.88,8.25,8.4,18.0,STAT,,,,,9.1392
2025-03-11 10:43:23-07:00,5.33,198.418,9.837,23.992500000000003,11.94,427.16,6.9,76.1,5.28,8.52,8.65,15.0,STAT,,,,,9.204
2025-03-11 10:44:23-07:00,5.33,200.33200000000002,11.628,22.806,11.723999999999998,427.7,6.9,76.2,5.19,8.56,8.76,14.0,STAT,,,,,9.1928
2025-03-11 10:45:23-07:00,5.33,203.58800000000002,12.420000000000002,23.982,11.892,427.9,6.9,76.0,5.21,9.37,10.05,13.0,STAT,,,,,9.8744
2025-03-11 10:46:23-07:00,5.34,204.73200000000003,11.538,22.722,13.404,427.96,6.9,75.9,5.08,8.75,9.79,15.0,STAT,,,,,9.6808
2025-03-11 10:47:23-07:00,5.35,206.668,11.592,23.604000000000003,9.792,427.99,7.0,76.0,5.31,9.56,10.01,13.0,STAT,,,,,9.6064
2025-03-11 10:48:23-07:00,5.36,200.585,11.637,23.394000000000002,9.107999999999999,428.0,7.0,76.1,5.26,8.91,9.94,14.0,STAT,,,,,8.9496
2025-03-11 10:49:23-07:00,5.36,199.44100000000003,11.645999999999999,23.646,8.34,428.0,7.0,76.0,5.2,8.94,9.57,14.0,STAT,,,,,8.82
2025-03-11 10:50:23-07:00,5.36,200.178,10.512,23.436,10.799999999999999,428.0,7.0,76.0,5.07,8.71,9.15,15.0,STAT,,,,,9.128
2025-03-11 10:51:23-07:00,5.36,202.45500000000004,10.629000000000001,24.1185,9.732,428.46,7.0,76.0,4.65,8.4,8.74,15.0,STAT,,,,,8.666400000000001
2025-03-11 10:52:23-07:00,5.36,196.845,7.704000000000001,24.024,10.008,428.81,7.0,76.0,5.06,8.36,8.85,17.0,STAT,,,,,8.689599999999999
2025-03-11 10:53:20-07:00,5.36,198.84700000000004,7.353,23.415000000000003,13.212,429.43,7.0,76.0,4.62,8.12,8.65,18.0,STAT,,,,,9.1384
2025-03-11 10:54:20-07:00,5.36,196.977,9.251999999999999,22.4385,11.4,429.8,7.0,76.1,4.82,7.75,8.01,17.0,STAT,,,,,8.48
2025-03-11 10:55:20-07:00,5.36,193.82,7.353,24.171,10.668000000000001,429.93,7.0,76.0,5.08,7.4,7.49,18.0,STAT,,,,,8.053600000000001
2025-03-11 10:56:20-07:00,5.36,199.18800000000002,9.504000000000001,25.347,9.203999999999999,429.98,7.0,76.0,5.17,7.71,7.83,15.0,STAT,,,,,8.0088
2025-03-11 10:57:20-07:00,5.36,198.06600000000003,9.657,26.2395,8.136,429.83,7.0,75.9,5.21,8.06,8.23,15.0,STAT,,,,,8.0752
2025-03-11 10:58:21-07:00,5.36,197.912,9.243,25.830000000000002,9.216,429.76,7.0,75.8,4.91,8.89,9.17,16.0,STAT,,,,,8.955200000000001
2025-03-11 10:59:21-07:00,5.37,197.78000000000003,10.098,25.284,9.564,429.27,7.0,75.8,4.97,7.99,8.51,16.0,STAT,,,,,8.3048
2025-03-11 11:00:21-07:00,5.37,196.24,11.268,23.121000000000002,11.796,429.09,7.0,75.8,5.55,8.67,8.87,15.0,STAT,,,,,9.2952
2025-03-11 11:01:21-07:00,5.37,192.74200000000002,10.926,23.9295,13.139999999999999,429.03,7.0,75.8,5.03,8.32,8.39,15.0,STAT,,,,,9.284
2025-03-11 11:02:22-07:00,5.37,200.60700000000003,8.307,24.339000000000002,11.652000000000001,429.47,6.9,75.9,5.05,8.19,8.28,17.0,STAT,,,,,8.8824
2025-03-11 11:03:22-07:00,5.37,211.937,10.017000000000001,25.168499999999998,10.068,429.81,6.9,76.0,5.5,9.42,9.53,16.0,STAT,,,,,9.5496
2025-03-11 11:04:22-07:00,5.36,211.97,10.224,24.7905,8.388,429.93,7.0,76.0,5.32,9.06,9.1,15.0,STAT,,,,,8.925600000000001
2025-03-11 11:05:22-07:00,5.37,224.44400000000002,10.395000000000001,24.0975,10.368,429.98,7.0,76.0,5.07,8.53,8.94,15.0,STAT,,,,,8.8976
2025-03-11 11:06:22-07:00,5.37,220.209,8.802,25.462500000000002,8.052,429.99,7.0,76.1,5.46,9.12,9.25,16.0,STAT,,,,,8.9064
2025-03-11 11:07:22-07:00,5.37,227.04000000000002,11.097,24.801000000000002,12.024,429.71,7.0,75.9,5.68,8.87,9.44,15.0,STAT,,,,,9.5008
2025-03-11 11:08:24-07:00,5.36,228.09600000000003,10.998000000000001,26.019000000000002,9.911999999999999,429.9,7.0,76.0,5.68,9.94,10.8,15.0,STAT,,,,,9.9344
2025-03-11 11:09:22-07:00,5.37,219.01000000000002,10.386,27.5625,9.024,429.42,7.0,76.1,5.14,9.15,9.43,16.0,STAT,,,,,9.1248
2025-03-11 11:10:22-07:00,5.36,214.412,11.268,27.237000000000002,10.319999999999999,429.15,7.0,76.1,5.67,9.85,10.16,16.0,STAT,,,,,9.943999999999999
2025-03-11 11:11:22-07:00,5.36,218.30600000000004,8.721,27.5625,9.815999999999999,428.97,7.0,76.0,5.96,10.29,10.59,16.0,STAT,,,,,10.1952
2025-03-11 11:12:23-07:00,5.37,223.377,9.873000000000001,27.279,11.976,428.34,7.0,75.9,6.18,9.98,10.09,15.0,STAT,,,,,10.3792
2025-03-11 11:13:23-07:00,5.37,227.304,9.09,28.8435,10.812,428.12,7.0,75.9,6.04,10.33,10.37,16.0,STAT,,,,,10.426400000000001
2025-03-11 11:14:23-07:00,5.37,224.65300000000002,10.089,28.224,12.132,428.43,7.0,76.0,6.02,10.96,11.56,15.0,STAT,,,,,11.194400000000002
2025-03-11 11:15:23-07:00,5.37,228.09600000000003,10.161,29.4735,9.924,428.61,6.9,76.0,6.04,10.91,11.31,15.0,STAT,,,,,10.7128
2025-03-11 11:16:23-07:00,5.36,226.61100000000002,11.16,32.214,7.667999999999999,428.86,6.9,76.1,6.15,11.05,11.82,15.0,STAT,,,,,10.373600000000001
2025-03-11 11:17:23-07:00,5.36,229.46,10.170000000000002,31.2585,7.284,428.95,6.9,76.2,6.15,11.13,11.92,15.0,STAT,,,,,10.360800000000001
2025-03-11 11:18:24-07:00,5.37,228.61300000000003,9.360000000000001,30.6705,9.096,428.98,6.9,76.2,6.28,10.56,10.94,15.0,STAT,,,,,10.2672
2025-03-11 11:19:25-07:00,5.37,225.467,12.807,29.935500000000005,8.976,428.91,6.9,76.3,6.01,10.06,10.35,13.0,STAT,,,,,9.8432
2025-03-11 11:20:26-07:00,5.37,226.633,11.466000000000001,30.492,7.919999999999999,428.49,6.9,76.2,6.7,11.16,12.64,15.0,STAT,,,,,10.512
2025-03-11 11:21:26-07:00,5.37,227.07300000000004,11.601,30.114,8.723999999999998,428.82,6.9,76.3,6.82,11.12,11.97,15.0,STAT,,,,,10.640799999999999
2025-03-11 11:22:26-07:00,5.38,228.91000000000003,11.583,30.996000000000002,7.619999999999999,428.94,6.9,76.4,6.35,10.53,10.8,15.0,STAT,,,,,9.948
2025-03-11 11:23:26-07:00,5.37,235.532,9.612,32.161500000000004,6.288,428.98,6.9,76.5,6.33,10.62,10.83,16.0,STAT,,,,,9.7536
2025-03-11 11:24:26-07:00,5.38,248.34700000000004,9.54,33.5265,7.4639999999999995,428.99,6.9,76.3,6.13,10.03,10.81,17.0,STAT,,,,,9.5168
2025-03-11 11:25:26-07:00,5.38,249.304,10.539000000000001,32.4765,5.207999999999999,428.64,6.9,76.3,5.95,9.78,10.11,15.0,STAT,,,,,8.8656
2025-03-11 11:26:26-07:00,5.37,248.96300000000002,12.249,29.6625,8.304,428.58,6.9,76.4,6.21,11.05,11.65,14.0,STAT,,,,,10.500800000000002
2025-03-11 11:27:26-07:00,5.37,257.14700000000005,11.952,30.429000000000002,7.164,428.43,6.9,76.4,6.53,10.79,11.16,14.0,STAT,,,,,10.0648
2025-03-11 11:28:27-07:00,5.37,247.64300000000003,7.947,32.224500000000006,3.864,428.77,6.9,76.5,6.96,11.7,12.4,17.0,STAT,,,,,10.1328
2025-03-11 11:29:27-07:00,5.38,242.803,8.874,29.8515,7.367999999999999,428.92,6.9,76.5,6.47,12.69,13.46,17.0,STAT,,,,,11.6256
2025-03-11 11:30:27-07:00,5.37,250.19500000000002,10.116,28.8645,10.043999999999999,428.97,6.9,76.5,6.75,11.99,12.82,16.0,STAT,,,,,11.6008
2025-03-11 11:31:27-07:00,5.38,254.45200000000003,9.792000000000002,29.946,11.052000000000001,428.99,7.0,76.5,6.5,11.63,12.14,16.0,STAT,,,,,11.5144
2025-03-11 11:32:27-07:00,5.38,243.88100000000003,7.713,29.9985,8.604,429.0,7.0,76.5,6.59,12.67,13.09,17.0,STAT,,,,,11.856800000000002
2025-03-11 11:33:27-07:00,5.37,245.78400000000002,9.351,30.0825,9.096,429.0,7.0,76.5,6.8,11.97,12.43,17.0,STAT,,,,,11.3952
2025-03-11 11:34:27-07:00,5.37,237.31400000000002,9.837,29.3475,9.972,429.0,7.0,76.3,6.9,11.71,11.86,16.0,STAT,,,,,11.362400000000001
2025-03-11 11:35:27-07:00,5.38,235.48800000000003,9.621,29.7255,11.268,429.0,7.0,76.1,6.62,11.29,11.34,16.0,STAT,,,,,11.2856
2025-03-11 11:36:27-07:00,5.38,228.591,10.610999999999999,29.242500000000003,10.476,429.0,7.0,76.1,6.84,11.31,11.77,15.0,STAT,,,,,11.1432
2025-03-11 11:37:28-07:00,5.38,226.633,10.692,27.7935,12.96,429.0,6.9,75.9,7.04,12.06,13.01,15.0,STAT,,,,,12.240000000000002
2025-03-11 11:38:28-07:00,5.38,226.116,12.915,27.1005,9.456,429.0,6.9,76.2,6.63,11.09,11.82,13.0,STAT,,,,,10.7632
2025-03-11 11:39:24-07:00,5.38,221.133,10.899,25.567500000000003,11.292,429.0,6.9,76.2,6.37,10.53,11.59,15.0,STAT,,,,,10.6824
2025-03-11 11:40:24-07:00,5.38,220.74800000000002,10.998000000000001,26.25,10.308,429.0,6.9,76.2,6.16,10.6,11.49,15.0,STAT,,,,,10.5416
2025-03-11 11:41:24-07:00,5.39,219.84600000000003,11.115,27.667500000000004,9.384,429.0,6.9,76.3,6.24,10.71,11.22,14.0,STAT,,,,,10.4448
2025-03-11 11:42:24-07:00,5.38,217.327,10.836,26.943,10.991999999999999,429.0,7.0,76.1,6.66,11.4,12.2,15.0,STAT,,,,,11.3184
2025-03-11 11:43:24-07:00,5.39,219.54900000000004,9.774,27.3,10.572000000000001,429.0,7.0,76.1,6.76,11.87,12.42,16.0,STAT,,,,,11.6104
2025-03-11 11:44:25-07:00,5.39,220.88000000000002,9.972,28.171499999999998,11.027999999999999,429.0,6.9,76.0,7.0,12.46,13.36,15.0,STAT,,,,,12.173600000000002
2025-03-11 11:45:26-07:00,5.38,218.65800000000002,10.620000000000001,28.266000000000002,8.604,429.4,6.9,76.1,6.92,12.46,12.81,15.0,STAT,,,,,11.688800000000002
2025-03-11 11:46:26-07:00,5.38,218.735,11.223,28.35,6.9959999999999996,429.21,6.9,76.1,6.38,11.67,11.93,15.0,STAT,,,,,10.7352
2025-03-11 11:47:26-07:00,5.38,213.90600000000003,10.845,27.982499999999998,6.132000000000001,429.08,7.0,76.2,6.81,12.01,12.1,16.0,STAT,,,,,10.8344
2025-03-11 11:48:26-07:00,5.38,219.428,11.727,28.3185,8.832,429.03,7.0,76.0,7.07,12.14,12.61,14.0,STAT,,,,,11.478400000000002
2025-03-11 11:49:26-07:00,5.38,218.74600000000004,12.033,28.119000000000003,9.516,429.01,7.0,75.9,6.87,11.71,12.56,15.0,STAT,,,,,11.2712
2025-03-11 11:50:26-07:00,5.39,217.877,11.826,27.531,11.208,429.0,7.0,76.0,6.75,12.52,13.3,14.0,STAT,,,,,12.2576
2025-03-11 11:51:26-07:00,5.39,218.834,11.457,27.909,8.556,429.0,6.9,75.9,6.7,11.88,12.73,15.0,STAT,,,,,11.215200000000001
2025-03-11 11:52:26-07:00,5.39,225.02700000000002,11.232000000000001,26.607,10.835999999999999,429.0,7.0,75.8,6.48,10.73,11.43,15.0,STAT,,,,,10.7512
2025-03-11 11:53:26-07:00,5.39,229.87800000000001,10.566,23.183999999999997,11.7,429.0,6.9,75.8,6.36,11.12,11.37,15.0,STAT,,,,,11.235999999999999
2025-03-11 11:54:27-07:00,5.39,228.668,10.206,23.4675,11.531999999999998,429.0,7.0,75.9,5.78,10.58,10.74,15.0,STAT,,,,,10.7704
2025-03-11 11:55:28-07:00,5.39,221.21,9.72,22.5645,12.48,428.35,6.9,75.9,6.0,10.75,10.82,15.0,STAT,,,,,11.096
2025-03-11 11:56:28-07:00,5.39,215.754,10.683,22.26,11.435999999999998,428.12,6.9,75.9,5.79,9.56,10.21,15.0,STAT,,,,,9.9352
2025-03-11 11:57:28-07:00,5.38,214.06,9.045000000000002,20.706,14.964,428.04,6.9,76.0,5.84,10.48,11.01,16.0,STAT,,,,,11.376800000000001
2025-03-11 11:58:28-07:00,5.39,212.77300000000002,11.268,20.6325,13.824,428.02,7.0,75.8,5.85,10.02,11.04,15.0,STAT,,,,,10.7808
2025-03-11 11:59:28-07:00,5.39,210.804,12.033,20.391000000000002,15.096,427.55,7.0,75.7,5.72,9.78,10.53,14.0,STAT,,,,,10.8432
2025-03-11 12:00:29-07:00,5.39,210.95800000000003,11.735999999999999,19.7715,14.196,427.19,7.0,75.7,5.86,9.61,9.88,15.0,STAT,,,,,10.5272
2025-03-11 12:01:29-07:00,5.39,212.67400000000004,11.655,19.3725,14.339999999999998,427.07,7.0,75.7,6.19,10.34,10.44,15.0,STAT,,,,,11.14
2025-03-11 12:02:29-07:00,5.39,208.84600000000003,11.043,17.860500000000002,15.888,426.67,7.0,75.7,6.09,10.76,11.75,15.0,STAT,,,,,11.7856
2025-03-11 12:03:29-07:00,5.4,208.703,9.855,17.766000000000002,15.864,426.24,7.0,75.7,5.93,9.28,9.63,16.0,STAT,,,,,10.5968
2025-03-11 12:04:30-07:00,5.43,211.98100000000002,10.647,19.645500000000002,14.088,425.97,7.0,75.7,5.96,9.33,9.99,15.0,STAT,,,,,10.281600000000001
2025-03-11 12:05:30-07:00,5.45,210.716,11.511,19.341,14.723999999999998,425.99,7.0,75.7,5.86,10.51,10.97,14.0,STAT,,,,,11.352799999999998
2025-03-11 12:06:30-07:00,5.46,214.09300000000002,10.296,18.3435,15.552,426.0,7.0,75.5,5.77,10.63,11.15,15.0,STAT,,,,,11.614400000000002
2025-03-11 12:07:30-07:00,5.46,213.57600000000002,12.852,19.089000000000002,15.035999999999998,425.86,7.0,75.5,6.01,10.7,11.05,14.0,STAT,,,,,11.5672
2025-03-11 12:08:30-07:00,5.47,211.88200000000003,12.105,19.120500000000003,15.504,425.79,7.0,75.6,5.98,10.04,10.16,14.0,STAT,,,,,11.1328
2025-03-11 12:09:30-07:00,5.47,208.45000000000002,10.188,19.362000000000002,14.915999999999999,425.85,7.0,75.8,5.71,10.54,10.64,16.0,STAT,,,,,11.4152
2025-03-11 12:10:30-07:00,5.47,213.42200000000003,10.512,18.6375,17.868,425.95,7.0,75.5,5.52,9.88,10.74,15.0,STAT,,,,,11.4776
2025-03-11 12:11:30-07:00,5.47,214.74200000000002,9.891,18.249,16.235999999999997,425.98,7.0,75.6,5.61,10.85,11.34,15.0,STAT,,,,,11.9272
2025-03-11 12:12:30-07:00,5.48,212.64100000000002,9.351,17.776500000000002,16.631999999999998,425.99,7.0,75.6,5.77,10.63,11.23,16.0,STAT,,,,,11.830400000000001
2025-03-11 12:13:31-07:00,5.49,244.574,9.306000000000001,17.9865,16.548,426.0,7.0,75.6,5.6,10.31,10.72,16.0,STAT,,,,,11.5576
2025-03-11 12:14:31-07:00,5.48,257.521,11.763,17.535,16.164,426.0,7.0,75.6,5.63,10.86,11.15,13.0,STAT,,,,,11.920800000000002
2025-03-11 12:15:27-07:00,5.48,251.10800000000003,11.862,18.238500000000002,14.604,426.0,7.0,75.7,5.47,10.55,10.86,14.0,STAT,,,,,11.360800000000001
2025-03-11 12:16:27-07:00,5.48,239.294,10.305,18.238500000000002,13.476,426.16,7.0,75.7,5.66,10.61,10.83,15.0,STAT,,,,,11.1832
2025-03-11 12:17:27-07:00,5.49,231.66000000000003,11.403,19.068,13.235999999999999,426.2,7.0,75.6,5.59,9.2,9.4,14.0,STAT,,,,,10.0072
2025-03-11 12:18:27-07:00,5.49,226.28100000000003,10.179,21.010500000000004,12.324,426.07,7.0,75.6,5.41,9.0,9.57,15.0,STAT,,,,,9.6648
2025-03-11 12:19:27-07:00,5.49,223.12400000000002,12.411,19.3305,12.468,426.03,7.0,75.6,5.25,9.86,10.5,14.0,STAT,,,,,10.3816
2025-03-11 12:20:28-07:00,5.49,220.57200000000003,11.412,16.0335,15.276,426.06,7.0,75.6,5.5,9.56,9.78,15.0,STAT,,,,,10.7032
2025-03-11 12:21:28-07:00,5.49,222.651,10.170000000000002,17.262,15.443999999999999,426.02,7.0,75.5,5.37,8.78,9.07,15.0,STAT,,,,,10.1128
2025-03-11 12:22:29-07:00,5.48,219.23000000000002,11.052,17.335500000000003,17.88,425.92,7.0,75.5,5.34,8.75,9.33,14.0,STAT,,,,,10.576
2025-03-11 12:23:29-07:00,5.49,212.96,11.808,15.9495,19.404,425.36,7.0,75.4,4.79,8.34,9.01,14.0,STAT,,,,,10.552800000000001
2025-03-11 12:24:29-07:00,5.49,212.751,11.907,16.863,18.419999999999998,425.13,7.0,75.5,5.31,8.95,9.17,14.0,STAT,,,,,10.844
2025-03-11 12:25:30-07:00,5.49,211.442,12.123000000000001,15.834000000000001,19.188,425.04,7.0,75.4,5.47,9.21,9.97,13.0,STAT,,,,,11.2056
2025-03-11 12:26:30-07:00,5.48,210.969,10.520999999999999,17.1255,18.432,425.02,7.0,75.4,5.36,9.39,9.81,15.0,STAT,,,,,11.1984
2025-03-11 12:27:30-07:00,5.48,218.41600000000003,10.143,16.9365,16.848,425.01,7.0,75.4,5.67,9.83,10.3,16.0,STAT,,,,,11.233600000000001
2025-03-11 12:28:31-07:00,5.48,257.345,10.368,15.959999999999999,20.532,425.0,7.0,75.5,5.47,9.35,9.55,15.0,STAT,,,,,11.586400000000001
2025-03-11 12:29:31-07:00,5.48,246.25700000000003,10.566,17.556,19.416,425.0,6.9,75.3,5.31,9.51,9.92,15.0,STAT,,,,,11.491200000000001
2025-03-11 12:30:31-07:00,5.48,232.11100000000002,12.96,17.4615,20.676,425.0,6.9,75.4,5.68,10.68,11.39,13.0,STAT,,,,,12.679200000000002
2025-03-11 12:31:30-07:00,5.48,224.829,10.557,17.178,19.368,425.0,6.9,75.5,5.9,11.14,12.55,15.0,STAT,,,,,12.7856
2025-03-11 12:32:30-07:00,5.48,225.654,9.171,17.304000000000002,20.892,424.38,6.9,75.4,5.73,10.94,11.68,15.0,STAT,,,,,12.9304
2025-03-11 12:33:30-07:00,5.48,218.229,12.087,16.9365,17.568,424.22,6.9,75.6,5.13,10.62,10.85,14.0,STAT,,,,,12.0096
