DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,354,31,-13,-22,6,0,0.00000,0.00000.1,0.1,4171522417,124,34,-3,-23,2771411623,AQI
2025-03-07 15:49:43-08:00,6.22,234.883,14.715000000000002,17.178,9.552,422.0,7.5,74.4,5.15,8.99,9.28,0.0,0.0,1,13.77,10.87,29.56,1,-19,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.1024
2025-03-07 15:50:43-08:00,6.26,277.684,16.038,16.758000000000003,10.692,422.0,7.5,74.4,5.35,9.87,9.98,0.0,0.0,1,13.73,3.07,31.76,1,-19,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.0344
2025-03-07 15:51:42-08:00,6.28,347.05,17.846999999999998,16.821,10.931999999999999,422.58,7.5,74.3,5.51,10.45,10.59,0.0,0.0,1,13.87,57.75,37.31,1,-19,16.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.546399999999998
2025-03-07 15:52:42-08:00,6.28,296.37300000000005,16.065,17.241000000000003,11.364,422.85,7.5,74.3,5.99,9.93,9.97,0.0,0.0,1,13.8,16.31,34.42,1,-20,17.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.2168
2025-03-07 15:53:43-08:00,6.3,262.61400000000003,16.704,17.283,11.268,422.95,7.5,74.3,5.44,9.58,9.69,0.0,0.0,1,13.77,4.61,29.82,1,-22,16.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.9176
2025-03-07 15:54:43-08:00,6.3,253.616,15.363000000000001,15.876,12.743999999999998,422.98,7.5,74.0,5.28,9.05,9.22,0.0,0.0,1,13.7,1.3,31.57,1,-22,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.788800000000002
2025-03-07 15:55:43-08:00,6.31,256.135,16.587,15.771,11.664,422.99,7.5,74.1,4.89,8.63,8.96,0.0,0.0,1,13.91,165.44,31.12,1,-24,17.0,-2.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.2368
2025-03-07 15:56:43-08:00,6.31,259.91900000000004,16.11,16.527,9.984,423.0,7.5,74.1,5.14,8.98,9.28,0.0,0.0,1,13.8,46.73,35.73,1,-20,17.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,9.180800000000001
2025-03-07 15:57:43-08:00,6.31,254.60600000000002,14.31,15.5295,12.984,422.42,7.5,74.0,5.32,9.48,9.94,0.0,0.0,1,13.77,13.2,30.54,1,-23,18.0,-2.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.180800000000001
2025-03-07 15:58:43-08:00,6.31,248.65500000000003,14.553000000000003,16.5165,10.752,422.15,7.6,74.0,5.32,10.03,10.75,0.0,0.0,1,13.7,3.73,33.35,1,-22,18.0,-1.0,-2.0,STAT,0,LAT,LON,W,CRC,,,,,,,10.174399999999999
