DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,135,27,-9,2824432408,123,30,-3,-32,4068865776,AQI
2025-03-19 11:41:13-07:00,7.03,178.178,5.8229999999999995,16.768500000000003,12.132,410.0,8.2,56.4,0.68,1.26,1.28,18.0,-1.0,-1.0,,,,,,,3.4344
2025-03-19 11:42:13-07:00,7.03,178.937,5.967,16.737000000000002,11.904,410.0,8.2,56.4,0.78,1.09,1.1,18.0,-1.0,-1.0,,,,,,,3.2528000000000006
2025-03-19 11:43:13-07:00,7.03,178.068,7.3709999999999996,15.918000000000001,12.335999999999999,409.89,8.3,56.4,0.51,0.99,0.99,18.0,-1.0,-1.0,,,,,,,3.2592
2025-03-19 11:44:13-07:00,7.03,178.77200000000002,7.623000000000001,15.1095,13.799999999999999,409.69,8.2,56.4,0.6,1.07,1.07,18.0,-1.0,-1.0,,,,,,,3.6159999999999997
2025-03-19 11:45:13-07:00,7.03,182.193,6.048,16.023,12.564,409.39,8.2,56.4,0.99,1.45,1.45,18.0,-1.0,-1.0,,,,,,,3.6728000000000005
2025-03-19 11:46:14-07:00,7.03,187.286,5.688000000000001,15.288000000000002,13.812,409.14,8.2,56.3,1.0,1.61,1.61,18.0,-1.0,-1.0,,,,,,,4.0504
2025-03-19 11:47:14-07:00,7.03,193.87500000000003,6.237,15.2565,14.076,409.05,8.2,56.4,1.21,2.0,2.11,18.0,-1.0,-1.0,,,,,,,4.4152000000000005
2025-03-19 11:48:14-07:00,7.03,200.035,5.895,16.128,13.176,409.02,8.2,56.3,1.04,1.91,2.11,18.0,0.0,-1.0,,,,,,,4.1632
2025-03-19 11:49:14-07:00,7.02,193.54500000000002,7.182,15.959999999999999,13.404,409.01,8.2,56.5,0.99,1.93,2.27,18.0,-1.0,-1.0,,,,,,,4.2248
2025-03-19 11:50:14-07:00,7.01,198.84700000000004,7.3260000000000005,16.2435,14.184,409.0,8.2,56.3,0.94,1.39,1.5,18.0,-1.0,0.0,,,,,,,3.9488000000000003
2025-03-19 11:51:14-07:00,7.02,210.98000000000002,6.7860000000000005,16.548000000000002,14.339999999999998,409.0,8.2,56.3,0.55,1.37,1.44,18.0,-1.0,0.0,,,,,,,3.964
2025-03-19 11:52:15-07:00,7.01,206.09600000000003,6.8759999999999994,16.978500000000004,12.42,409.0,8.2,56.4,0.69,1.51,1.59,17.0,-2.0,-1.0,,,,,,,3.692
2025-03-19 11:53:15-07:00,7.01,202.14700000000002,7.0649999999999995,15.959999999999999,14.232,409.0,8.2,56.5,0.66,1.43,1.96,18.0,-1.0,0.0,,,,,,,3.9904
2025-03-19 11:54:16-07:00,7.0,201.762,7.614000000000001,15.9495,15.072,409.0,8.2,56.5,0.36,1.27,1.95,18.0,-1.0,-1.0,,,,,,,4.0304
2025-03-19 11:55:16-07:00,6.99,191.19100000000003,7.2540000000000004,15.687,14.16,409.0,8.2,56.5,0.55,1.42,1.73,18.0,-1.0,-1.0,,,,,,,3.968
2025-03-19 11:56:16-07:00,6.98,184.48100000000002,6.849,17.325,11.868,409.0,8.2,56.4,0.77,1.16,1.27,18.0,-1.0,-1.0,,,,,,,3.3016
