DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,92,23,-1,-27,2684860687,86,18,2618862233,AQI
2025-03-17 07:50:04-07:00,4.35,161.89800000000002,8.01,25.8195,6.672,434.93,5.8,74.0,0.0,0.06,0.06,14.0,3.0,1.0,STAT,,,,,1.3824
2025-03-17 07:51:04-07:00,4.3,159.08200000000002,9.468,24.4545,6.215999999999999,434.97,5.8,74.0,0.0,0.27,0.27,12.0,2.0,0.0,STAT,,,,,1.4591999999999998
2025-03-17 07:52:04-07:00,4.26,159.00500000000002,6.9030000000000005,28.171499999999998,3.6599999999999997,435.15,5.7,74.0,0.0,0.43,0.43,13.0,3.0,1.0,STAT,,,,,1.076
2025-03-17 07:53:04-07:00,4.23,157.366,7.317000000000001,27.1215,1.932,435.64,5.7,74.1,0.0,0.2,0.2,14.0,3.0,0.0,STAT,,,,,0.5464
2025-03-17 07:54:04-07:00,4.17,158.961,8.253,26.1765,3.756,435.37,5.7,74.2,0.0,0.44,0.44,12.0,3.0,0.0,STAT,,,,,1.1032
2025-03-17 07:55:04-07:00,4.13,155.74900000000002,8.172,25.945500000000003,7.116,435.78,5.6,74.3,0.0,0.59,0.63,14.0,3.0,1.0,STAT,,,,,1.8952
2025-03-17 07:56:00-07:00,4.08,156.882,8.883,26.785500000000003,4.368,435.92,5.6,74.4,0.0,0.28,0.29,12.0,3.0,1.0,STAT,,,,,1.0976000000000001
2025-03-17 07:57:00-07:00,4.04,153.054,6.8759999999999994,27.405,5.052,435.97,5.6,74.4,0.0,0.23,0.24,14.0,3.0,1.0,STAT,,,,,1.1944
2025-03-17 07:58:00-07:00,4.01,157.52,10.935,27.1215,5.904,435.99,5.5,74.6,0.0,0.48,0.48,12.0,3.0,1.0,STAT,,,,,1.5648
2025-03-17 07:59:00-07:00,3.96,160.68800000000002,9.954,28.1505,7.523999999999999,436.0,5.5,74.7,0.0,0.45,0.45,10.0,3.0,1.0,STAT,,,,,1.8648
2025-03-17 08:00:00-07:00,3.93,156.91500000000002,10.089,27.930000000000003,7.236,436.61,5.5,74.9,0.0,0.57,0.57,11.0,2.0,0.0,STAT,,,,,1.9032
2025-03-17 08:01:02-07:00,3.88,158.136,8.658,28.8015,6.4559999999999995,436.86,5.4,75.1,0.0,0.66,0.66,11.0,2.0,1.0,STAT,,,,,1.8192
2025-03-17 08:02:02-07:00,3.84,157.28900000000002,8.946,27.0375,5.9639999999999995,436.95,5.4,75.3,0.0,0.59,0.59,11.0,3.0,1.0,STAT,,,,,1.6647999999999998
2025-03-17 08:03:02-07:00,3.81,154.693,10.287,27.0375,8.232,436.98,5.4,75.4,0.0,0.87,0.87,11.0,2.0,0.0,STAT,,,,,2.3424
2025-03-17 08:04:02-07:00,3.76,159.39000000000001,8.262,28.812,8.028,437.5,5.3,75.8,0.0,0.65,0.65,12.0,2.0,0.0,STAT,,,,,2.1256000000000004
2025-03-17 08:05:02-07:00,3.73,161.216,9.629999999999999,28.539,10.127999999999998,438.47,5.3,76.2,0.0,0.57,0.57,11.0,2.0,0.0,STAT,,,,,2.4816
2025-03-17 08:06:02-07:00,3.71,157.53100000000003,9.09,28.203,7.068,439.46,5.3,76.3,0.0,0.8,0.94,13.0,2.0,0.0,STAT,,,,,2.0536000000000003
2025-03-17 08:07:02-07:00,3.67,158.04800000000003,8.262,27.216000000000005,6.912,439.81,5.3,76.2,0.0,0.87,1.04,13.0,2.0,0.0,STAT,,,,,2.0784000000000002
2025-03-17 08:08:02-07:00,3.63,158.35600000000002,8.793,27.8775,7.044,440.02,5.3,76.3,0.0,0.93,0.99,12.0,2.0,0.0,STAT,,,,,2.1528
2025-03-17 08:09:02-07:00,3.61,156.882,7.074000000000001,27.352500000000003,4.823999999999999,440.65,5.2,76.3,0.0,0.89,0.91,15.0,2.0,1.0,STAT,,,,,1.6768
2025-03-17 08:10:03-07:00,3.59,153.67,7.146000000000001,27.3945,5.207999999999999,440.88,5.2,76.3,0.0,0.6,0.95,14.0,2.0,0.0,STAT,,,,,1.5215999999999998
2025-03-17 08:11:03-07:00,3.54,156.31,7.218,27.6255,5.244,440.62,5.2,76.2,0.0,0.73,0.91,15.0,2.0,0.0,STAT,,,,,1.6328
2025-03-17 08:12:03-07:00,3.51,164.23000000000002,9.189000000000002,29.3475,5.94,441.22,5.2,76.3,0.03,0.89,0.95,13.0,2.0,0.0,STAT,,,,,1.9000000000000004
2025-03-17 08:13:03-07:00,3.49,166.925,8.316,28.885500000000004,6.336,441.72,5.2,76.4,0.05,0.92,1.06,12.0,2.0,0.0,STAT,,,,,2.0032
2025-03-17 08:14:03-07:00,3.46,165.57200000000003,10.944,28.224,4.308,441.9,5.2,76.4,0.03,0.9,1.18,10.0,1.0,0.0,STAT,,,,,1.5816000000000001
2025-03-17 08:15:03-07:00,3.42,169.01500000000001,7.056,30.051000000000002,3.48,441.97,5.2,76.5,0.24,1.13,1.29,13.0,2.0,0.0,STAT,,,,,1.6
2025-03-17 08:16:04-07:00,3.4,173.36,7.488,30.429000000000002,5.303999999999999,442.39,5.1,76.8,0.08,1.11,1.16,12.0,1.0,0.0,STAT,,,,,1.9488
2025-03-17 08:17:04-07:00,3.38,173.30500000000004,9.395999999999999,29.599500000000003,6.263999999999999,442.95,5.1,76.9,0.1,1.15,1.17,12.0,2.0,1.0,STAT,,,,,2.1727999999999996
2025-03-17 08:18:04-07:00,3.35,170.03800000000004,8.622,30.7545,2.388,443.71,5.1,76.9,0.03,1.05,1.05,13.0,2.0,0.0,STAT,,,,,1.3176
2025-03-17 08:19:04-07:00,3.31,167.442,10.665,28.8225,4.871999999999999,443.9,5.1,76.9,0.19,1.39,1.4,10.0,2.0,0.0,STAT,,,,,2.0864
2025-03-17 08:20:04-07:00,3.29,165.91300000000004,12.159,28.0455,3.876,444.48,5.1,76.8,0.5,1.34,1.34,10.0,1.0,0.0,STAT,,,,,1.8472
2025-03-17 08:21:06-07:00,3.28,167.35399999999998,7.551000000000001,30.544500000000003,0.864,446.41,5.0,76.9,0.82,1.34,1.85,13.0,3.0,1.0,STAT,,,,,1.2448000000000001
2025-03-17 08:22:06-07:00,3.24,165.66,8.73,28.549500000000002,4.368,448.17,5.0,77.0,1.2,2.41,2.58,13.0,1.0,0.0,STAT,,,,,2.8016000000000005
2025-03-17 08:23:06-07:00,3.21,165.473,10.143,28.371000000000002,2.5079999999999996,448.85,5.0,77.0,1.0,2.06,2.16,11.0,1.0,0.0,STAT,,,,,2.1496
2025-03-17 08:24:06-07:00,3.19,165.51700000000002,9.288,28.1295,3.2039999999999997,448.3,5.0,77.0,0.86,1.82,1.85,12.0,2.0,1.0,STAT,,,,,2.0968
2025-03-17 08:25:06-07:00,3.17,165.82500000000002,11.735999999999999,27.678,1.9679999999999997,448.11,5.0,77.0,0.78,1.76,1.77,12.0,2.0,0.0,STAT,,,,,1.8016
2025-03-17 08:26:06-07:00,3.12,164.692,13.491,28.791000000000004,0.504,448.04,5.0,77.0,0.81,1.95,1.96,10.0,2.0,0.0,STAT,,,,,1.6608
2025-03-17 08:27:06-07:00,3.09,164.549,13.860000000000001,28.434,1.428,448.01,4.9,77.0,0.94,1.96,1.96,9.0,1.0,0.0,STAT,,,,,1.8536000000000001
2025-03-17 08:28:06-07:00,3.08,166.122,12.492,28.2555,1.6320000000000001,448.0,4.9,77.0,0.65,1.35,1.35,10.0,2.0,0.0,STAT,,,,,1.4064
2025-03-17 08:29:06-07:00,3.05,162.844,8.226,28.9065,1.7999999999999998,446.95,4.9,77.0,0.22,0.96,0.96,11.0,2.0,0.0,STAT,,,,,1.1280000000000001
2025-03-17 08:30:07-07:00,3.0,160.886,11.349,25.851000000000003,2.1,446.33,4.9,77.0,0.6,1.22,1.22,10.0,1.0,0.0,STAT,,,,,1.396
2025-03-17 08:31:07-07:00,2.98,161.018,12.096,27.72,-0.696,446.12,4.9,77.0,0.82,1.69,1.69,9.0,2.0,0.0,STAT,,,,,1.2128
2025-03-17 08:32:08-07:00,2.95,158.70800000000003,10.503,26.512500000000003,0.336,446.04,4.8,76.9,0.93,1.9,1.98,14.0,2.0,1.0,STAT,,,,,1.5872
2025-03-17 08:33:08-07:00,2.9,163.911,8.541,26.669999999999998,0.696,446.56,4.8,77.0,0.85,1.59,1.65,12.0,1.0,0.0,STAT,,,,,1.4112000000000002
2025-03-17 08:34:08-07:00,2.87,166.309,9.522,27.6045,0.252,446.84,4.8,77.2,0.85,1.42,1.44,11.0,2.0,0.0,STAT,,,,,1.1864
2025-03-17 08:35:08-07:00,2.85,163.64700000000002,9.306000000000001,27.090000000000003,0.732,446.95,4.8,77.2,1.01,1.65,1.65,12.0,1.0,0.0,STAT,,,,,1.4664000000000001
2025-03-17 08:36:08-07:00,2.8,168.38800000000003,9.81,26.113500000000002,1.092,447.6,4.8,77.3,1.0,1.93,1.93,12.0,2.0,0.0,STAT,,,,,1.7624
2025-03-17 08:37:08-07:00,2.77,167.92600000000002,8.262,26.2185,2.688,447.86,4.7,77.3,1.0,1.9,1.9,13.0,1.0,0.0,STAT,,,,,2.0576
2025-03-17 08:38:08-07:00,2.75,176.935,9.972,28.392,0.084,447.95,4.7,77.3,0.42,1.29,1.29,11.0,2.0,0.0,STAT,,,,,1.0488
2025-03-17 08:39:09-07:00,2.72,172.678,14.436,28.35,-0.168,447.98,4.7,77.2,0.67,1.79,1.79,8.0,1.0,0.0,STAT,,,,,1.3984
2025-03-17 08:40:09-07:00,2.68,174.87800000000001,13.968,28.308000000000003,0.768,447.99,4.7,77.3,0.89,2.14,2.14,8.0,2.0,0.0,STAT,,,,,1.8656000000000001
2025-03-17 08:41:09-07:00,2.66,175.362,11.016,29.6625,0.612,448.0,4.6,77.3,0.96,2.12,2.12,10.0,2.0,0.0,STAT,,,,,1.8184000000000002
2025-03-17 08:42:04-07:00,2.64,185.55900000000003,12.465,30.7755,2.592,448.0,4.6,77.4,0.99,1.92,2.26,10.0,1.0,0.0,STAT,,,,,2.0544000000000002
2025-03-17 08:43:04-07:00,2.6,203.401,13.32,33.474000000000004,4.5,447.77,4.6,77.5,0.83,1.85,1.97,9.0,1.0,0.0,STAT,,,,,2.3800000000000003
2025-03-17 08:44:04-07:00,2.57,219.395,13.32,36.886500000000005,1.236,447.27,4.6,77.7,0.9,1.68,1.72,11.0,2.0,0.0,STAT,,,,,1.5912000000000002
2025-03-17 08:45:04-07:00,2.55,225.94000000000003,13.185,38.4405,-1.296,446.59,4.6,77.8,0.58,1.31,1.32,11.0,2.0,0.0,STAT,,,,,0.7888
2025-03-17 08:46:04-07:00,2.54,238.54600000000002,10.376999999999999,33.3585,2.268,445.92,4.6,77.8,0.58,1.36,1.36,12.0,1.0,0.0,STAT,,,,,1.5416
2025-03-17 08:47:05-07:00,2.53,258.21400000000006,10.998000000000001,32.403,-1.044,445.32,4.6,77.8,0.36,0.97,0.97,12.0,2.0,0.0,STAT,,,,,0.5672
2025-03-17 08:48:05-07:00,2.52,286.165,10.449,29.505000000000003,2.352,444.28,4.6,77.8,0.7,1.48,1.58,10.0,1.0,0.0,STAT,,,,,1.6543999999999999
2025-03-17 08:49:05-07:00,2.48,281.149,9.684,31.122000000000003,2.196,444.1,4.5,77.8,0.91,1.7,1.83,10.0,1.0,0.0,STAT,,,,,1.7992000000000001
2025-03-17 08:50:05-07:00,2.45,250.811,4.383,30.8805,1.776,444.39,4.5,77.8,0.71,1.23,1.27,15.0,1.0,0.0,STAT,,,,,1.3392
2025-03-17 08:51:05-07:00,2.44,221.76000000000002,7.623000000000001,29.274,2.292,445.84,4.5,77.8,0.55,1.11,1.34,13.0,1.0,0.0,STAT,,,,,1.3464
2025-03-17 08:52:06-07:00,2.43,206.129,10.935,28.77,1.308,446.59,4.5,77.8,0.81,1.36,1.45,10.0,1.0,0.0,STAT,,,,,1.3496000000000001
2025-03-17 08:53:06-07:00,2.42,198.407,10.332,27.174,1.32,446.86,4.5,77.7,0.59,1.43,1.45,10.0,1.0,0.0,STAT,,,,,1.408
2025-03-17 08:54:06-07:00,2.41,199.55100000000002,7.992000000000001,26.764499999999998,0.384,446.95,4.5,77.6,0.24,1.11,1.12,13.0,2.0,0.0,STAT,,,,,0.9648000000000001
2025-03-17 08:55:06-07:00,2.37,199.63900000000004,9.495000000000001,25.777500000000003,1.9799999999999998,446.98,4.5,77.6,0.47,0.95,0.96,11.0,1.0,0.0,STAT,,,,,1.156
2025-03-17 08:56:06-07:00,2.34,196.702,10.170000000000002,25.494000000000003,1.068,446.78,4.5,77.6,0.16,0.79,0.8,11.0,0.0,0.0,STAT,,,,,0.8456000000000001
2025-03-17 08:57:07-07:00,2.33,194.39200000000002,13.095,25.651500000000002,3.048,445.98,4.4,77.6,0.06,0.85,0.85,7.0,1.0,0.0,STAT,,,,,1.2896
2025-03-17 08:58:07-07:00,2.32,190.90500000000003,10.062,26.313,2.076,444.84,4.4,77.7,0.17,1.18,1.18,10.0,1.0,0.0,STAT,,,,,1.3592
2025-03-17 08:59:08-07:00,2.31,190.33300000000003,11.357999999999999,26.964000000000002,3.0119999999999996,443.11,4.4,77.8,0.11,0.87,0.97,8.0,1.0,0.0,STAT,,,,,1.2984
2025-03-17 09:00:08-07:00,2.26,197.043,6.210000000000001,27.3735,3.576,441.46,4.4,77.9,0.29,1.03,1.06,11.0,1.0,0.0,STAT,,,,,1.5392000000000001
2025-03-17 09:01:08-07:00,2.24,197.50500000000002,8.469000000000001,26.8905,3.192,441.03,4.4,78.0,0.44,1.05,1.06,9.0,1.0,0.0,STAT,,,,,1.4784000000000002
2025-03-17 09:02:09-07:00,2.23,197.043,7.857,27.825000000000003,0.42,441.01,4.4,78.0,0.15,0.95,1.11,12.0,1.0,0.0,STAT,,,,,0.844
2025-03-17 09:03:08-07:00,2.22,199.33100000000002,7.659,28.087500000000002,1.26,441.0,4.3,78.0,0.07,0.87,0.93,11.0,1.0,0.0,STAT,,,,,0.9480000000000001
2025-03-17 09:04:08-07:00,2.21,215.46800000000002,9.675,28.7175,2.568,443.06,4.3,78.1,0.56,1.38,1.4,11.0,1.0,0.0,STAT,,,,,1.6176
2025-03-17 09:05:08-07:00,2.2,223.14600000000004,9.270000000000001,28.476000000000003,2.232,446.48,4.3,78.3,0.75,1.2,1.21,12.0,0.0,0.0,STAT,,,,,1.4064
2025-03-17 09:06:08-07:00,2.19,225.95100000000002,12.015,30.9435,-0.324,448.65,4.3,78.4,0.54,1.07,1.07,9.0,1.0,0.0,STAT,,,,,0.7912000000000001
2025-03-17 09:07:09-07:00,2.14,220.803,11.322000000000001,31.006500000000003,1.3559999999999999,449.53,4.3,78.6,0.35,0.93,1.23,10.0,1.0,0.0,STAT,,,,,1.0152
2025-03-17 09:08:10-07:00,2.13,223.00300000000001,10.467,27.6255,4.44,449.83,4.3,78.7,0.13,0.77,0.91,11.0,0.0,0.0,STAT,,,,,1.5040000000000002
2025-03-17 09:09:10-07:00,2.12,224.202,10.26,27.951,6.3,450.56,4.3,78.8,0.28,1.45,1.5,10.0,0.0,0.0,STAT,,,,,2.42
2025-03-17 09:10:10-07:00,2.12,221.925,12.213000000000001,30.9435,5.664,450.84,4.3,79.0,0.53,1.42,1.44,9.0,0.0,0.0,STAT,,,,,2.2687999999999997
2025-03-17 09:11:10-07:00,2.11,224.44400000000002,12.915,32.487,3.0119999999999996,450.95,4.3,79.3,0.66,1.45,1.46,9.0,0.0,-1.0,STAT,,,,,1.7624
2025-03-17 09:12:10-07:00,2.11,234.35500000000002,13.221,32.938500000000005,3.1079999999999997,450.98,4.3,79.6,0.88,1.98,2.05,9.0,0.0,-1.0,STAT,,,,,2.2056
2025-03-17 09:13:10-07:00,2.11,271.04,13.779,35.322,0.768,451.77,4.3,79.9,0.91,1.83,2.07,10.0,0.0,-1.0,STAT,,,,,1.6176000000000001
2025-03-17 09:14:10-07:00,2.1,310.002,12.501000000000001,34.786500000000004,2.892,453.15,4.3,80.1,0.86,1.59,1.84,10.0,0.0,-1.0,STAT,,,,,1.8504000000000003
2025-03-17 09:15:11-07:00,2.1,266.904,9.918,36.58200000000001,1.536,453.99,4.3,80.4,0.79,1.73,2.33,11.0,0.0,0.0,STAT,,,,,1.6912000000000003
2025-03-17 09:16:11-07:00,2.1,240.504,7.2540000000000004,34.8915,3.396,454.65,4.3,80.5,0.96,1.91,2.26,13.0,0.0,-1.0,STAT,,,,,2.2072000000000003
2025-03-17 09:17:11-07:00,2.11,226.62200000000004,9.099,33.7995,4.092,454.88,4.3,80.6,0.99,1.97,2.08,13.0,0.0,-1.0,STAT,,,,,2.3944
2025-03-17 09:18:11-07:00,2.1,220.44000000000003,7.137,37.1175,0.84,454.96,4.3,80.8,1.04,2.61,2.64,14.0,1.0,-1.0,STAT,,,,,2.2560000000000002
2025-03-17 09:19:11-07:00,2.11,213.84000000000003,11.645999999999999,35.5005,1.08,455.53,4.3,80.8,1.09,2.27,2.5,11.0,0.0,-1.0,STAT,,,,,2.032
2025-03-17 09:20:11-07:00,2.11,217.162,13.266,34.1775,0.108,456.86,4.4,80.8,1.09,2.43,3.0,10.0,0.0,-1.0,STAT,,,,,1.9656000000000002
2025-03-17 09:21:11-07:00,2.12,215.76500000000001,14.877,32.928,0.528,457.95,4.4,80.7,1.18,2.76,2.95,8.0,0.0,-1.0,STAT,,,,,2.3135999999999997
2025-03-17 09:22:11-07:00,2.12,212.87200000000004,12.231,31.059,3.0359999999999996,458.71,4.4,80.6,1.06,2.54,2.6,10.0,0.0,0.0,STAT,,,,,2.6391999999999998
2025-03-17 09:23:12-07:00,2.12,209.26400000000004,12.987,31.4895,-0.036,459.19,4.4,80.5,1.12,1.91,1.93,10.0,0.0,0.0,STAT,,,,,1.5208
2025-03-17 09:24:12-07:00,2.12,205.68900000000002,12.384,30.6915,0.528,459.07,4.4,80.2,1.13,1.58,1.59,10.0,0.0,0.0,STAT,,,,,1.3696000000000002
2025-03-17 09:25:12-07:00,2.11,206.88800000000003,14.355,32.802,4.896,458.25,4.4,80.0,1.04,1.75,1.75,9.0,0.0,0.0,STAT,,,,,2.3792
2025-03-17 09:26:12-07:00,2.11,209.66,13.950000000000001,32.1195,2.376,457.21,4.4,79.7,1.24,2.17,2.17,10.0,0.0,0.0,STAT,,,,,2.2112
2025-03-17 09:27:12-07:00,2.1,259.45700000000005,15.138,31.9935,0.9239999999999999,456.43,4.4,79.6,1.08,1.85,1.85,9.0,0.0,-1.0,STAT,,,,,1.6648000000000003
2025-03-17 09:28:08-07:00,2.1,289.34400000000005,17.442,31.919999999999998,-0.552,456.16,4.4,79.3,1.03,1.81,2.27,6.0,0.0,0.0,STAT,,,,,1.3376000000000001
2025-03-17 09:29:08-07:00,2.1,283.382,14.670000000000002,31.290000000000003,-0.504,456.06,4.4,79.1,1.01,2.8,2.95,7.0,0.0,0.0,STAT,,,,,2.1391999999999998
2025-03-17 09:30:08-07:00,2.09,267.476,13.122,31.416000000000004,-2.868,456.02,4.3,79.0,1.24,2.53,2.58,12.0,0.0,-1.0,STAT,,,,,1.4504000000000001
2025-03-17 09:31:08-07:00,2.06,248.73200000000003,11.016,31.6575,-3.408,456.01,4.3,79.0,2.5,5.12,5.2,12.0,0.0,-1.0,STAT,,,,,3.4144
