DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,136,23,-10,-35,2525300821,130,18,-36,328373497,AQI
2025-03-21 19:36:24-07:00,8.11,185.35000000000002,12.465,15.959999999999999,23.976,416.1,9.3,71.2,0.07,1.09,1.11,22.0,-1.0,-2,STAT,,,,,,5.6672
2025-03-21 19:37:24-07:00,8.12,184.217,12.006,15.687,24.228,416.15,9.3,71.1,0.8,2.05,2.29,22.0,0.0,-2,STAT,,,,,,6.485600000000001
2025-03-21 19:38:24-07:00,8.14,187.737,11.610000000000001,16.0125,24.228,416.6,9.4,71.1,0.94,2.26,2.35,25.0,0.0,-2,STAT,,,,,,6.653600000000001
2025-03-21 19:39:24-07:00,8.14,186.054,11.664000000000001,15.75,22.871999999999996,416.86,9.4,71.2,1.13,2.17,2.2,24.0,-1.0,-2,STAT,,,,,,6.3104
2025-03-21 19:40:25-07:00,8.19,185.35000000000002,11.817,15.592500000000001,22.932,416.87,9.4,71.2,1.02,1.94,1.95,23.0,-1.0,-2,STAT,,,,,,6.138400000000001
2025-03-21 19:41:25-07:00,8.22,188.386,12.123000000000001,15.456000000000001,23.532,416.53,9.5,71.1,1.5,2.57,2.76,23.0,-1.0,-2,STAT,,,,,,6.7624
2025-03-21 19:42:25-07:00,8.24,189.387,12.987,16.548000000000002,21.179999999999996,416.48,9.6,70.9,1.98,3.14,3.39,22.0,-1.0,-3,STAT,,,,,,6.748
2025-03-21 19:43:25-07:00,8.3,198.88000000000002,11.889000000000001,18.6795,20.232,416.43,9.7,72.2,1.67,2.88,3.06,24.0,-2.0,-3,STAT,,,,,,6.3504000000000005
2025-03-21 19:44:24-07:00,8.36,196.229,12.654,16.978500000000004,21.228,416.8,9.8,71.9,1.51,2.52,2.74,23.0,-1.0,-4,STAT,,,,,,6.2616000000000005
2025-03-21 19:45:24-07:00,8.43,191.675,11.457,18.102,19.487999999999996,416.58,9.8,71.2,17.95,21.56,23.14,26.0,-2.0,-4,STAT,,,,,,21.1456
2025-03-21 19:46:24-07:00,8.52,186.12,11.97,17.933999999999997,22.8,416.2,9.9,70.8,19.97,22.26,22.76,24.0,-2.0,-3,STAT,,,,,,22.368000000000002
2025-03-21 19:47:24-07:00,8.62,187.60500000000002,11.565,19.4985,20.88,415.53,10.0,70.7,12.89,14.62,14.79,25.0,-2.0,-4,STAT,,,,,,15.872
2025-03-21 19:48:25-07:00,8.73,184.8,12.267000000000001,19.1625,21.755999999999997,415.19,10.1,70.8,7.51,9.01,9.13,25.0,-2.0,-4,STAT,,,,,,11.5592
2025-03-21 19:49:26-07:00,8.84,184.866,12.420000000000002,18.070500000000003,22.812,415.07,10.2,70.7,2.93,4.12,4.27,25.0,-3.0,-4,STAT,,,,,,7.8584000000000005
2025-03-21 19:50:26-07:00,8.96,190.223,12.762,17.472,24.612000000000002,415.02,10.4,70.2,1.19,2.05,2.39,24.0,-3.0,-3,STAT,,,,,,6.5624
2025-03-21 19:51:26-07:00,9.08,193.53400000000002,10.881,16.38,24.444,415.01,10.5,69.7,0.72,1.84,2.17,26.0,-3.0,-4,STAT,,,,,,6.3608
2025-03-21 19:52:26-07:00,9.2,190.619,10.8,17.398500000000002,23.424,415.0,10.6,69.5,0.42,1.74,2.3,27.0,-3.0,-4,STAT,,,,,,6.0768
2025-03-21 19:53:26-07:00,9.32,185.383,11.727,16.453500000000002,23.052,415.0,10.7,68.7,0.15,1.23,1.41,27.0,-2.0,-4,STAT,,,,,,5.5944
2025-03-21 19:54:27-07:00,9.42,187.044,12.447000000000001,15.981000000000002,24.084,415.0,10.7,68.1,0.16,1.37,1.58,26.0,-3.0,-4,STAT,,,,,,5.912800000000001
2025-03-21 19:55:27-07:00,9.5,187.71500000000003,12.033,14.4795,24.516,415.0,10.8,67.5,0.09,1.06,1.13,26.0,-3.0,-4,STAT,,,,,,5.7512
2025-03-21 19:56:28-07:00,9.59,182.00600000000003,11.709,14.741999999999999,24.887999999999998,415.0,10.8,67.6,0.48,1.56,1.58,27.0,-3.0,-4,STAT,,,,,,6.2256
2025-03-21 19:57:28-07:00,9.66,184.074,12.78,14.763000000000002,23.855999999999998,415.0,10.9,66.9,0.31,1.51,1.52,26.0,-3.0,-4,STAT,,,,,,5.9792
2025-03-21 19:58:28-07:00,9.72,192.21400000000003,12.393,14.784,22.776,415.0,10.9,66.2,0.62,2.14,2.14,26.0,-2.0,-4,STAT,,,,,,6.267200000000001
2025-03-21 19:59:28-07:00,9.8,186.57100000000003,12.663,13.6815,23.279999999999998,415.0,10.9,65.4,0.29,1.73,1.73,26.0,-3.0,-5,STAT,,,,,,6.04
