DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,120,21,-6,2657857377,117,18,-9,-32,2982659293,AQI
2025-03-17 12:22:11-07:00,0.0,266.92600000000004,23.184,19.341,-3.816,486.43,2.8,75.8,3.2,5.1,5.28,6.0,0.0,-1.0,,,,,,,3.3168
2025-03-17 12:23:11-07:00,-0.03,268.312,24.246000000000002,18.7845,-2.928,488.15,2.8,75.8,3.41,5.49,5.61,7.0,-1.0,-1.0,,,,,,,3.8064000000000004
2025-03-17 12:24:11-07:00,-0.05,289.641,21.519000000000002,19.6875,-3.1319999999999997,489.98,2.7,75.7,3.8,5.73,5.77,10.0,-1.0,-1.0,,,,,,,3.9576000000000007
2025-03-17 12:25:12-07:00,-0.06,382.613,24.606,21.063,-4.236,492.42,2.7,75.7,4.09,6.49,6.5,8.0,0.0,-1.0,,,,,,,4.3448
2025-03-17 12:26:12-07:00,-0.06,349.932,25.317,20.979000000000003,-5.172,494.09,2.7,75.8,3.38,5.78,6.12,6.0,0.0,-2.0,,,,,,,3.589600000000001
2025-03-17 12:27:13-07:00,-0.06,430.63900000000007,24.822,20.7165,-5.159999999999999,494.68,2.7,75.8,3.7,5.71,6.36,8.0,-1.0,-2.0,,,,,,,3.5360000000000005
2025-03-17 12:28:13-07:00,-0.07,449.141,24.75,21.1365,-3.324,495.91,2.7,75.8,3.65,6.22,6.65,8.0,-1.0,-1.0,,,,,,,4.3111999999999995
2025-03-17 12:29:13-07:00,-0.07,419.87,26.685,20.5695,-4.056,497.85,2.7,75.8,3.89,7.45,7.68,7.0,-1.0,-2.0,,,,,,,5.1488000000000005
2025-03-17 12:30:14-07:00,-0.07,631.3340000000001,29.268000000000004,19.9815,-3.456,498.59,2.7,75.7,4.21,7.3,7.38,7.0,-1.0,-2.0,,,,,,,5.1488
2025-03-17 12:31:14-07:00,-0.08,1703.592,34.101,20.118000000000002,-3.072,499.52,2.7,75.8,4.07,6.25,6.27,6.0,-1.0,-2.0,,,,,,,4.3856
