DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,AQHI
2025-04-10T10:25:03,12.42,243.83700000000002,14.022,13.671,8.976,423.25,13.0,56.8,0.99,1.66,1.71,1.6941452969999773
2025-04-10T10:26:03,12.43,256.96000000000004,12.15,12.0855,10.223999999999998,423.09,13.0,56.8,0.85,1.65,1.87,1.659127161473966
2025-04-10T10:27:03,12.44,267.36600000000004,14.76,11.571,9.132,423.03,13.1,56.3,1.25,2.17,2.28,1.6221775914056533
2025-04-10T10:28:03,12.45,259.534,13.923,11.424000000000001,9.588,423.01,13.0,56.3,1.07,1.82,1.86,1.6024129757350543
2025-04-10T10:29:03,12.49,244.12300000000002,14.382000000000001,10.311,12.672,423.0,13.0,56.1,0.7,1.28,1.3,1.5986739226809776
2025-04-10T10:30:03,12.51,240.75700000000003,13.356,10.804499999999999,11.472,423.0,13.1,56.5,0.7,1.42,1.5,1.5938603673118927
2025-04-10T10:31:04,12.53,240.29500000000002,14.265,11.655,11.172,422.54,13.1,56.6,0.82,1.6,1.73,1.599682794313196
2025-04-10T10:32:04,12.54,240.9,15.434999999999999,11.6235,10.44,422.19,13.1,56.1,0.94,1.34,1.55,1.5974423628621721
2025-04-10T10:33:05,12.55,244.55200000000002,13.707,11.13,11.952,421.98,13.0,56.1,1.15,1.71,1.78,1.6017113232343168
2025-04-10T10:34:05,12.59,241.78000000000003,13.635,11.2035,13.235999999999999,421.74,13.1,56.2,1.03,1.64,1.66,1.6120894784871433
2025-04-10T10:35:05,12.61,244.87100000000004,13.932,11.865000000000002,12.372,421.26,13.1,56.5,1.04,1.93,2.15,1.6228252097674114
2025-04-10T10:36:05,12.63,245.00300000000001,12.924,11.1195,11.927999999999999,421.47,13.1,56.6,0.9,1.85,1.92,1.624282082844567
2025-04-10T10:37:05,12.63,249.81,13.491,11.634,10.127999999999998,421.17,13.1,56.2,1.08,1.97,1.99,1.622103530604166
2025-04-10T10:38:07,12.64,253.94600000000003,13.428,11.424000000000001,10.98,421.06,13.2,56.2,1.0,1.96,2.08,1.6220948476614252
2025-04-10T10:39:06,12.68,241.16400000000002,11.735999999999999,11.5815,10.427999999999999,421.02,13.2,56.1,0.95,1.68,2.0,1.6201893430804213
