DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,216,83,0,-10,6,0.1,0.00000,0.00000.1,0.2,1121389567,275,78,-11,758574998,AQI
2025-02-21 15:05:34-08:00,22.09,171.116,10.674,10.374,0.22799999999999998,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.02,45.52,27.3,1,-5,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.0456
2025-02-21 15:06:34-08:00,22.09,173.41500000000002,9.846,10.374,-0.528,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.98,12.86,29.29,1,-6,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.10560000000000001
2025-02-21 15:07:35-08:00,22.09,171.90800000000002,10.053,9.6705,0.372,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.95,3.63,33.22,1,-5,51.0,0.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.07440000000000001
2025-02-21 15:08:30-08:00,22.09,168.91600000000003,9.018,9.597000000000001,1.944,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,1.14,34.52,1,-4,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.38880000000000003
2025-02-21 15:09:30-08:00,22.09,172.612,9.423,8.946,3.096,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.32,33.35,1,-5,52.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.6192000000000001
2025-02-21 15:10:30-08:00,22.09,170.962,9.351,9.0615,2.364,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.09,27.09,1,-4,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4728
2025-02-21 15:11:30-08:00,22.09,174.702,8.504999999999999,9.2085,2.136,411.18,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.03,30.07,1,-7,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4272
2025-02-21 15:12:31-08:00,22.09,170.687,9.045000000000002,10.0905,1.68,411.06,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,30.44,1,-5,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.336
2025-02-21 15:13:33-08:00,22.09,169.851,9.333,9.807,2.088,411.59,21.2,30.6,0.0,0.0,0.12,0.0,0.0,1,14.16,222.29,33.21,1,-4,52.0,0.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4176
2025-02-21 15:14:33-08:00,22.09,171.05,8.937,9.66,0.708,411.86,21.2,30.6,0.0,0.0,0.06,0.0,0.0,1,14.02,62.78,30.79,1,-4,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1416
2025-02-21 15:15:34-08:00,22.09,168.53100000000003,8.73,9.828,2.028,411.37,21.2,30.6,0.0,0.0,0.02,0.0,0.0,1,13.98,17.73,26.15,1,-3,53.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4056
2025-02-21 15:16:34-08:00,22.09,171.52300000000002,9.576,11.0355,0.084,411.71,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.95,5.01,27.68,1,-5,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.016800000000000002
2025-02-21 15:17:34-08:00,22.09,169.42200000000003,9.882000000000001,10.384500000000001,0.324,411.67,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.95,1.41,29.64,1,-3,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.06480000000000001
2025-02-21 15:18:34-08:00,22.09,173.89900000000003,8.955,11.2035,-1.56,411.24,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.4,34.69,1,-6,53.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,-0.31200000000000006
2025-02-21 15:19:34-08:00,22.09,171.53400000000002,9.495000000000001,10.437,0.828,411.08,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.11,31.29,1,-4,52.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.1656
2025-02-21 15:20:35-08:00,22.09,172.68900000000002,9.251999999999999,10.195500000000001,1.6440000000000001,411.03,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.03,33.94,1,-4,52.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.32880000000000004
2025-02-21 15:21:35-08:00,22.09,173.382,8.901000000000002,10.7835,1.092,411.52,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,28.38,1,-5,53.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.21840000000000004
2025-02-21 15:22:35-08:00,22.09,176.71500000000003,9.045000000000002,9.397499999999999,2.928,411.78,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,27.89,1,-6,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.5856
2025-02-21 15:23:34-08:00,22.08,173.118,9.216000000000001,9.2085,2.1,411.47,21.2,30.5,0.0,0.0,0.0,0.0,0.0,1,14.19,308.29,36.39,1,-4,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.42000000000000004
2025-02-21 15:24:35-08:00,22.09,172.39200000000002,9.81,9.723,0.876,411.16,21.2,30.6,0.0,0.0,0.09,0.0,0.0,1,14.02,87.07,31.27,1,-3,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.17520000000000002
2025-02-21 15:25:35-08:00,22.09,173.56900000000002,9.774,10.122000000000002,1.2,410.76,21.2,30.6,0.0,0.0,0.03,0.0,0.0,1,13.98,24.59,27.38,1,-4,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.24
2025-02-21 15:26:35-08:00,22.09,172.63400000000001,9.099,11.1195,0.66,410.27,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.95,6.95,28.66,1,-4,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.132
2025-02-21 15:27:35-08:00,22.09,173.987,9.207,10.1745,0.768,410.68,21.2,30.6,0.0,0.0,0.03,0.0,0.0,1,13.95,1.96,30.13,1,-3,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.15360000000000001
2025-02-21 15:28:35-08:00,22.08,174.71300000000002,9.882000000000001,9.8175,0.948,410.89,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.91,0.55,34.11,1,-4,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1896
2025-02-21 15:29:35-08:00,22.09,174.80100000000002,8.919,10.3215,-0.372,410.96,21.2,30.6,0.0,0.0,0.2,0.0,0.0,1,13.91,0.16,30.72,1,-3,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,-0.07440000000000001
2025-02-21 15:30:36-08:00,22.09,175.494,9.225,10.878,-1.512,410.99,21.2,30.6,0.0,0.0,0.07,0.0,0.0,1,13.87,0.04,30.79,1,-4,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,-0.3024
2025-02-21 15:31:36-08:00,22.08,174.669,10.638,11.382,0.372,411.0,21.2,30.6,0.0,0.0,0.02,0.0,0.0,1,13.87,0.01,29.41,1,-4,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.07440000000000001
2025-02-21 15:32:36-08:00,22.09,175.58200000000002,9.315,10.521,2.796,410.95,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.84,0.0,26.75,1,-5,51.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.5592
2025-02-21 15:33:38-08:00,22.08,172.23800000000003,9.774,10.279499999999999,2.064,410.82,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.16,252.84,43.62,1,-2,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.41280000000000006
2025-02-21 15:34:38-08:00,22.08,171.677,8.955,10.4055,0.324,410.45,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.05,89.66,31.62,1,-2,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.06480000000000001
2025-02-21 15:35:38-08:00,22.08,174.559,9.747,10.857000000000001,-1.092,410.81,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.98,25.32,28.4,1,-3,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.21840000000000004
2025-02-21 15:36:38-08:00,22.07,170.973,9.702,10.857000000000001,0.36,410.93,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.98,7.15,29.97,1,-1,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.072
2025-02-21 15:37:38-08:00,22.07,170.22500000000002,9.675,10.626,1.452,410.91,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.95,2.02,31.19,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2904
2025-02-21 15:38:38-08:00,22.07,176.627,8.928,11.214,0.84,410.93,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.57,29.66,1,-4,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.168
2025-02-21 15:39:39-08:00,22.07,175.60399999999998,10.098,10.3215,0.48,410.88,21.2,30.6,0.0,0.0,0.02,0.0,0.0,1,13.91,0.16,32.06,1,-3,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.096
2025-02-21 15:40:39-08:00,22.07,173.448,10.422,10.185,1.8119999999999998,410.96,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.87,0.05,32.78,1,-1,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.3624
2025-02-21 15:41:39-08:00,22.07,175.032,10.116,10.269,2.268,410.99,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,28.95,1,-2,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4536
2025-02-21 15:42:39-08:00,22.07,174.669,10.359,9.8175,4.188,410.99,21.2,30.6,0.0,0.0,0.17,0.0,0.0,1,13.87,0.0,28.57,1,-2,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.8376
2025-02-21 15:43:39-08:00,22.07,173.23900000000003,10.44,10.615499999999999,0.348,411.0,21.2,30.6,0.0,0.0,0.06,0.0,0.0,1,14.12,195.13,29.78,1,-1,51.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.0696
2025-02-21 15:44:38-08:00,22.06,173.723,9.963000000000001,9.114,3.0359999999999996,411.0,21.2,30.6,0.0,0.0,0.02,0.0,0.0,1,14.05,111.7,33.54,1,-1,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6072
2025-02-21 15:45:38-08:00,22.06,171.60000000000002,10.017000000000001,10.636500000000002,-0.312,411.0,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,14.02,31.55,28.44,1,0,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.062400000000000004
2025-02-21 15:46:39-08:00,22.05,172.348,9.18,9.880500000000001,1.08,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.98,8.91,29.25,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.21600000000000003
2025-02-21 15:47:39-08:00,22.05,175.175,9.629999999999999,10.100999999999999,1.74,411.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.95,2.52,30.58,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.34800000000000003
2025-02-21 15:48:39-08:00,22.04,175.30700000000002,9.504000000000001,10.006499999999999,1.6440000000000001,410.73,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.71,27.78,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.32880000000000004
2025-02-21 15:49:40-08:00,22.03,173.50300000000001,10.125,10.899000000000001,1.452,410.91,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.2,36.28,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2904
2025-02-21 15:50:40-08:00,22.02,174.16300000000004,10.638,11.088000000000001,0.3,410.97,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.06,32.57,1,-1,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.06
2025-02-21 15:51:41-08:00,22.02,173.55800000000002,9.792000000000002,9.691500000000001,2.148,410.99,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.02,32.15,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.42960000000000004
2025-02-21 15:52:41-08:00,22.02,175.747,9.126000000000001,9.996,1.6320000000000001,410.93,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.0,28.15,1,-1,53.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.3264
2025-02-21 15:53:41-08:00,22.01,176.154,8.775,9.9435,3.144,410.98,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,28.07,1,-2,53.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6288
2025-02-21 15:54:35-08:00,22.01,177.95800000000003,8.721,9.765,4.32,410.99,21.2,30.6,0.0,0.0,0.21,0.0,0.0,1,14.12,209.39,32.43,1,-2,52.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.8640000000000001
2025-02-21 15:55:35-08:00,22.0,175.802,9.864,9.586500000000001,3.9599999999999995,411.4,21.2,30.6,0.0,0.0,0.06,0.0,0.0,1,14.02,59.14,30.71,1,-1,50.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.7919999999999999
2025-02-21 15:56:35-08:00,22.0,174.966,9.756,11.2245,1.344,411.79,21.2,30.6,0.0,0.08,0.13,0.0,0.0,1,13.98,16.7,29.1,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.33280000000000004
2025-02-21 15:57:36-08:00,22.0,173.591,10.017000000000001,10.4475,1.32,411.68,21.2,30.6,0.0,0.03,0.04,0.0,0.0,1,13.95,4.72,30.18,1,0,50.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.28800000000000003
2025-02-21 15:58:36-08:00,21.99,174.16300000000004,10.494,10.08,0.744,411.24,21.2,30.7,0.0,0.01,0.01,0.0,0.0,1,13.95,1.33,28.12,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.15680000000000002
2025-02-21 15:59:36-08:00,21.99,179.102,8.793,10.2375,1.692,411.17,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.38,37.58,1,-3,53.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.33840000000000003
2025-02-21 16:00:36-08:00,21.99,175.13100000000003,9.395999999999999,10.815000000000001,0.66,411.3,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.11,35.8,1,-1,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.132
2025-02-21 16:01:36-08:00,21.99,175.252,8.982000000000001,10.9725,1.404,411.11,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.03,30.78,1,0,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2808
2025-02-21 16:02:36-08:00,21.99,175.109,9.423,11.151,1.68,411.65,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,27.57,1,0,51.0,0.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.336
2025-02-21 16:03:36-08:00,21.99,173.074,9.243,10.6995,0.40800000000000003,411.88,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,30.83,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.0816
2025-02-21 16:04:38-08:00,21.99,174.119,9.693,10.4475,0.45599999999999996,411.96,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,14.16,304.24,38.55,1,0,51.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.0912
2025-02-21 16:05:38-08:00,21.99,177.89200000000002,8.919,11.707500000000001,-0.624,411.99,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.05,85.93,31.35,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.12480000000000001
2025-02-21 16:06:38-08:00,21.99,177.122,10.431000000000001,11.781,-2.364,411.99,21.2,30.6,0.0,0.0,0.11,0.0,0.0,1,13.98,24.27,28.66,1,-1,50.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,-0.4728
2025-02-21 16:07:38-08:00,21.99,176.30800000000002,10.179,11.529000000000002,-0.552,412.06,21.2,30.6,0.0,0.0,0.03,0.0,0.0,1,13.95,6.85,29.29,1,0,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.11040000000000001
2025-02-21 16:08:38-08:00,21.99,176.209,10.908,11.214,-0.0,412.02,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.95,1.94,29.53,1,0,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.0
2025-02-21 16:09:38-08:00,21.99,177.529,9.441,12.327,-0.372,412.01,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.55,34.81,1,-1,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.07440000000000001
2025-02-21 16:10:38-08:00,21.99,174.09700000000004,8.676,11.172,0.348,412.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.91,0.15,33.57,1,0,52.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.0696
2025-02-21 16:11:38-08:00,21.99,176.858,9.783,11.0145,0.048,411.84,21.2,30.6,0.0,0.0,0.04,0.0,0.0,1,13.87,0.04,29.08,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.009600000000000001
2025-02-21 16:12:39-08:00,21.99,176.90200000000002,10.413,11.591999999999999,0.096,411.69,21.2,30.6,0.0,0.0,0.01,0.0,0.0,1,13.87,0.01,30.15,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.019200000000000002
2025-02-21 16:13:39-08:00,21.99,174.812,8.793,10.962,1.248,411.89,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,30.16,1,1,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.24960000000000002
2025-02-21 16:14:39-08:00,21.99,176.726,8.586,11.770500000000002,-2.124,411.96,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.16,282.58,30.41,1,0,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.42480000000000007
2025-02-21 16:15:40-08:00,21.99,178.54100000000003,9.251999999999999,11.13,-0.732,411.99,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.05,87.91,31.74,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.1464
2025-02-21 16:16:40-08:00,21.99,174.603,10.116,10.384500000000001,0.264,412.0,21.2,30.6,0.0,0.0,0.15,0.0,0.0,1,13.98,24.83,29.98,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.05280000000000001
2025-02-21 16:17:40-08:00,21.99,174.537,9.270000000000001,11.340000000000002,0.9839999999999999,412.35,21.1,30.6,0.0,0.0,0.06,0.0,0.0,1,13.95,7.01,31.42,1,0,52.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.19679999999999997
2025-02-21 16:18:41-08:00,21.99,177.562,9.225,10.0485,2.1,412.5,21.2,30.7,0.0,0.06,0.08,0.0,0.0,1,13.95,1.98,27.88,1,0,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.468
2025-02-21 16:19:41-08:00,21.99,176.66,9.909,10.636500000000002,0.504,412.82,21.2,30.6,0.0,0.02,0.03,0.0,0.0,1,13.91,0.56,27.7,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1168
2025-02-21 16:20:42-08:00,21.99,175.054,10.269,10.993500000000001,-0.12,412.94,21.2,30.6,0.0,0.01,0.01,0.0,0.0,1,13.91,0.16,29.96,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.016
2025-02-21 16:21:42-08:00,21.99,179.234,10.206,10.8885,0.72,412.57,21.1,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.04,29.74,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.144
2025-02-21 16:22:42-08:00,21.99,177.419,9.045000000000002,11.2665,0.384,412.61,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,29.51,1,0,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.07680000000000001
2025-02-21 16:23:42-08:00,21.99,174.526,8.352,11.3295,0.888,412.86,21.1,30.6,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,28.83,1,1,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1776
2025-02-21 16:24:43-08:00,21.99,174.74600000000004,9.927,12.127500000000001,-0.9239999999999999,412.95,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.16,288.19,26.85,1,2,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.1848
2025-02-21 16:25:44-08:00,21.99,178.91500000000002,10.053,11.5395,-0.9239999999999999,412.98,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.05,110.32,37.31,1,-1,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,-0.1848
2025-02-21 16:26:44-08:00,21.99,179.41,9.558,10.8885,0.696,412.99,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.98,31.16,28.5,1,-1,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.1392
2025-02-21 16:27:44-08:00,21.99,180.25700000000003,9.504000000000001,10.804499999999999,3.6719999999999997,413.0,21.1,30.7,0.0,0.0,0.0,0.0,0.0,1,13.95,8.8,29.8,1,-2,52.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.7343999999999999
2025-02-21 16:28:44-08:00,21.99,178.88200000000003,9.828,10.6785,3.456,413.0,21.2,30.7,0.0,0.03,0.03,0.0,0.0,1,13.95,2.49,29.85,1,0,51.0,2.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.7152000000000001
2025-02-21 16:29:44-08:00,21.99,180.01500000000001,9.873000000000001,9.702,3.2279999999999998,413.0,21.2,30.7,0.0,0.01,0.01,0.0,0.0,1,13.91,0.7,32.35,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.6536
2025-02-21 16:30:43-08:00,21.99,181.14800000000002,9.081,10.3215,2.4599999999999995,413.65,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.91,0.2,35.4,1,-1,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.49199999999999994
2025-02-21 16:31:43-08:00,21.99,178.728,9.828,9.765,2.364,413.88,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.87,0.06,30.36,1,0,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.4728
2025-02-21 16:32:43-08:00,21.99,178.387,9.153,10.100999999999999,1.464,413.96,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.87,0.02,30.35,1,0,51.0,2.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.2928
2025-02-21 16:33:44-08:00,21.99,175.16400000000002,9.251999999999999,11.340000000000002,0.636,413.98,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,30.11,1,0,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.1272
2025-02-21 16:34:44-08:00,21.99,180.04800000000003,8.892000000000001,12.2745,-0.8999999999999999,413.99,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,14.19,325.03,28.88,1,0,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.18
2025-02-21 16:35:45-08:00,21.99,183.48000000000002,10.818,11.2875,0.84,414.09,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,14.02,98.88,36.9,1,-2,48.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.168
2025-02-21 16:36:45-08:00,21.99,175.747,9.999,10.8465,0.612,414.03,21.2,30.7,0.0,0.09,0.09,0.0,0.0,1,13.98,27.93,31.55,1,0,49.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.19440000000000002
2025-02-21 16:37:45-08:00,21.99,176.407,9.063,10.899000000000001,-0.288,414.05,21.2,30.6,0.0,0.05,0.05,0.0,0.0,1,13.95,7.89,28.87,1,0,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,-0.01759999999999999
2025-02-21 16:38:45-08:00,21.99,178.59600000000003,9.261,11.6235,0.348,414.02,21.2,30.7,0.0,0.02,0.02,0.0,0.0,1,13.95,2.23,30.08,1,0,52.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.0856
2025-02-21 16:39:46-08:00,21.99,178.508,10.026000000000002,11.529000000000002,1.008,414.01,21.2,30.6,0.0,0.01,0.01,0.0,0.0,1,13.91,0.63,30.06,1,0,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2096
2025-02-21 16:40:46-08:00,21.99,182.24800000000002,9.792000000000002,11.151,4.068,414.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.18,40.11,1,-2,50.0,1.0,2,STAT,0,LAT,LON,W,CRC,,,,,,0.8136
2025-02-21 16:41:46-08:00,21.99,178.431,9.117,12.18,1.476,414.0,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.87,0.05,33.02,1,0,52.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2952
2025-02-21 16:42:46-08:00,21.99,179.674,9.261,11.8545,0.444,414.0,21.2,30.6,0.0,0.0,0.0,0.0,0.0,1,13.87,0.01,32.58,1,-1,51.0,1.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.0888
2025-02-21 16:43:46-08:00,21.99,181.89600000000004,9.549,11.76,1.524,414.0,21.2,30.7,0.0,0.0,0.0,0.0,0.0,1,13.84,0.0,30.86,1,-1,51.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.3048
2025-02-21 16:44:46-08:00,21.99,177.353,9.909,11.445,2.052,414.0,21.2,30.7,0.0,0.0,0.18,0.0,0.0,1,14.12,217.22,25.85,1,1,50.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.41040000000000004
2025-02-21 16:45:46-08:00,21.99,183.62300000000002,8.541,11.298,1.044,414.0,21.2,30.7,0.0,0.0,0.17,0.0,0.0,1,14.02,61.35,35.11,1,-2,52.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.2088
2025-02-21 16:46:47-08:00,21.99,181.43400000000003,9.495000000000001,11.318999999999999,0.66,414.0,21.2,30.7,0.0,0.0,0.15,0.0,0.0,1,13.98,17.33,34.26,1,-1,51.0,1.0,0,STAT,0,LAT,LON,W,CRC,,,,,,0.132
2025-02-21 16:47:47-08:00,21.99,181.335,8.469000000000001,11.4765,0.9959999999999999,414.16,21.2,30.7,0.0,0.09,0.28,0.0,0.0,1,13.95,4.89,30.2,1,0,53.0,2.0,1,STAT,0,LAT,LON,W,CRC,,,,,,0.2712
