DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,138,18,-3,-39,618015603,190,23,-31,375611010,AQI
2025-03-22 04:08:00-07:00,5.8,197.47200000000004,7.659,15.225000000000001,26.772,421.45,6.8,76.9,1.22,2.81,3.64,13.0,0.0,-2.0,STAT,,,,,,7.6024
2025-03-22 04:09:00-07:00,5.8,199.54000000000002,7.901999999999999,14.238000000000001,26.255999999999997,421.26,6.8,76.8,1.29,2.76,3.05,13.0,0.0,-2.0,STAT,,,,,,7.459199999999999
2025-03-22 04:10:00-07:00,5.8,201.33300000000003,8.244,13.566,28.476,421.09,6.8,76.5,1.1,2.56,3.0,13.0,0.0,-2.0,STAT,,,,,,7.7432
2025-03-22 04:11:00-07:00,5.8,199.95800000000003,7.587,13.576500000000001,27.852,421.03,6.8,76.0,1.03,2.25,2.97,13.0,0.0,-2.0,STAT,,,,,,7.3704
2025-03-22 04:12:01-07:00,5.8,197.34000000000003,6.957000000000001,14.448,27.407999999999998,421.01,6.8,75.9,1.1,2.0,2.51,14.0,0.0,-2.0,STAT,,,,,,7.0816
2025-03-22 04:13:01-07:00,5.8,189.94800000000004,6.237,13.986,28.572,421.0,6.7,75.8,0.86,1.8,1.96,14.0,0.0,-2.0,STAT,,,,,,7.154400000000001
2025-03-22 04:14:01-07:00,5.8,188.04500000000002,7.164,14.217,27.768,420.61,6.7,75.8,1.06,2.37,2.62,13.0,0.0,-2.0,STAT,,,,,,7.4496
2025-03-22 04:15:01-07:00,5.8,190.817,8.360999999999999,14.847000000000001,27.084,420.21,6.7,75.9,0.64,1.71,1.92,12.0,0.0,-2.0,STAT,,,,,,6.784800000000001
2025-03-22 04:16:01-07:00,5.8,190.102,8.649,14.868,26.916,420.08,6.7,76.3,1.06,1.99,2.05,12.0,0.0,-2.0,STAT,,,,,,6.975200000000001
2025-03-22 04:17:01-07:00,5.8,193.303,9.09,14.038499999999999,27.516,420.03,6.7,76.1,0.94,1.51,1.53,11.0,0.0,-2.0,STAT,,,,,,6.7112
2025-03-22 04:18:01-07:00,5.79,189.002,8.676,14.931000000000001,26.808,420.42,6.7,76.1,0.98,1.91,2.1,12.0,0.0,-2.0,STAT,,,,,,6.8896
2025-03-22 04:19:01-07:00,5.79,187.08800000000002,6.606,14.301,27.0,420.79,6.7,76.2,0.76,1.39,1.46,14.0,0.0,-2.0,STAT,,,,,,6.5120000000000005
2025-03-22 04:20:01-07:00,5.78,183.436,7.812,14.6265,27.168,420.93,6.7,75.9,0.88,1.47,1.78,13.0,0.0,-2.0,STAT,,,,,,6.6096
2025-03-22 04:21:01-07:00,5.78,185.262,7.965,13.881000000000002,27.695999999999998,420.97,6.7,75.6,0.83,1.65,1.89,12.0,0.0,-2.0,STAT,,,,,,6.8592
2025-03-22 04:22:01-07:00,5.78,188.144,7.137,13.9755,27.384,420.99,6.7,75.8,0.98,1.75,2.12,13.0,0.0,-2.0,STAT,,,,,,6.876800000000001
2025-03-22 04:23:01-07:00,5.78,193.193,6.7410000000000005,14.332500000000001,26.04,421.0,6.7,76.0,1.0,1.86,1.99,14.0,0.0,-3.0,STAT,,,,,,6.696000000000001
2025-03-22 04:24:01-07:00,5.77,197.57100000000003,7.884,14.238000000000001,27.528000000000002,421.0,6.7,75.6,0.87,1.86,1.99,13.0,0.0,-2.0,STAT,,,,,,6.993600000000002
2025-03-22 04:25:03-07:00,5.75,202.07,6.894,15.057,27.744,421.0,6.7,75.5,1.05,1.95,2.16,13.0,0.0,-2.0,STAT,,,,,,7.1088000000000005
