timestamp_local,co,co2,geo,met,model,no,no2,o3,pm1,pm10,pm25,raw_data_id,rh,sn,temp,timestamp,url,AQHI
2025-04-04 16:59:19-07:00,896.4780000000001,551.49,"{'lat': None, 'lon': None}","{'rh': 37.5, 'temp': 19.8, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.097,25.095,33.096,12.38,17.57,13.92,354934804,37.5,MOD-00620,19.8,2025-04-04T23:59:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354934706,4.503064309322436
2025-04-04 16:58:19-07:00,890.0430000000001,548.47,"{'lat': None, 'lon': None}","{'rh': 37.8, 'temp': 19.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.097,25.3365,31.644,11.96,21.82,13.39,354934805,37.8,MOD-00620,19.9,2025-04-04T23:58:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354934707,4.462756922021078
2025-04-04 16:57:19-07:00,894.476,553.29,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 19.9, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.034,25.084500000000002,32.304,9.7,13.49,11.24,354932492,37.9,MOD-00620,19.9,2025-04-04T23:57:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932394,4.41991594701609
2025-04-04 16:56:19-07:00,886.4680000000001,553.29,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 20.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.097,25.095,31.979999999999997,10.3,36.96,11.93,354932493,37.9,MOD-00620,20.0,2025-04-04T23:56:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932395,4.402597335637914
2025-04-04 16:55:19-07:00,892.3420000000001,551.85,"{'lat': None, 'lon': None}","{'rh': 37.9, 'temp': 20.0, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.097,24.843,31.979999999999997,10.59,18.46,11.86,354932494,37.9,MOD-00620,20.0,2025-04-04T23:55:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932396,4.387232951282763
2025-04-04 16:54:19-07:00,879.9670000000001,549.08,"{'lat': None, 'lon': None}","{'rh': 37.7, 'temp': 20.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.2680000000000002,25.357499999999998,32.4,10.7,17.63,11.98,354932491,37.7,MOD-00620,20.1,2025-04-04T23:54:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354932393,4.388950439625569
2025-04-04 16:53:19-07:00,886.072,551.49,"{'lat': None, 'lon': None}","{'rh': 37.4, 'temp': 20.1, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.367,23.877,32.832,10.29,15.02,11.65,354930173,37.4,MOD-00620,20.1,2025-04-04T23:53:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930075,4.373094898958685
2025-04-04 16:52:19-07:00,886.4130000000001,548.47,"{'lat': None, 'lon': None}","{'rh': 37.7, 'temp': 20.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.2680000000000002,24.864,31.74,10.88,14.45,11.98,354930172,37.7,MOD-00620,20.2,2025-04-04T23:52:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930074,4.366535804089052
2025-04-04 16:51:19-07:00,877.6130000000002,550.28,"{'lat': None, 'lon': None}","{'rh': 37.4, 'temp': 20.2, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.2680000000000002,24.8745,31.487999999999996,11.35,19.07,12.43,354930174,37.4,MOD-00620,20.2,2025-04-04T23:51:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930076,4.3624186472309825
2025-04-04 16:50:19-07:00,888.591,548.84,"{'lat': None, 'lon': None}","{'rh': 36.8, 'temp': 20.3, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.3760000000000003,24.4125,33.047999999999995,11.41,23.95,12.82,354930175,36.8,MOD-00620,20.3,2025-04-04T23:50:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354930077,4.365203567847642
2025-04-04 16:49:19-07:00,891.2750000000001,548.72,"{'lat': None, 'lon': None}","{'rh': 36.4, 'temp': 20.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.259,24.192,32.52,11.59,17.57,12.81,354927909,36.4,MOD-00620,20.4,2025-04-04T23:49:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354927811,4.363202344996255
2025-04-04 16:48:19-07:00,891.6490000000001,546.31,"{'lat': None, 'lon': None}","{'rh': 36.5, 'temp': 20.4, 'wd': 0.0, 'ws': 0.0, 'ws_scalar': 0.0}","{'gas': {'co': 13505, 'co2': 13267, 'no': 13593, 'no2': 13772, 'o3': 13752}, 'pm': {'pm1': 13221, 'pm10': 13223, 'pm25': 13222}}",2.3760000000000003,22.365000000000002,31.812,10.21,27.48,11.34,354927908,36.5,MOD-00620,20.4,2025-04-04T23:48:19,https://api.quant-aq.com/v1/devices/MOD-00620/data/354927810,4.33963622380539
